Date,Close,High,Low,Open,Volume,"('Close', 'FCEL')","('High', 'FCEL')","('Low', 'FCEL')","('Open', 'FCEL')","('Volume', 'FCEL')"
2024-06-03,30.0,30.600000381469727,27.899999618530277,27.899999618530277,2201650.0,,,,,
2024-06-04,27.899999618530277,29.700000762939453,27.0,29.700000762939453,1847187.0,,,,,
2024-06-05,28.799999237060547,29.399999618530277,27.299999237060547,28.799999237060547,1769847.0,,,,,
2024-06-06,27.600000381469727,28.5,26.700000762939453,28.5,1631010.0,,,,,
2024-06-07,26.100000381469727,27.299999237060547,25.200000762939453,27.0,1326243.0,,,,,
2024-06-10,29.399999618530277,30.899999618530277,25.799999237060547,25.799999237060547,2091070.0,,,,,
2024-06-11,27.600000381469727,29.100000381469727,26.399999618530277,28.799999237060547,1641797.0,,,,,
2024-06-12,28.200000762939453,30.600000381469727,27.899999618530277,28.799999237060547,1897227.0,,,,,
2024-06-13,26.700000762939453,28.799999237060547,25.799999237060547,28.799999237060547,1799790.0,,,,,
2024-06-14,24.600000381469727,26.700000762939453,24.299999237060547,26.399999618530277,1113977.0,,,,,
2024-06-17,24.0,24.899999618530277,22.5,24.899999618530277,1733510.0,,,,,
2024-06-18,23.100000381469727,24.0,22.5,23.399999618530277,1765323.0,,,,,
2024-06-20,22.200000762939453,23.399999618530277,21.899999618530277,23.399999618530277,2652910.0,,,,,
2024-06-21,20.100000381469727,21.899999618530277,20.100000381469727,21.899999618530277,2128050.0,,,,,
2024-06-24,20.399999618530277,20.700000762939453,19.5,20.399999618530277,1807240.0,,,,,
2024-06-25,19.5,20.700000762939453,19.200000762939453,20.399999618530277,1379877.0,,,,,
2024-06-26,19.5,19.799999237060547,18.899999618530277,19.5,1116820.0,,,,,
2024-06-27,19.200000762939453,19.799999237060547,18.600000381469727,19.799999237060547,1035577.0,,,,,
2024-06-28,19.200000762939453,19.799999237060547,18.299999237060547,19.5,1748950.0,,,,,
2024-07-01,18.299999237060547,19.799999237060547,18.299999237060547,19.200000762939453,1109810.0,,,,,
2024-07-02,18.0,18.899999618530277,18.0,18.299999237060547,1119917.0,,,,,
2024-07-03,19.799999237060547,20.399999618530277,18.299999237060547,18.299999237060547,1044657.0,,,,,
2024-07-05,18.899999618530277,20.100000381469727,18.899999618530277,19.799999237060547,912843.0,,,,,
2024-07-08,19.200000762939453,20.399999618530277,18.899999618530277,19.200000762939453,1432030.0,,,,,
2024-07-09,18.899999618530277,19.5,18.600000381469727,19.5,1384707.0,,,,,
2024-07-10,18.0,19.200000762939453,18.0,19.200000762939453,1656153.0,,,,,
2024-07-11,19.5,20.100000381469727,18.899999618530277,18.899999618530277,2103160.0,,,,,
2024-07-12,20.700000762939453,21.0,19.799999237060547,20.100000381469727,2751970.0,,,,,
2024-07-15,20.100000381469727,21.600000381469727,19.200000762939453,21.299999237060547,1811593.0,,,,,
2024-07-16,20.700000762939453,21.299999237060547,19.200000762939453,20.399999618530277,2880970.0,,,,,
2024-07-17,18.899999618530277,21.0,18.899999618530277,20.399999618530277,3051760.0,,,,,
2024-07-18,17.100000381469727,19.200000762939453,17.100000381469727,18.899999618530277,4239410.0,,,,,
2024-07-19,15.600000381469728,17.399999618530273,15.600000381469728,17.100000381469727,2212160.0,,,,,
2024-07-22,16.200000762939453,16.5,14.699999809265137,16.5,2128170.0,,,,,
2024-07-23,16.200000762939453,16.5,15.600000381469728,15.899999618530272,1936047.0,,,,,
2024-07-24,15.600000381469728,15.899999618530272,15.300000190734863,15.899999618530272,2315433.0,,,,,
2024-07-25,16.200000762939453,16.799999237060547,15.0,15.600000381469728,2615190.0,,,,,
2024-07-26,15.899999618530272,16.5,15.300000190734863,16.200000762939453,2162393.0,,,,,
2024-07-29,15.300000190734863,15.899999618530272,14.699999809265137,15.899999618530272,2296693.0,,,,,
2024-07-30,14.699999809265137,15.300000190734863,14.699999809265137,15.300000190734863,1858753.0,,,,,
2024-07-31,15.300000190734863,15.899999618530272,14.699999809265137,15.0,1602870.0,,,,,
2024-08-01,14.100000381469728,15.600000381469728,13.800000190734863,15.600000381469728,1759433.0,,,,,
2024-08-02,14.100000381469728,15.0,12.899999618530272,13.800000190734863,1007553.0,,,,,
2024-08-05,14.699999809265137,15.0,12.0,12.600000381469728,1597430.0,,,,,
2024-08-06,14.699999809265137,15.300000190734863,14.399999618530272,15.300000190734863,813987.0,,,,,
2024-08-07,13.5,15.0,13.5,15.0,1085190.0,,,,,
2024-08-08,14.100000381469728,14.100000381469728,13.199999809265137,13.5,792920.0,,,,,
2024-08-09,13.5,14.399999618530272,13.5,14.399999618530272,1031970.0,,,,,
2024-08-12,13.199999809265137,13.800000190734863,13.199999809265137,13.800000190734863,749200.0,,,,,
2024-08-13,13.800000190734863,13.800000190734863,13.199999809265137,13.199999809265137,1172347.0,,,,,
2024-08-14,13.199999809265137,13.800000190734863,13.199999809265137,13.800000190734863,318520.0,,,,,
2024-08-15,14.100000381469728,14.399999618530272,13.5,13.5,732730.0,,,,,
2024-08-16,15.0,15.600000381469728,14.100000381469728,14.100000381469728,808767.0,,,,,
2024-08-19,15.600000381469728,15.899999618530272,14.399999618530272,15.300000190734863,868193.0,,,,,
2024-08-20,12.300000190734863,15.300000190734863,12.300000190734863,15.300000190734863,2057690.0,,,,,
2024-08-21,13.800000190734863,13.800000190734863,12.0,12.600000381469728,1370523.0,,,,,
2024-08-22,12.600000381469728,13.800000190734863,12.600000381469728,13.5,870790.0,,,,,
2024-08-23,13.5,13.800000190734863,12.899999618530272,13.199999809265137,764267.0,,,,,
2024-08-26,13.199999809265137,13.5,12.899999618530272,13.5,526823.0,,,,,
2024-08-27,12.600000381469728,13.199999809265137,12.600000381469728,13.199999809265137,404020.0,,,,,
2024-08-28,12.300000190734863,12.600000381469728,12.0,12.600000381469728,523947.0,,,,,
2024-08-29,12.600000381469728,12.899999618530272,12.300000190734863,12.600000381469728,554993.0,,,,,
2024-08-30,12.0,12.899999618530272,12.0,12.899999618530272,679107.0,,,,,
2024-09-03,11.399999618530272,12.300000190734863,11.100000381469728,12.0,898067.0,,,,,
2024-09-04,12.300000190734863,12.600000381469728,11.399999618530272,11.699999809265137,619170.0,,,,,
2024-09-05,12.600000381469728,14.100000381469728,12.300000190734863,12.600000381469728,1945160.0,,,,,
2024-09-06,13.199999809265137,14.100000381469728,12.600000381469728,12.899999618530272,532537.0,,,,,
2024-09-09,12.899999618530272,13.5,12.300000190734863,13.199999809265137,470973.0,,,,,
2024-09-10,12.899999618530272,13.199999809265137,12.600000381469728,12.600000381469728,413810.0,,,,,
2024-09-11,13.5,13.800000190734863,12.899999618530272,13.5,581997.0,,,,,
2024-09-12,13.5,13.800000190734863,12.899999618530272,13.5,687937.0,,,,,
2024-09-13,14.399999618530272,14.699999809265137,13.800000190734863,13.800000190734863,634840.0,,,,,
2024-09-16,14.100000381469728,14.699999809265137,13.5,14.399999618530272,506723.0,,,,,
2024-09-17,15.899999618530272,16.200000762939453,14.399999618530272,14.399999618530272,1016743.0,,,,,
2024-09-18,14.699999809265137,15.899999618530272,14.699999809265137,15.899999618530272,804967.0,,,,,
