Date,Close,High,Low,Open,Volume,"('Close', 'AIOT')","('High', 'AIOT')","('Low', 'AIOT')","('Open', 'AIOT')","('Volume', 'AIOT')"
2024-06-03,5.239999771118164,5.380000114440918,5.190000057220459,5.369999885559082,433500.0,,,,,
2024-06-04,4.769999980926514,5.21999979019165,4.760000228881836,5.190000057220459,734300.0,,,,,
2024-06-05,4.900000095367432,4.96999979019165,4.78000020980835,4.809999942779541,613700.0,,,,,
2024-06-06,4.730000019073486,4.96999979019165,4.670000076293945,4.880000114440918,578700.0,,,,,
2024-06-07,4.590000152587891,4.75,4.5,4.670000076293945,648900.0,,,,,
2024-06-10,4.559999942779541,4.760000228881836,4.550000190734863,4.599999904632568,435600.0,,,,,
2024-06-11,4.5,4.590000152587891,4.429999828338623,4.53000020980835,430700.0,,,,,
2024-06-12,4.639999866485596,4.690000057220459,4.550000190734863,4.550000190734863,316300.0,,,,,
2024-06-13,4.559999942779541,4.679999828338623,4.5,4.659999847412109,489500.0,,,,,
2024-06-14,4.53000020980835,4.619999885559082,4.440000057220459,4.550000190734863,415900.0,,,,,
2024-06-17,4.449999809265137,4.579999923706055,4.440000057220459,4.510000228881836,603500.0,,,,,
2024-06-18,4.309999942779541,4.5,4.269999980926514,4.460000038146973,1029000.0,,,,,
2024-06-20,4.170000076293945,4.389999866485596,4.119999885559082,4.25,1031400.0,,,,,
2024-06-21,4.28000020980835,4.340000152587891,4.139999866485596,4.21999979019165,1493700.0,,,,,
2024-06-24,4.239999771118164,4.289999961853027,4.139999866485596,4.25,1267000.0,,,,,
2024-06-25,4.190000057220459,4.269999980926514,4.110000133514404,4.210000038146973,1656300.0,,,,,
2024-06-26,4.409999847412109,4.409999847412109,4.110000133514404,4.110000133514404,938200.0,,,,,
2024-06-27,4.559999942779541,4.840000152587891,4.409999847412109,4.429999828338623,1340800.0,,,,,
2024-06-28,4.570000171661377,4.710000038146973,4.380000114440918,4.599999904632568,13698600.0,,,,,
2024-07-01,4.849999904632568,4.900000095367432,4.460000038146973,4.610000133514404,548100.0,,,,,
2024-07-02,4.539999961853027,4.789999961853027,4.53000020980835,4.75,698200.0,,,,,
2024-07-03,4.579999923706055,4.610000133514404,4.449999809265137,4.480000019073486,318300.0,,,,,
2024-07-05,4.25,4.539999961853027,4.239999771118164,4.53000020980835,758200.0,,,,,
2024-07-08,4.260000228881836,4.380000114440918,4.059999942779541,4.309999942779541,906200.0,,,,,
2024-07-09,4.110000133514404,4.25,4.010000228881836,4.25,861900.0,,,,,
2024-07-10,4.369999885559082,4.380000114440918,4.139999866485596,4.150000095367432,508500.0,,,,,
2024-07-11,4.659999847412109,4.699999809265137,4.349999904632568,4.349999904632568,683400.0,,,,,
2024-07-12,4.690000057220459,4.849999904632568,4.679999828338623,4.739999771118164,581600.0,,,,,
2024-07-15,4.900000095367432,5.03000020980835,4.690000057220459,4.739999771118164,638100.0,,,,,
2024-07-16,5.199999809265137,5.25,4.889999866485596,4.900000095367432,1141600.0,,,,,
2024-07-17,5.079999923706055,5.110000133514404,4.820000171661377,5.03000020980835,1208200.0,,,,,
2024-07-18,5.0,5.230000019073486,4.889999866485596,5.21999979019165,749400.0,,,,,
2024-07-19,4.960000038146973,5.179999828338623,4.880000114440918,5.110000133514404,659700.0,,,,,
2024-07-22,5.099999904632568,5.099999904632568,4.800000190734863,4.869999885559082,452900.0,,,,,
2024-07-23,4.880000114440918,5.099999904632568,4.849999904632568,5.099999904632568,740700.0,,,,,
2024-07-24,4.760000228881836,4.929999828338623,4.699999809265137,4.829999923706055,534300.0,,,,,
2024-07-25,4.789999961853027,4.900000095367432,4.650000095367432,4.820000171661377,487200.0,,,,,
2024-07-26,4.769999980926514,4.900000095367432,4.619999885559082,4.900000095367432,525100.0,,,,,
2024-07-29,4.5,4.75,4.5,4.739999771118164,817900.0,,,,,
2024-07-30,4.550000190734863,4.599999904632568,4.409999847412109,4.539999961853027,572500.0,,,,,
2024-07-31,4.53000020980835,4.650000095367432,4.480000019073486,4.559999942779541,693000.0,,,,,
2024-08-01,4.429999828338623,4.53000020980835,4.300000190734863,4.440000057220459,1100200.0,,,,,
2024-08-02,4.320000171661377,4.440000057220459,4.170000076293945,4.25,1018600.0,,,,,
2024-08-05,4.239999771118164,4.360000133514404,3.990000009536743,4.039999961853027,1139300.0,,,,,
2024-08-06,4.909999847412109,5.010000228881836,4.389999866485596,4.519999980926514,1522500.0,,,,,
2024-08-07,4.659999847412109,5.010000228881836,4.619999885559082,4.989999771118164,1127400.0,,,,,
2024-08-08,4.730000019073486,4.900000095367432,4.579999923706055,4.789999961853027,891400.0,,,,,
2024-08-09,4.639999866485596,4.900000095367432,4.46999979019165,4.769999980926514,981500.0,,,,,
2024-08-12,4.559999942779541,4.71999979019165,4.510000228881836,4.570000171661377,650100.0,,,,,
2024-08-13,4.789999961853027,4.800000190734863,4.550000190734863,4.699999809265137,774100.0,,,,,
2024-08-14,4.78000020980835,4.940000057220459,4.670000076293945,4.760000228881836,846100.0,,,,,
2024-08-15,4.840000152587891,4.869999885559082,4.739999771118164,4.840000152587891,858900.0,,,,,
2024-08-16,4.820000171661377,4.900000095367432,4.789999961853027,4.840000152587891,522700.0,,,,,
2024-08-19,4.909999847412109,4.980000019073486,4.789999961853027,4.829999923706055,754300.0,,,,,
2024-08-20,4.889999866485596,4.909999847412109,4.800000190734863,4.860000133514404,696100.0,,,,,
2024-08-21,4.889999866485596,4.96999979019165,4.880000114440918,4.920000076293945,654500.0,,,,,
2024-08-22,4.869999885559082,5.21999979019165,4.380000114440918,5.03000020980835,1831300.0,,,,,
2024-08-23,4.889999866485596,4.940000057220459,4.760000228881836,4.829999923706055,976100.0,,,,,
2024-08-26,4.860000133514404,4.980000019073486,4.78000020980835,4.940000057220459,1028700.0,,,,,
