Date,Close,High,Low,Open,Volume,"('Close', 'PROK')","('High', 'PROK')","('Low', 'PROK')","('Open', 'PROK')","('Volume', 'PROK')"
2024-06-03,3.0299999713897705,3.940000057220459,3.0,3.5199999809265137,748300.0,,,,,
2024-06-04,3.2100000381469727,3.3299999237060547,3.0299999713897705,3.0799999237060547,460600.0,,,,,
2024-06-05,3.680000066757202,3.684999942779541,3.2100000381469727,3.2100000381469727,689200.0,,,,,
2024-06-06,3.5999999046325684,3.812999963760376,3.470000028610229,3.690000057220459,479800.0,,,,,
2024-06-07,3.190000057220459,3.5999999046325684,3.140000104904175,3.569999933242798,298400.0,,,,,
2024-06-10,3.0199999809265137,3.430000066757202,2.4800000190734863,3.309999942779541,3103300.0,,,,,
2024-06-11,2.4200000762939453,2.700000047683716,2.1600000858306885,2.559999942779541,2158000.0,,,,,
2024-06-12,2.990000009536743,3.390000104904175,2.062000036239624,2.1600000858306885,7153800.0,,,,,
2024-06-13,2.970000028610229,3.049999952316284,2.609999895095825,2.8299999237060547,1116100.0,,,,,
2024-06-14,2.7300000190734863,3.046999931335449,2.7149999141693115,2.940000057220459,443200.0,,,,,
2024-06-17,2.9200000762939453,2.994999885559082,2.680000066757202,2.940000057220459,948200.0,,,,,
2024-06-18,2.680000066757202,3.0,2.6610000133514404,2.9600000381469727,405300.0,,,,,
2024-06-20,2.559999942779541,2.746999979019165,2.440000057220459,2.7300000190734863,855600.0,,,,,
2024-06-21,2.5,2.609999895095825,2.4100000858306885,2.5999999046325684,592400.0,,,,,
2024-06-24,2.309999942779541,2.5299999713897705,2.2699999809265137,2.4600000381469727,1092900.0,,,,,
2024-06-25,2.2300000190734863,2.434999942779541,2.2100000381469727,2.390000104904175,366000.0,,,,,
2024-06-26,2.2699999809265137,2.3949999809265137,2.200000047683716,2.390000104904175,415900.0,,,,,
2024-06-27,2.4200000762939453,2.4800000190734863,2.2699999809265137,2.2699999809265137,550200.0,,,,,
2024-06-28,2.4600000381469727,2.5199999809265137,2.2699999809265137,2.507999897003174,3440500.0,,,,,
2024-07-01,2.5,2.5799999237060547,2.440000057220459,2.4600000381469727,561600.0,,,,,
2024-07-02,2.240000009536743,2.4800000190734863,2.119999885559082,2.4600000381469727,881700.0,,,,,
2024-07-03,2.3299999237060547,2.369999885559082,2.25,2.2799999713897705,495500.0,,,,,
2024-07-05,2.25,2.3399999141693115,2.220000028610229,2.3399999141693115,343500.0,,,,,
2024-07-08,2.2100000381469727,2.3499999046325684,2.1700000762939453,2.2699999809265137,302600.0,,,,,
2024-07-09,2.5,2.5,2.1700000762939453,2.1700000762939453,411300.0,,,,,
