Date,Close,High,Low,Open,Volume,"('Close', 'GSK')","('High', 'GSK')","('Low', 'GSK')","('Open', 'GSK')","('Volume', 'GSK')"
2024-06-03,38.72690200805664,39.522660392255816,38.37638684819354,39.04899477341778,13483900.0,,,,,
2024-06-04,39.17214584350586,39.29529991818397,38.83110962819885,39.16267412104536,5469400.0,,,,,
2024-06-05,39.75949096679688,40.20473416610586,39.65528395830487,40.15736832964087,7230300.0,,,,,
2024-06-06,39.352142333984375,39.78791385653396,39.29530115608493,39.49423985805991,3860800.0,,,,,
2024-06-07,39.03951644897461,39.27634924026484,38.783736600727366,38.94478477797116,3025400.0,,,,,
2024-06-10,39.11530685424805,39.32371726481362,38.80268581772698,38.93531161002738,2833900.0,,,,,
2024-06-11,38.89741516113281,39.18161376029696,38.736366999545005,38.88793982668463,2379100.0,,,,,
2024-06-12,38.94478225708008,39.20056208877072,38.812156480747454,39.18161503304015,2548600.0,,,,,
2024-06-13,38.94478225708008,39.04898925670753,38.63216125819772,38.821628201722056,2020300.0,,,,,
2024-06-14,38.50901412963867,38.72689986861338,38.347965948964166,38.67005869653149,2235400.0,,,,,
2024-06-17,38.51848602294922,38.53743308039422,38.23428738883763,38.30060028300428,2131200.0,,,,,
2024-06-18,38.793212890625,38.91636695698504,38.632164709418525,38.86899750653616,2847600.0,,,,,
2024-06-20,38.61321258544922,38.85952068585054,38.53742797948196,38.717419580712765,2538100.0,,,,,
2024-06-21,38.34796142578125,38.39532725670513,38.10165693670832,38.1300757125064,3490100.0,,,,,
2024-06-24,38.41427612304688,38.70795007067154,38.40480440192801,38.65110890261409,3495700.0,,,,,
2024-06-25,38.186920166015625,38.34796472778001,38.07323782547205,38.33849300629216,2779900.0,,,,,
2024-06-26,36.8227653503418,38.3763880506036,36.33015265766186,38.120611788545126,10997000.0,,,,,
2024-06-27,36.60487747192383,36.74697859930816,36.18805303939519,36.37752000464704,5542900.0,,,,,
2024-06-28,36.47225189208984,36.97433628120714,36.42488605394739,36.64277180042813,7856000.0,,,,,
