Date,Close,High,Low,Open,Volume,"('Close', 'TAP')","('High', 'TAP')","('Low', 'TAP')","('Open', 'TAP')","('Volume', 'TAP')"
2024-06-03,50.8455696105957,52.22491691976495,50.52213647347202,51.93002082659263,3096400.0,,,,,
2024-06-04,50.36993789672852,50.74093402049256,50.29383426681753,50.6933710662086,2137200.0,,,,,
2024-06-05,49.94186019897461,50.417496962774365,49.73257886168015,50.417496962774365,3294500.0,,,,,
2024-06-06,50.28431701660156,50.57920947461731,49.66598779959113,49.78014323058467,4052000.0,,,,,
2024-06-07,49.82387161254883,50.78312985147624,49.78550406404437,50.0828717761728,2100600.0,,,,,
2024-06-10,49.78550720214844,50.15002272123573,49.49772678490688,49.71835941393341,2216100.0,,,,,
2024-06-11,48.88379669189453,49.584054734456586,48.64398214337549,49.48813037876081,3183100.0,,,,,
2024-06-12,48.90298843383789,49.4497653803576,48.80706406610042,49.29628419640961,3695700.0,,,,,
2024-06-13,48.25069046020508,48.84542956560825,47.771061323107055,48.77828177915692,1881100.0,,,,,
2024-06-14,47.51205825805664,48.20272534440871,47.18591031831035,47.91494861152192,2881500.0,,,,,
2024-06-17,48.154762268066406,48.19313347421081,47.36817083850414,47.44490959151334,2217300.0,,,,,
2024-06-18,48.2219123840332,48.33702234876031,47.7902454422068,47.95332124657669,2347700.0,,,,,
2024-06-20,48.56724548339844,48.73991225851459,47.809430599197526,47.96291177049191,1896400.0,,,,,
2024-06-21,48.87420654296875,49.66079798261328,48.3274296558812,48.79746412969627,6050000.0,,,,,
2024-06-24,49.30587768554688,49.71835904395832,48.82624853942008,48.92217290493345,2036600.0,,,,,
2024-06-25,48.98931884765625,49.20035683497371,48.48091314287856,48.835837673047145,2040200.0,,,,,
2024-06-26,48.605613708496094,48.85502290237184,48.289060389228965,48.73991293711832,2208900.0,,,,,
2024-06-27,48.56724548339844,48.74950323078559,48.02046858195721,48.63439326713475,2104200.0,,,,,
2024-06-28,48.75909805297852,48.84542778159436,48.32743111350037,48.73031781749345,2492900.0,,,,,
2024-07-01,48.5384635925293,49.17157385993517,48.125982272629145,49.03727829704296,1808100.0,,,,,
2024-07-02,48.50009536743164,48.65357653134556,48.11639062800706,48.62479629735698,1396200.0,,,,,
2024-07-03,48.56724548339844,49.104427753288896,48.34661652836775,49.04687460110336,1138900.0,,,,,
2024-07-05,47.943729400634766,48.48091536603998,47.607990459306514,48.43295318289023,2581400.0,,,,,
2024-07-08,48.116397857666016,48.14517443669878,47.74228769311944,47.99169324972378,1949000.0,,,,,
2024-07-09,47.90535354614258,48.52887284448128,47.83820576438668,47.924539149398505,1987800.0,,,,,
2024-07-10,48.37539291381836,48.413764121310685,47.67513484384239,47.90535477023681,1578300.0,,,,,
