Date,Open,High,Low,Close,Adj Close,Volume
2022-10-31,4.880000114440918,5.279900074005127,4.789999961853027,5.21999979019165,5.21999979019165,1563553
2022-11-01,5.369999885559082,5.378499984741211,5.114999771118164,5.139999866485596,5.139999866485596,1303074
2022-11-02,5.130000114440918,5.230000019073486,4.820000171661377,4.840000152587891,4.840000152587891,1841611
2022-11-03,4.800000190734863,5.199999809265137,4.699999809265137,5.159999847412109,5.159999847412109,1218705
2022-11-04,5.329999923706055,5.440000057220459,5.050000190734863,5.400000095367432,5.400000095367432,1616612
2022-11-07,5.460000038146973,5.579999923706055,5.329999923706055,5.519999980926514,5.519999980926514,1432192
2022-11-08,5.519999980926514,5.670000076293945,5.289999961853027,5.489999771118164,5.489999771118164,1275079
2022-11-09,5.480000019073486,5.480000019073486,4.869999885559082,4.920000076293945,4.920000076293945,1683461
2022-11-10,5.179999828338623,5.349999904632568,4.980000019073486,5.320000171661377,5.320000171661377,1854426
2022-11-11,5.309999942779541,6.179999828338623,5.179999828338623,6.019999980926514,6.019999980926514,2601596
2022-11-14,5.96999979019165,6.389999866485596,5.880000114440918,5.909999847412109,5.909999847412109,1831577
2022-11-15,6.179999828338623,7.369999885559082,6.179999828338623,6.829999923706055,6.829999923706055,4597477
2022-11-16,6.690000057220459,6.739999771118164,6.139999866485596,6.170000076293945,6.170000076293945,1617235
2022-11-17,6.079999923706055,6.329999923706055,5.820000171661377,6.269999980926514,6.269999980926514,1530839
2022-11-18,6.420000076293945,6.519999980926514,5.579999923706055,5.630000114440918,5.630000114440918,2179935
2022-11-21,5.590000152587891,5.590000152587891,5.179999828338623,5.300000190734863,5.300000190734863,1780308
2022-11-22,5.360000133514404,5.369999885559082,5.139999866485596,5.25,5.25,1659681
2022-11-23,5.21999979019165,5.400000095367432,5.150000095367432,5.28000020980835,5.28000020980835,1085763
2022-11-25,5.25,5.440000057220459,5.195000171661377,5.429999828338623,5.429999828338623,696749
2022-11-28,5.289999961853027,5.38640022277832,5.020100116729736,5.230000019073486,5.230000019073486,1902170
2022-11-29,5.190000057220459,5.389999866485596,5.108699798583984,5.159999847412109,5.159999847412109,2438748
2022-11-30,5.130000114440918,5.230000019073486,5.010000228881836,5.070000171661377,5.070000171661377,3985745
2022-12-01,5.179999828338623,5.320000171661377,4.909999847412109,5.099999904632568,5.099999904632568,3352606
2022-12-02,5.059999942779541,5.199999809265137,4.989999771118164,5.110000133514404,5.110000133514404,2337268
2022-12-05,5.099999904632568,5.1346001625061035,4.880000114440918,4.929999828338623,4.929999828338623,2794266
2022-12-06,4.949999809265137,4.949999809265137,4.675000190734863,4.710000038146973,4.710000038146973,1931617
2022-12-07,4.570000171661377,4.699999809265137,4.440000057220459,4.510000228881836,4.510000228881836,2583534
2022-12-08,4.570000171661377,4.570000171661377,4.389999866485596,4.400000095367432,4.400000095367432,2343758
2022-12-09,4.360000133514404,4.489999771118164,4.190000057220459,4.440000057220459,4.440000057220459,1780805
2022-12-12,4.440000057220459,4.664999961853027,4.355000019073486,4.550000190734863,4.550000190734863,1771093
2022-12-13,4.699999809265137,4.929999828338623,4.40500020980835,4.440000057220459,4.440000057220459,1961619
2022-12-14,4.440000057220459,4.510000228881836,4.340000152587891,4.420000076293945,4.420000076293945,2125529
2022-12-15,4.349999904632568,4.380000114440918,4.179999828338623,4.21999979019165,4.21999979019165,1819782
2022-12-16,4.190000057220459,4.349999904632568,4.159999847412109,4.269999980926514,4.269999980926514,4034812
2022-12-19,4.300000190734863,4.375,4.03000020980835,4.079999923706055,4.079999923706055,2379093
2022-12-20,4.079999923706055,4.57919979095459,4.070000171661377,4.409999847412109,4.409999847412109,3586255
2022-12-21,4.5,4.650000095367432,3.619999885559082,3.6500000953674316,3.6500000953674316,10085531
2022-12-22,3.5899999141693115,3.674999952316284,3.194999933242798,3.430000066757202,3.430000066757202,5307737
2022-12-23,3.440000057220459,3.484999895095825,3.369999885559082,3.440000057220459,3.440000057220459,2471593
2022-12-27,3.4800000190734863,3.490000009536743,3.200000047683716,3.240000009536743,3.240000009536743,2813682
2022-12-28,3.240000009536743,3.440000057220459,3.2200000286102295,3.2699999809265137,3.2699999809265137,2516977
2022-12-29,3.299999952316284,3.4800000190734863,3.25,3.309999942779541,3.309999942779541,2485655
2022-12-30,3.259999990463257,3.369999885559082,3.240000009536743,3.3399999141693115,3.3399999141693115,2309370
2023-01-03,3.369999885559082,3.4649999141693115,3.2899999618530273,3.3399999141693115,3.3399999141693115,2193791
2023-01-04,3.3399999141693115,3.5999999046325684,3.299999952316284,3.559999942779541,3.559999942779541,3350822
2023-01-05,3.5199999809265137,3.5299999713897705,3.2799999713897705,3.440000057220459,3.440000057220459,2626501
2023-01-06,3.4800000190734863,3.5,3.359999895095825,3.450000047683716,3.450000047683716,1267002
2023-01-09,3.559999942779541,3.8550000190734863,3.4600000381469727,3.4800000190734863,3.4800000190734863,3961545
2023-01-10,3.5,3.5299999713897705,3.365000009536743,3.4000000953674316,3.4000000953674316,3424445
2023-01-11,3.450000047683716,3.4909000396728516,3.3499999046325684,3.4700000286102295,3.4700000286102295,2735177
2023-01-12,3.490000009536743,3.5699000358581543,3.380000114440918,3.5399999618530273,3.5399999618530273,2055559
2023-01-13,3.490000009536743,3.609999895095825,3.440000057220459,3.4700000286102295,3.4700000286102295,2030894
2023-01-17,3.5199999809265137,3.6600000858306885,3.369999885559082,3.369999885559082,3.369999885559082,2930802
2023-01-18,3.390000104904175,3.440000057220459,3.240000009536743,3.259999990463257,3.259999990463257,3543315
2023-01-19,3.25,3.299999952316284,3.180000066757202,3.190000057220459,3.190000057220459,3058730
2023-01-20,3.2249999046325684,3.3399999141693115,3.1700000762939453,3.319999933242798,3.319999933242798,2344382
2023-01-23,3.299999952316284,3.460200071334839,3.25,3.380000114440918,3.380000114440918,3446061
2023-01-24,3.3499999046325684,3.430000066757202,3.2820000648498535,3.359999895095825,3.359999895095825,2041847
2023-01-25,3.3299999237060547,3.509999990463257,3.2899999618530273,3.440000057220459,3.440000057220459,2143481
2023-01-26,3.5,3.619999885559082,3.4070000648498535,3.450000047683716,3.450000047683716,2046905
2023-01-27,3.4700000286102295,3.815000057220459,3.450000047683716,3.5899999141693115,3.5899999141693115,3590594
2023-01-30,3.5999999046325684,3.600100040435791,3.444999933242798,3.4600000381469727,3.4600000381469727,1722595
2023-01-31,3.490000009536743,3.75,3.444999933242798,3.6500000953674316,3.6500000953674316,2192571
2023-02-01,3.630000114440918,3.805000066757202,3.5399999618530273,3.690000057220459,3.690000057220459,2287864
2023-02-02,3.8399999141693115,4.119999885559082,3.7899999618530273,3.819999933242798,3.819999933242798,3992088
2023-02-03,3.7899999618530273,3.9700000286102295,3.7200000286102295,3.759999990463257,3.759999990463257,2262463
2023-02-06,3.7200000286102295,3.755000114440918,3.550100088119507,3.619999885559082,3.619999885559082,2665693
2023-02-07,3.619999885559082,3.6600000858306885,3.4795000553131104,3.609999895095825,3.609999895095825,2391128
2023-02-08,3.569999933242798,3.7200000286102295,3.549999952316284,3.6500000953674316,3.6500000953674316,1824345
2023-02-09,3.690000057220459,3.7300000190734863,3.4649999141693115,3.4800000190734863,3.4800000190734863,2494931
2023-02-10,3.4700000286102295,3.690000057220459,3.440700054168701,3.6600000858306885,3.6600000858306885,3117984
2023-02-13,3.680000066757202,3.859999895095825,3.640000104904175,3.7699999809265137,3.7699999809265137,1883722
2023-02-14,3.75,3.884999990463257,3.659899950027466,3.8499999046325684,3.8499999046325684,1742687
2023-02-15,3.880000114440918,3.9600000381469727,3.825000047683716,3.950000047683716,3.950000047683716,1242081
2023-02-16,3.930000066757202,3.9549999237060547,3.869999885559082,3.9000000953674316,3.9000000953674316,1608980
2023-02-17,3.930000066757202,3.930000066757202,3.8399999141693115,3.9100000858306885,3.9100000858306885,1216813
2023-02-21,3.859999895095825,3.930000066757202,3.809999942779541,3.9100000858306885,3.9100000858306885,1135722
2023-02-22,3.9600000381469727,4.179999828338623,3.934999942779541,4.110000133514404,4.110000133514404,1906347
2023-02-23,4.150000095367432,4.179999828338623,4.059999942779541,4.070000171661377,4.070000171661377,1487255
2023-02-24,4.010000228881836,4.010000228881836,3.809999942779541,3.9000000953674316,3.9000000953674316,1373446
2023-02-27,3.9000000953674316,3.940000057220459,3.8299999237060547,3.859999895095825,3.859999895095825,1164311
2023-02-28,3.8499999046325684,3.940000057220459,3.799999952316284,3.859999895095825,3.859999895095825,1292039
2023-03-01,3.8299999237060547,3.8550000190734863,3.6798999309539795,3.7100000381469727,3.7100000381469727,1735743
2023-03-02,3.700000047683716,3.7100000381469727,3.5,3.509999990463257,3.509999990463257,2411916
2023-03-03,3.5299999713897705,3.6600000858306885,3.2699999809265137,3.5799999237060547,3.5799999237060547,5083308
2023-03-06,3.609999895095825,3.7699999809265137,3.5250000953674316,3.569999933242798,3.569999933242798,2858085
2023-03-07,3.559999942779541,3.7100000381469727,3.5583999156951904,3.5799999237060547,3.5799999237060547,1270078
2023-03-08,3.559999942779541,3.5799999237060547,3.430000066757202,3.4800000190734863,3.4800000190734863,1838383
