Date,Close,High,Low,Open,Volume,"('Close', 'FHN')","('High', 'FHN')","('Low', 'FHN')","('Open', 'FHN')","('Volume', 'FHN')"
2024-06-03,14.946290969848633,15.222193185034852,14.83212462983848,15.136568203198884,5208200.0,,,,,
2024-06-04,14.622819900512695,14.898722128548275,14.584764452070322,14.851152591166944,6219300.0,,,,,
2024-06-05,14.613306045532228,14.746500570869706,14.44205697845658,14.679903761857704,5751100.0,,,,,
2024-06-06,14.46108341217041,14.698930181802533,14.308861624775998,14.670388823494436,12341000.0,,,,,
2024-06-07,14.499138832092283,14.537194278870214,14.327889775248314,14.37545840323566,5389000.0,,,,,
2024-06-10,14.242264747619627,14.356431087588287,13.86170937374402,14.289834282768258,10594400.0,,,,,
2024-06-11,14.109070777893066,14.19469576301892,13.97587625577358,14.09955668903165,7543400.0,,,,,
2024-06-12,14.270806312561035,14.537194443014414,14.166154059568422,14.394486742814175,8620600.0,,,,,
2024-06-13,13.833168029785156,14.20420931554937,13.833168029785156,14.147125691849714,9117100.0,,,,,
2024-06-14,13.717812538146973,13.77549028164969,13.544777474096415,13.74665140989833,6163600.0,,,,,
2024-06-17,13.900461196899414,13.910074460603797,13.564004301416348,13.669748368621974,6299900.0,,,,,
2024-06-18,13.890846252441406,13.967750519228684,13.746650981408054,13.852394119047768,5615700.0,,,,,
2024-06-20,14.04465389251709,14.10233254732371,13.833167630692088,13.881232106797968,5578700.0,,,,,
2024-06-21,14.102333068847656,14.160010809016164,13.910072407000714,13.977363409454355,11002400.0,,,,,
2024-06-24,14.429177284240724,14.554146949106569,14.131172557749684,14.256142222615528,6645400.0,,,,,
2024-06-25,14.342659950256348,14.48685522574205,14.217690283675513,14.390725347675316,5076200.0,,,,,
2024-06-26,14.198464393615724,14.304207532426586,14.131172471853183,14.265755398607071,3643200.0,,,,,
2024-06-27,14.227303504943848,14.31382103669096,14.08310731310826,14.179238107665318,4442600.0,,,,,
2024-06-28,15.15976905822754,15.198221193067605,14.39072544465504,14.419564316592288,16368900.0,,,,,
2024-07-01,15.102089881896973,15.438545821065912,15.073251010944476,15.255898416005191,10564100.0,,,,,
2024-07-02,15.19822120666504,15.217446815716666,14.977120743558448,15.015572878432916,5752000.0,,,,,
2024-07-03,14.919443130493164,15.284737956619049,14.919443130493164,15.284737956619049,4564300.0,,,,,
2024-07-05,14.650277137756348,14.90982973571998,14.621438265795236,14.90982973571998,6661700.0,,,,,
2024-07-08,14.525307655334473,14.823312391967638,14.486855519972568,14.727181595177267,5762300.0,,,,,
2024-07-09,14.909830093383787,14.977121101830994,14.525307818669631,14.525307818669631,5254400.0,,,,,
2024-07-10,15.092476844787598,15.102090107505768,14.880989648843816,14.890602911561986,4845000.0,,,,,
2024-07-11,15.919198036193848,15.94803782407632,15.227059628895809,15.323189504857163,9535600.0,,,,,
2024-07-12,15.928811073303224,16.053781652148917,15.813455590491252,15.97687738576016,6279300.0,,,,,
2024-07-15,16.25565528869629,16.457530141690665,16.14029980145014,16.25565528869629,7168000.0,,,,,
2024-07-16,16.77475929260254,16.784370721239593,16.274880660530815,16.303718613526538,8853600.0,,,,,
2024-07-17,15.803841590881348,16.39023590716681,15.70771080399352,15.861519329597142,19287300.0,,,,,
2024-07-18,15.573128700256348,15.92881022580174,15.198219733980016,15.380867127742668,11513400.0,,,,,
2024-07-19,15.78461456298828,15.919196560210352,15.448157736390908,15.563515043682823,7819000.0,,,,,
2024-07-22,15.82306671142578,15.880746285251304,15.505836389554617,15.630806965967617,6761100.0,,,,,
2024-07-23,15.89997100830078,16.05377952065684,15.688482928654633,15.707709451084662,5676400.0,,,,,
2024-07-24,15.726938247680664,16.073006533753336,15.71732498507554,15.861520257067683,5626900.0,,,,,
2024-07-25,16.197975158691406,16.45752771707003,15.726936349157311,15.77500082283833,7310400.0,,,,,
2024-07-26,16.467140197753906,16.515206508050053,16.236427408959187,16.284493719255334,5205700.0,,,,,
2024-07-29,16.17875099182129,16.544045812202377,16.111459985451805,16.53443438290023,4294000.0,,,,,
2024-07-30,16.17875099182129,16.38062584447215,16.140299773985472,16.246041998190773,4417500.0,,,,,
2024-07-31,16.082616806030273,16.332556086663857,16.0345523354839,16.284491616117485,4072300.0,,,,,
2024-08-01,15.332802772521973,16.12107288958271,15.2462852423885,16.044168622079884,6526400.0,,,,,
2024-08-02,14.736794471740724,14.948281669070589,14.448403005703852,14.909829534717083,6313300.0,,,,,
2024-08-05,14.131174087524414,14.371500180566567,13.785104843581378,14.131174087524414,9734300.0,,,,,
2024-08-06,14.140786170959473,14.352273371879988,14.025429765940432,14.140786170959473,5743800.0,,,,,
2024-08-07,14.063881874084473,14.573372891138234,14.035043002077598,14.419564351406624,4338100.0,,,,,
2024-08-08,14.371499061584473,14.419564459804732,14.150399513250983,14.275369181915172,3674700.0,,,,,
2024-08-09,14.400338172912598,14.458016835088854,14.304208291647148,14.35227369066549,2407600.0,,,,,
2024-08-12,14.448403358459473,15.169381582768624,14.390725613906625,14.82331236513787,5374600.0,,,,,
2024-08-13,14.515695571899414,14.573373317600996,14.313821628401406,14.573373317600996,4050600.0,,,,,
2024-08-14,14.611824989318848,14.640663861253186,14.467629712875953,14.59259938028636,3264500.0,,,,,
2024-08-15,14.967507362365724,15.15976895198991,14.900216356059978,14.909829618895428,3694100.0,,,,,
2024-08-16,15.188606262207031,15.236671654671548,14.929053692961311,14.929053692961311,6138400.0,,,,,
2024-08-19,15.32318878173828,15.38086743801012,15.169380254041563,15.169380254041563,2578700.0,,,,,
2024-08-20,15.19822120666504,15.313577611288435,15.150155808879154,15.255898950591131,2559300.0,,,,,
2024-08-21,15.207833290100098,15.28473755852056,15.082863624724046,15.28473755852056,3333400.0,,,,,
2024-08-22,15.275126457214355,15.371256342187316,15.130930254598006,15.169382391941443,2391500.0,,,,,
