Date,Close,High,Low,Open,Volume,"('Close', 'BDN')","('High', 'BDN')","('Low', 'BDN')","('Open', 'BDN')","('Volume', 'BDN')"
2024-06-03,3.854447364807129,3.921335756603877,3.8210031689087542,3.912974508286152,1049900.0,,,,,
2024-06-04,3.879530668258667,3.929696966708003,3.812642270326219,3.821003519410925,1132500.0,,,,,
2024-06-05,3.8628089427948,3.904614394893573,3.829364740590317,3.887892293791331,755200.0,,,,,
2024-06-06,3.8377254009246826,3.896252546448288,3.8293641523148665,3.8377254009246826,746900.0,,,,,
2024-06-07,3.795920372009277,3.8293645727478887,3.7541149217428527,3.77083742079848,867900.0,,,,,
2024-06-10,3.7791976928710938,3.787558941118416,3.7290313994459434,3.770836843310032,1145400.0,,,,,
2024-06-11,3.695587396621704,3.7624757913446936,3.68722614793819,3.7457536926639454,1411700.0,,,,,
2024-06-12,3.795920372009277,3.9965859751272665,3.77083742079848,3.854447922645008,1740900.0,,,,,
2024-06-13,3.8377254009246826,3.854447499458038,3.7791978567148,3.812642053781511,730400.0,,,,,
2024-06-14,3.829364061355591,3.837725309766802,3.770836917222187,3.77919776694713,726400.0,,,,,
2024-06-17,3.7791976928710938,3.8126418884878617,3.754114346815388,3.787558941118416,927200.0,,,,,
2024-06-18,3.846086263656616,3.879530460834704,3.770837019349058,3.77919786930044,975600.0,,,,,
2024-06-20,3.846086263656616,3.879530460834704,3.8210033151161897,3.829364165067573,975300.0,,,,,
2024-06-21,3.795920372009277,3.879530873855805,3.795920372009277,3.846086673117194,5309900.0,,,,,
2024-06-24,3.795920372009277,3.8878921233836192,3.7541149217428527,3.8293645727478887,1483700.0,,,,,
2024-06-25,3.7039480209350586,3.7959197574184143,3.6955871714472575,3.779197659756554,1555500.0,,,,,
2024-06-26,3.7039480209350586,3.745753464432836,3.61197668313796,3.737392216258778,2054000.0,,,,,
2024-06-27,3.687225818634033,3.7123091637581145,3.628698677821585,3.7123091637581145,1153400.0,,,,,
2024-06-28,3.745753526687622,3.754114376314381,3.6955872328682746,3.737392278374599,2335300.0,,,,,
2024-07-01,3.670504331588745,3.77919818071736,3.64542138098141,3.7708373300770175,1671000.0,,,,,
2024-07-02,3.7708370685577393,3.7708370685577393,3.670504077027871,3.720670373449663,1772600.0,,,,,
2024-07-03,3.814079761505127,3.874620860660088,3.7708364727394383,3.7708364727394383,844000.0,,,,,
2024-07-05,3.727592706680298,3.822728600152658,3.727592706680298,3.788133804781344,1201300.0,,,,,
2024-07-08,3.770836591720581,3.779485084785605,3.7275928891879264,3.762187686253045,1130800.0,,,,,
2024-07-09,3.727592706680298,3.779484899737269,3.727592706680298,3.753539009410029,716500.0,,,,,
2024-07-10,3.718944311141968,3.762187600283966,3.701646913004668,3.762187600283966,791500.0,,,,,
2024-07-11,3.952459573745728,3.978405465942203,3.822728875555787,3.8400262744876112,1754200.0,,,,,
2024-07-12,4.00435209274292,4.073541694037411,3.9697572920956743,3.995703186379832,2356800.0,,,,,
2024-07-15,4.064892768859863,4.116785381993099,4.03029796837274,4.056244274939359,1394800.0,,,,,
2024-07-16,4.1081366539001465,4.1427314558881525,4.082190346207857,4.09948774720186,1821100.0,,,,,
2024-07-17,4.125433444976807,4.229217835597007,4.056243851230006,4.056243851230006,2057300.0,,,,,
2024-07-18,4.064892768859863,4.185974982967344,4.021649474452236,4.116785381993099,2595400.0,,,,,
2024-07-19,3.995702981948853,4.047595180264775,3.978405582510212,4.038946686746721,1384700.0,,,,,
2024-07-22,4.134082794189453,4.134082794189453,3.978405779144744,3.987054685492807,1469000.0,,,,,
2024-07-23,4.203271865844727,4.220569263959211,4.082189666640835,4.125433368128296,2085000.0,,,,,
2024-07-24,4.047595024108887,4.255164221767108,4.030297625337578,4.142730923552343,1877500.0,,,,,
2024-07-25,4.229218482971191,4.315705488393416,4.056244472126743,4.0821903675521245,1913900.0,,,,,
