Date,Close,High,Low,Open,Volume,"('Close', 'TSCO')","('High', 'TSCO')","('Low', 'TSCO')","('Open', 'TSCO')","('Volume', 'TSCO')"
2024-06-03,52.4332160949707,55.12973557266926,51.474931636355855,54.95336401646804,9901500.0,,,,,
2024-06-04,52.85454559326172,53.59334300992787,52.0040442020283,52.01579956425061,5895000.0,,,,,
2024-06-05,52.98388671875,53.021118886649546,52.44105434451895,52.90158049074598,5513000.0,,,,,
2024-06-06,52.86434555053711,53.04267571446941,52.554717887790105,52.77615977066592,3417000.0,,,,,
2024-06-07,53.0936279296875,53.46400595273104,52.62722223694963,52.783996537287855,4773000.0,,,,,
2024-06-10,53.62077713012695,53.67564794515988,52.78399346308089,53.08578668355592,3164000.0,,,,,
2024-06-11,54.53791046142578,54.68488800023081,53.18572981291936,53.49927840709562,5581000.0,,,,,
2024-06-12,54.85342025756836,55.03762997192627,54.15969311909467,54.87105890866621,4295000.0,,,,,
2024-06-13,55.161094665527344,55.32178618311599,54.381140328557535,55.04547347240391,5420500.0,,,,,
2024-06-14,54.920047760009766,55.31198537293343,54.434048558755,55.01019214013222,4658000.0,,,,,
2024-06-17,56.7425537109375,56.84445719559339,54.63393688913261,54.680969554188735,4498500.0,,,,,
2024-06-18,56.82681655883789,56.90520557712372,56.168366746648736,56.73079262789364,5102500.0,,,,,
2024-06-20,54.91613006591797,56.822898424907805,54.85929690724837,56.81897747893974,8794500.0,,,,,
2024-06-21,55.1767692565918,55.78035200980874,54.65353412856391,54.65353412856391,8777500.0,,,,,
2024-06-24,54.35565948486328,55.9312443513465,53.96176326824248,55.01999257936597,6208500.0,,,,,
2024-06-25,51.845314025878906,54.02839906532632,51.42398235479785,54.02839906532632,13781500.0,,,,,
2024-06-26,52.3234748840332,52.881983570621685,51.398505377414814,51.84335147984254,7274000.0,,,,,
2024-06-27,52.431251525878906,52.70364700300658,51.931534629731615,52.16277699468003,10605500.0,,,,,
2024-06-28,52.911376953125,54.19888631828751,52.61938421064298,53.340546741512505,8505000.0,,,,,
2024-07-01,52.46849060058594,53.626661099383455,52.26076268527527,53.11714367652113,5070500.0,,,,,
2024-07-02,52.13338851928711,52.55079923540673,52.00208727694697,52.419501730861015,3718500.0,,,,,
2024-07-03,51.275047302246094,51.89626497766938,50.69497900430844,51.84139415729613,3832500.0,,,,,
2024-07-05,51.4474983215332,51.58859631979721,51.012448963564935,51.31423847798481,5409000.0,,,,,
2024-07-08,51.13198471069336,51.81591506881091,50.344196004637794,51.63954351458205,6263000.0,,,,,
2024-07-09,50.41474151611328,51.075153652353,50.20701735130368,50.98305066993184,4339500.0,,,,,
2024-07-10,50.80472183227539,50.83019863884241,50.20898094890232,50.54800637572767,4669000.0,,,,,
2024-07-11,51.50432968139648,51.77280798280934,50.80472295207441,50.92818604131493,5732000.0,,,,,
2024-07-12,53.12106704711914,53.3503508323202,51.75320996639655,51.77476582680629,4743000.0,,,,,
2024-07-15,53.07598876953125,53.887295672548206,52.380303052071056,53.1367391373861,6095000.0,,,,,
2024-07-16,55.49227523803711,55.50403433848541,53.075989412385,53.17005474038306,5980000.0,,,,,
2024-07-17,54.63981246948242,55.50011060729674,54.592779807843584,54.98471740890256,4831000.0,,,,,
2024-07-18,52.89765930175781,54.57710628930648,52.71932914190126,54.57710628930648,6645500.0,,,,,
2024-07-19,52.60762786865234,53.22296974114317,52.26664384015248,52.86434706104736,3967500.0,,,,,
2024-07-22,53.12302017211914,53.21512689267219,51.53959717502949,52.686012244995545,5528000.0,,,,,
2024-07-23,52.9819221496582,53.332706643801,52.61742368921874,53.266076727419296,4008000.0,,,,,
2024-07-24,51.445533752441406,52.936849975762655,51.43965420263782,52.80163154366186,6554500.0,,,,,
2024-07-25,50.45001602172852,52.45672927200812,49.51524978701631,50.265806315647296,11680500.0,,,,,
2024-07-26,51.445533752441406,52.28819322247951,50.83803010998947,50.84586826379629,4857000.0,,,,,
2024-07-29,51.94721603393555,52.006007801870894,51.034005584547344,51.52000856210631,3598000.0,,,,,
2024-07-30,51.29267883300781,51.949173767770205,50.98305118672079,51.79043712976404,5968500.0,,,,,
2024-07-31,51.6023063659668,52.215685800506456,50.98108504008112,51.43965253192804,2863000.0,,,,,
2024-08-01,50.2187728881836,51.91193751775141,49.99145146854183,51.768880926766165,3743000.0,,,,,
2024-08-02,49.53484725952149,49.617153485720536,48.66866580473203,49.60343578135403,4402000.0,,,,,
