Date,Close,High,Low,Open,Volume,"('Close', 'CTM')","('High', 'CTM')","('Low', 'CTM')","('Open', 'CTM')","('Volume', 'CTM')"
2024-06-03,0.2039999961853027,0.2179999947547912,0.2039999961853027,0.2179999947547912,91400.0,,,,,
2024-06-04,0.209999993443489,0.2150000035762787,0.2000000029802322,0.2039999961853027,120100.0,,,,,
2024-06-05,0.1930000036954879,0.2189999967813491,0.181999996304512,0.209999993443489,517500.0,,,,,
2024-06-06,0.1979999989271164,0.209999993443489,0.1899999976158142,0.1899999976158142,131000.0,,,,,
2024-06-07,0.1930000036954879,0.209999993443489,0.19200000166893,0.2060000002384185,145400.0,,,,,
2024-06-10,0.1930000036954879,0.209999993443489,0.1899999976158142,0.2000000029802322,82900.0,,,,,
2024-06-11,0.1930000036954879,0.2010000050067901,0.1889999955892563,0.2010000050067901,133300.0,,,,,
2024-06-12,0.1979999989271164,0.2060000002384185,0.1879999935626983,0.1930000036954879,90900.0,,,,,
2024-06-13,0.2129999995231628,0.2160000056028366,0.1909999996423721,0.2000000029802322,119500.0,,,,,
2024-06-14,0.1829999983310699,0.2119999974966049,0.1829999983310699,0.2119999974966049,98900.0,,,,,
2024-06-17,0.1850000023841858,0.202000007033348,0.1749999970197677,0.1990000009536743,158200.0,,,,,
2024-06-18,0.1800000071525573,0.2000000029802322,0.1800000071525573,0.1899999976158142,123600.0,,,,,
2024-06-20,0.1780000030994415,0.1899999976158142,0.1710000038146972,0.1840000003576278,335000.0,,,,,
2024-06-21,0.1829999983310699,0.1879999935626983,0.1749999970197677,0.181999996304512,233200.0,,,,,
2024-06-24,0.1889999955892563,0.2010000050067901,0.1759999990463256,0.1800000071525573,224500.0,,,,,
2024-06-25,0.1899999976158142,0.2010000050067901,0.1889999955892563,0.2010000050067901,71900.0,,,,,
2024-06-26,0.181999996304512,0.1959999948740005,0.1809999942779541,0.1949999928474426,105200.0,,,,,
2024-06-27,0.1879999935626983,0.19200000166893,0.1809999942779541,0.19200000166893,70800.0,,,,,
2024-06-28,0.1860000044107437,0.2199999988079071,0.1800000071525573,0.1800000071525573,411500.0,,,,,
2024-07-01,0.2119999974966049,0.2150000035762787,0.1889999955892563,0.1899999976158142,152400.0,,,,,
2024-07-02,0.2189999967813491,0.2300000041723251,0.1909999996423721,0.2160000056028366,242600.0,,,,,
2024-07-03,0.2199999988079071,0.2259999960660934,0.2000000029802322,0.2259999960660934,311800.0,,,,,
2024-07-05,0.2049999982118606,0.2199999988079071,0.1969999969005584,0.2199999988079071,164000.0,,,,,
2024-07-08,0.2029999941587448,0.2199999988079071,0.1969999969005584,0.2060000002384185,59400.0,,,,,
2024-07-09,0.2080000042915344,0.2179999947547912,0.1899999976158142,0.2000000029802322,84700.0,,,,,
2024-07-10,0.2000000029802322,0.2160000056028366,0.1949999928474426,0.2010000050067901,99700.0,,,,,
2024-07-11,0.2060000002384185,0.2249999940395355,0.1959999948740005,0.2249999940395355,583700.0,,,,,
2024-07-12,0.2199999988079071,0.2199999988079071,0.2010000050067901,0.2080000042915344,100700.0,,,,,
2024-07-15,0.2199999988079071,0.2249999940395355,0.2000000029802322,0.2189999967813491,161100.0,,,,,
2024-07-16,0.2179999947547912,0.2300000041723251,0.2080000042915344,0.2300000041723251,62500.0,,,,,
2024-07-17,0.2140000015497207,0.221000000834465,0.2060000002384185,0.2179999947547912,79000.0,,,,,
2024-07-18,0.209999993443489,0.2199999988079071,0.2039999961853027,0.209999993443489,22600.0,,,,,
2024-07-19,0.2080000042915344,0.2199999988079071,0.2000000029802322,0.2189999967813491,64600.0,,,,,
2024-07-22,0.2000000029802322,0.3000000119209289,0.1780000030994415,0.3000000119209289,61277200.0,,,,,
2024-07-23,0.1659999936819076,0.1729999929666519,0.1439999938011169,0.1700000017881393,6159600.0,,,,,
