Date,Close,High,Low,Open,Volume,"('Close', 'EVTL')","('High', 'EVTL')","('Low', 'EVTL')","('Open', 'EVTL')","('Volume', 'EVTL')"
2024-06-03,6.909999847412109,7.349999904632568,6.900000095367432,7.0,22090.0,,,,,
2024-06-04,7.0,7.300000190734863,6.900000095367432,7.300000190734863,8670.0,,,,,
2024-06-05,7.28000020980835,7.349999904632568,7.0,7.099999904632568,13290.0,,,,,
2024-06-06,7.199999809265137,7.300000190734863,7.099999904632568,7.300000190734863,7300.0,,,,,
2024-06-07,7.099999904632568,7.300000190734863,7.0,7.300000190734863,9360.0,,,,,
2024-06-10,7.139999866485596,7.25,6.75,7.239999771118164,20050.0,,,,,
2024-06-11,7.159999847412109,7.28000020980835,6.909999847412109,7.28000020980835,4960.0,,,,,
2024-06-12,7.150000095367432,7.300000190734863,7.0,7.300000190734863,9700.0,,,,,
2024-06-13,7.079999923706055,7.300000190734863,6.840000152587891,7.300000190734863,8230.0,,,,,
2024-06-14,7.190000057220459,7.269999980926514,7.0,7.099999904632568,7660.0,,,,,
2024-06-17,7.300000190734863,7.300000190734863,7.010000228881836,7.199999809265137,8950.0,,,,,
2024-06-18,7.269999980926514,7.289999961853027,7.059999942779541,7.059999942779541,7230.0,,,,,
2024-06-20,7.389999866485596,7.400000095367432,7.059999942779541,7.300000190734863,14550.0,,,,,
2024-06-21,7.690000057220459,7.690000057220459,7.199999809265137,7.389999866485596,13370.0,,,,,
2024-06-24,8.40999984741211,9.1899995803833,7.739999771118164,7.800000190734863,75820.0,,,,,
2024-06-25,7.900000095367432,8.399999618530273,7.800000190734863,8.390000343322754,15030.0,,,,,
2024-06-26,7.599999904632568,8.260000228881836,7.599999904632568,8.0,9390.0,,,,,
2024-06-27,7.5,7.980000019073486,7.5,7.599999904632568,7800.0,,,,,
2024-06-28,7.349999904632568,7.800000190734863,7.269999980926514,7.699999809265137,12010.0,,,,,
2024-07-01,7.179999828338623,7.699999809265137,7.099999904632568,7.699999809265137,10360.0,,,,,
2024-07-02,7.349999904632568,7.400000095367432,7.010000228881836,7.300000190734863,14250.0,,,,,
2024-07-03,7.659999847412109,7.659999847412109,7.300000190734863,7.360000133514404,5510.0,,,,,
2024-07-05,7.300000190734863,7.699999809265137,7.300000190734863,7.630000114440918,12230.0,,,,,
2024-07-08,7.889999866485596,7.889999866485596,7.179999828338623,7.199999809265137,16300.0,,,,,
