Date,Close,High,Low,Open,Volume,"('Close', 'MODD')","('High', 'MODD')","('Low', 'MODD')","('Open', 'MODD')","('Volume', 'MODD')"
2024-06-03,1.5700000524520874,1.7400000095367432,1.5499999523162842,1.7400000095367432,17300.0,,,,,
2024-06-04,1.5700000524520874,1.6699999570846558,1.5399999618530271,1.6699999570846558,36700.0,,,,,
2024-06-05,1.6050000190734863,1.63100004196167,1.5499999523162842,1.5499999523162842,14900.0,,,,,
2024-06-06,1.565000057220459,1.590000033378601,1.559999942779541,1.590000033378601,13100.0,,,,,
2024-06-07,1.5850000381469729,1.6679999828338623,1.5609999895095823,1.5700000524520874,20500.0,,,,,
2024-06-10,1.649999976158142,1.7899999618530271,1.5700000524520874,1.5700000524520874,56000.0,,,,,
2024-06-11,1.659999966621399,1.6699999570846558,1.600000023841858,1.6200000047683716,38700.0,,,,,
2024-06-12,1.75,1.830000042915344,1.5700000524520874,1.5700000524520874,92700.0,,,,,
2024-06-13,1.7000000476837158,1.7699999809265137,1.6299999952316284,1.7000000476837158,15400.0,,,,,
2024-06-14,1.6399999856948853,1.7000000476837158,1.6100000143051147,1.659999966621399,41000.0,,,,,
2024-06-17,1.690000057220459,1.7699999809265137,1.5800000429153442,1.6799999475479126,78300.0,,,,,
2024-06-18,1.6100000143051147,1.7200000286102295,1.6100000143051147,1.7200000286102295,27700.0,,,,,
2024-06-20,1.6100000143051147,1.7599999904632568,1.5800000429153442,1.600000023841858,75300.0,,,,,
2024-06-21,1.4800000190734863,1.7100000381469729,1.4450000524520874,1.590000033378601,232900.0,,,,,
2024-06-24,1.5499999523162842,1.6260000467300415,1.5,1.5800000429153442,42800.0,,,,,
2024-06-25,1.5540000200271606,1.6200000047683716,1.5199999809265137,1.559999942779541,28600.0,,,,,
2024-06-26,1.600000023841858,1.7000000476837158,1.5700000524520874,1.7000000476837158,20100.0,,,,,
2024-06-27,1.559999942779541,1.6399999856948853,1.5099999904632568,1.6399999856948853,48700.0,,,,,
2024-06-28,1.5800000429153442,1.590000033378601,1.4500000476837158,1.590000033378601,56900.0,,,,,
2024-07-01,1.5199999809265137,1.5800000429153442,1.5199999809265137,1.5800000429153442,16800.0,,,,,
2024-07-02,1.5399999618530271,1.559999942779541,1.5099999904632568,1.5099999904632568,27100.0,,,,,
2024-07-03,1.399999976158142,1.5299999713897705,1.2619999647140503,1.5199999809265137,228700.0,,,,,
2024-07-05,1.4900000095367432,1.4900000095367432,1.3600000143051147,1.4500000476837158,39800.0,,,,,
2024-07-08,1.5,1.559999942779541,1.4299999475479126,1.4500000476837158,21900.0,,,,,
2024-07-09,1.5149999856948853,1.5299999713897705,1.4800000190734863,1.4800000190734863,3400.0,,,,,
2024-07-10,1.4700000286102295,1.5499999523162842,1.4600000381469729,1.5499999523162842,28800.0,,,,,
2024-07-11,1.559999942779541,1.590000033378601,1.4900000095367432,1.5449999570846558,27000.0,,,,,
2024-07-12,1.590000033378601,1.590000033378601,1.5,1.590000033378601,26800.0,,,,,
2024-07-15,1.6699999570846558,1.690000057220459,1.5429999828338623,1.5980000495910645,79700.0,,,,,
2024-07-16,1.6799999475479126,1.6799999475479126,1.5549999475479126,1.6799999475479126,19400.0,,,,,
2024-07-17,1.559999942779541,1.6549999713897705,1.5499999523162842,1.649999976158142,43000.0,,,,,
2024-07-18,1.5299999713897705,1.5750000476837158,1.5099999904632568,1.5720000267028809,9600.0,,,,,
2024-07-19,1.5,1.559999942779541,1.4500000476837158,1.5,47700.0,,,,,
2024-07-22,1.5199999809265137,1.5549999475479126,1.4550000429153442,1.5,17800.0,,,,,
2024-07-23,1.590000033378601,1.590000033378601,1.5399999618530271,1.559999942779541,23000.0,,,,,
2024-07-24,1.5700000524520874,1.600000023841858,1.4989999532699585,1.5800000429153442,31600.0,,,,,
2024-07-25,1.5299999713897705,1.600000023841858,1.4900000095367432,1.600000023841858,36500.0,,,,,
2024-07-26,1.5199999809265137,1.5299999713897705,1.4600000381469729,1.5299999713897705,38700.0,,,,,
2024-07-29,1.5299999713897705,1.5800000429153442,1.4700000286102295,1.5800000429153442,80300.0,,,,,
2024-07-30,1.659999966621399,1.7899999618530271,1.5099999904632568,1.5260000228881836,83100.0,,,,,
2024-07-31,1.5700000524520874,1.7200000286102295,1.5099999904632568,1.7000000476837158,96800.0,,,,,
2024-08-01,1.5199999809265137,1.6100000143051147,1.4600000381469729,1.590000033378601,59900.0,,,,,
2024-08-02,1.4199999570846558,1.5099999904632568,1.4199999570846558,1.5099999904632568,41500.0,,,,,
2024-08-05,1.4600000381469729,1.5169999599456787,1.3600000143051147,1.4500000476837158,113600.0,,,,,
