Date,Close,High,Low,Open,Volume,"('Close', 'SGMT')","('High', 'SGMT')","('Low', 'SGMT')","('Open', 'SGMT')","('Volume', 'SGMT')"
2024-06-03,5.179999828338623,5.46999979019165,5.059999942779541,5.409999847412109,325400.0,,,,,
2024-06-04,5.019999980926514,5.239999771118164,4.909999847412109,5.130000114440918,626000.0,,,,,
2024-06-05,4.639999866485596,5.010000228881836,4.369999885559082,5.010000228881836,960700.0,,,,,
2024-06-06,4.650000095367432,4.863999843597412,4.420000076293945,4.860000133514404,668500.0,,,,,
2024-06-07,4.699999809265137,4.940000057220459,4.550000190734863,4.570000171661377,491000.0,,,,,
2024-06-10,4.880000114440918,4.920000076293945,4.460000038146973,4.739999771118164,1055700.0,,,,,
2024-06-11,4.960000038146973,4.960000038146973,4.659999847412109,4.900000095367432,506500.0,,,,,
2024-06-12,5.340000152587891,5.400000095367432,4.96999979019165,4.96999979019165,709600.0,,,,,
2024-06-13,4.789999961853027,5.53000020980835,4.739999771118164,5.320000171661377,623500.0,,,,,
2024-06-14,4.139999866485596,4.679999828338623,4.130000114440918,4.590000152587891,724600.0,,,,,
2024-06-17,4.21999979019165,4.289999961853027,3.953999996185303,4.110000133514404,595300.0,,,,,
2024-06-18,3.950000047683716,4.260000228881836,3.920000076293945,4.199999809265137,427300.0,,,,,
2024-06-20,3.890000104904175,3.930000066757202,3.7100000381469727,3.920000076293945,512200.0,,,,,
2024-06-21,3.930000066757202,4.050000190734863,3.849999904632568,3.890000104904175,384100.0,,,,,
2024-06-24,4.199999809265137,4.269999980926514,3.930000066757202,3.940000057220459,425000.0,,,,,
2024-06-25,4.139999866485596,4.230000019073486,4.0,4.159999847412109,300000.0,,,,,
2024-06-26,3.940000057220459,4.210000038146973,3.869999885559082,4.130000114440918,411000.0,,,,,
2024-06-27,4.110000133514404,4.179999828338623,3.849999904632568,3.990000009536743,431300.0,,,,,
2024-06-28,3.4200000762939453,3.984999895095825,3.3399999141693115,3.900000095367432,3673500.0,,,,,
2024-07-01,3.1600000858306885,3.5999999046325684,3.150000095367432,3.400000095367432,814500.0,,,,,
2024-07-02,2.930000066757202,3.190000057220459,2.9200000762939453,3.150000095367432,609400.0,,,,,
2024-07-03,2.8499999046325684,3.0,2.8499999046325684,2.9800000190734863,306300.0,,,,,
2024-07-05,2.9600000381469727,3.0,2.7799999713897705,2.8399999141693115,325000.0,,,,,
2024-07-08,3.109999895095825,3.150000095367432,2.900000095367432,3.0,1086300.0,,,,,
2024-07-09,3.130000114440918,3.1700000762939453,2.9800000190734863,3.0799999237060547,235000.0,,,,,
2024-07-10,3.190000057220459,3.289999961853028,3.109999895095825,3.1700000762939453,379300.0,,,,,
2024-07-11,3.2699999809265137,3.430000066757202,3.240000009536743,3.3499999046325684,321500.0,,,,,
2024-07-12,3.3299999237060547,3.390000104904175,3.2699999809265137,3.369999885559082,324000.0,,,,,
2024-07-15,3.400000095367432,3.619999885559082,3.3299999237060547,3.369999885559082,463800.0,,,,,
2024-07-16,3.650000095367432,3.680000066757202,3.4110000133514404,3.490000009536743,425800.0,,,,,
2024-07-17,3.400000095367432,3.7100000381469727,3.369999885559082,3.539999961853028,288300.0,,,,,
