Date,Close,High,Low,Open,Volume,"('Close', 'FIG')","('High', 'FIG')","('Low', 'FIG')","('Open', 'FIG')","('Volume', 'FIG')"
2025-07-31,115.5,124.62999725341795,84.1050033569336,85.0,64409000.0,,,,,
2025-08-01,122.0,142.9199981689453,110.11000061035156,134.82000732421875,56350600.0,,,,,
2025-08-04,88.5999984741211,114.28500366210938,88.5999984741211,113.91999816894533,39710100.0,,,,,
2025-08-05,79.08000183105469,94.0,79.0,91.19000244140624,25581100.0,,,,,
2025-08-06,90.31999969482422,91.48999786376952,76.6500015258789,76.9000015258789,28703600.0,,,,,
2025-08-07,78.23999786376953,87.87999725341797,77.80000305175781,86.6500015258789,14153700.0,,,,,
2025-08-08,78.11000061035156,82.5999984741211,78.0,82.54000091552734,7353700.0,,,,,
2025-08-11,82.5,84.0,78.0,78.77999877929688,8644600.0,,,,,
2025-08-12,87.36000061035156,90.69000244140624,83.91000366210938,84.0,10438200.0,,,,,
2025-08-13,81.91000366210938,91.0,81.05000305175781,90.95999908447266,8138900.0,,,,,
2025-08-14,76.30999755859375,82.94000244140625,76.0,81.5,8133900.0,,,,,
2025-08-15,79.41999816894531,81.0,76.55999755859375,79.0,4685900.0,,,,,
2025-08-18,76.16000366210938,80.75,75.5,79.19999694824219,4296800.0,,,,,
2025-08-19,69.41000366210938,76.56999969482422,68.61000061035156,76.41999816894531,9025600.0,,,,,
2025-08-20,74.04000091552734,75.1500015258789,67.0,70.0,8574000.0,,,,,
2025-08-21,72.76000213623047,74.06999969482422,71.81999969482422,73.0999984741211,2786400.0,,,,,
2025-08-22,77.30000305175781,78.0,72.41000366210938,73.41000366210938,4151900.0,,,,,
2025-08-25,70.4000015258789,75.69999694824219,69.61000061035156,74.55999755859375,6761600.0,,,,,
2025-08-26,70.12999725341797,72.19999694824219,69.30000305175781,70.87999725341797,3355400.0,,,,,
2025-08-27,69.87999725341797,71.68000030517578,68.52200317382812,70.5,3915300.0,,,,,
2025-08-28,71.26000213623047,72.11000061035156,69.30999755859375,70.18000030517578,3138000.0,,,,,
2025-08-29,70.27999877929688,71.44000244140625,68.9000015258789,70.51000213623047,3420000.0,,,,,
2025-09-02,65.56999969482422,68.95999908447266,64.55000305175781,68.95999908447266,8027800.0,,,,,
2025-09-03,68.12999725341797,68.58999633789062,65.54000091552734,66.69999694824219,12276100.0,,,,,
2025-09-04,54.560001373291016,57.34999847412109,53.20000076293945,55.900001525878906,29316400.0,,,,,
2025-09-05,54.86000061035156,54.959999084472656,50.4900016784668,52.380001068115234,20813800.0,,,,,
2025-09-08,52.470001220703125,55.31999969482422,52.400001525878906,54.16999816894531,9662800.0,,,,,
2025-09-09,53.31999969482422,53.6150016784668,51.43000030517578,52.45000076293945,7845400.0,,,,,
2025-09-10,51.060001373291016,55.209999084472656,50.81499862670898,53.61000061035156,9614200.0,,,,,
2025-09-11,55.959999084472656,56.31999969482422,51.040000915527344,51.04999923706055,13224300.0,,,,,
2025-09-12,53.06999969482422,56.29999923706055,53.0,56.060001373291016,8611000.0,,,,,
2025-09-15,54.119998931884766,55.54999923706055,52.29999923706055,54.66999816894531,8938800.0,,,,,
2025-09-16,53.66999816894531,55.0,52.220001220703125,54.18999862670898,5707500.0,,,,,
2025-09-17,54.77999877929688,57.4900016784668,53.310001373291016,53.66999816894531,11400900.0,,,,,
2025-09-18,58.40999984741211,58.880001068115234,54.66299819946289,55.47999954223633,12053100.0,,,,,
2025-09-19,56.810001373291016,59.4900016784668,55.2400016784668,59.369998931884766,10658500.0,,,,,
2025-09-22,58.790000915527344,59.68899917602539,55.36299896240234,56.29999923706055,9769200.0,,,,,
2025-09-23,58.130001068115234,59.59000015258789,56.88999938964844,59.59000015258789,7677300.0,,,,,
2025-09-24,55.209999084472656,57.70000076293945,54.79999923706055,57.5,9373600.0,,,,,
