Date,Close,High,Low,Open,Volume,"('Close', 'SANA')","('High', 'SANA')","('Low', 'SANA')","('Open', 'SANA')","('Volume', 'SANA')"
2024-06-03,7.809999942779541,8.164999961853027,7.489999771118164,7.639999866485596,1574600.0,,,,,
2024-06-04,7.5,7.909999847412109,7.400000095367432,7.800000190734863,1070200.0,,,,,
2024-06-05,7.829999923706055,7.889999866485596,7.449999809265137,7.53000020980835,1083900.0,,,,,
2024-06-06,7.360000133514404,7.885000228881836,7.329999923706055,7.869999885559082,1123900.0,,,,,
2024-06-07,6.980000019073486,7.329999923706055,6.980000019073486,7.25,1124200.0,,,,,
2024-06-10,6.920000076293945,7.070000171661377,6.670000076293945,6.960000038146973,2359500.0,,,,,
2024-06-11,6.889999866485596,6.985000133514404,6.539999961853027,6.800000190734863,3203600.0,,,,,
2024-06-12,6.820000171661377,7.340000152587891,6.769999980926514,7.179999828338623,2421400.0,,,,,
2024-06-13,7.150000095367432,7.190000057220459,6.699999809265137,6.800000190734863,1197600.0,,,,,
2024-06-14,6.079999923706055,7.03000020980835,6.070000171661377,7.019999980926514,1911000.0,,,,,
2024-06-17,6.0,6.25,5.909999847412109,6.039999961853027,1862300.0,,,,,
2024-06-18,5.679999828338623,5.989999771118164,5.639999866485596,5.989999771118164,1968200.0,,,,,
2024-06-20,5.230000019073486,5.690000057220459,5.199999809265137,5.679999828338623,2478600.0,,,,,
2024-06-21,5.510000228881836,5.550000190734863,5.234000205993652,5.25,3221300.0,,,,,
2024-06-24,5.539999961853027,5.730000019073486,5.449999809265137,5.610000133514404,1499700.0,,,,,
2024-06-25,5.420000076293945,5.610000133514404,5.400000095367432,5.510000228881836,1901500.0,,,,,
2024-06-26,5.25,5.510000228881836,5.079999923706055,5.510000228881836,2288300.0,,,,,
2024-06-27,5.400000095367432,5.400000095367432,5.050000190734863,5.199999809265137,1912000.0,,,,,
2024-06-28,5.460000038146973,5.550000190734863,5.284999847412109,5.420000076293945,9210100.0,,,,,
2024-07-01,5.46999979019165,5.590000152587891,5.34499979019165,5.449999809265137,1299800.0,,,,,
2024-07-02,5.349999904632568,5.590000152587891,5.25,5.449999809265137,1291800.0,,,,,
2024-07-03,5.21999979019165,5.46999979019165,5.159999847412109,5.349999904632568,678000.0,,,,,
2024-07-05,5.090000152587891,5.21999979019165,4.929999828338623,5.210000038146973,996900.0,,,,,
2024-07-08,5.079999923706055,5.210000038146973,4.940000057220459,5.199999809265137,1559300.0,,,,,
2024-07-09,5.230000019073486,5.239999771118164,4.960000038146973,5.070000171661377,992000.0,,,,,
2024-07-10,5.179999828338623,5.289999961853027,5.130000114440918,5.289999961853027,961100.0,,,,,
2024-07-11,5.659999847412109,5.789999961853027,5.360000133514404,5.360000133514404,2028000.0,,,,,
2024-07-12,5.949999809265137,6.079999923706055,5.670000076293945,5.739999771118164,1418400.0,,,,,
2024-07-15,6.360000133514404,6.610000133514404,5.96999979019165,6.010000228881836,2281000.0,,,,,
2024-07-16,6.860000133514404,7.400000095367432,6.429999828338623,6.429999828338623,6802000.0,,,,,
2024-07-17,6.380000114440918,6.625,6.195000171661377,6.619999885559082,2336400.0,,,,,
2024-07-18,5.929999828338623,6.630000114440918,5.840000152587891,6.349999904632568,1899500.0,,,,,
2024-07-19,5.800000190734863,5.989999771118164,5.695000171661377,5.989999771118164,1224100.0,,,,,
2024-07-22,6.110000133514404,6.15500020980835,5.860000133514404,5.909999847412109,1396000.0,,,,,
2024-07-23,6.289999961853027,6.389999866485596,5.949999809265137,6.070000171661377,1292600.0,,,,,
2024-07-24,6.119999885559082,6.480000019073486,6.059999942779541,6.21999979019165,1204300.0,,,,,
2024-07-25,6.050000190734863,6.409999847412109,5.949999809265137,6.139999866485596,1827400.0,,,,,
2024-07-26,6.400000095367432,6.610000133514404,6.150000095367432,6.25,1358300.0,,,,,
2024-07-29,6.150000095367432,6.5,6.0,6.400000095367432,1164400.0,,,,,
2024-07-30,5.869999885559082,6.429999828338623,5.84499979019165,6.210000038146973,1174900.0,,,,,
2024-07-31,6.090000152587891,6.400000095367432,5.760000228881836,5.900000095367432,1099200.0,,,,,
2024-08-01,5.360000133514404,6.119999885559082,5.2729997634887695,6.079999923706055,1729100.0,,,,,
2024-08-02,5.039999961853027,5.244999885559082,4.900000095367432,5.099999904632568,1747300.0,,,,,
2024-08-05,4.840000152587891,4.920000076293945,4.401000022888184,4.550000190734863,2312000.0,,,,,
2024-08-06,4.960000038146973,5.050000190734863,4.704999923706055,4.860000133514404,1244100.0,,,,,
2024-08-07,4.71999979019165,5.159999847412109,4.650000095367432,5.130000114440918,1282100.0,,,,,
2024-08-08,4.659999847412109,4.949999809265137,4.59499979019165,4.800000190734863,1674900.0,,,,,
2024-08-09,4.909999847412109,5.519999980926514,4.804999828338623,5.0,2261200.0,,,,,
2024-08-12,4.889999866485596,5.050000190734863,4.809999942779541,4.900000095367432,968600.0,,,,,
2024-08-13,4.900000095367432,5.010000228881836,4.829999923706055,4.900000095367432,1236500.0,,,,,
2024-08-14,4.75,5.039999961853027,4.735000133514404,4.949999809265137,1113500.0,,,,,
2024-08-15,4.989999771118164,5.019999980926514,4.78000020980835,4.929999828338623,1251400.0,,,,,
2024-08-16,4.989999771118164,5.039999961853027,4.900000095367432,4.989999771118164,965200.0,,,,,
2024-08-19,5.039999961853027,5.130000114440918,4.889999866485596,5.130000114440918,2532400.0,,,,,
2024-08-20,5.010000228881836,5.079999923706055,4.920000076293945,5.039999961853027,1102200.0,,,,,
2024-08-21,5.300000190734863,5.420000076293945,5.039999961853027,5.039999961853027,1472100.0,,,,,
2024-08-22,5.710000038146973,5.730000019073486,5.199999809265137,5.28000020980835,2227900.0,,,,,
2024-08-23,5.840000152587891,6.139999866485596,5.619999885559082,5.75,1651300.0,,,,,
2024-08-26,5.840000152587891,6.039999961853027,5.7230000495910645,5.909999847412109,730000.0,,,,,
2024-08-27,5.78000020980835,5.900000095367432,5.570000171661377,5.78000020980835,1312700.0,,,,,
2024-08-28,5.849999904632568,5.909999847412109,5.650000095367432,5.710000038146973,835100.0,,,,,
2024-08-29,6.110000133514404,6.300000190734863,5.849999904632568,5.920000076293945,1192700.0,,,,,
2024-08-30,6.050000190734863,6.340000152587891,5.909999847412109,6.199999809265137,1495700.0,,,,,
2024-09-03,5.599999904632568,6.110000133514404,5.570000171661377,5.989999771118164,1170500.0,,,,,
