Date,Close,High,Low,Open,Volume,"('Close', 'WEAV')","('High', 'WEAV')","('Low', 'WEAV')","('Open', 'WEAV')","('Volume', 'WEAV')"
2024-06-03,8.390000343322754,8.84000015258789,8.350000381469727,8.75,465600.0,,,,,
2024-06-04,8.369999885559082,8.399999618530273,8.180000305175781,8.399999618530273,489400.0,,,,,
2024-06-05,8.760000228881836,8.770000457763672,8.399999618530273,8.479999542236328,337500.0,,,,,
2024-06-06,8.899999618530273,8.9399995803833,8.75,8.75,254800.0,,,,,
2024-06-07,8.8100004196167,8.930000305175781,8.729999542236328,8.869999885559082,332500.0,,,,,
2024-06-10,9.010000228881836,9.125,8.779999732971191,8.779999732971191,247400.0,,,,,
2024-06-11,8.850000381469727,8.930000305175781,8.699999809265137,8.930000305175781,179200.0,,,,,
2024-06-12,8.720000267028809,9.0600004196167,8.710000038146973,9.0,244500.0,,,,,
2024-06-13,9.029999732971191,9.06999969482422,8.680000305175781,8.699999809265137,397800.0,,,,,
2024-06-14,9.0,9.109000205993652,8.880000114440918,8.949999809265137,320600.0,,,,,
2024-06-17,9.029999732971191,9.079999923706056,8.869999885559082,9.0,444000.0,,,,,
2024-06-18,8.84000015258789,9.140000343322754,8.84000015258789,9.140000343322754,356800.0,,,,,
2024-06-20,8.699999809265137,8.829999923706055,8.520000457763672,8.829999923706055,285800.0,,,,,
2024-06-21,8.9399995803833,8.960000038146973,8.699999809265137,8.699999809265137,319800.0,,,,,
2024-06-24,8.59000015258789,9.0,8.569999694824219,8.930000305175781,252500.0,,,,,
2024-06-25,8.670000076293945,8.760000228881836,8.5,8.59000015258789,163400.0,,,,,
2024-06-26,8.800000190734863,8.859999656677246,8.675000190734863,8.739999771118164,191800.0,,,,,
2024-06-27,8.920000076293945,9.109999656677246,8.800000190734863,8.869999885559082,505000.0,,,,,
2024-06-28,9.020000457763672,9.079999923706056,8.890000343322754,8.989999771118164,1208400.0,,,,,
2024-07-01,9.09000015258789,9.09000015258789,8.829999923706055,8.979999542236328,230300.0,,,,,
2024-07-02,9.109999656677246,9.149999618530272,8.930000305175781,9.079999923706056,155500.0,,,,,
2024-07-03,9.06999969482422,9.1899995803833,9.0,9.140000343322754,158900.0,,,,,
2024-07-05,9.119999885559082,9.18000030517578,8.949999809265137,9.06999969482422,148500.0,,,,,
2024-07-08,8.979999542236328,9.25,8.979999542236328,9.119999885559082,175900.0,,,,,
2024-07-09,8.90999984741211,9.06999969482422,8.75,8.949999809265137,182300.0,,,,,
2024-07-10,8.979999542236328,9.100000381469728,8.800000190734863,8.970000267028809,165700.0,,,,,
2024-07-11,9.260000228881836,9.270000457763672,9.0600004196167,9.119999885559082,216100.0,,,,,
2024-07-12,9.020000457763672,9.37600040435791,8.960000038146973,9.3100004196167,270200.0,,,,,
2024-07-15,9.6899995803833,9.800000190734863,9.0600004196167,9.119999885559082,1315900.0,,,,,
2024-07-16,10.029999732971191,10.149999618530272,9.770000457763672,9.779999732971191,320800.0,,,,,
2024-07-17,9.920000076293944,10.170000076293944,9.75,9.949999809265137,341300.0,,,,,
2024-07-18,9.640000343322754,10.09000015258789,9.640000343322754,9.890000343322754,234700.0,,,,,
2024-07-19,9.81999969482422,9.850000381469728,9.539999961853027,9.6899995803833,217400.0,,,,,
2024-07-22,9.90999984741211,9.979999542236328,9.699999809265137,9.850000381469728,194700.0,,,,,
2024-07-23,10.130000114440918,10.199999809265137,9.81999969482422,9.84000015258789,202400.0,,,,,
2024-07-24,9.739999771118164,10.170000076293944,9.68000030517578,10.050000190734863,208200.0,,,,,
2024-07-25,10.210000038146973,10.460000038146973,9.81999969482422,9.81999969482422,221200.0,,,,,
2024-07-26,10.369999885559082,10.390000343322754,10.079999923706056,10.380000114440918,200500.0,,,,,
2024-07-29,10.220000267028809,10.5,10.140000343322754,10.399999618530272,193900.0,,,,,
2024-07-30,10.239999771118164,10.380000114440918,10.050000190734863,10.270000457763672,254100.0,,,,,
2024-07-31,10.0,10.43000030517578,9.920000076293944,10.210000038146973,400200.0,,,,,
2024-08-01,10.899999618530272,12.239999771118164,10.390000343322754,11.0,1123100.0,,,,,
2024-08-02,10.619999885559082,10.710000038146973,10.130000114440918,10.460000038146973,492300.0,,,,,
2024-08-05,10.229999542236328,10.40999984741211,9.701000213623049,9.8100004196167,415500.0,,,,,
2024-08-06,10.40999984741211,10.5,10.25,10.289999961853027,385200.0,,,,,
2024-08-07,9.920000076293944,10.640000343322754,9.890000343322754,10.5,279800.0,,,,,
2024-08-08,10.199999809265137,10.199999809265137,9.880000114440918,9.979999542236328,331700.0,,,,,
2024-08-09,10.229999542236328,10.270000457763672,9.93000030517578,10.1899995803833,213500.0,,,,,
2024-08-12,10.520000457763672,10.529999732971191,10.204999923706056,10.279999732971191,247900.0,,,,,
2024-08-13,10.510000228881836,10.649999618530272,10.18000030517578,10.56999969482422,592900.0,,,,,
2024-08-14,10.890000343322754,10.90999984741211,10.420000076293944,10.59000015258789,971700.0,,,,,
2024-08-15,10.829999923706056,11.0600004196167,10.5600004196167,10.970000267028809,530400.0,,,,,
2024-08-16,11.020000457763672,11.06999969482422,10.720000267028809,10.729999542236328,427400.0,,,,,
2024-08-19,11.25,11.270000457763672,10.630000114440918,10.979999542236328,364900.0,,,,,
2024-08-20,11.199999809265137,11.350000381469728,10.979999542236328,11.289999961853027,325300.0,,,,,
2024-08-21,10.989999771118164,11.289999961853027,10.8100004196167,11.289999961853027,333700.0,,,,,
