Date,Close,High,Low,Open,Volume,"('Close', 'PRTS')","('High', 'PRTS')","('Low', 'PRTS')","('Open', 'PRTS')","('Volume', 'PRTS')"
2024-06-03,1.1399999856948853,1.190000057220459,1.1299999952316284,1.1799999475479126,612600.0,,,,,
2024-06-04,1.059999942779541,1.149999976158142,1.0499999523162842,1.1299999952316284,985200.0,,,,,
2024-06-05,1.090000033378601,1.1200000047683716,1.0199999809265137,1.0800000429153442,914100.0,,,,,
2024-06-06,1.0499999523162842,1.0700000524520874,1.0299999713897705,1.0700000524520874,981100.0,,,,,
2024-06-07,1.059999942779541,1.0800000429153442,1.0299999713897705,1.059999942779541,433000.0,,,,,
2024-06-10,1.059999942779541,1.0700000524520874,1.0,1.0399999618530271,686600.0,,,,,
2024-06-11,1.1299999952316284,1.1399999856948853,1.0299999713897705,1.0499999523162842,857700.0,,,,,
2024-06-12,1.2100000381469729,1.25,1.1699999570846558,1.190000057220459,1100800.0,,,,,
2024-06-13,1.149999976158142,1.2400000095367432,1.100000023841858,1.2100000381469729,818400.0,,,,,
2024-06-14,1.059999942779541,1.1399999856948853,1.059999942779541,1.1299999952316284,561800.0,,,,,
2024-06-17,1.190000057220459,1.2300000190734863,1.059999942779541,1.059999942779541,1122100.0,,,,,
2024-06-18,1.2000000476837158,1.3300000429153442,1.1799999475479126,1.190000057220459,1206700.0,,,,,
2024-06-20,1.100000023841858,1.2100000381469729,1.100000023841858,1.1799999475479126,682500.0,,,,,
2024-06-21,1.2100000381469729,1.2200000286102295,1.0800000429153442,1.090000033378601,1037900.0,,,,,
2024-06-24,1.149999976158142,1.2400000095367432,1.1399999856948853,1.190000057220459,975800.0,,,,,
2024-06-25,1.1399999856948853,1.149999976158142,1.100000023841858,1.149999976158142,617700.0,,,,,
2024-06-26,1.0800000429153442,1.1699999570846558,1.0800000429153442,1.1299999952316284,612100.0,,,,,
2024-06-27,1.059999942779541,1.159999966621399,1.0499999523162842,1.090000033378601,891300.0,,,,,
2024-06-28,1.0,1.1100000143051147,0.9700000286102296,1.0499999523162842,9373900.0,,,,,
2024-07-01,1.0,1.0499999523162842,0.9800000190734864,1.0299999713897705,1318600.0,,,,,
2024-07-02,0.9900000095367432,1.0299999713897705,0.9700000286102296,1.0099999904632568,1265000.0,,,,,
2024-07-03,0.9900000095367432,1.0199999809265137,0.9900000095367432,1.0,667800.0,,,,,
2024-07-05,1.0499999523162842,1.059999942779541,0.959999978542328,1.0099999904632568,1049600.0,,,,,
2024-07-08,1.1399999856948853,1.2000000476837158,1.0499999523162842,1.0499999523162842,2029300.0,,,,,
2024-07-09,1.090000033378601,1.190000057220459,1.0700000524520874,1.159999966621399,919300.0,,,,,
2024-07-10,1.100000023841858,1.1200000047683716,1.0700000524520874,1.1100000143051147,417400.0,,,,,
2024-07-11,1.2000000476837158,1.2200000286102295,1.1299999952316284,1.1299999952316284,868100.0,,,,,
2024-07-12,1.1399999856948853,1.2000000476837158,1.1399999856948853,1.2000000476837158,561200.0,,,,,
2024-07-15,1.159999966621399,1.1799999475479126,1.1399999856948853,1.1799999475479126,569800.0,,,,,
2024-07-16,1.2599999904632568,1.2699999809265137,1.159999966621399,1.2000000476837158,773400.0,,,,,
2024-07-17,1.1699999570846558,1.2999999523162842,1.1399999856948853,1.2599999904632568,874400.0,,,,,
2024-07-18,1.090000033378601,1.2000000476837158,1.090000033378601,1.190000057220459,1210600.0,,,,,
2024-07-19,1.100000023841858,1.1399999856948853,1.0700000524520874,1.0800000429153442,635600.0,,,,,
2024-07-22,1.1299999952316284,1.1399999856948853,1.090000033378601,1.1100000143051147,586200.0,,,,,
2024-07-23,1.1299999952316284,1.190000057220459,1.1299999952316284,1.1299999952316284,533600.0,,,,,
2024-07-24,1.100000023841858,1.159999966621399,1.100000023841858,1.1399999856948853,846500.0,,,,,
2024-07-25,1.2000000476837158,1.2300000190734863,1.1100000143051147,1.1200000047683716,854000.0,,,,,
2024-07-26,1.25,1.4500000476837158,1.159999966621399,1.2000000476837158,2000400.0,,,,,
2024-07-29,1.2400000095367432,1.309999942779541,1.2200000286102295,1.2899999618530271,656900.0,,,,,
2024-07-30,1.2000000476837158,1.2999999523162842,1.2000000476837158,1.25,1070000.0,,,,,
2024-07-31,1.0099999904632568,1.1200000047683716,1.0,1.100000023841858,2598400.0,,,,,
2024-08-01,0.9900000095367432,1.0199999809265137,0.9300000071525574,1.0199999809265137,2414500.0,,,,,
2024-08-02,0.949999988079071,0.9700000286102296,0.9300000071525574,0.9700000286102296,1710000.0,,,,,
2024-08-05,0.9200000166893004,0.949999988079071,0.8700000047683716,0.9300000071525574,2012900.0,,,,,
2024-08-06,0.8700000047683716,0.9200000166893004,0.8500000238418579,0.9200000166893004,890300.0,,,,,
2024-08-07,0.8100000023841858,0.9100000262260436,0.8100000023841858,0.8799999952316284,1807700.0,,,,,
2024-08-08,0.8299999833106995,0.8399999737739563,0.800000011920929,0.8100000023841858,1542000.0,,,,,
2024-08-09,0.7799999713897705,0.8299999833106995,0.7799999713897705,0.8199999928474426,1547500.0,,,,,
2024-08-12,0.7599999904632568,0.8100000023841858,0.75,0.800000011920929,1326900.0,,,,,
2024-08-13,0.7400000095367432,0.8100000023841858,0.7400000095367432,0.7599999904632568,1576400.0,,,,,
2024-08-14,0.75,0.7699999809265137,0.7200000286102295,0.7400000095367432,1671100.0,,,,,
2024-08-15,0.800000011920929,0.8299999833106995,0.7599999904632568,0.7699999809265137,1448600.0,,,,,
2024-08-16,0.800000011920929,0.8500000238418579,0.7799999713897705,0.8100000023841858,692600.0,,,,,
2024-08-19,0.8100000023841858,0.8199999928474426,0.7900000214576721,0.7900000214576721,515200.0,,,,,
2024-08-20,0.800000011920929,0.8399999737739563,0.7799999713897705,0.8199999928474426,442600.0,,,,,
2024-08-21,0.8399999737739563,0.8500000238418579,0.800000011920929,0.8100000023841858,368300.0,,,,,
