Date,Close,High,Low,Open,Volume,"('Close', 'CPRT')","('High', 'CPRT')","('Low', 'CPRT')","('Open', 'CPRT')","('Volume', 'CPRT')"
2024-06-03,52.650001525878906,53.54999923706055,52.310001373291016,53.060001373291016,4225500.0,,,,,
2024-06-04,52.9900016784668,53.290000915527344,52.380001068115234,52.380001068115234,3690100.0,,,,,
2024-06-05,54.0,54.06999969482422,52.93999862670898,53.27999877929688,3622200.0,,,,,
2024-06-06,53.470001220703125,54.22999954223633,53.27000045776367,54.04999923706055,4821400.0,,,,,
2024-06-07,53.7599983215332,54.18000030517578,53.15999984741211,53.43999862670898,3370400.0,,,,,
2024-06-10,53.59000015258789,54.060001373291016,53.27000045776367,53.52999877929688,2642000.0,,,,,
2024-06-11,53.27000045776367,53.540000915527344,52.7599983215332,53.369998931884766,2652200.0,,,,,
2024-06-12,53.880001068115234,54.380001068115234,53.38999938964844,53.59000015258789,3963600.0,,,,,
2024-06-13,53.060001373291016,53.93999862670898,53.02999877929688,53.54999923706055,3532700.0,,,,,
2024-06-14,53.209999084472656,53.25,52.36000061035156,52.95000076293945,3592600.0,,,,,
2024-06-17,54.34999847412109,54.369998931884766,52.75,52.88999938964844,3774000.0,,,,,
2024-06-18,54.86000061035156,55.0099983215332,53.93999862670898,54.2400016784668,3251500.0,,,,,
2024-06-20,54.0099983215332,54.97999954223633,53.36000061035156,54.93999862670898,4462500.0,,,,,
2024-06-21,54.2400016784668,54.380001068115234,53.810001373291016,54.27999877929688,5559600.0,,,,,
2024-06-24,54.900001525878906,55.0,54.060001373291016,54.290000915527344,3711300.0,,,,,
2024-06-25,55.27000045776367,55.33000183105469,54.68999862670898,55.13999938964844,3676200.0,,,,,
2024-06-26,54.630001068115234,55.150001525878906,54.41999816894531,54.83000183105469,3817700.0,,,,,
2024-06-27,54.7599983215332,54.95000076293945,54.459999084472656,54.810001373291016,3876400.0,,,,,
2024-06-28,54.15999984741211,55.34999847412109,54.0099983215332,54.880001068115234,25202500.0,,,,,
2024-07-01,53.34999847412109,54.380001068115234,53.18000030517578,54.119998931884766,3609600.0,,,,,
2024-07-02,54.68999862670898,54.709999084472656,52.900001525878906,53.25,3214700.0,,,,,
2024-07-03,53.88999938964844,54.72999954223633,53.650001525878906,54.630001068115234,2265900.0,,,,,
2024-07-05,54.220001220703125,54.41999816894531,53.560001373291016,53.84999847412109,4272500.0,,,,,
2024-07-08,54.790000915527344,54.869998931884766,54.11000061035156,54.43999862670898,2894400.0,,,,,
2024-07-09,54.43999862670898,55.220001220703125,54.34000015258789,55.0099983215332,2687300.0,,,,,
2024-07-10,54.130001068115234,54.5099983215332,53.900001525878906,54.369998931884766,3527900.0,,,,,
2024-07-11,54.84000015258789,55.0099983215332,54.130001068115234,54.18999862670898,4653600.0,,,,,
2024-07-12,55.540000915527344,56.060001373291016,55.130001068115234,55.209999084472656,3309500.0,,,,,
2024-07-15,54.720001220703125,55.650001525878906,54.59999847412109,55.470001220703125,5415400.0,,,,,
2024-07-16,54.0,54.84999847412109,53.70000076293945,54.77999877929688,4762700.0,,,,,
2024-07-17,52.9900016784668,53.75,52.970001220703125,53.63999938964844,6821200.0,,,,,
2024-07-18,51.650001525878906,53.02000045776367,51.4900016784668,52.88999938964844,7614400.0,,,,,
2024-07-19,51.709999084472656,52.45000076293945,51.52000045776367,51.880001068115234,4743100.0,,,,,
2024-07-22,52.52999877929688,52.560001373291016,51.66999816894531,52.16999816894531,3848100.0,,,,,
2024-07-23,52.31999969482422,52.75,52.22999954223633,52.52000045776367,3408000.0,,,,,
2024-07-24,51.15999984741211,52.400001525878906,51.119998931884766,52.25,4235900.0,,,,,
2024-07-25,50.43000030517578,51.619998931884766,50.40999984741211,51.5,4661100.0,,,,,
2024-07-26,51.04999923706055,51.36000061035156,50.59000015258789,50.880001068115234,3969300.0,,,,,
2024-07-29,51.04999923706055,51.31999969482422,50.72999954223633,51.130001068115234,3163100.0,,,,,
2024-07-30,51.720001220703125,51.84999847412109,51.25,51.41999816894531,4807900.0,,,,,
2024-07-31,52.33000183105469,52.63999938964844,51.86000061035156,52.310001373291016,4360300.0,,,,,
2024-08-01,52.22999954223633,53.18999862670898,51.68000030517578,52.27000045776367,4140900.0,,,,,
2024-08-02,51.72999954223633,52.27000045776367,50.88999938964844,52.220001220703125,3767200.0,,,,,
2024-08-05,50.93000030517578,51.59000015258789,50.31999969482422,51.36000061035156,4545900.0,,,,,
2024-08-06,49.65999984741211,50.84000015258789,49.209999084472656,50.77999877929688,7245900.0,,,,,
2024-08-07,49.18999862670898,50.45000076293945,49.130001068115234,50.02000045776367,5222700.0,,,,,
2024-08-08,50.09000015258789,50.20000076293945,49.06999969482422,49.41999816894531,4756900.0,,,,,
2024-08-09,50.9900016784668,51.16999816894531,49.84000015258789,49.970001220703125,2904200.0,,,,,
2024-08-12,50.2599983215332,51.0099983215332,50.09999847412109,50.77999877929688,2790500.0,,,,,
2024-08-13,50.970001220703125,51.11000061035156,50.119998931884766,50.59999847412109,4335200.0,,,,,
2024-08-14,50.9900016784668,51.13999938964844,50.619998931884766,50.9900016784668,4110100.0,,,,,
2024-08-15,51.59999847412109,51.93000030517578,51.150001525878906,51.40999984741211,6035900.0,,,,,
2024-08-16,51.310001373291016,51.65999984741211,51.08000183105469,51.400001525878906,3376300.0,,,,,
2024-08-19,51.59000015258789,51.59999847412109,51.150001525878906,51.38999938964844,3399800.0,,,,,
2024-08-20,51.97999954223633,52.040000915527344,51.52999877929688,51.59000015258789,2853500.0,,,,,
2024-08-21,52.45000076293945,52.59000015258789,51.880001068115234,52.209999084472656,2592400.0,,,,,
2024-08-22,52.2400016784668,52.61000061035156,52.06999969482422,52.61000061035156,2483200.0,,,,,
2024-08-23,52.7599983215332,53.060001373291016,52.470001220703125,52.52999877929688,2126000.0,,,,,
2024-08-26,52.560001373291016,53.22999954223633,52.47999954223633,52.880001068115234,2442200.0,,,,,
2024-08-27,52.59000015258789,52.70000076293945,52.18000030517578,52.540000915527344,2884100.0,,,,,
2024-08-28,53.209999084472656,53.25,52.66999816894531,52.7400016784668,3615600.0,,,,,
2024-08-29,52.400001525878906,53.310001373291016,52.150001525878906,53.18000030517578,6025400.0,,,,,
2024-08-30,52.959999084472656,53.560001373291016,52.43000030517578,52.56999969482422,4919900.0,,,,,
2024-09-03,53.52000045776367,54.150001525878906,53.02999877929688,53.060001373291016,7222900.0,,,,,
2024-09-04,53.04999923706055,54.02000045776367,52.93000030517578,53.5,5999500.0,,,,,
2024-09-05,49.5099983215332,50.2400016784668,48.380001068115234,50.0,11425600.0,,,,,
