Date,Close,High,Low,Open,Volume,"('Close', 'FINV')","('High', 'FINV')","('Low', 'FINV')","('Open', 'FINV')","('Volume', 'FINV')"
2024-06-03,4.557830333709717,4.654190290763518,4.548194108264077,4.606010541976876,476800.0,,,,,
2024-06-04,4.528922080993652,4.596374280137491,4.500014323846661,4.548194072251818,904300.0,,,,,
2024-06-05,4.606010437011719,4.615646202757253,4.528922013644907,4.528922013644907,626700.0,,,,,
2024-06-06,4.606010437011719,4.627209489236299,4.579029282067106,4.615646202757253,533700.0,,,,,
2024-06-07,4.528922080993652,4.606010505506831,4.528922080993652,4.567466063509984,597400.0,,,,,
2024-06-10,4.509650230407715,4.572284318820666,4.500014464218316,4.519286456077644,251500.0,,,,,
2024-06-11,4.538558483123779,4.538558483123779,4.461470515088812,4.4903782733616575,649900.0,,,,,
2024-06-12,4.519286632537842,4.591556489962043,4.509650406491656,4.52892239910348,577600.0,,,,,
2024-06-13,4.528922080993652,4.557830297621159,4.485560445273165,4.500014323846661,645000.0,,,,,
2024-06-14,4.519286632537842,4.557830617761489,4.500014639926018,4.509650406491656,402400.0,,,,,
2024-06-17,4.586738586425781,4.596374352466236,4.500014394659081,4.509650160699535,414700.0,,,,,
2024-06-18,4.59637451171875,4.625282729802753,4.567466293634747,4.5771025194895945,429100.0,,,,,
2024-06-20,4.654190540313721,4.678280645738973,4.596374562981441,4.6252827813878525,579500.0,,,,,
2024-06-21,4.625282764434815,4.649372410291228,4.59637454613436,4.606010772061359,775500.0,,,,,
2024-06-24,4.615646362304688,4.66382657113931,4.596374370666943,4.634918353942432,657700.0,,,,,
2024-06-25,4.586738586425781,4.620464456788155,4.557830369343374,4.577102360904805,535300.0,,,,,
2024-06-26,4.59637451171875,4.62046461687533,4.57228440656217,4.59637451171875,555500.0,,,,,
2024-06-27,4.471106052398682,4.577102232759227,4.461470286628001,4.567466007508036,907700.0,,,,,
2024-06-28,4.59637451171875,4.606010737573597,4.471106332488969,4.50965031694728,841200.0,,,,,
2024-07-01,4.625282764434815,4.721642726302093,4.606010772061359,4.615646538507816,626100.0,,,,,
2024-07-02,4.6638264656066895,4.673462231467262,4.620464370532828,4.64455447440503,459300.0,,,,,
2024-07-03,4.683098793029785,4.808366515093866,4.659008687428042,4.70237078561507,631900.0,,,,,
2024-07-05,4.683098793029785,4.721642778200356,4.644554807859215,4.692734559582154,452800.0,,,,,
2024-07-08,4.615646362304688,4.702370554414799,4.606010596226078,4.644554579501566,410200.0,,,,,
2024-07-09,4.72164249420166,4.726460606928317,4.596374320191698,4.634918303043914,1004800.0,,,,,
2024-07-10,4.731278419494629,4.827638839350511,4.721642653197362,4.740914645272431,719400.0,,,,,
2024-07-11,4.837274551391602,4.933634510686149,4.779458575814873,4.798730567673783,984700.0,,,,,
2024-07-12,4.837274551391602,4.89027241413347,4.822820672367552,4.866182768920231,272300.0,,,,,
2024-07-15,4.7890944480896,4.856546650830214,4.76018668940115,4.856546650830214,171300.0,,,,,
2024-07-16,4.827638626098633,4.842092504646328,4.789094184170588,4.789094184170588,273700.0,,,,,
2024-07-17,4.7890944480896,4.837274658544402,4.784276794628552,4.837274658544402,158000.0,,,,,
2024-07-18,4.779458522796631,4.880636593803676,4.765004643932917,4.808366280524059,539100.0,,,,,
2024-07-19,4.818002700805664,4.856546685653666,4.750550497581389,4.779458715957662,414800.0,,,,,
2024-07-22,4.866182804107666,4.875818570366532,4.832456473500301,4.8469108121094,467300.0,,,,,
2024-07-23,4.866182804107666,4.885454796105932,4.818002594371736,4.856546578368267,340100.0,,,,,
2024-07-24,4.885454654693604,4.928816290824174,4.831492802972098,4.866182663253177,544100.0,,,,,
2024-07-25,5.010722637176514,5.0878110665396905,4.895090682352566,4.895090682352566,675300.0,,,,,
2024-07-26,5.213078498840332,5.266076819806769,5.001086593416141,5.02035858481834,769700.0,,,,,
2024-07-29,5.251622676849365,5.3094391126855385,5.145626949937631,5.24198691053036,1406600.0,,,,,
2024-07-30,5.270894527435303,5.280530752976095,5.174534569430005,5.261258761375035,518900.0,,,,,
2024-07-31,5.376890659332275,5.45879673772014,5.203442736588838,5.299802693668525,1422600.0,,,,,
2024-08-01,5.184170722961426,5.434706610295198,5.121536636257853,5.396162627628463,658700.0,,,,,
2024-08-02,5.068539142608643,5.174534872890322,5.058902916502735,5.174534872890322,465900.0,,,,,
2024-08-05,5.08781099319458,5.116718751743565,4.793912537903161,4.856546627400012,720500.0,,,,,
2024-08-06,5.222714900970459,5.278603815771761,5.068538964536966,5.068538964536966,504600.0,,,,,
2024-08-07,5.135990619659424,5.3431648753297605,5.1263548535364345,5.29980277907499,363500.0,,,,,
2024-08-08,5.299802780151367,5.347982989217681,5.145626846308005,5.174534604163372,646400.0,,,,,
2024-08-09,5.261259078979492,5.314256944211578,5.198624987624909,5.30943929063088,273600.0,,,,,
2024-08-12,5.3383469581604,5.367255176549811,5.241986995996602,5.280530980862122,330400.0,,,,,
2024-08-13,5.347982883453369,5.3768906407370425,5.270894458575699,5.338346658038466,319200.0,,,,,
2024-08-14,5.415434837341309,5.453978821562344,5.347983094694765,5.357618861009756,466100.0,,,,,
2024-08-15,5.40579891204834,5.4780687654672775,5.391344573780135,5.463614886679594,345500.0,,,,,
2024-08-16,5.492522716522217,5.497340829341679,5.408689575177898,5.415434749332934,419300.0,,,,,
2024-08-19,5.579246997833252,5.588883223625,5.444343053112528,5.473250811526701,628900.0,,,,,
2024-08-20,5.492522716522217,5.588883134989349,5.468433071385962,5.540702925755783,605700.0,,,,,
2024-08-21,5.299802780151367,5.49252269745557,5.145626846308005,5.357618755342628,726200.0,,,,,
