Date,Close,High,Low,Open,Volume,"('Close', 'IOT')","('High', 'IOT')","('Low', 'IOT')","('Open', 'IOT')","('Volume', 'IOT')"
2024-06-03,34.11000061035156,34.91999816894531,33.36000061035156,34.5,3897200.0,,,,,
2024-06-04,33.45000076293945,34.27000045776367,33.0099983215332,34.0,3985800.0,,,,,
2024-06-05,34.0,34.27000045776367,33.619998931884766,33.86000061035156,4412400.0,,,,,
2024-06-06,34.86000061035156,34.970001220703125,33.70000076293945,33.849998474121094,7338600.0,,,,,
2024-06-07,30.559999465942383,33.08000183105469,29.420000076293945,32.84000015258789,19097600.0,,,,,
2024-06-10,30.950000762939453,31.0,29.57999992370605,30.21999931335449,6758700.0,,,,,
2024-06-11,29.649999618530277,30.739999771118164,29.3799991607666,30.63999938964844,7040100.0,,,,,
2024-06-12,29.40999984741211,31.57999992370605,29.395000457763672,30.71999931335449,5125600.0,,,,,
2024-06-13,28.600000381469727,30.190000534057617,28.530000686645508,29.3700008392334,5833500.0,,,,,
2024-06-14,28.06999969482422,29.209999084472656,28.020000457763672,28.459999084472656,3266300.0,,,,,
2024-06-17,28.280000686645508,28.6200008392334,27.13999938964844,28.0,6785100.0,,,,,
2024-06-18,29.61000061035156,29.63999938964844,28.1200008392334,28.270000457763672,6325200.0,,,,,
2024-06-20,29.600000381469727,30.239999771118164,29.09000015258789,29.88999938964844,5200100.0,,,,,
2024-06-21,29.31999969482422,29.51000022888184,28.76000022888184,29.18000030517578,6365600.0,,,,,
2024-06-24,29.420000076293945,29.649999618530277,28.690000534057617,29.0,3561200.0,,,,,
2024-06-25,29.84000015258789,29.8700008392334,29.059999465942383,29.600000381469727,3475900.0,,,,,
2024-06-26,31.149999618530277,31.46999931335449,29.86000061035156,29.86000061035156,5488600.0,,,,,
2024-06-27,32.630001068115234,32.9900016784668,31.11000061035156,31.200000762939453,5739800.0,,,,,
2024-06-28,33.70000076293945,33.970001220703125,32.63999938964844,32.77000045776367,9502900.0,,,,,
2024-07-01,34.849998474121094,35.0,33.220001220703125,33.599998474121094,4324100.0,,,,,
2024-07-02,35.470001220703125,35.93000030517578,34.849998474121094,34.849998474121094,4291400.0,,,,,
2024-07-03,35.66999816894531,36.08000183105469,35.41999816894531,35.5,1537400.0,,,,,
2024-07-05,36.72999954223633,36.810001373291016,35.619998931884766,35.619998931884766,2348200.0,,,,,
2024-07-08,36.130001068115234,36.810001373291016,35.68000030517578,36.77000045776367,2926700.0,,,,,
2024-07-09,35.130001068115234,36.20000076293945,34.25,36.0,4235300.0,,,,,
2024-07-10,35.18000030517578,35.599998474121094,34.41999816894531,35.599998474121094,2018300.0,,,,,
2024-07-11,36.2599983215332,36.77999877929688,35.59000015258789,35.599998474121094,2756000.0,,,,,
2024-07-12,37.5099983215332,37.790000915527344,35.849998474121094,36.0099983215332,2721300.0,,,,,
2024-07-15,37.650001525878906,38.43000030517578,37.2400016784668,38.0,2509600.0,,,,,
2024-07-16,38.2599983215332,38.470001220703125,37.34000015258789,37.90999984741211,1823900.0,,,,,
2024-07-17,37.11000061035156,38.06999969482422,36.0,37.5,4155700.0,,,,,
2024-07-18,35.349998474121094,37.68000030517578,34.93000030517578,37.22999954223633,3798200.0,,,,,
2024-07-19,35.72999954223633,36.540000915527344,35.154998779296875,35.380001068115234,1511800.0,,,,,
2024-07-22,37.119998931884766,37.2599983215332,35.5,36.209999084472656,1763800.0,,,,,
2024-07-23,37.86000061035156,38.7599983215332,37.18999862670898,37.369998931884766,2329400.0,,,,,
2024-07-24,35.40999984741211,37.5099983215332,35.369998931884766,37.27999877929688,2790800.0,,,,,
2024-07-25,37.119998931884766,38.22999954223633,35.209999084472656,36.34999847412109,2559500.0,,,,,
2024-07-26,37.5099983215332,38.150001525878906,36.93999862670898,37.68999862670898,1676400.0,,,,,
2024-07-29,36.709999084472656,38.33000183105469,36.63999938964844,38.18000030517578,1461800.0,,,,,
2024-07-30,36.93999862670898,37.790000915527344,36.2599983215332,36.9900016784668,1967800.0,,,,,
2024-07-31,38.27999877929688,39.209999084472656,37.31999969482422,37.65999984741211,2703100.0,,,,,
2024-08-01,36.65999984741211,38.7400016784668,36.119998931884766,38.11000061035156,2896000.0,,,,,
2024-08-02,35.400001525878906,35.42499923706055,33.29999923706055,35.0,3828700.0,,,,,
2024-08-05,35.560001373291016,36.65999984741211,32.220001220703125,32.81999969482422,4234600.0,,,,,
2024-08-06,36.81999969482422,37.60499954223633,35.66999816894531,36.22999954223633,2536800.0,,,,,
2024-08-07,35.810001373291016,38.40999984741211,35.77000045776367,37.84999847412109,2431100.0,,,,,
2024-08-08,38.369998931884766,38.41999816894531,35.77000045776367,36.900001525878906,2191500.0,,,,,
2024-08-09,38.22999954223633,38.65999984741211,37.619998931884766,38.400001525878906,2226400.0,,,,,
2024-08-12,38.18000030517578,38.4900016784668,37.720001220703125,38.369998931884766,1375100.0,,,,,
2024-08-13,39.83000183105469,40.18000030517578,38.32500076293945,38.54999923706055,3735900.0,,,,,
2024-08-14,39.7400016784668,41.31999969482422,39.619998931884766,40.04999923706055,3481600.0,,,,,
2024-08-15,39.27999877929688,40.560001373291016,38.95000076293945,40.13999938964844,2987200.0,,,,,
2024-08-16,39.33000183105469,39.47499847412109,38.220001220703125,39.119998931884766,2723000.0,,,,,
2024-08-19,40.34000015258789,40.4900016784668,39.2599983215332,39.29999923706055,2544800.0,,,,,
2024-08-20,40.720001220703125,40.90999984741211,39.959999084472656,40.43999862670898,2675800.0,,,,,
2024-08-21,41.27000045776367,41.68000030517578,40.400001525878906,40.75,2733900.0,,,,,
2024-08-22,40.86000061035156,41.9630012512207,40.560001373291016,41.31999969482422,3212500.0,,,,,
2024-08-23,41.68999862670898,41.79999923706055,40.54999923706055,41.13999938964844,2124700.0,,,,,
2024-08-26,41.54999923706055,42.4900016784668,41.400001525878906,41.70000076293945,2128400.0,,,,,
2024-08-27,41.97999954223633,42.31999969482422,41.119998931884766,41.209999084472656,4381600.0,,,,,
2024-08-28,41.25,42.25,40.93000030517578,41.869998931884766,2389200.0,,,,,
2024-08-29,40.61000061035156,42.29999923706055,40.4900016784668,41.58000183105469,2074400.0,,,,,
2024-08-30,41.06999969482422,41.22999954223633,39.77999877929688,41.0099983215332,3483100.0,,,,,
2024-09-03,39.209999084472656,41.41999816894531,38.91999816894531,40.72999954223633,3046900.0,,,,,
2024-09-04,38.65999984741211,39.29999923706055,37.619998931884766,38.63999938964844,2774100.0,,,,,
2024-09-05,38.75,39.34999847412109,37.84999847412109,37.84999847412109,4535200.0,,,,,
2024-09-06,44.02000045776367,45.43000030517578,42.369998931884766,43.150001525878906,12523400.0,,,,,
2024-09-09,46.13999938964844,46.220001220703125,43.09099960327149,43.630001068115234,8111500.0,,,,,
2024-09-10,47.290000915527344,47.68000030517578,45.720001220703125,46.59000015258789,4252100.0,,,,,
2024-09-11,46.02999877929688,46.11000061035156,42.33000183105469,45.290000915527344,10491800.0,,,,,
2024-09-12,46.27000045776367,46.959999084472656,45.20000076293945,45.77000045776367,4084800.0,,,,,
2024-09-13,47.43999862670898,47.540000915527344,45.86000061035156,46.209999084472656,4183300.0,,,,,
2024-09-16,46.93999862670898,47.790000915527344,45.15999984741211,47.04999923706055,5968200.0,,,,,
2024-09-17,47.54999923706055,47.790000915527344,45.880001068115234,46.86000061035156,6587200.0,,,,,
2024-09-18,47.54999923706055,48.11000061035156,46.25,47.380001068115234,5332400.0,,,,,
2024-09-19,47.59999847412109,48.97999954223633,46.77999877929688,48.63999938964844,4473100.0,,,,,
2024-09-20,49.38999938964844,49.560001373291016,47.09000015258789,47.40999984741211,7912300.0,,,,,
2024-09-23,49.470001220703125,49.77999877929688,48.97499847412109,49.63999938964844,2793300.0,,,,,
2024-09-24,49.75,49.80500030517578,48.59000015258789,49.75,2500900.0,,,,,
2024-09-25,49.380001068115234,50.06999969482422,49.310001373291016,49.630001068115234,2318300.0,,,,,
2024-09-26,48.540000915527344,49.97999954223633,48.31900024414063,49.97999954223633,2426100.0,,,,,
2024-09-27,47.52000045776367,48.93999862670898,47.48500061035156,48.79999923706055,2632600.0,,,,,
2024-09-30,48.119998931884766,48.68999862670898,47.290000915527344,47.75,4418100.0,,,,,
2024-10-01,46.7400016784668,48.04999923706055,46.380001068115234,48.0099983215332,3152600.0,,,,,
2024-10-02,45.650001525878906,46.38999938964844,45.31999969482422,46.0,3380600.0,,,,,
2024-10-03,45.72999954223633,46.04999923706055,45.310001373291016,45.5,2690500.0,,,,,
2024-10-04,47.59999847412109,47.970001220703125,46.11000061035156,46.43000030517578,2228500.0,,,,,
2024-10-07,47.77999877929688,48.09000015258789,46.84999847412109,47.36000061035156,2153400.0,,,,,
2024-10-08,47.2599983215332,48.68999862670898,47.18999862670898,48.02000045776367,1868800.0,,,,,
2024-10-09,47.93000030517578,48.2599983215332,47.56999969482422,47.7599983215332,1715300.0,,,,,
2024-10-10,50.61000061035156,50.65999984741211,47.25,47.43000030517578,5040100.0,,,,,
2024-10-11,50.5,51.52999877929688,50.40499877929688,50.9900016784668,2466100.0,,,,,
2024-10-14,50.4900016784668,50.88999938964844,49.43999862670898,50.88999938964844,1933300.0,,,,,
2024-10-15,50.27000045776367,51.06999969482422,50.09999847412109,50.43000030517578,1786200.0,,,,,
2024-10-16,49.5,50.20800018310547,48.310001373291016,50.11000061035156,1951900.0,,,,,
2024-10-17,49.16999816894531,50.08399963378906,48.83000183105469,49.88999938964844,1280200.0,,,,,
2024-10-18,50.0,50.65999984741211,49.040000915527344,49.2400016784668,1520000.0,,,,,
2024-10-21,49.13999938964844,50.790000915527344,48.90999984741211,49.68000030517578,1641800.0,,,,,
2024-10-22,46.63999938964844,48.470001220703125,46.459999084472656,48.18999862670898,3528100.0,,,,,
2024-10-23,47.27000045776367,47.290000915527344,46.060001373291016,46.5,2041300.0,,,,,
2024-10-24,48.27000045776367,48.69499969482422,47.77999877929688,48.09000015258789,1577000.0,,,,,
2024-10-25,47.68999862670898,48.79800033569336,47.65999984741211,48.33000183105469,1689200.0,,,,,
2024-10-28,47.59000015258789,48.25,47.459999084472656,48.25,1304700.0,,,,,
