Date,Close,High,Low,Open,Volume,"('Close', 'AES')","('High', 'AES')","('Low', 'AES')","('Open', 'AES')","('Volume', 'AES')"
2024-06-03,19.409029006958008,20.400048282247475,19.27814017339901,20.400048282247475,7078200.0,,,,,
2024-06-04,19.15659713745117,19.49317042875312,18.857421671061196,19.315534326874158,7232900.0,,,,,
2024-06-05,19.502519607543945,19.745600116334423,19.19399468931496,19.21269181827852,6247500.0,,,,,
2024-06-06,19.035058975219727,19.53991716083372,18.92286727662409,19.25944058918445,6630900.0,,,,,
2024-06-07,18.57694435119629,19.05375411657984,18.548895983668757,18.71718262238124,5768500.0,,,,,
2024-06-10,19.05375289916992,19.165944578885387,18.46475148453592,18.56759370900625,5453900.0,,,,,
2024-06-11,18.53954696655273,18.960263573289936,18.37126032385785,18.79197693059505,6538600.0,,,,,
2024-06-12,18.38061141967773,19.28748734004912,18.268421503356823,19.20334579442172,6665400.0,,,,,
2024-06-13,18.32451438903809,18.633039298866667,18.15622775036316,18.27776710983596,5093500.0,,,,,
2024-06-14,18.08143424987793,18.34321366898636,17.950545431936916,18.174927026932828,3960500.0,,,,,
2024-06-17,17.613971710205078,17.959892658519358,17.268048978664442,17.931846074358198,8519300.0,,,,,
2024-06-18,17.72616195678711,17.866402013215815,17.37089154579282,17.52047927497214,5872000.0,,,,,
2024-06-20,17.632673263549805,17.7635620978488,17.483085514857628,17.71681659509248,4682100.0,,,,,
2024-06-21,17.268051147460938,17.604624465477965,17.202606731896868,17.268051147460938,17808600.0,,,,,
2024-06-24,17.75421142578125,17.894449707680725,17.324147123525997,17.361543166526822,4883000.0,,,,,
2024-06-25,17.670068740844727,17.987943142399498,17.604624325799904,17.90379981356285,3922600.0,,,,,
2024-06-26,17.67941665649414,18.05338598359613,17.520479469572493,17.529828925653344,8909500.0,,,,,
2024-06-27,17.847702026367188,17.922495886452317,17.51112876437096,17.56722549685452,4599700.0,,,,,
2024-06-28,16.426618576049805,17.959893755709896,16.220935885655013,17.959893755709896,28445300.0,,,,,
2024-07-01,16.30508041381836,16.72579528204362,16.03395150883236,16.66970032292557,9712200.0,,,,,
2024-07-02,16.389223098754883,16.594905796239683,16.11809420444505,16.379873642065593,8387000.0,,,,,
2024-07-03,16.725793838500977,16.866033899032384,16.47336565264262,16.566856648694966,3243100.0,,,,,
2024-07-05,16.55750846862793,16.87538287274038,16.407920723542844,16.8379868280824,6928000.0,,,,,
2024-07-08,16.688396453857422,16.763190314616715,16.529459276840637,16.58555422660353,3802800.0,,,,,
2024-07-09,16.529460906982422,16.837985835944643,16.50141253772168,16.622953687958407,4176200.0,,,,,
2024-07-10,16.753843307495117,16.81928772232014,16.473366734465998,16.744493850630604,3388200.0,,,,,
2024-07-11,17.436338424682617,17.50178284256705,17.08106796335571,17.146512381240143,5480700.0,,,,,
2024-07-12,17.66071891784668,17.885100529017517,17.464385676782147,17.548529003874528,6349800.0,,,,,
2024-07-15,15.893712997436523,17.127812780156518,15.856315169729092,17.06236836489509,13899300.0,,,,,
2024-07-16,16.501413345336914,16.54816062972606,16.01525228704918,16.080698485193984,7590000.0,,,,,
2024-07-17,15.790868759155272,16.426617484036655,15.678678856662293,16.33312470980827,8844200.0,,,,,
2024-07-18,15.968504905700684,16.09939372012587,15.67867890951933,15.940456538369704,9984100.0,,,,,
2024-07-19,15.987205505371094,16.155492160673926,15.949807678314222,16.080698289786728,4641800.0,,,,,
2024-07-22,16.379873275756836,16.426618774931374,16.043299975375405,16.267681581220863,8080300.0,,,,,
2024-07-23,16.417268753051758,16.71644421720897,16.18353769877563,16.20223661109206,4993000.0,,,,,
2024-07-24,16.18353843688965,16.744493349382196,16.155491850362253,16.529461197615113,10045500.0,,,,,
2024-07-25,16.108741760253906,16.370521149325256,16.024598448881907,16.20223452658126,11284600.0,,,,,
2024-07-26,16.379873275756836,16.520111556506937,16.239634995006735,16.379873275756836,5224700.0,,,,,
2024-07-29,16.4453182220459,16.56685759378326,16.202237695344625,16.46401713561366,5334500.0,,,,,
2024-07-30,16.407920837402344,16.557508583525465,16.248983634243206,16.46401757961846,7028800.0,,,,,
2024-07-31,16.63230323791504,16.894080886248208,16.51076208699479,16.72579423619032,18534600.0,,,,,
2024-08-01,16.908926010131836,16.95613055548207,16.61625386733684,16.635136405772126,9614600.0,,,,,
2024-08-02,16.172521591186523,16.672898004966488,15.908173282632262,16.33301955026781,10660600.0,,,,,
2024-08-05,15.379476547241213,16.002585915196008,15.10568513972938,15.813764130654194,8794300.0,,,,,
2024-08-06,15.596619606018066,15.993143894331675,15.360593286801343,15.370034555658563,6182900.0,,,,,
2024-08-07,15.473884582519531,16.059230634052767,15.38891496534958,15.86096759374359,7055500.0,,,,,
2024-08-08,15.719350814819336,15.879848766713373,15.388913643186005,15.473883253055652,11742500.0,,,,,
2024-08-09,15.728793144226074,15.832645296795397,15.29450559845952,15.63438226013922,7689200.0,,,,,
2024-08-12,15.775997161865234,15.804320966371805,15.521090124257231,15.719351353589875,6237000.0,,,,,
2024-08-13,15.945937156677246,16.00258476842312,15.709910843283028,15.95537842530156,6322000.0,,,,,
2024-08-14,15.99314308166504,16.144199774228998,15.70046916417678,15.99314308166504,5670200.0,,,,,
2024-08-15,16.304697036743164,16.48407572601787,15.955377324691318,15.993142396583512,7799600.0,,,,,
2024-08-16,16.295257568359375,16.408549195072,16.20084667894023,16.295257568359375,6108300.0,,,,,
2024-08-19,16.39910888671875,16.512400507627795,16.229169654617337,16.2763741965398,5804400.0,,,,,
2024-08-20,16.40854835510254,16.493517971156297,16.27637419712462,16.323580539786626,7780300.0,,,,,
