Date,Close,High,Low,Open,Volume,"('Close', 'TTE')","('High', 'TTE')","('Low', 'TTE')","('Open', 'TTE')","('Volume', 'TTE')"
2024-06-03,66.31471252441406,67.55467727190458,66.25877661827117,67.54535224991153,941000.0,,,,,
2024-06-04,65.56886291503906,65.60615588359306,64.71114597701637,65.19594034240549,1343400.0,,,,,
2024-06-05,65.70870971679688,66.29605796701723,65.45698395748353,66.29605796701723,2383000.0,,,,,
2024-06-06,66.0350112915039,66.13756517204683,65.3917200613539,65.4663059950044,1104200.0,,,,,
2024-06-07,65.00949096679688,65.8858509452628,64.98151590210651,65.52225334626907,1437000.0,,,,,
2024-06-10,65.63412475585938,65.90449344700262,64.63656094994087,64.85098663101226,2729200.0,,,,,
2024-06-11,63.99326705932617,64.5060364720236,63.92800614433798,64.20769984451952,2498200.0,,,,,
2024-06-12,64.33822631835938,64.9721925866778,64.15176146714408,64.77640982758183,1304100.0,,,,,
2024-06-13,62.80924224853516,63.39659045237426,62.4736126712254,63.322004521215234,2158200.0,,,,,
2024-06-14,61.32688522338867,61.46673208461731,60.72088690000243,61.18703836216002,4347900.0,,,,,
2024-06-17,62.054080963134766,62.34309970922895,61.5786115884538,62.34309970922895,1396300.0,,,,,
2024-06-18,62.95889663696289,63.24223566712361,62.647217218571406,62.76999674439497,1112000.0,,,,,
2024-06-20,62.78887939453125,63.43112450575195,62.543313179884045,62.647206301242754,1840200.0,,,,,
2024-06-21,62.10886001586914,62.58109889967576,61.95774011427013,62.2316395315732,1366800.0,,,,,
2024-06-24,63.67669296264648,63.77113930358802,62.78888871084333,62.79832830088173,1385300.0,,,,,
2024-06-25,63.98836898803711,64.01670216824138,63.25167747955199,63.50668330718394,998100.0,,,,,
2024-06-26,62.54331970214844,62.77943914698845,62.42053297912373,62.58109967801808,1222200.0,,,,,
2024-06-27,62.89276885986328,63.12888829340677,62.590536273159344,63.06277514024632,874300.0,,,,,
2024-06-28,62.97777557373047,63.46890082472402,62.63776301312215,62.968328778771,1788000.0,,,,,
2024-07-01,64.80062866210938,65.00841495100562,64.21504977574673,64.7250687014572,1227300.0,,,,,
2024-07-02,64.8384017944336,65.291747098877,64.6683955038189,65.04618806138419,1377600.0,,,,,
2024-07-03,66.08512115478516,66.24568067164734,65.83955487818761,66.05678797013826,892700.0,,,,,
2024-07-05,66.95404052734375,67.08626686235615,66.33068883454168,67.0579336771099,1277000.0,,,,,
2024-07-08,65.78286743164062,66.71789825437163,65.5939675848616,66.51011202581088,1377400.0,,,,,
2024-07-09,64.30949401855469,64.83840652001199,64.27172124525951,64.42283395582287,902100.0,,,,,
2024-07-10,64.35671997070312,64.69673257236448,64.11115371266011,64.5267262715338,694700.0,,,,,
2024-07-11,64.61172485351562,64.73450436411235,64.1867055522933,64.41337818946927,637500.0,,,,,
2024-07-12,65.48064422607422,65.66953689401413,65.04618532517769,65.4145310717159,853500.0,,,,,
2024-07-15,65.29174041748047,65.58453340267334,64.98950784351487,65.13118093882845,1455400.0,,,,,
2024-07-16,64.52672576904297,64.54561215530191,63.81836738873038,64.139493601485,1318200.0,,,,,
2024-07-17,64.66839599609375,65.36730754914396,64.45116293195711,64.60228283845107,1289000.0,,,,,
2024-07-18,65.44287109375,65.9528899974652,65.12174487772451,65.81121687880085,1327500.0,,,,,
2024-07-19,64.46061706542969,64.734516522784,64.2906107541682,64.56451021152252,1168600.0,,,,,
2024-07-22,64.77229309082031,65.15008567436136,64.64006676745008,64.80062627357191,1175000.0,,,,,
2024-07-23,63.459468841552734,64.11115365599927,63.42168886297996,64.02615410855613,1200200.0,,,,,
2024-07-24,63.52557373046875,64.1394856921946,63.478346961954,63.790026340247714,1012000.0,,,,,
2024-07-25,63.875038146972656,64.4039506739275,62.79833391129949,63.261133273109294,1319000.0,,,,,
2024-07-26,64.08281707763672,64.2717169604904,63.610578179193126,63.6861381323346,696900.0,,,,,
2024-07-29,63.58224487304688,63.771137549734966,62.92111329884483,63.74280436881112,1023400.0,,,,,
2024-07-30,63.81836700439453,63.99782009884709,63.09112224220271,63.20445497066199,1045900.0,,,,,
2024-07-31,64.0167007446289,64.47005323519609,63.78058130711948,64.30004695195757,1120900.0,,,,,
2024-08-01,63.213897705078125,63.83724928893532,62.74165881805552,63.667250207169,1116300.0,,,,,
2024-08-02,62.86444091796875,63.610579254821765,62.363868830081074,63.553912891904325,1572700.0,,,,,
2024-08-05,61.96718978881836,62.13719608311967,61.06993875021322,61.50439767880683,1307900.0,,,,,
2024-08-06,61.372169494628906,61.84440838601149,60.43713490441681,60.53157763863778,1222600.0,,,,,
2024-08-07,62.50554656982422,63.0722318583262,62.38276703915035,62.44888020271234,878300.0,,,,,
2024-08-08,63.0533447265625,63.28001739812741,62.54332581119571,62.61888577031545,1133900.0,,,,,
2024-08-09,63.412235260009766,63.62002151695851,62.84555005383624,62.96832956667261,683200.0,,,,,
2024-08-12,63.714473724365234,64.00725954662572,63.41224110615615,63.89392681841857,730900.0,,,,,
2024-08-13,63.86559295654297,63.92225932004336,63.1477877937644,63.42168722700614,936800.0,,,,,
2024-08-14,64.16781616210938,64.31892884454955,63.95058312422258,64.00724947941355,485100.0,,,,,
2024-08-15,64.5739517211914,64.86673754213861,64.38505183203678,64.60228490311611,835100.0,,,,,
2024-08-16,64.8384017944336,64.97062810871239,64.37560969445781,64.51727559847531,653000.0,,,,,
2024-08-19,65.19729614257812,65.97176758811888,65.1878493477149,65.60342185217834,847400.0,,,,,
2024-08-20,64.8384017944336,65.43342020868819,64.8006218180977,65.43342020868819,920000.0,,,,,
2024-08-21,64.97061920166016,65.42396444395285,64.91395284782175,65.1972918228065,910100.0,,,,,
2024-08-22,64.64949798583984,64.88561741925167,64.52671847455127,64.79117108704558,834000.0,,,,,
2024-08-23,65.85844421386719,65.86788380427608,64.95173912901976,64.97063272142594,879300.0,,,,,
2024-08-26,66.51012420654297,66.58568415909271,66.19844480662057,66.2551183739297,2259200.0,,,,,
2024-08-27,66.27400970458984,66.46290960006006,65.90566391566571,66.43456921139385,2658200.0,,,,,
2024-08-28,65.6506576538086,65.81121715960936,65.37675821143391,65.55621130956075,571200.0,,,,,
2024-08-29,65.73564910888672,65.83954223650686,65.29174341919942,65.55620323864643,754800.0,,,,,
2024-08-30,65.1689682006836,65.50898078515065,64.706176096301,65.38620126523513,1112800.0,,,,,
2024-09-03,63.16667175292969,63.96003684042524,63.07222541545951,63.96003684042524,1178100.0,,,,,
2024-09-04,62.78887939453125,63.80890981346413,62.68498627317254,63.32723138439325,1255000.0,,,,,
2024-09-05,63.10055541992188,63.808913723983125,63.05333585646044,63.75224736551208,1135100.0,,,,,
2024-09-06,62.61888122558594,63.4311327126861,62.27886864001872,63.336679167744485,885100.0,,,,,
2024-09-09,63.62946701049805,63.98836595238158,62.97777507354248,63.0061082524026,935400.0,,,,,
2024-09-10,62.25053405761719,63.03444514011304,61.22104952843591,63.03444514011304,1317400.0,,,,,
2024-09-11,62.67554473876953,62.99666371843328,62.03329957364858,62.71332471387,1618600.0,,,,,
2024-09-12,63.59169769287109,63.67669724369491,62.79833252287681,62.97778562678629,1246200.0,,,,,
2024-09-13,63.893924713134766,64.05448421000052,63.53501853685393,63.8750311218601,1798900.0,,,,,
2024-09-16,64.30949401855469,64.43228075204377,64.05448816694405,64.13004812512284,1111600.0,,,,,
2024-09-17,64.52672576904297,64.81007200348563,64.14893319171745,64.50783938278403,1651800.0,,,,,
2024-09-18,64.26227569580078,65.1123072273182,64.08282259309311,64.44172879850845,1347800.0,,,,,
2024-09-19,65.30119323730469,65.93399162152753,65.22563328539323,65.49953270672705,1308500.0,,,,,
2024-09-20,65.25395965576172,65.63175217009756,64.83839437520588,65.59397219808469,1334400.0,,,,,
2024-09-23,65.32952880859375,65.87732767130842,64.98007662835369,65.37675558171512,1167200.0,,,,,
2024-09-24,65.69685363769531,66.42384473971059,65.61075903316312,66.36644590401967,1448600.0,,,,,
2024-09-25,63.76459503173828,65.40031950122282,63.76459503173828,65.33336027608632,2001200.0,,,,,
2024-09-26,62.81758880615234,63.53501217935557,62.29148271127475,62.39670538985186,2513500.0,,,,,
2024-09-27,63.276737213134766,63.48718255112247,62.72192810353215,63.133251091960666,1373900.0,,,,,
2024-09-30,61.81319808959961,62.59758065560409,61.631448506669216,62.35843954038312,2824600.0,,,,,
2024-10-01,62.82715606689453,63.114128333425526,61.96624656530945,62.04277347611877,2422700.0,,,,,
2024-10-02,64.35765838623047,64.59679951120785,63.601971555541,64.50114452081849,2725900.0,,,,,
2024-10-03,64.93159484863281,65.06551329317503,64.39592107046391,64.46288029273502,2072500.0,,,,,
2024-10-04,65.62031555175781,66.13686119699584,65.47682943396829,65.86902433605918,1968700.0,,,,,
2024-10-07,66.42384338378906,66.75863951011699,66.05078380045106,66.10817533696206,1302300.0,,,,,
2024-10-08,65.24726104736328,65.81163787464868,64.93159302352608,65.81163787464868,1113400.0,,,,,
2024-10-09,65.08464813232422,65.1707354325299,64.48201513686108,64.57767012531443,737400.0,,,,,
2024-10-10,65.48639678955078,65.50553216409624,65.084641500181,65.3907418108447,736000.0,,,,,
2024-10-11,65.31422424316406,65.60119651830249,65.1037788811303,65.2281369394274,1793400.0,,,,,
2024-10-14,65.151611328125,65.48640745713735,64.9698617303719,65.21857055392748,887300.0,,,,,
2024-10-15,61.91842269897461,62.38713725601204,61.77493656575682,62.2532188111442,2261800.0,,,,,
2024-10-16,61.65058135986328,62.463667052997664,61.57406174355163,62.35844437030988,1632100.0,,,,,
2024-10-17,62.17669296264648,62.37757063338022,61.74624185364675,62.234084497710974,1073100.0,,,,,
2024-10-18,62.09060287475586,62.243649394065066,61.81319830437474,62.2245213159043,1026300.0,,,,,
2024-10-21,62.09060287475586,62.57844549693617,61.97581251176818,62.39670321138197,927500.0,,,,,
2024-10-22,62.02363586425781,62.37756734049031,61.91842048819653,61.994940098240406,625700.0,,,,,
2024-10-23,61.794063568115234,62.13842736263663,61.468835149960455,61.841894711024,975300.0,,,,,
2024-10-24,62.07147216796875,62.43496406442885,61.755804119512,62.31061330201024,563200.0,,,,,
2024-10-25,62.1958236694336,62.540187490385925,62.00451367913044,62.37757326882742,1375800.0,,,,,
2024-10-28,61.88972091674805,61.97581551766641,61.08621023088621,61.19143291089307,1326200.0,,,,,
