Date,Close,High,Low,Open,Volume,"('Close', 'KWM')","('High', 'KWM')","('Low', 'KWM')","('Open', 'KWM')","('Volume', 'KWM')"
2025-05-14,2.5999999046325684,4.190000057220459,2.109999895095825,2.5,807200.0,,,,,
2025-05-15,1.7899999618530271,3.0,1.600000023841858,2.650000095367432,1571700.0,,,,,
2025-05-16,2.0299999713897705,2.0799999237060547,1.7400000095367432,1.8600000143051147,635200.0,,,,,
2025-05-19,1.8899999856948853,2.0299999713897705,1.75,1.899999976158142,577400.0,,,,,
2025-05-20,1.75,1.8899999856948853,1.690000057220459,1.850000023841858,252200.0,,,,,
2025-05-21,1.7400000095367432,1.7699999809265137,1.559999942779541,1.75,186300.0,,,,,
2025-05-22,1.6799999475479126,1.850000023841858,1.6100000143051147,1.6799999475479126,127500.0,,,,,
2025-05-23,1.7100000381469729,1.8200000524520876,1.6799999475479126,1.7100000381469729,128400.0,,,,,
2025-05-27,1.5800000429153442,1.9900000095367432,1.5199999809265137,1.861999988555908,319900.0,,,,,
2025-05-28,1.684999942779541,1.7100000381469729,1.649999976158142,1.6950000524520874,41900.0,,,,,
2025-05-29,1.6399999856948853,1.7079999446868896,1.5199999809265137,1.690000057220459,60700.0,,,,,
2025-05-30,1.649999976158142,1.7000000476837158,1.5700000524520874,1.6399999856948853,85500.0,,,,,
2025-06-02,1.6790000200271606,1.7599999904632568,1.6100000143051147,1.6699999570846558,44000.0,,,,,
2025-06-03,1.919999957084656,2.069999933242798,1.6399999856948853,1.659999966621399,435800.0,,,,,
2025-06-04,4.480000019073486,6.46999979019165,3.680000066757202,4.760000228881836,116715200.0,,,,,
2025-06-05,3.569999933242798,4.900000095367432,3.236000061035156,4.829999923706055,4100100.0,,,,,
2025-06-06,3.400000095367432,3.940000057220459,3.220000028610229,3.880000114440918,1016400.0,,,,,
2025-06-09,5.510000228881836,5.73799991607666,3.809999942779541,3.900000095367432,7535900.0,,,,,
2025-06-10,7.289999961853027,8.479999542236328,4.5,5.070000171661377,9844500.0,,,,,
2025-06-11,6.460000038146973,7.583000183105469,6.03000020980835,7.355000019073486,1638400.0,,,,,
2025-06-12,5.869999885559082,6.949999809265137,5.800000190734863,6.610000133514404,1145100.0,,,,,
2025-06-13,2.900000095367432,5.854000091552734,2.609999895095825,5.78000020980835,2585800.0,,,,,
2025-06-16,4.119999885559082,4.269999980926514,3.5299999713897705,4.079999923706055,7134900.0,,,,,
2025-06-17,4.639999866485596,4.849999904632568,3.740000009536743,3.740000009536743,1592600.0,,,,,
2025-06-18,4.289999961853027,4.989999771118164,4.130000114440918,4.650000095367432,836900.0,,,,,
2025-06-20,4.159999847412109,4.75,3.859999895095825,4.409999847412109,650600.0,,,,,
2025-06-23,3.670000076293945,4.138999938964844,3.299999952316284,4.099999904632568,737400.0,,,,,
2025-06-24,3.890000104904175,4.0,3.640000104904175,3.900000095367432,1288200.0,,,,,
2025-06-25,3.859999895095825,4.349999904632568,3.759999990463257,3.839999914169312,543500.0,,,,,
2025-06-26,3.910000085830689,4.03000020980835,3.799999952316284,3.819999933242798,229300.0,,,,,
2025-06-27,3.7100000381469727,4.03000020980835,3.650000095367432,3.950000047683716,373600.0,,,,,
2025-06-30,3.380000114440918,3.7699999809265137,3.309999942779541,3.700000047683716,328700.0,,,,,
2025-07-01,3.440000057220459,3.703999996185303,3.390000104904175,3.430000066757202,141900.0,,,,,
2025-07-02,3.7899999618530273,3.878000020980835,3.470000028610229,3.470000028610229,334300.0,,,,,
2025-07-03,4.300000190734863,4.300000190734863,3.829999923706055,3.9800000190734863,433200.0,,,,,
2025-07-07,4.96999979019165,5.25,4.5,4.639999866485596,1329500.0,,,,,
2025-07-08,5.199999809265137,5.445000171661377,5.010000228881836,5.28000020980835,485800.0,,,,,
2025-07-09,5.519999980926514,5.699999809265137,5.300000190734863,5.309999942779541,347700.0,,,,,
2025-07-10,4.599999904632568,5.570000171661377,4.440000057220459,5.550000190734863,10920200.0,,,,,
2025-07-11,4.840000152587891,5.230000019073486,4.660999774932861,4.860000133514404,1661300.0,,,,,
2025-07-14,4.650000095367432,5.054999828338623,4.5,4.96999979019165,628700.0,,,,,
2025-07-15,4.300000190734863,4.870999813079834,4.179999828338623,4.760000228881836,510700.0,,,,,
2025-07-16,4.25,4.452000141143799,4.03000020980835,4.409999847412109,456100.0,,,,,
2025-07-17,4.21999979019165,4.380000114440918,4.139999866485596,4.269999980926514,278900.0,,,,,
2025-07-18,4.21999979019165,4.377999782562256,4.150000095367432,4.300000190734863,216200.0,,,,,
2025-07-21,4.389999866485596,4.579999923706055,4.0,4.260000228881836,1014000.0,,,,,
2025-07-22,4.170000076293945,4.369999885559082,4.150000095367432,4.300000190734863,196300.0,,,,,
2025-07-23,4.170000076293945,4.260000228881836,4.119999885559082,4.260000228881836,137400.0,,,,,
2025-07-24,3.809999942779541,4.150000095367432,3.799999952316284,4.0,279900.0,,,,,
2025-07-25,3.910000085830689,3.950000047683716,3.819999933242798,3.869999885559082,151100.0,,,,,
2025-07-28,3.940000057220459,4.269999980926514,3.859999895095825,4.130000114440918,246400.0,,,,,
2025-07-29,3.880000114440918,4.03000020980835,3.7899999618530273,3.9800000190734863,124500.0,,,,,
2025-07-30,3.920000076293945,4.150000095367432,3.829999923706055,3.880000114440918,158000.0,,,,,
2025-07-31,3.819999933242798,3.990000009536743,3.819999933242798,3.920000076293945,109500.0,,,,,
2025-08-01,3.740000009536743,3.829999923706055,3.611000061035156,3.7799999713897705,128500.0,,,,,
2025-08-04,3.869999885559082,3.9149999618530273,3.7899999618530273,3.839999914169312,101100.0,,,,,
2025-08-05,3.890000104904175,3.900000095367432,3.829999923706055,3.869999885559082,85300.0,,,,,
2025-08-06,3.849999904632568,3.930000066757202,3.829999923706055,3.839999914169312,83200.0,,,,,
2025-08-07,3.839999914169312,3.859999895095825,3.700000047683716,3.799999952316284,79400.0,,,,,
2025-08-08,3.900000095367432,3.9700000286102295,3.799999952316284,3.829999923706055,143500.0,,,,,
2025-08-11,3.509999990463257,3.869999885559082,3.5,3.799999952316284,322900.0,,,,,
2025-08-12,3.0,3.5199999809265137,2.970000028610229,3.5199999809265137,306300.0,,,,,
2025-08-13,2.819999933242798,3.039999961853028,2.7699999809265137,2.970000028610229,284400.0,,,,,
2025-08-14,2.5999999046325684,2.7799999713897705,2.5299999713897705,2.7699999809265137,145900.0,,,,,
2025-08-15,2.640000104904175,2.678999900817871,2.490000009536743,2.559999942779541,173800.0,,,,,
2025-08-18,2.5199999809265137,2.559999942779541,2.4800000190734863,2.559999942779541,126700.0,,,,,
2025-08-19,2.4100000858306885,2.5799999237060547,2.359999895095825,2.4800000190734863,181900.0,,,,,
2025-08-20,2.1600000858306885,2.3399999141693115,2.0899999141693115,2.3399999141693115,159000.0,,,,,
2025-08-21,2.1600000858306885,2.2300000190734863,2.039999961853028,2.150000095367432,763300.0,,,,,
2025-08-22,1.9600000381469729,2.140000104904175,1.9600000381469729,2.140000104904175,254100.0,,,,,
2025-08-25,2.059999942779541,2.109999895095825,1.919999957084656,1.9299999475479128,450600.0,,,,,
2025-08-26,1.8899999856948853,1.9800000190734863,1.8799999952316284,1.9700000286102293,211200.0,,,,,
2025-08-27,1.8600000143051147,1.8949999809265137,1.840000033378601,1.8949999809265137,143500.0,,,,,
2025-08-28,1.850000023841858,1.899999976158142,1.7699999809265137,1.7799999713897705,317200.0,,,,,
2025-08-29,1.7300000190734863,1.8200000524520876,1.7300000190734863,1.7699999809265137,186000.0,,,,,
2025-09-02,2.140000104904175,2.200000047683716,1.7309999465942385,1.7699999809265137,1446800.0,,,,,
2025-09-03,2.049999952316284,2.1700000762939453,2.009999990463257,2.150000095367432,223700.0,,,,,
2025-09-04,2.2300000190734863,2.299999952316284,2.0299999713897705,2.049999952316284,252800.0,,,,,
2025-09-05,2.440000057220459,3.150000095367432,2.400000095367432,2.400000095367432,4083000.0,,,,,
