Date,Close,High,Low,Open,Volume,"('Close', 'FLNC')","('High', 'FLNC')","('Low', 'FLNC')","('Open', 'FLNC')","('Volume', 'FLNC')"
2024-06-03,24.399999618530277,26.07999992370605,24.32999992370605,25.84000015258789,2441000.0,,,,,
2024-06-04,22.34000015258789,24.68899917602539,22.309999465942383,24.18000030517578,4733800.0,,,,,
2024-06-05,24.780000686645508,24.82999992370605,21.88999938964844,22.5,2814000.0,,,,,
2024-06-06,22.899999618530277,24.229999542236328,22.6200008392334,24.15999984741211,2066200.0,,,,,
2024-06-07,22.36000061035156,23.540000915527344,22.21999931335449,22.40999984741211,1932200.0,,,,,
2024-06-10,22.34000015258789,22.850000381469727,21.93000030517578,22.43000030517578,2055100.0,,,,,
2024-06-11,22.600000381469727,22.68000030517578,21.23200035095215,22.239999771118164,1711800.0,,,,,
2024-06-12,22.61000061035156,25.1299991607666,22.559999465942383,23.950000762939453,2441000.0,,,,,
2024-06-13,22.0,23.700000762939453,21.96999931335449,22.729999542236328,1818000.0,,,,,
2024-06-14,20.43000030517578,21.540000915527344,20.34000015258789,21.540000915527344,2384300.0,,,,,
2024-06-17,20.170000076293945,20.86000061035156,19.94099998474121,20.450000762939453,2666400.0,,,,,
2024-06-18,20.26000022888184,20.709999084472656,19.21999931335449,20.0,1678500.0,,,,,
2024-06-20,20.01000022888184,20.700000762939453,19.6200008392334,20.059999465942383,2248000.0,,,,,
2024-06-21,19.489999771118164,19.899999618530277,19.075000762939453,19.850000381469727,2019600.0,,,,,
2024-06-24,18.6200008392334,19.68000030517578,18.290000915527344,19.5,2295200.0,,,,,
2024-06-25,18.600000381469727,18.71999931335449,18.010000228881836,18.559999465942383,1837500.0,,,,,
2024-06-26,18.8700008392334,18.940000534057617,18.25,18.5,1578700.0,,,,,
2024-06-27,19.1299991607666,19.170000076293945,18.170000076293945,18.96999931335449,2146500.0,,,,,
2024-06-28,17.34000015258789,19.299999237060547,17.200000762939453,19.1299991607666,4225700.0,,,,,
2024-07-01,16.43000030517578,17.51799964904785,16.420000076293945,17.3799991607666,3813700.0,,,,,
2024-07-02,15.880000114440918,16.809999465942383,15.15999984741211,16.520000457763672,6262900.0,,,,,
2024-07-03,17.09000015258789,17.1200008392334,16.0,16.420000076293945,2251300.0,,,,,
2024-07-05,16.59000015258789,17.469999313354492,16.579999923706055,17.299999237060547,2115800.0,,,,,
2024-07-08,17.190000534057617,17.950000762939453,16.854999542236328,17.579999923706055,2182900.0,,,,,
2024-07-09,17.010000228881836,17.450000762939453,16.6200008392334,17.3799991607666,2187400.0,,,,,
2024-07-10,17.239999771118164,18.399999618530277,16.799999237060547,18.1200008392334,3280100.0,,,,,
2024-07-11,18.190000534057617,18.6200008392334,17.68000030517578,18.290000915527344,2914800.0,,,,,
2024-07-12,18.540000915527344,18.739999771118164,18.209999084472656,18.32999992370605,2047400.0,,,,,
2024-07-15,16.65999984741211,17.75,16.229999542236328,17.674999237060547,6007900.0,,,,,
2024-07-16,17.610000610351562,17.719999313354492,16.235000610351562,16.989999771118164,3661600.0,,,,,
2024-07-17,17.010000228881836,17.59000015258789,16.829999923706055,17.290000915527344,2063900.0,,,,,
2024-07-18,16.489999771118164,17.8799991607666,16.399999618530273,17.270000457763672,2419100.0,,,,,
2024-07-19,15.960000038146973,16.56999969482422,15.600000381469728,16.520000457763672,2708700.0,,,,,
2024-07-22,16.25,16.420000076293945,15.850000381469728,16.299999237060547,2133500.0,,,,,
2024-07-23,16.139999389648438,16.479999542236328,15.970000267028809,16.110000610351562,1485300.0,,,,,
2024-07-24,15.579999923706056,16.81999969482422,15.529999732971191,15.979999542236328,1926100.0,,,,,
2024-07-25,15.600000381469728,16.184999465942383,15.270000457763672,15.5,1889800.0,,,,,
2024-07-26,16.3700008392334,16.700000762939453,15.890000343322754,15.93000030517578,1586500.0,,,,,
2024-07-29,16.079999923706055,16.469999313354492,15.760000228881836,16.389999389648438,1252200.0,,,,,
2024-07-30,15.630000114440918,16.829999923706055,15.619999885559082,16.329999923706055,2307000.0,,,,,
2024-07-31,16.3799991607666,17.100000381469727,15.914999961853027,15.93000030517578,1647900.0,,,,,
2024-08-01,15.850000381469728,16.940000534057617,15.649999618530272,16.469999313354492,1959900.0,,,,,
2024-08-02,14.670000076293944,15.270000457763672,14.399999618530272,15.09000015258789,2274900.0,,,,,
2024-08-05,14.130000114440918,14.475000381469728,12.739999771118164,12.770000457763672,2251700.0,,,,,
2024-08-06,14.359999656677246,14.850000381469728,14.050000190734863,14.699999809265137,1506400.0,,,,,
2024-08-07,13.84000015258789,14.869999885559082,13.75,14.729999542236328,2148900.0,,,,,
2024-08-08,15.920000076293944,16.670000076293945,13.91100025177002,15.829999923706056,7394600.0,,,,,
2024-08-09,16.25,16.579999923706055,15.75,16.3799991607666,3550800.0,,,,,
2024-08-12,15.770000457763672,16.600000381469727,15.699999809265137,16.200000762939453,1783900.0,,,,,
2024-08-13,17.030000686645508,17.260000228881836,15.93000030517578,16.010000228881836,2460900.0,,,,,
2024-08-14,16.6200008392334,17.200000762939453,16.450000762939453,17.200000762939453,1215300.0,,,,,
2024-08-15,17.440000534057617,17.469999313354492,16.700000762939453,16.770000457763672,1503400.0,,,,,
2024-08-16,17.239999771118164,17.760000228881836,16.906999588012695,17.510000228881836,965600.0,,,,,
2024-08-19,18.010000228881836,18.197999954223636,17.079999923706055,17.079999923706055,1680200.0,,,,,
2024-08-20,17.670000076293945,18.38999938964844,17.3799991607666,17.920000076293945,1545400.0,,,,,
2024-08-21,18.31999969482422,18.38999938964844,17.719999313354492,17.829999923706055,973500.0,,,,,
2024-08-22,17.780000686645508,18.540000915527344,17.725000381469727,18.31999969482422,973800.0,,,,,
2024-08-23,19.57999992370605,19.6200008392334,18.010000228881836,18.049999237060547,1801400.0,,,,,
2024-08-26,19.26000022888184,19.8799991607666,19.150999069213867,19.82999992370605,2049800.0,,,,,
2024-08-27,18.76000022888184,19.229999542236328,18.59000015258789,19.07999992370605,1440700.0,,,,,
2024-08-28,17.989999771118164,18.989999771118164,17.889999389648438,18.6200008392334,1135900.0,,,,,
