Date,Close,High,Low,Open,Volume,"('Close', 'ARES')","('High', 'ARES')","('Low', 'ARES')","('Open', 'ARES')","('Volume', 'ARES')"
2024-06-03,132.89242553710938,136.20992533936504,131.0750115812458,136.0272346152226,1615500.0,,,,,
2024-06-04,129.99803161621094,132.57509919743555,129.9307129226478,132.00776166358355,1605200.0,,,,,
2024-06-05,134.2001953125,134.5656061063181,130.5269100571199,131.09424758337158,1153600.0,,,,,
2024-06-06,128.8537139892578,134.6136726057522,128.16136450146382,133.81554709419038,1206700.0,,,,,
2024-06-07,127.82481384277344,130.14226126956217,126.98823090418976,128.40177670076045,967000.0,,,,,
2024-06-10,131.5846405029297,132.53662472099597,126.93052478237492,127.35362887929324,1328900.0,,,,,
2024-06-11,130.56536865234375,131.7673624090289,129.3345282193202,131.24810756216206,969900.0,,,,,
2024-06-12,132.20968627929688,133.73861862797006,131.57503013249058,132.87317442611413,789600.0,,,,,
2024-06-13,128.62294006347656,128.97874018583423,124.71886676740463,127.34401697118145,3758100.0,,,,,
2024-06-14,128.4292755126953,129.01995585323343,126.79279974421242,127.34473871213902,1315500.0,,,,,
2024-06-17,129.78492736816406,130.13352584233036,127.56746400159544,128.71008330411004,1208400.0,,,,,
2024-06-18,130.72422790527344,130.9178904729947,128.8262992803887,129.80431962696733,1567600.0,,,,,
2024-06-20,130.4434051513672,131.43108857152285,129.66389382388084,130.68548702845527,1539600.0,,,,,
2024-06-21,127.61589050292967,129.9592563451212,126.54104625400966,129.9592563451212,2799100.0,,,,,
2024-06-24,129.6106414794922,130.17225842572304,127.4803091641129,127.91606835848914,2027900.0,,,,,
2024-06-25,131.0631103515625,131.1502562653586,128.40988814158493,128.98119772158478,1584800.0,,,,,
2024-06-26,131.1599578857422,131.673170282481,129.39760950602715,130.1141624049805,1227600.0,,,,,
2024-06-27,131.6441192626953,132.1670243813886,130.25941804473945,130.7823083879278,1097100.0,,,,,
2024-06-28,129.05868530273438,132.99978523706125,128.9618466445697,132.0701843553966,2650500.0,,,,,
2024-07-01,131.88621520996094,132.32195967170455,129.0006031199964,130.12386667398485,1687100.0,,,,,
2024-07-02,131.1599578857422,132.11860743698338,130.72421346263445,130.97597329530657,786900.0,,,,,
2024-07-03,133.96812438964844,134.70404801910652,131.22775561046677,131.69254870404524,554700.0,,,,,
2024-07-05,133.88096618652344,134.0165314570018,132.17671496115167,133.96812689830023,601900.0,,,,,
2024-07-08,131.46981811523438,134.84927135894537,131.42139878907295,134.0552505568127,746400.0,,,,,
2024-07-09,130.5111846923828,132.17670924364725,129.6009544404702,131.43109290051586,865100.0,,,,,
2024-07-10,134.34576416015625,134.60720194969406,130.83073056798466,131.60539553168294,906400.0,,,,,
2024-07-11,136.63101196289062,137.81237265863956,134.79118090410728,136.03063888399066,1457700.0,,,,,
2024-07-12,138.0351104736328,139.2455200449984,137.33791337848564,138.7226148358843,887300.0,,,,,
2024-07-15,141.35646057128906,141.36615330372717,136.69880712465942,138.7710276219803,1014500.0,,,,,
2024-07-16,143.3124542236328,144.0096511289232,141.34190443193702,141.85996313352842,1740300.0,,,,,
2024-07-17,139.16802978515625,142.24247255945355,137.89952312147418,141.5307512543832,855500.0,,,,,
2024-07-18,142.72178649902344,143.53517803503567,139.69091676243642,139.69091676243642,1748500.0,,,,,
2024-07-19,142.63465881347656,144.72624998114662,142.257011639495,142.67338541635638,708400.0,,,,,
2024-07-22,146.0141143798828,146.0528557587176,142.75085504962385,143.76760199918877,998600.0,,,,,
2024-07-23,146.0141143798828,147.79584841861367,145.258820023179,146.21746967999852,741900.0,,,,,
2024-07-24,139.9329833984375,145.03607279294363,139.43914175722844,144.37761727133156,1109000.0,,,,,
2024-07-25,140.697998046875,143.67851312666605,139.3326526351004,139.93301099680014,1056200.0,,,,,
2024-07-26,142.4409942626953,143.72885695371542,140.9981808357957,142.9251580572313,664800.0,,,,,
2024-07-29,140.74642944335938,143.14787787148893,140.60117143096195,143.14787787148893,1055600.0,,,,,
2024-07-30,144.84242248535156,145.21522323632797,141.61789028728816,141.61789028728816,1787500.0,,,,,
2024-07-31,148.3477783203125,150.60398329423296,147.18578821059322,147.8539365869459,1700700.0,,,,,
2024-08-01,144.4357452392578,149.0449791964186,142.70243059845035,147.73774582998644,1430700.0,,,,,
2024-08-02,134.8492889404297,140.35907504957157,133.25155439731907,139.13898765895107,2114000.0,,,,,
2024-08-05,129.49444580078125,132.34133130864078,123.94593279035486,126.8509155901288,1875900.0,,,,,
2024-08-06,131.45045471191406,134.37480782312522,128.99090942699792,129.21362060907384,1443600.0,,,,,
2024-08-07,130.995361328125,135.2511654226308,130.995361328125,134.626589960688,1170300.0,,,,,
2024-08-08,134.55880737304688,135.1930607575798,131.56183232299907,132.69960541209596,806700.0,,,,,
2024-08-09,137.05706787109375,137.5412316211726,134.0455687545832,134.95579896881222,639900.0,,,,,
2024-08-12,135.8950958251953,137.40568456143666,134.88804159287008,137.0570860241881,689300.0,,,,,
2024-08-13,137.05706787109375,137.85788547029182,136.62132345112383,136.63101618244863,634400.0,,,,,
2024-08-14,139.27455139160156,139.5941012518076,137.73491415420432,137.73491415420432,866900.0,,,,,
2024-08-15,140.98849487304688,141.8406130556983,139.50695492793656,140.75609094568435,988200.0,,,,,
2024-08-16,140.40748596191406,141.3951841382358,139.51662644473353,140.42685664884328,1067100.0,,,,,
2024-08-19,140.00079345703125,141.162783516322,139.3616937529945,140.872282307623,567300.0,,,,,
2024-08-20,140.12669372558594,140.4655995208343,139.10025405648764,140.20414693126637,1027700.0,,,,,
2024-08-21,139.92332458496094,140.55273155351475,138.48051128216946,139.86522729869506,802000.0,,,,,
2024-08-22,138.95498657226562,140.51399432970632,138.8387920085198,140.13634722202835,806900.0,,,,,
2024-08-23,142.34414672851562,142.8660766849687,138.99372697776488,139.91364995049642,1165500.0,,,,,
2024-08-26,142.305419921875,143.43836135582418,141.1046884687681,142.82831028542637,740300.0,,,,,
2024-08-27,141.51138305664062,143.5061353819958,140.72704013021507,140.9787999660105,967500.0,,,,,
2024-08-28,140.59146118164062,142.28603417517138,140.02982950215284,141.22086809760762,942100.0,,,,,
2024-08-29,139.778076171875,141.55979517013546,139.778076171875,141.2886646606395,816100.0,,,,,
2024-08-30,141.7631378173828,141.79218645987677,139.32296319486164,140.3203393218336,1607300.0,,,,,
2024-09-03,137.52186584472656,141.48232149015624,137.0570580396291,140.98847981968223,900900.0,,,,,
2024-09-04,136.39862060546875,138.17066181219724,135.7304722254147,137.51219138855484,906100.0,,,,,
2024-09-05,136.5825958251953,137.4928260325791,135.40123510184677,136.72783903892466,600000.0,,,,,
2024-09-06,133.09661865234375,137.0764454696761,131.80874123913827,136.58260373887785,981200.0,,,,,
2024-09-09,135.643310546875,137.92856391278238,133.5613976705523,134.52972511753842,1098900.0,,,,,
2024-09-10,135.65298461914062,136.5728927123445,133.50329656632525,135.63362870911803,1156500.0,,,,,
2024-09-11,136.97959899902344,137.10547151229696,133.14501603596614,135.67235111319624,573600.0,,,,,
2024-09-12,139.28424072265625,139.42949873034297,136.03065934226518,137.20234225870803,717200.0,,,,,
2024-09-13,142.73146057128906,142.80892854054036,138.50955228787203,139.82647821413525,989800.0,,,,,
