Date,Close,High,Low,Open,Volume,"('Close', 'CUE')","('High', 'CUE')","('Low', 'CUE')","('Open', 'CUE')","('Volume', 'CUE')"
2024-06-03,1.649999976158142,1.7899999618530271,1.600000023841858,1.7000000476837158,302200.0,,,,,
2024-06-04,1.559999942779541,1.7790000438690186,1.5199999809265137,1.649999976158142,300800.0,,,,,
2024-06-05,1.649999976158142,1.75,1.5720000267028809,1.5800000429153442,238300.0,,,,,
2024-06-06,1.6200000047683716,1.690000057220459,1.6100000143051147,1.649999976158142,114100.0,,,,,
2024-06-07,1.4800000190734863,1.6200000047683716,1.4700000286102295,1.5800000429153442,228400.0,,,,,
2024-06-10,1.440000057220459,1.5329999923706057,1.3700000047683716,1.5099999904632568,356600.0,,,,,
2024-06-11,1.4700000286102295,1.4800000190734863,1.3700000047683716,1.409999966621399,298300.0,,,,,
2024-06-12,1.5,1.61899995803833,1.4800000190734863,1.5,239500.0,,,,,
2024-06-13,1.5399999618530271,1.649999976158142,1.4700000286102295,1.4700000286102295,274200.0,,,,,
2024-06-14,1.3600000143051147,1.559999942779541,1.350000023841858,1.559999942779541,364700.0,,,,,
2024-06-17,1.340000033378601,1.4199999570846558,1.3200000524520874,1.3300000429153442,255900.0,,,,,
2024-06-18,1.350000023841858,1.4199999570846558,1.2599999904632568,1.3300000429153442,336000.0,,,,,
2024-06-20,1.2999999523162842,1.4299999475479126,1.2899999618530271,1.350000023841858,213600.0,,,,,
2024-06-21,1.350000023841858,1.3700000047683716,1.2599999904632568,1.2999999523162842,331500.0,,,,,
2024-06-24,1.4700000286102295,1.4900000095367432,1.3650000095367432,1.4199999570846558,298700.0,,,,,
2024-06-25,1.4450000524520874,1.4700000286102295,1.3700000047683716,1.4600000381469729,325100.0,,,,,
2024-06-26,1.3799999952316284,1.5800000429153442,1.3799999952316284,1.4700000286102295,313700.0,,,,,
2024-06-27,1.399999976158142,1.4900000095367432,1.340000033378601,1.3600000143051147,267000.0,,,,,
2024-06-28,1.2400000095367432,1.4390000104904177,1.2400000095367432,1.409999966621399,4053300.0,,,,,
2024-07-01,1.0199999809265137,1.2899999618530271,0.9369999766349792,1.2599999904632568,1531400.0,,,,,
2024-07-02,1.0800000429153442,1.1299999952316284,1.0199999809265137,1.0399999618530271,566800.0,,,,,
2024-07-03,0.9800000190734864,1.087000012397766,0.972000002861023,1.0800000429153442,278300.0,,,,,
2024-07-05,0.959999978542328,1.0700000524520874,0.959999978542328,1.0,258200.0,,,,,
2024-07-08,0.9769999980926514,1.0199999809265137,0.9300000071525574,0.9800000190734864,543500.0,,,,,
2024-07-09,0.9300000071525574,0.9800000190734864,0.9300000071525574,0.9700000286102296,328500.0,,,,,
2024-07-10,0.8859999775886536,0.9800000190734864,0.8669999837875366,0.9769999980926514,456500.0,,,,,
2024-07-11,0.9480000138282776,0.9570000171661376,0.8500000238418579,0.8740000128746033,494500.0,,,,,
2024-07-12,0.9399999976158142,1.0010000467300415,0.9340000152587892,0.9589999914169312,309600.0,,,,,
2024-07-15,0.9300000071525574,1.0,0.9020000100135804,0.962000012397766,183700.0,,,,,
2024-07-16,0.9319999814033508,0.975000023841858,0.9210000038146972,0.9589999914169312,280900.0,,,,,
2024-07-17,0.8980000019073486,0.9399999976158142,0.8399999737739563,0.9399999976158142,442700.0,,,,,
2024-07-18,0.828000009059906,0.8999999761581421,0.828000009059906,0.8799999952316284,350300.0,,,,,
