Date,Close,High,Low,Open,Volume,"('Close', 'RERE')","('High', 'RERE')","('Low', 'RERE')","('Open', 'RERE')","('Volume', 'RERE')"
2024-06-03,2.509999990463257,2.549999952316284,2.369999885559082,2.4100000858306885,1429400.0,,,,,
2024-06-04,2.4200000762939453,2.5199999809265137,2.400000095367432,2.5,869000.0,,,,,
2024-06-05,2.5899999141693115,2.595000028610229,2.4200000762939453,2.4200000762939453,1231200.0,,,,,
2024-06-06,2.690000057220459,2.690000057220459,2.549999952316284,2.630000114440918,1280300.0,,,,,
2024-06-07,2.5199999809265137,2.680000066757202,2.509999990463257,2.6700000762939453,1261300.0,,,,,
2024-06-10,2.5199999809265137,2.555000066757202,2.443000078201294,2.509999990463257,619800.0,,,,,
2024-06-11,2.549999952316284,2.569999933242798,2.4809999465942383,2.5,688200.0,,,,,
2024-06-12,2.559999942779541,2.619999885559082,2.494999885559082,2.5799999237060547,813800.0,,,,,
2024-06-13,2.559999942779541,2.630000114440918,2.5299999713897705,2.549999952316284,734500.0,,,,,
2024-06-14,2.140000104904175,2.5299999713897705,2.109999895095825,2.5,4555700.0,,,,,
2024-06-17,2.190000057220459,2.4189999103546143,2.180000066757202,2.2300000190734863,2367100.0,,,,,
2024-06-18,2.150000095367432,2.259999990463257,2.065000057220459,2.190000057220459,3562400.0,,,,,
2024-06-20,2.0899999141693115,2.200000047683716,2.0799999237060547,2.1700000762939453,623600.0,,,,,
2024-06-21,2.2300000190734863,2.244999885559082,2.052999973297119,2.2300000190734863,2092500.0,,,,,
2024-06-24,2.2699999809265137,2.309999942779541,2.200000047683716,2.240000009536743,979300.0,,,,,
2024-06-25,2.240000009536743,2.289999961853028,2.190000057220459,2.2799999713897705,762500.0,,,,,
2024-06-26,2.220000028610229,2.3499999046325684,2.200000047683716,2.25,805400.0,,,,,
2024-06-27,2.200000047683716,2.319999933242798,2.200000047683716,2.319999933242798,751800.0,,,,,
2024-06-28,2.369999885559082,2.470000028610229,2.180000066757202,2.180000066757202,2783700.0,,,,,
2024-07-01,2.390000104904175,2.440000057220459,2.2699999809265137,2.299999952316284,1114200.0,,,,,
2024-07-02,2.490000009536743,2.5,2.380000114440918,2.400000095367432,1228400.0,,,,,
2024-07-03,2.549999952316284,2.6050000190734863,2.490000009536743,2.509999990463257,1392800.0,,,,,
2024-07-05,2.569999933242798,2.619999885559082,2.515000104904175,2.559999942779541,1144100.0,,,,,
2024-07-08,2.359999895095825,2.5799999237060547,2.3399999141693115,2.549999952316284,1298400.0,,,,,
2024-07-09,2.309999942779541,2.400000095367432,2.190000057220459,2.359999895095825,1591800.0,,,,,
2024-07-10,2.319999933242798,2.384999990463257,2.2799999713897705,2.319999933242798,893000.0,,,,,
2024-07-11,2.430000066757202,2.434999942779541,2.319999933242798,2.319999933242798,930700.0,,,,,
2024-07-12,2.380000114440918,2.4800000190734863,2.3499999046325684,2.470000028610229,719400.0,,,,,
2024-07-15,2.259999990463257,2.359999895095825,2.25,2.359999895095825,556700.0,,,,,
2024-07-16,2.289999961853028,2.3499999046325684,2.2799999713897705,2.3499999046325684,423000.0,,,,,
2024-07-17,2.2300000190734863,2.369999885559082,2.220000028610229,2.259999990463257,743100.0,,,,,
2024-07-18,2.240000009536743,2.319999933242798,2.2100000381469727,2.2100000381469727,518600.0,,,,,
2024-07-19,2.1700000762939453,2.259999990463257,2.140000104904175,2.259999990463257,956900.0,,,,,
2024-07-22,2.2799999713897705,2.289999961853028,2.184999942779541,2.200000047683716,682800.0,,,,,
2024-07-23,2.380000114440918,2.440000057220459,2.240000009536743,2.2799999713897705,1190400.0,,,,,
2024-07-24,2.440000057220459,2.450000047683716,2.3499999046325684,2.380000114440918,931700.0,,,,,
2024-07-25,2.380000114440918,2.440000057220459,2.3299999237060547,2.380000114440918,621400.0,,,,,
2024-07-26,2.539999961853028,2.565000057220459,2.38100004196167,2.400000095367432,853000.0,,,,,
2024-07-29,2.470000028610229,2.549999952316284,2.4649999141693115,2.549999952316284,628300.0,,,,,
2024-07-30,2.380000114440918,2.509999990463257,2.369999885559082,2.490000009536743,461200.0,,,,,
2024-07-31,2.680000066757202,2.744999885559082,2.380000114440918,2.390000104904175,1800900.0,,,,,
2024-08-01,2.5899999141693115,2.650000095367432,2.5199999809265137,2.609999895095825,965400.0,,,,,
2024-08-02,2.5799999237060547,2.609999895095825,2.450000047683716,2.509999990463257,953500.0,,,,,
2024-08-05,2.490000009536743,2.525000095367432,2.3299999237060547,2.4600000381469727,710400.0,,,,,
2024-08-06,2.490000009536743,2.5899999141693115,2.4649999141693115,2.470000028610229,708700.0,,,,,
2024-08-07,2.4800000190734863,2.549999952316284,2.424999952316284,2.5199999809265137,703000.0,,,,,
2024-08-08,2.609999895095825,2.625,2.484999895095825,2.5299999713897705,708000.0,,,,,
2024-08-09,2.5999999046325684,2.640000104904175,2.5350000858306885,2.5799999237060547,533900.0,,,,,
2024-08-12,2.7300000190734863,2.799999952316284,2.5999999046325684,2.609999895095825,1489200.0,,,,,
2024-08-13,2.7100000381469727,2.8399999141693115,2.680000066757202,2.720000028610229,1073900.0,,,,,
2024-08-14,2.6700000762939453,2.7300000190734863,2.650000095367432,2.7100000381469727,737200.0,,,,,
2024-08-15,2.740000009536743,2.819999933242798,2.690000057220459,2.690000057220459,919700.0,,,,,
2024-08-16,2.75,2.7850000858306885,2.7100000381469727,2.7100000381469727,569100.0,,,,,
2024-08-19,2.8399999141693115,2.900000095367432,2.75,2.75,1526500.0,,,,,
2024-08-20,2.5199999809265137,2.680000066757202,2.4100000858306885,2.680000066757202,1846700.0,,,,,
2024-08-21,2.619999885559082,2.700000047683716,2.5,2.5199999809265137,1022600.0,,,,,
2024-08-22,2.4800000190734863,2.619999885559082,2.470000028610229,2.619999885559082,801700.0,,,,,
2024-08-23,2.2799999713897705,2.5,2.259999990463257,2.5,1266500.0,,,,,
2024-08-26,2.2799999713897705,2.309999942779541,2.194999933242798,2.2799999713897705,1563700.0,,,,,
2024-08-27,2.2300000190734863,2.309999942779541,2.220000028610229,2.299999952316284,685600.0,,,,,
2024-08-28,2.319999933242798,2.369999885559082,2.220000028610229,2.2300000190734863,1427800.0,,,,,
2024-08-29,2.289999961853028,2.3949999809265137,2.2799999713897705,2.319999933242798,897300.0,,,,,
2024-08-30,2.369999885559082,2.539999961853028,2.3399999141693115,2.3499999046325684,1321800.0,,,,,
2024-09-03,2.380000114440918,2.490000009536743,2.3299999237060547,2.380000114440918,1413900.0,,,,,
2024-09-04,2.400000095367432,2.440000057220459,2.359999895095825,2.400000095367432,541600.0,,,,,
2024-09-05,2.559999942779541,2.569999933242798,2.3499999046325684,2.400000095367432,1285200.0,,,,,
2024-09-06,2.509999990463257,2.569999933242798,2.430000066757202,2.5,1072800.0,,,,,
2024-09-09,2.390000104904175,2.526000022888184,2.380000114440918,2.509999990463257,571500.0,,,,,
2024-09-10,2.440000057220459,2.4749999046325684,2.3399999141693115,2.3499999046325684,418300.0,,,,,
2024-09-11,2.390000104904175,2.4649999141693115,2.390000104904175,2.4200000762939453,350000.0,,,,,
2024-09-12,2.359999895095825,2.424999952316284,2.3499999046325684,2.369999885559082,379000.0,,,,,
2024-09-13,2.369999885559082,2.4100000858306885,2.319999933242798,2.3499999046325684,558600.0,,,,,
2024-09-16,2.3399999141693115,2.4100000858306885,2.3350000381469727,2.359999895095825,342700.0,,,,,
2024-09-17,2.359999895095825,2.4049999713897705,2.322000026702881,2.3399999141693115,321600.0,,,,,
