Date,Close,High,Low,Open,Volume,"('Close', 'BEN')","('High', 'BEN')","('Low', 'BEN')","('Open', 'BEN')","('Volume', 'BEN')"
2024-06-03,21.413063049316406,21.834004519452893,21.239195806517063,21.760797534915092,2636700.0,,,,,
2024-06-04,21.458816528320312,21.660135280901827,21.25749603034677,21.25749603034677,3780800.0,,,,,
2024-06-05,21.33985710144043,21.532026536057607,21.07448242412143,21.504573261000218,2849300.0,,,,,
2024-06-06,21.24834632873535,21.495420549455936,21.16598825516182,21.31240396570865,3394200.0,,,,,
2024-06-07,20.946365356445312,21.111081488250395,20.864007290542773,20.93721426630148,1710500.0,,,,,
2024-06-10,20.90976333618164,21.010421839843787,20.781649815914868,20.82740526793587,2361400.0,,,,,
2024-06-11,20.552879333496094,20.781651374583408,20.507125623435492,20.72674657343225,2922100.0,,,,,
2024-06-12,20.66269302368164,21.51372539226915,20.543732316802437,21.147690434111176,5667900.0,,,,,
2024-06-13,20.095335006713867,20.56203017429827,20.077034570147685,20.54372973773208,4201300.0,,,,,
2024-06-14,19.976375579833984,19.985526671392662,19.738452435484994,19.90316859275677,3330800.0,,,,,
2024-06-17,20.27835273742676,20.36071080841802,19.829959765025503,19.930620017435285,3162800.0,,,,,
2024-06-18,20.497974395751957,20.525427668840667,20.223448646433404,20.278353447218684,3730300.0,,,,,
2024-06-20,20.680992126464844,20.77250128871754,20.53457816501737,20.626087327270067,2784500.0,,,,,
2024-06-21,20.89146041870117,20.973818484042845,20.50712336223735,20.680990583002213,6392900.0,,,,,
2024-06-24,21.202592849731445,21.330704634287017,20.864009460758943,20.98297189961097,2651000.0,,,,,
2024-06-25,20.90976333618164,21.14768645051476,20.79995199672327,21.11108208889796,2056600.0,,,,,
2024-06-26,20.77250099182129,20.882310588641364,20.70844335738549,20.763349901187603,1782300.0,,,,,
2024-06-27,20.61693954467773,20.818258337623387,20.58948626797917,20.76335352961864,2804400.0,,,,,
2024-06-28,20.737558364868164,20.90457253804785,20.54270790624424,20.737558364868164,5196900.0,,,,,
2024-07-01,20.533428192138672,20.895292807159876,20.48703615495936,20.765391917520795,3763300.0,,,,,
2024-07-02,20.62621307373047,20.67260687848762,20.47775643799297,20.60765555182761,4133700.0,,,,,
2024-07-03,20.82106590270996,21.025193357829792,20.61693667784723,20.756116338341965,1828100.0,,,,,
2024-07-05,20.496318817138672,20.79323215897656,20.32930461991908,20.79323215897656,4466800.0,,,,,
2024-07-08,20.542707443237305,20.69116408944147,20.449923366666813,20.570543728054144,3207100.0,,,,,
2024-07-09,20.468481063842773,20.58910320642732,20.301466878567545,20.44064654612556,5784400.0,,,,,
2024-07-10,20.83034324645996,20.86745652225352,20.46847863145182,20.533428191397626,3162600.0,,,,,
2024-07-11,21.414892196655277,21.60974265661669,20.941685959312256,21.387055911019964,3760900.0,,,,,
2024-07-12,21.52623176574707,21.674688390083872,21.340660100454787,21.619015828650653,3330600.0,,,,,
2024-07-15,21.55406951904297,21.67469165055059,21.479841195708595,21.63757660401199,2585000.0,,,,,
2024-07-16,22.24068069458008,22.27779573901977,21.5447895390204,21.59118334457001,2641900.0,,,,,
2024-07-17,22.101503372192383,22.546873298191677,22.045832573878165,22.14789717890654,3149300.0,,,,,
2024-07-18,21.89737701416016,22.611825745185005,21.869540728755847,21.93449029162304,2748700.0,,,,,
2024-07-19,21.795310974121094,21.97160389729628,21.68396937929457,21.83242601889176,2989700.0,,,,,
2024-07-22,21.841705322265625,21.906654882483807,21.452006191213748,21.841705322265625,5083300.0,,,,,
2024-07-23,21.535512924194336,22.01799793153965,21.52623593190257,21.73036338743656,3088600.0,,,,,
2024-07-24,21.229320526123047,21.702526764080176,21.19220724830401,21.609742684661143,3350600.0,,,,,
2024-07-25,21.934490203857425,22.22212650932245,21.16437067484826,21.266435284512813,4379100.0,,,,,
2024-07-26,21.414892196655277,22.361304671341305,21.312827585735345,22.26851882229981,6473100.0,,,,,
2024-07-29,20.950963973999023,21.41489143291817,20.71900024453945,21.3313843487333,4257000.0,,,,,
