Date,Close,High,Low,Open,Volume,"('Close', 'NVDA')","('High', 'NVDA')","('Low', 'NVDA')","('Open', 'NVDA')","('Volume', 'NVDA')"
2024-06-03,114.94775390625,114.94775390625,111.95211383768398,113.56938260132851,438392000.0,,,,,
2024-06-04,116.38410186767578,116.54702983384996,113.99319020529364,115.66343635588582,403324000.0,,,,,
2024-06-05,122.3843765258789,122.39336749547276,117.41463524122511,118.31722487581986,528402000.0,,,,,
2024-06-06,120.94303894042967,125.5299513206976,118.26625399255828,123.99164893221229,664696000.0,,,,,
2024-06-07,120.83308410644533,121.63671972354634,117.9683887425764,119.71558814229236,412386000.0,,,,,
2024-06-10,121.73467254638672,123.04407498199868,116.95684528802722,120.31531947295235,313434100.0,,,,,
2024-06-11,120.8650131225586,122.82428289255223,118.69581478206956,121.7246861006453,222551200.0,,,,,
2024-06-12,125.15339660644533,126.83277160339148,122.5243782569724,123.01419374000322,299595000.0,,,,,
2024-06-13,129.561767578125,129.75169931207168,127.11268237111577,129.34184822861943,260704500.0,,,,,
2024-06-14,131.8309326171875,132.7905668615139,128.27225972601377,129.9116488754234,309320400.0,,,,,
2024-06-17,130.93125915527344,133.68023590303568,129.53178618492996,132.94052101290185,288504400.0,,,,,
2024-06-18,135.529541015625,136.2792618770274,130.64136160940566,131.09119107562512,294335100.0,,,,,
2024-06-20,130.73133850097656,140.70762089792785,129.47181280958608,139.74798663394793,517768400.0,,,,,
2024-06-21,126.52288818359376,130.5813821684496,124.25373647196923,127.07268651484108,649445800.0,,,,,
2024-06-24,118.06603240966795,124.41366700261212,117.99605877326908,123.19411994547032,476060900.0,,,,,
2024-06-25,126.04306030273438,126.4529113441216,119.27558373905312,121.15488117789624,414192600.0,,,,,
2024-06-26,126.35295867919922,128.0723121328984,122.55436989135586,126.08305489542056,362975900.0,,,,,
2024-06-27,123.94384002685548,126.36294492806736,122.87423866151155,124.05379968720848,252571700.0,,,,,
2024-06-28,123.4940185546875,127.6624646242392,122.7043116824408,124.53363237537091,315516700.0,,,,,
2024-07-01,124.25375366210938,124.79354602821576,118.78578771261802,123.42406065709774,284885500.0,,,,,
2024-07-02,122.62434387207033,123.36407395616142,120.98495484371745,121.0849161012404,218374000.0,,,,,
2024-07-03,128.2322540283203,128.2322540283203,121.31483142526584,121.61472281837746,215749000.0,,,,,
2024-07-05,125.78317260742188,128.80205294716893,125.63322690650442,127.33259117942193,214176700.0,,,,,
2024-07-08,128.15228271484375,130.72133351853034,126.99271841631584,127.44254788203128,237677300.0,,,,,
2024-07-09,131.33111572265625,133.77021018974597,128.60212062869667,130.30150022676182,285366600.0,,,,,
2024-07-10,134.85980224609375,135.0497339856147,132.37072330988062,133.98012482225403,248978600.0,,,,,
2024-07-11,127.3525848388672,136.09932057175976,127.00271662980028,135.6994755480004,374782700.0,,,,,
2024-07-12,129.19190979003906,131.87090512655513,127.17265724708656,128.21226350748265,252680500.0,,,,,
2024-07-15,128.39219665527344,131.34109560506872,127.13266349593106,130.51140270339172,208326200.0,,,,,
2024-07-16,126.31297302246094,128.9919682814133,124.53363670793642,128.3922007361648,214769500.0,,,,,
2024-07-17,117.9460906982422,121.804654901366,116.67656665415736,121.30484096444896,390086200.0,,,,,
2024-07-18,121.04492950439452,122.35444713942655,116.51661668353267,121.80464878579994,320979500.0,,,,,
2024-07-19,117.8861083984375,121.55474064508192,117.3263192631504,120.30520587770536,217223800.0,,,,,
2024-07-22,123.4940185546875,124.02382006512462,119.81538796863644,120.3052034521371,258068900.0,,,,,
2024-07-23,122.54436492919922,124.64358935199353,122.05454945627272,122.73429664640844,173911000.0,,,,,
