Date,Close,High,Low,Open,Volume,"('Close', 'ETR')","('High', 'ETR')","('Low', 'ETR')","('Open', 'ETR')","('Volume', 'ETR')"
2024-06-03,53.75815963745117,54.09961825743994,53.493651299303394,53.87839170093418,3310800.0,,,,,
2024-06-04,53.666786193847656,53.95534610359866,53.13295916686831,53.57060200339177,2463200.0,,,,,
2024-06-05,53.32532501220703,53.74373392609767,52.9213470284711,53.74373392609767,3791800.0,,,,,
2024-06-06,52.82997131347656,53.70526064441589,52.67607440921882,53.14257543221024,4223000.0,,,,,
2024-06-07,52.16628646850586,52.85882430411352,52.10857375914146,52.42117784711388,3894200.0,,,,,
2024-06-10,51.96910858154297,52.13743641430961,51.55550996864906,52.04605886728676,4181800.0,,,,,
2024-06-11,52.0172004699707,52.25285428142195,51.30542505662709,51.58917095849005,4264800.0,,,,,
2024-06-12,51.63246154785156,52.46927574572482,51.29581321226797,52.37309155532713,4368000.0,,,,,
2024-06-13,51.507415771484375,51.75750052074854,50.80045064414461,51.69497749883679,3729200.0,,,,,
2024-06-14,51.46894073486328,51.61803099040949,51.04091487729709,51.22366996425216,3052800.0,,,,,
2024-06-17,51.156341552734375,51.555509229434286,50.80526230014747,51.06496400702172,3176200.0,,,,,
2024-06-18,51.00244140625,51.44970481697685,50.77640454599571,51.06496075664726,3000400.0,,,,,
2024-06-20,51.11786651611328,51.48337303052817,50.906256902106,50.97839687680771,3494000.0,,,,,
2024-06-21,50.887020111083984,51.65169798393941,50.781215302458186,51.06977520568912,5143600.0,,,,,
2024-06-24,51.81040191650391,52.113385392683085,50.97358412082384,50.97839443069088,2731000.0,,,,,
2024-06-25,51.29100036621094,51.767118322766514,50.84373693150979,51.74788075179973,3646600.0,,,,,
2024-06-26,51.17077255249024,51.26214643568741,50.66579636291893,51.06015742753561,1871200.0,,,,,
2024-06-27,51.34389877319336,51.36313634266296,50.93991715271404,51.19480852710171,1894000.0,,,,,
2024-06-28,51.45932388305664,51.61803108965706,51.194811872055936,51.55070142670987,5106600.0,,,,,
2024-07-01,50.85335540771485,51.805595018579375,50.76678817036352,51.67574232795659,2091000.0,,,,,
2024-07-02,50.92549514770508,51.22847864243481,50.8293109596234,50.906257576250425,3060400.0,,,,,
2024-07-03,50.76197814941406,51.61802984555986,50.73793026928762,50.96396713338729,2248400.0,,,,,
2024-07-05,50.675411224365234,50.97839470215784,50.4686119292775,50.70907605523108,5158200.0,,,,,
2024-07-08,50.377235412597656,50.80526127197128,50.1656258033104,50.63693711421617,3738000.0,,,,,
2024-07-09,50.473419189453125,50.78121298091603,50.079058164816814,50.29066777239434,2723800.0,,,,,
2024-07-10,50.93992233276367,50.94473264291803,50.454187413729045,50.7764084794312,2584000.0,,,,,
2024-07-11,52.1759033203125,52.300945689103685,51.10824204882985,51.20442989758894,2771800.0,,,,,
2024-07-12,52.50293350219727,52.83477515196484,52.23361487003296,52.39712870550667,2085400.0,,,,,
2024-07-15,51.37757110595703,52.22881258145811,51.35352322331013,52.21438531954666,2688000.0,,,,,
2024-07-16,52.16628646850586,52.37308575723919,51.73345032125107,51.844065430235005,2663600.0,,,,,
2024-07-17,53.209903717041016,53.45036785302519,52.15666962728908,52.377899861283055,2693600.0,,,,,
2024-07-18,53.25318908691406,53.969771183662,52.91172678545754,52.91172678545754,1945800.0,,,,,
2024-07-19,53.13295364379883,53.575406744610426,52.91172342420174,53.575406744610426,2024400.0,,,,,
2024-07-22,53.39265441894531,53.6235016008191,52.94058434444601,53.01272431810604,1634600.0,,,,,
2024-07-23,53.0704345703125,53.36380111247068,52.97425038270294,53.3157090186659,1364400.0,,,,,
2024-07-24,53.796634674072266,53.89281885699563,53.10409681561158,53.48884088568782,2209400.0,,,,,
2024-07-25,53.58502578735352,54.652687110403946,53.23875685347862,54.13809401955972,2840200.0,,,,,
2024-07-26,54.64787673950195,54.91238874958129,53.86396499838087,53.86396499838087,2811000.0,,,,,
2024-07-29,54.99895477294922,55.24422920697286,54.31122723106473,54.64787553722161,2728400.0,,,,,
2024-07-30,55.95119094848633,56.047378800181136,54.80658303225338,54.80658303225338,2826400.0,,,,,
2024-07-31,55.773250579833984,56.26860609772624,55.27789506194172,56.10028194152859,3755400.0,,,,,
2024-08-01,58.105751037597656,58.27888550119067,55.88386120094826,56.50906939383317,4210200.0,,,,,
2024-08-02,58.09613800048828,59.44754530033042,56.75434765185297,58.98104427918007,4969200.0,,,,,
2024-08-05,55.552024841308594,58.57225375429433,55.51354969955543,58.26927026866894,3623400.0,,,,,
2024-08-06,55.864627838134766,56.672583783765695,55.56164068933177,55.68668306295192,3938000.0,,,,,
2024-08-07,56.25899124145508,57.0717575314078,55.69149573001078,56.08585676886587,3835000.0,,,,,
2024-08-08,56.37440872192383,56.71105702130411,55.38369772444076,55.38369772444076,4598200.0,,,,,
2024-08-09,56.52349472045898,56.62448920923441,55.45583345455987,56.374408142151154,2296600.0,,,,,
2024-08-12,56.5186882019043,56.74953538401233,56.1387581006795,56.5715906046959,2820400.0,,,,,
2024-08-13,56.94601058959961,57.04313230122321,56.48955151181935,56.72263621008704,2489200.0,,,,,
2024-08-14,57.2956428527832,57.96091270189471,56.508977344366166,56.64494403941037,3989800.0,,,,,
2024-08-15,56.86346054077149,57.1305406196653,56.53811113907503,56.83432587937016,3247400.0,,,,,
2024-08-16,57.10626220703125,57.4898846561066,56.771202469212426,57.10140519494265,2419600.0,,,,,
2024-08-19,57.48988342285156,57.59185844563625,57.09655066285139,57.30535772040517,2173200.0,,,,,
2024-08-20,57.72782516479492,57.83465719960494,57.412189777165786,57.50930778800327,3082400.0,,,,,
2024-08-21,57.72782516479492,57.99004823983369,57.54815647426412,57.713257833650765,3434400.0,,,,,
2024-08-22,57.6889762878418,57.88321229640078,57.53358525810598,57.6889762878418,2626800.0,,,,,
2024-08-23,57.6889762878418,58.05802766795537,57.55786290676866,57.93177500335492,2665200.0,,,,,
2024-08-26,58.02889633178711,58.32025406613023,57.72782457357094,57.80066493336037,4961200.0,,,,,
2024-08-27,57.82494735717773,58.11144808488058,57.66469930364157,57.91720835678959,2232200.0,,,,,
