Date,Close,High,Low,Open,Volume,"('Close', 'ROKU')","('High', 'ROKU')","('Low', 'ROKU')","('Open', 'ROKU')","('Volume', 'ROKU')"
2024-06-03,57.93999862670898,59.23600006103516,57.18000030517578,58.5,3315700.0,,,,,
2024-06-04,57.77999877929688,58.400001525878906,56.75,57.09000015258789,2093700.0,,,,,
2024-06-05,58.119998931884766,58.25,57.130001068115234,57.95000076293945,2032900.0,,,,,
2024-06-06,57.970001220703125,58.869998931884766,57.2400016784668,57.65999984741211,2613800.0,,,,,
2024-06-07,57.34999847412109,58.400001525878906,56.83000183105469,57.08000183105469,2722800.0,,,,,
2024-06-10,57.880001068115234,58.040000915527344,56.52000045776367,56.79999923706055,1858000.0,,,,,
2024-06-11,58.16999816894531,58.220001220703125,56.95000076293945,57.630001068115234,2216700.0,,,,,
2024-06-12,56.36000061035156,60.43000030517578,55.97999954223633,59.959999084472656,5177500.0,,,,,
2024-06-13,54.20000076293945,56.55500030517578,53.400001525878906,56.5,5537500.0,,,,,
2024-06-14,54.5099983215332,54.77000045776367,53.20000076293945,53.52999877929688,3334000.0,,,,,
2024-06-17,53.970001220703125,55.02999877929688,53.709999084472656,54.22999954223633,3067100.0,,,,,
2024-06-18,52.52999877929688,54.34999847412109,52.5,53.880001068115234,2837000.0,,,,,
2024-06-20,53.66999816894531,53.880001068115234,51.5099983215332,52.29999923706055,3634100.0,,,,,
2024-06-21,54.400001525878906,54.650001525878906,52.81999969482422,53.72999954223633,3167000.0,,,,,
2024-06-24,54.45000076293945,55.15999984741211,53.85499954223633,54.25,2248900.0,,,,,
2024-06-25,54.63999938964844,54.970001220703125,53.7400016784668,54.29999923706055,1951100.0,,,,,
2024-06-26,57.15999984741211,57.63999938964844,54.209999084472656,54.380001068115234,4402400.0,,,,,
2024-06-27,59.150001525878906,59.5099983215332,56.77000045776367,57.13999938964844,4277500.0,,,,,
2024-06-28,59.93000030517578,60.97999954223633,59.5099983215332,59.560001373291016,4896000.0,,,,,
2024-07-01,62.470001220703125,63.7599983215332,60.04999923706055,60.18000030517578,5564500.0,,,,,
2024-07-02,61.36000061035156,62.72999954223633,60.52000045776367,62.45000076293945,3069400.0,,,,,
2024-07-03,62.290000915527344,62.880001068115234,61.5099983215332,61.869998931884766,2106500.0,,,,,
2024-07-05,62.08000183105469,63.09000015258789,61.167999267578125,62.0,2917800.0,,,,,
2024-07-08,61.02000045776367,62.55799865722656,60.84999847412109,62.369998931884766,2648600.0,,,,,
2024-07-09,63.11000061035156,63.15999984741211,60.52000045776367,60.880001068115234,3021500.0,,,,,
2024-07-10,61.369998931884766,63.7400016784668,60.72999954223633,63.470001220703125,3710000.0,,,,,
2024-07-11,60.66999816894531,63.5,60.540000915527344,62.209999084472656,3214100.0,,,,,
2024-07-12,61.31999969482422,62.11000061035156,60.7400016784668,61.09999847412109,2827000.0,,,,,
2024-07-15,62.43999862670898,63.27000045776367,60.25,61.459999084472656,3701400.0,,,,,
2024-07-16,64.7300033569336,65.11000061035156,62.720001220703125,62.7400016784668,4030100.0,,,,,
2024-07-17,64.7699966430664,66.18000030517578,63.75299835205078,63.880001068115234,4221800.0,,,,,
2024-07-18,62.77000045776367,66.19100189208984,62.27000045776367,64.70999908447266,3600200.0,,,,,
2024-07-19,62.54999923706055,64.25,62.297000885009766,62.810001373291016,2545100.0,,,,,
2024-07-22,62.04999923706055,62.970001220703125,60.63999938964844,62.970001220703125,2635600.0,,,,,
2024-07-23,62.09000015258789,62.68000030517578,60.61000061035156,61.5,2292800.0,,,,,
2024-07-24,55.59000015258789,60.04999923706055,55.400001525878906,60.040000915527344,7748000.0,,,,,
2024-07-25,57.45000076293945,58.880001068115234,55.29999923706055,55.5099983215332,3518100.0,,,,,
2024-07-26,59.040000915527344,59.060001373291016,57.41999816894531,58.5,3006700.0,,,,,
2024-07-29,58.900001525878906,59.720001220703125,58.04999923706055,59.18000030517578,2442900.0,,,,,
2024-07-30,57.43999862670898,59.29999923706055,56.900001525878906,58.34999847412109,2876300.0,,,,,
2024-07-31,58.209999084472656,58.970001220703125,56.93999862670898,57.59999847412109,2828600.0,,,,,
2024-08-01,55.33000183105469,58.68000030517578,54.36000061035156,58.59000015258789,6806700.0,,,,,
2024-08-02,53.13999938964844,57.97999954223633,52.95000076293945,56.900001525878906,7584600.0,,,,,
2024-08-05,51.66999816894531,52.959999084472656,48.33000183105469,49.84999847412109,6725100.0,,,,,
2024-08-06,53.02999877929688,53.81999969482422,51.29999923706055,52.22999954223633,4386500.0,,,,,
2024-08-07,52.84000015258789,56.84999847412109,52.790000915527344,53.68000030517578,5064000.0,,,,,
2024-08-08,55.61000061035156,55.70000076293945,52.79999923706055,53.005001068115234,4041800.0,,,,,
2024-08-09,55.09999847412109,55.77000045776367,54.61000061035156,55.70000076293945,2091100.0,,,,,
2024-08-12,53.52000045776367,55.31999969482422,53.28499984741211,55.31999969482422,2683900.0,,,,,
2024-08-13,56.5099983215332,57.130001068115234,53.84000015258789,54.0,2898800.0,,,,,
2024-08-14,56.220001220703125,57.2400016784668,55.25,57.02000045776367,2450300.0,,,,,
2024-08-15,59.27000045776367,61.0,57.060001373291016,57.15999984741211,3995800.0,,,,,
2024-08-16,58.58000183105469,59.77000045776367,58.4900016784668,58.83000183105469,1968200.0,,,,,
2024-08-19,61.959999084472656,62.27999877929688,58.88999938964844,59.380001068115234,3166200.0,,,,,
2024-08-20,61.9900016784668,62.3849983215332,61.290000915527344,61.77999877929688,2117700.0,,,,,
2024-08-21,62.77000045776367,62.84999847412109,61.2400016784668,62.31999969482422,2202200.0,,,,,
2024-08-22,61.810001373291016,63.36000061035156,61.650001525878906,63.02000045776367,1999500.0,,,,,
2024-08-23,69.1449966430664,70.55999755859375,64.0,64.38999938964844,10749900.0,,,,,
2024-08-26,69.5999984741211,70.48500061035156,68.30000305175781,69.43000030517578,3866700.0,,,,,
2024-08-27,69.73999786376953,70.68000030517578,68.8759994506836,69.4000015258789,2598500.0,,,,,
2024-08-28,66.8499984741211,69.27999877929688,66.30999755859375,69.27999877929688,3319200.0,,,,,
2024-08-29,68.44000244140625,69.75,67.36000061035156,67.44999694824219,3398300.0,,,,,
2024-08-30,67.7699966430664,68.83000183105469,63.83000183105469,68.69999694824219,6091000.0,,,,,
2024-09-03,65.22000122070312,67.63999938964844,64.91000366210938,67.63999938964844,2340700.0,,,,,
2024-09-04,63.54999923706055,65.93000030517578,63.27999877929688,64.37000274658203,2276200.0,,,,,
2024-09-05,66.69999694824219,68.4000015258789,65.38700103759766,66.8499984741211,4953600.0,,,,,
2024-09-06,64.37000274658203,67.83999633789062,63.68999862670898,66.80999755859375,3196300.0,,,,,
2024-09-09,65.41000366210938,66.6050033569336,64.1500015258789,64.37000274658203,2507500.0,,,,,
2024-09-10,65.66000366210938,66.19000244140625,64.11000061035156,66.06999969482422,2064500.0,,,,,
2024-09-11,70.1500015258789,70.19999694824219,66.94999694824219,68.11000061035156,4670200.0,,,,,
2024-09-12,74.12999725341797,75.2699966430664,72.45999908447266,74.6500015258789,7541500.0,,,,,
2024-09-13,74.69000244140625,75.44999694824219,73.66999816894531,74.69000244140625,3092200.0,,,,,
2024-09-16,74.37000274658203,74.94000244140625,72.73100280761719,74.2300033569336,2601700.0,,,,,
2024-09-17,74.66999816894531,76.4000015258789,74.41999816894531,75.33000183105469,2773300.0,,,,,
2024-09-18,77.36000061035156,78.69000244140625,76.0,76.18000030517578,5671900.0,,,,,
2024-09-19,77.44999694824219,79.6500015258789,76.41300201416016,79.47000122070312,4290600.0,,,,,
