Date,Close,High,Low,Open,Volume,"('Close', 'INTS')","('High', 'INTS')","('Low', 'INTS')","('Open', 'INTS')","('Volume', 'INTS')"
2024-06-03,4.900000095367432,5.050000190734863,4.900000095367432,4.925000190734863,9000.0,,,,,
2024-06-04,5.0329999923706055,5.050000190734863,4.909999847412109,4.920000076293945,4800.0,,,,,
2024-06-05,4.929999828338623,5.004000186920166,4.769999980926514,5.004000186920166,36800.0,,,,,
2024-06-06,4.979000091552734,4.979000091552734,4.75,4.811999797821045,7000.0,,,,,
2024-06-07,4.78000020980835,5.0,4.769999980926514,4.980000019073486,6700.0,,,,,
2024-06-10,4.78000020980835,4.900000095367432,4.77899980545044,4.803999900817871,3800.0,,,,,
2024-06-11,4.96999979019165,4.989999771118164,4.849999904632568,4.980000019073486,7900.0,,,,,
2024-06-12,4.840000152587891,4.929999828338623,4.800000190734863,4.900000095367432,3900.0,,,,,
2024-06-13,4.78000020980835,5.0,4.78000020980835,4.96999979019165,15900.0,,,,,
2024-06-14,4.869999885559082,4.989999771118164,4.650000095367432,4.760000228881836,6600.0,,,,,
2024-06-17,4.690000057220459,4.829999923706055,4.671000003814697,4.829999923706055,7400.0,,,,,
2024-06-18,4.909999847412109,4.909999847412109,4.690000057220459,4.800000190734863,14500.0,,,,,
2024-06-20,4.670000076293945,4.75,4.5,4.75,13100.0,,,,,
2024-06-21,4.849999904632568,4.849999904632568,4.5,4.590000152587891,15600.0,,,,,
2024-06-24,5.079999923706055,5.079999923706055,4.760000228881836,4.760000228881836,24800.0,,,,,
2024-06-25,5.090000152587891,5.090000152587891,4.855999946594238,5.0,16600.0,,,,,
2024-06-26,4.929999828338623,5.03000020980835,4.900000095367432,5.03000020980835,13200.0,,,,,
2024-06-27,4.921000003814697,4.99399995803833,4.809999942779541,4.900000095367432,5500.0,,,,,
2024-06-28,4.900000095367432,5.0,4.900000095367432,4.920000076293945,7400.0,,,,,
2024-07-01,4.920000076293945,4.920000076293945,4.800000190734863,4.809999942779541,3700.0,,,,,
2024-07-02,4.869999885559082,4.885000228881836,4.869999885559082,4.885000228881836,2600.0,,,,,
2024-07-03,4.849999904632568,4.900000095367432,4.800000190734863,4.855000019073486,28900.0,,,,,
2024-07-05,4.809999942779541,4.809999942779541,4.670000076293945,4.78000020980835,5100.0,,,,,
2024-07-08,4.760000228881836,4.920000076293945,4.699999809265137,4.920000076293945,14100.0,,,,,
2024-07-09,4.739999771118164,4.909999847412109,4.699999809265137,4.739999771118164,12900.0,,,,,
2024-07-10,4.900000095367432,4.900000095367432,4.71999979019165,4.900000095367432,27100.0,,,,,
2024-07-11,5.019999980926514,5.099999904632568,4.900000095367432,4.900000095367432,29800.0,,,,,
2024-07-12,5.090000152587891,5.090000152587891,4.960000038146973,4.960000038146973,3500.0,,,,,
2024-07-15,4.889999866485596,5.090000152587891,4.75,5.090000152587891,13300.0,,,,,
2024-07-16,4.920000076293945,5.090000152587891,4.860000133514404,4.949999809265137,10400.0,,,,,
2024-07-17,4.840000152587891,5.010000228881836,4.748000144958496,4.809999942779541,5600.0,,,,,
2024-07-18,4.849999904632568,4.96999979019165,4.849999904632568,4.849999904632568,12600.0,,,,,
2024-07-19,4.75,4.900000095367432,4.75,4.78000020980835,1700.0,,,,,
2024-07-22,4.860000133514404,4.869999885559082,4.699999809265137,4.699999809265137,22200.0,,,,,
2024-07-23,4.769999980926514,4.869999885559082,4.739999771118164,4.769999980926514,10500.0,,,,,
2024-07-24,4.730000019073486,4.860000133514404,4.626999855041504,4.630000114440918,8900.0,,,,,
2024-07-25,4.849999904632568,4.863999843597412,4.599999904632568,4.639999866485596,7400.0,,,,,
2024-07-26,4.699999809265137,4.909999847412109,4.659999847412109,4.739999771118164,9800.0,,,,,
2024-07-29,4.599999904632568,4.771999835968018,4.554999828338623,4.639999866485596,9400.0,,,,,
2024-07-30,4.820000171661377,4.880000114440918,4.590000152587891,4.590000152587891,7600.0,,,,,
2024-07-31,4.840000152587891,4.927000045776367,4.690000057220459,4.800000190734863,6800.0,,,,,
2024-08-01,4.840000152587891,4.940000057220459,4.630000114440918,4.829999923706055,4800.0,,,,,
2024-08-02,4.789999961853027,4.929999828338623,4.644999980926514,4.710000038146973,13300.0,,,,,
2024-08-05,4.699999809265137,4.889999866485596,4.510000228881836,4.510000228881836,12000.0,,,,,
2024-08-06,4.739999771118164,4.760000228881836,4.559999942779541,4.619999885559082,6100.0,,,,,
2024-08-07,4.739999771118164,4.75,4.579999923706055,4.599999904632568,4400.0,,,,,
2024-08-08,4.619999885559082,4.727000236511231,4.590000152587891,4.659999847412109,2700.0,,,,,
2024-08-09,4.539999961853027,4.699999809265137,4.5,4.699999809265137,18200.0,,,,,
2024-08-12,4.380000114440918,4.579999923706055,4.0970001220703125,4.510000228881836,74000.0,,,,,
2024-08-13,4.215000152587891,4.431000232696533,4.215000152587891,4.25,9900.0,,,,,
2024-08-14,4.289999961853027,4.429999828338623,4.210000038146973,4.210000038146973,88400.0,,,,,
2024-08-15,4.329999923706055,4.400000095367432,4.158999919891357,4.158999919891357,6400.0,,,,,
2024-08-16,4.300000190734863,4.300000190734863,4.03000020980835,4.260000228881836,7100.0,,,,,
2024-08-19,4.170000076293945,4.289999961853027,3.9140000343322754,4.159999847412109,4700.0,,,,,
2024-08-20,4.239999771118164,4.25,4.015999794006348,4.110000133514404,6000.0,,,,,
2024-08-21,4.228000164031982,4.308000087738037,4.228000164031982,4.25,3400.0,,,,,
2024-08-22,4.264999866485596,4.309999942779541,4.21999979019165,4.309999942779541,5000.0,,,,,
2024-08-23,4.300000190734863,4.309999942779541,4.239999771118164,4.309999942779541,3800.0,,,,,
2024-08-26,4.230000019073486,4.309999942779541,4.230000019073486,4.309999942779541,3900.0,,,,,
2024-08-27,4.300000190734863,4.300000190734863,4.230000019073486,4.230000019073486,3900.0,,,,,
2024-08-28,4.25,4.320000171661377,4.25,4.320000171661377,3100.0,,,,,
2024-08-29,4.230000019073486,4.239999771118164,4.230000019073486,4.239999771118164,800.0,,,,,
2024-08-30,4.349999904632568,4.349999904632568,4.203000068664551,4.309999942779541,8800.0,,,,,
2024-09-03,4.269999980926514,4.349999904632568,4.260000228881836,4.349999904632568,2000.0,,,,,
2024-09-04,4.335999965667725,4.335999965667725,4.170000076293945,4.269999980926514,4900.0,,,,,
2024-09-05,4.28000020980835,4.28000020980835,4.150000095367432,4.215000152587891,1600.0,,,,,
2024-09-06,3.927999973297119,4.289999961853027,3.921999931335449,4.150000095367432,12300.0,,,,,
2024-09-09,4.119999885559082,4.340000152587891,4.091000080108643,4.320000171661377,5500.0,,,,,
2024-09-10,4.139999866485596,4.139999866485596,3.940000057220459,3.950000047683716,10000.0,,,,,
2024-09-11,4.21999979019165,4.320000171661377,4.099999904632568,4.139999866485596,10600.0,,,,,
2024-09-12,4.201000213623047,4.300000190734863,3.990000009536743,4.184000015258789,9700.0,,,,,
2024-09-13,4.210000038146973,4.25,4.004000186920166,4.150000095367432,12800.0,,,,,
2024-09-16,4.070000171661377,4.25,4.070000171661377,4.239999771118164,3600.0,,,,,
2024-09-17,4.070000171661377,4.186999797821045,3.920000076293945,4.050000190734863,20600.0,,,,,
2024-09-18,4.170000076293945,4.170000076293945,4.019999980926514,4.019999980926514,2000.0,,,,,
2024-09-19,4.079999923706055,4.179999828338623,4.079999923706055,4.179999828338623,1900.0,,,,,
