Date,Close,High,Low,Open,Volume,"('Close', 'UOKA')","('High', 'UOKA')","('Low', 'UOKA')","('Open', 'UOKA')","('Volume', 'UOKA')"
2024-10-03,16.625,16.725000381469727,15.600000381469728,15.600000381469728,808.0,,,,,
2024-10-04,16.424999237060547,16.5,15.524999618530272,15.899999618530272,1520.0,,,,,
2024-10-07,16.75,17.0,16.25,16.799999237060547,732.0,,,,,
2024-10-08,16.424999237060547,16.75,16.0,16.274999618530273,392.0,,,,,
2024-10-09,15.25,16.0,15.25,15.925000190734863,600.0,,,,,
2024-10-10,15.25,16.0,15.0,15.25,672.0,,,,,
2024-10-11,14.0,14.75,13.274999618530272,14.550000190734863,1772.0,,,,,
2024-10-14,13.75,14.449999809265137,13.25,13.675000190734863,832.0,,,,,
2024-10-15,13.25,13.800000190734863,13.25,13.5,888.0,,,,,
2024-10-16,13.300000190734863,14.0,13.25,13.75,1704.0,,,,,
2024-10-17,17.975000381469727,18.375,13.699999809265137,13.75,20444.0,,,,,
2024-10-18,15.675000190734863,17.25,14.125,16.549999237060547,5932.0,,,,,
2024-10-21,14.0,16.25,13.5,15.75,4916.0,,,,,
2024-10-22,14.875,15.125,13.75,13.875,7868.0,,,,,
2024-10-23,15.5,16.125,14.0,14.0,3956.0,,,,,
2024-10-24,14.625,15.475000381469728,14.625,15.475000381469728,244.0,,,,,
2024-10-25,15.949999809265137,17.0,12.850000381469728,14.5,3040.0,,,,,
2024-10-28,15.324999809265137,15.949999809265137,15.25,15.25,368.0,,,,,
2024-10-29,15.074999809265137,15.074999809265137,14.5,14.574999809265137,1124.0,,,,,
2024-10-30,15.074999809265137,15.074999809265137,14.75,14.774999618530272,176.0,,,,,
2024-10-31,6.125,7.474999904632568,5.625,6.324999809265137,280464.0,,,,,
2024-11-01,5.550000190734863,6.599999904632568,4.949999809265137,5.875,122836.0,,,,,
2024-11-04,4.300000190734863,5.375,4.300000190734863,5.375,123368.0,,,,,
2024-11-05,4.025000095367432,4.449999809265137,4.025000095367432,4.400000095367432,75544.0,,,,,
2024-11-06,3.75,4.150000095367432,3.575000047683716,4.025000095367432,129852.0,,,,,
2024-11-07,4.875,6.199999809265137,4.175000190734863,6.150000095367432,6984036.0,,,,,
2024-11-08,4.724999904632568,4.724999904632568,4.025000095367432,4.199999809265137,356048.0,,,,,
2024-11-11,4.275000095367432,4.425000190734863,4.050000190734863,4.224999904632568,94400.0,,,,,
2024-11-12,4.349999904632568,4.699999809265137,4.175000190734863,4.175000190734863,139208.0,,,,,
2024-11-13,4.675000190734863,4.949999809265137,4.25,4.349999904632568,903840.0,,,,,
2024-11-14,4.525000095367432,8.350000381469727,4.300000190734863,4.699999809265137,2247840.0,,,,,
2024-11-15,4.474999904632568,4.75,4.125,4.25,135212.0,,,,,
2024-11-18,4.400000095367432,4.550000190734863,4.300000190734863,4.349999904632568,48308.0,,,,,
2024-11-19,4.650000095367432,4.800000190734863,4.125,4.300000190734863,155580.0,,,,,
2024-11-20,4.400000095367432,4.650000095367432,4.324999809265137,4.650000095367432,57108.0,,,,,
2024-11-21,4.224999904632568,4.324999809265137,4.074999809265137,4.300000190734863,66116.0,,,,,
2024-11-22,3.950000047683716,4.125,3.875,4.099999904632568,41976.0,,,,,
2024-11-25,4.074999809265137,4.25,3.75,3.924999952316284,53776.0,,,,,
2024-11-26,4.074999809265137,4.175000190734863,3.900000095367432,3.950000047683716,37444.0,,,,,
2024-11-27,4.050000190734863,4.175000190734863,3.950000047683716,4.074999809265137,28228.0,,,,,
2024-11-29,3.974999904632568,4.099999904632568,3.900000095367432,3.950000047683716,10812.0,,,,,
2024-12-02,4.025000095367432,4.050000190734863,3.825000047683716,3.924999952316284,31776.0,,,,,
2024-12-03,4.074999809265137,4.5,3.950000047683716,4.125,484932.0,,,,,
2024-12-04,4.150000095367432,4.25,3.724999904632568,3.950000047683716,77252.0,,,,,
2024-12-05,3.825000047683716,4.025000095367432,3.799999952316284,4.025000095367432,36656.0,,,,,
2024-12-06,3.625,3.974999904632568,3.525000095367432,3.775000095367432,35056.0,,,,,
2024-12-09,5.074999809265137,8.0,3.900000095367432,5.275000095367432,9333716.0,,,,,
2024-12-10,5.75,6.0,4.525000095367432,4.625,470324.0,,,,,
2024-12-11,5.724999904632568,6.25,4.75,5.25,340776.0,,,,,
2024-12-12,6.650000095367432,7.25,5.75,6.175000190734863,421812.0,,,,,
2024-12-13,6.0,6.900000095367432,5.824999809265137,6.5,166652.0,,,,,
2024-12-16,5.449999809265137,6.099999904632568,4.75,6.0,328076.0,,,,,
2024-12-17,6.474999904632568,7.150000095367432,5.625,5.875,283308.0,,,,,
2024-12-18,6.525000095367432,7.800000190734863,6.474999904632568,7.324999809265137,233040.0,,,,,
2024-12-19,5.675000190734863,7.0,5.150000095367432,6.974999904632568,172696.0,,,,,
2024-12-20,5.25,5.574999809265137,4.875,5.275000095367432,153784.0,,,,,
2024-12-23,5.474999904632568,5.675000190734863,5.025000095367432,5.5,52596.0,,,,,
2024-12-24,5.150000095367432,5.449999809265137,5.025000095367432,5.449999809265137,32200.0,,,,,
2024-12-26,4.75,5.199999809265137,4.574999809265137,5.0,78612.0,,,,,
2024-12-27,4.650000095367432,4.875,3.75,4.875,76532.0,,,,,
2024-12-30,4.974999904632568,5.400000095367432,4.5,4.699999809265137,85612.0,,,,,
2024-12-31,5.0,5.5,4.800000190734863,5.5,85520.0,,,,,
2025-01-02,6.375,6.400000095367432,4.824999809265137,4.849999904632568,227760.0,,,,,
2025-01-03,5.974999904632568,6.324999809265137,5.699999809265137,6.275000095367432,107192.0,,,,,
2025-01-06,5.150000095367432,5.75,5.0,5.724999904632568,79512.0,,,,,
2025-01-07,5.699999809265137,5.900000095367432,5.0,5.0,69976.0,,,,,
2025-01-08,5.0,5.75,4.800000190734863,5.525000095367432,62952.0,,,,,
2025-01-10,4.800000190734863,5.074999809265137,4.550000190734863,5.050000190734863,41144.0,,,,,
2025-01-13,4.724999904632568,5.25,4.525000095367432,4.574999809265137,24216.0,,,,,
2025-01-14,4.5,4.849999904632568,4.449999809265137,4.574999809265137,26784.0,,,,,
2025-01-15,4.474999904632568,4.5,4.275000095367432,4.425000190734863,18792.0,,,,,
2025-01-16,4.550000190734863,4.699999809265137,4.375,4.474999904632568,15784.0,,,,,
2025-01-17,4.400000095367432,4.599999904632568,4.125,4.400000095367432,31580.0,,,,,
2025-01-21,4.074999809265137,4.449999809265137,3.775000095367432,4.125,60264.0,,,,,
2025-01-22,4.224999904632568,4.474999904632568,4.0,4.125,18172.0,,,,,
2025-01-23,4.0,4.175000190734863,3.799999952316284,4.099999904632568,31420.0,,,,,
2025-01-24,4.224999904632568,4.25,4.0,4.050000190734863,10932.0,,,,,
2025-01-27,4.050000190734863,4.5,3.75,4.0,66072.0,,,,,
2025-01-28,4.0,4.5,3.849999904632568,4.349999904632568,56336.0,,,,,
2025-01-29,3.275000095367432,4.0,3.125,3.900000095367432,96008.0,,,,,
2025-01-30,3.400000095367432,3.424999952316284,3.25,3.3499999046325684,15700.0,,,,,
2025-01-31,3.25,3.950000047683716,3.25,3.400000095367432,144820.0,,,,,
2025-02-03,5.949999809265137,11.199999809265137,5.25,7.699999809265137,14163448.0,,,,,
2025-02-04,4.650000095367432,5.099999904632568,4.5,4.949999809265137,473040.0,,,,,
2025-02-05,4.025000095367432,4.574999809265137,3.75,4.375,180536.0,,,,,
2025-02-06,4.125,4.300000190734863,3.799999952316284,3.875,144016.0,,,,,
2025-02-07,4.824999809265137,7.074999809265137,4.175000190734863,4.224999904632568,3526928.0,,,,,
2025-02-10,4.275000095367432,4.425000190734863,4.025000095367432,4.275000095367432,127264.0,,,,,
2025-02-11,4.425000190734863,4.724999904632568,4.025000095367432,4.025000095367432,140180.0,,,,,
2025-02-12,4.574999809265137,4.75,4.324999809265137,4.5,105416.0,,,,,
2025-02-13,4.425000190734863,4.5,4.25,4.425000190734863,31208.0,,,,,
2025-02-14,4.300000190734863,4.400000095367432,4.125,4.300000190734863,35348.0,,,,,
2025-02-18,4.224999904632568,4.349999904632568,4.050000190734863,4.224999904632568,39868.0,,,,,
2025-02-19,4.099999904632568,4.25,4.025000095367432,4.224999904632568,26464.0,,,,,
2025-02-20,4.199999809265137,4.199999809265137,3.900000095367432,4.074999809265137,33332.0,,,,,
2025-02-21,4.25,5.925000190734863,4.050000190734863,5.25,2207476.0,,,,,
2025-02-24,4.25,4.449999809265137,4.050000190734863,4.150000095367432,160552.0,,,,,
2025-02-25,4.099999904632568,4.5,3.825000047683716,4.074999809265137,154036.0,,,,,
2025-02-26,4.125,4.224999904632568,3.825000047683716,3.825000047683716,30404.0,,,,,
2025-02-27,3.924999952316284,4.099999904632568,3.900000095367432,4.025000095367432,29732.0,,,,,
2025-02-28,3.849999904632568,4.0,3.775000095367432,4.0,19964.0,,,,,
2025-03-03,3.75,4.125,3.75,3.75,36560.0,,,,,
2025-03-04,4.400000095367432,6.150000095367432,4.050000190734863,5.675000190734863,5278256.0,,,,,
2025-03-05,4.0,4.375,3.849999904632568,3.875,163708.0,,,,,
2025-03-06,4.175000190734863,4.300000190734863,3.950000047683716,4.0,122668.0,,,,,
2025-03-07,4.199999809265137,4.375,4.0,4.0,86376.0,,,,,
2025-03-10,4.050000190734863,4.224999904632568,4.0,4.0,46352.0,,,,,
2025-03-11,4.074999809265137,4.25,3.799999952316284,3.950000047683716,89004.0,,,,,
2025-03-12,4.074999809265137,4.125,3.900000095367432,4.074999809265137,24276.0,,,,,
2025-03-13,4.025000095367432,4.050000190734863,3.900000095367432,3.974999904632568,22056.0,,,,,
2025-03-14,4.025000095367432,6.074999809265137,3.924999952316284,5.425000190734863,5597924.0,,,,,
2025-03-17,4.125,4.199999809265137,3.924999952316284,4.0,139536.0,,,,,
2025-03-18,4.074999809265137,4.150000095367432,3.900000095367432,3.900000095367432,80608.0,,,,,
2025-03-19,4.25,4.25,3.974999904632568,4.0,77916.0,,,,,
2025-03-20,4.199999809265137,4.25,4.050000190734863,4.199999809265137,36180.0,,,,,
2025-03-21,4.199999809265137,4.375,4.125,4.125,50904.0,,,,,
2025-03-24,4.449999809265137,4.625,4.224999904632568,4.25,92780.0,,,,,
2025-03-25,4.300000190734863,4.525000095367432,4.125,4.474999904632568,40344.0,,,,,
2025-03-26,4.275000095367432,4.400000095367432,4.025000095367432,4.25,17340.0,,,,,
2025-03-27,4.25,4.400000095367432,4.150000095367432,4.150000095367432,9404.0,,,,,
2025-03-28,4.150000095367432,4.324999809265137,4.074999809265137,4.300000190734863,8632.0,,,,,
2025-03-31,4.025000095367432,4.25,3.950000047683716,4.125,15328.0,,,,,
2025-04-01,3.974999904632568,4.25,3.875,3.924999952316284,57860.0,,,,,
2025-04-02,4.074999809265137,4.150000095367432,3.974999904632568,4.0,23012.0,,,,,
2025-04-03,3.950000047683716,4.125,3.75,3.75,20952.0,,,,,
2025-04-04,3.775000095367432,4.0,3.775000095367432,3.849999904632568,23580.0,,,,,
2025-04-07,3.75,4.125,3.25,3.549999952316284,54772.0,,,,,
2025-04-08,4.199999809265137,4.5,3.825000047683716,4.0,121444.0,,,,,
2025-04-09,3.825000047683716,4.199999809265137,3.375,4.199999809265137,66852.0,,,,,
2025-04-10,4.25,4.25,3.674999952316284,4.0,48220.0,,,,,
2025-04-11,3.924999952316284,4.550000190734863,3.825000047683716,4.224999904632568,69280.0,,,,,
2025-04-14,3.849999904632568,4.0,3.625,3.924999952316284,60028.0,,,,,
2025-04-15,3.950000047683716,3.950000047683716,3.724999904632568,3.875,21144.0,,,,,
2025-04-16,3.625,3.924999952316284,3.625,3.825000047683716,25124.0,,,,,
2025-04-17,3.650000095367432,3.799999952316284,3.424999952316284,3.75,18000.0,,,,,
2025-04-21,3.400000095367432,3.625,3.25,3.525000095367432,18184.0,,,,,
2025-04-22,3.400000095367432,3.424999952316284,3.299999952316284,3.299999952316284,10676.0,,,,,
2025-04-23,3.5,3.674999952316284,3.424999952316284,3.424999952316284,6624.0,,,,,
2025-04-24,3.799999952316284,4.400000095367432,3.450000047683716,3.625,474764.0,,,,,
2025-04-25,3.575000047683716,3.974999904632568,3.549999952316284,3.75,36604.0,,,,,
2025-04-28,3.299999952316284,3.575000047683716,3.299999952316284,3.575000047683716,56992.0,,,,,
2025-04-29,3.325000047683716,3.674999952316284,3.325000047683716,3.5,34632.0,,,,,
2025-04-30,3.424999952316284,3.5,3.275000095367432,3.275000095367432,23748.0,,,,,
2025-05-01,3.575000047683716,3.625,3.3499999046325684,3.5,40104.0,,,,,
2025-05-02,3.075000047683716,3.450000047683716,2.5,3.450000047683716,75996.0,,,,,
2025-05-05,3.049999952316284,3.25,3.049999952316284,3.075000047683716,21412.0,,,,,
2025-05-06,3.125,3.25,3.0999999046325684,3.200000047683716,11228.0,,,,,
2025-05-07,3.200000047683716,3.325000047683716,3.025000095367432,3.025000095367432,21328.0,,,,,
2025-05-08,3.299999952316284,3.3499999046325684,3.125,3.150000095367432,15040.0,,,,,
2025-05-09,3.400000095367432,3.799999952316284,3.125,3.125,57888.0,,,,,
2025-05-12,3.4749999046325684,4.300000190734863,3.25,3.325000047683716,1183800.0,,,,,
2025-05-13,3.275000095367432,3.849999904632568,3.275000095367432,3.275000095367432,203012.0,,,,,
2025-05-14,3.325000047683716,3.75,3.299999952316284,3.400000095367432,253204.0,,,,,
2025-05-15,2.049999952316284,2.299999952316284,1.975000023841858,2.125,113236.0,,,,,
2025-05-16,2.299999952316284,5.0,2.125,2.200000047683716,5548804.0,,,,,
2025-05-19,2.25,2.9749999046325684,2.075000047683716,2.950000047683716,188752.0,,,,,
2025-05-20,2.7300000190734863,2.799999952316284,2.259999990463257,2.259999990463257,1106100.0,,,,,
2025-05-21,2.3299999237060547,2.5899999141693115,2.200000047683716,2.549999952316284,326800.0,,,,,
2025-05-22,2.5,2.650000095367432,2.3399999141693115,2.4200000762939453,241000.0,,,,,
2025-05-23,2.4200000762939453,2.6700000762939453,2.4200000762939453,2.6700000762939453,76200.0,,,,,
2025-05-27,2.630000114440918,2.7799999713897705,2.450000047683716,2.450000047683716,214200.0,,,,,
2025-05-28,2.380000114440918,2.640000104904175,2.3499999046325684,2.640000104904175,103000.0,,,,,
2025-05-29,2.690000057220459,2.7799999713897705,2.3499999046325684,2.4820001125335693,239200.0,,,,,
2025-05-30,2.509999990463257,2.650000095367432,2.45199990272522,2.650000095367432,83800.0,,,,,
2025-06-02,2.559999942779541,2.569999933242798,2.401000022888184,2.5,47700.0,,,,,
2025-06-03,2.5899999141693115,2.880000114440918,2.5199999809265137,2.5199999809265137,214300.0,,,,,
2025-06-04,2.759999990463257,2.950000047683716,2.5299999713897705,2.5999999046325684,1164000.0,,,,,
2025-06-05,2.6700000762939453,2.9600000381469727,2.5999999046325684,2.720000028610229,163500.0,,,,,
2025-06-06,2.7799999713897705,3.0199999809265137,2.619999885559082,2.6410000324249268,272200.0,,,,,
2025-06-09,2.7300000190734863,2.884000062942505,2.691999912261963,2.720000028610229,41300.0,,,,,
2025-06-10,2.3299999237060547,2.7699999809265137,2.3299999237060547,2.7699999809265137,167700.0,,,,,
2025-06-11,2.569999933242798,2.640000104904175,2.444000005722046,2.4800000190734863,43400.0,,,,,
2025-06-12,2.549999952316284,2.619999885559082,2.549999952316284,2.549999952316284,37400.0,,,,,
2025-06-13,2.4760000705718994,2.568000078201294,2.424999952316284,2.549999952316284,50800.0,,,,,
2025-06-16,2.470000028610229,2.5199999809265137,2.470000028610229,2.470000028610229,22800.0,,,,,
2025-06-17,2.490000009536743,2.5859999656677246,2.490000009536743,2.5859999656677246,50500.0,,,,,
2025-06-18,2.630000114440918,2.650000095367432,2.4200000762939453,2.650000095367432,15300.0,,,,,
2025-06-20,2.561000108718872,2.609999895095825,2.539999961853028,2.572000026702881,20400.0,,,,,
2025-06-23,2.450000047683716,2.549999952316284,2.450000047683716,2.5290000438690186,31400.0,,,,,
2025-06-24,2.444999933242798,2.5799999237060547,2.430000066757202,2.539999961853028,25600.0,,,,,
2025-06-25,2.5199999809265137,2.6600000858306885,2.5,2.6600000858306885,57900.0,,,,,
2025-06-26,2.5,2.7100000381469727,2.434999942779541,2.5199999809265137,24800.0,,,,,
2025-06-27,2.5,2.5,2.2880001068115234,2.5,23700.0,,,,,
2025-06-30,2.549999952316284,2.565000057220459,2.400000095367432,2.400000095367432,16300.0,,,,,
2025-07-01,2.559999942779541,2.559999942779541,2.5160000324249268,2.549999952316284,11400.0,,,,,
2025-07-02,2.569999933242798,2.569999933242798,2.526000022888184,2.526000022888184,2200.0,,,,,
2025-07-03,2.569999933242798,2.609999895095825,2.5160000324249268,2.5899999141693115,4600.0,,,,,
2025-07-07,2.559999942779541,2.5899999141693115,2.509999990463257,2.509999990463257,8100.0,,,,,
2025-07-08,2.569999933242798,2.5999999046325684,2.510999917984009,2.5799999237060547,6500.0,,,,,
2025-07-09,2.5999999046325684,2.640000104904175,2.507999897003174,2.549999952316284,13100.0,,,,,
2025-07-10,2.549999952316284,2.700000047683716,2.549999952316284,2.549999952316284,51900.0,,,,,
2025-07-11,2.569999933242798,2.700000047683716,2.470000028610229,2.5199999809265137,47400.0,,,,,
2025-07-14,2.700000047683716,2.7249999046325684,2.559999942779541,2.569000005722046,62000.0,,,,,
2025-07-15,2.680000066757202,2.789999961853028,2.6010000705718994,2.740000009536743,133500.0,,,,,
2025-07-16,2.759999990463257,2.809000015258789,2.640000104904175,2.7699999809265137,43700.0,,,,,
2025-07-17,2.763999938964844,2.8929998874664307,2.7100000381469727,2.75,42100.0,,,,,
2025-07-18,2.630000114440918,2.7799999713897705,2.5799999237060547,2.7100000381469727,52200.0,,,,,
2025-07-21,2.880000114440918,2.900000095367432,2.640000104904175,2.640000104904175,85500.0,,,,,
2025-07-22,2.690000057220459,2.8499999046325684,2.5999999046325684,2.7219998836517334,39800.0,,,,,
2025-07-23,3.200000047683716,3.2699999809265137,2.5999999046325684,2.799999952316284,388100.0,,,,,
2025-07-24,2.930000066757202,3.200000047683716,2.9200000762939453,2.9200000762939453,93500.0,,,,,
2025-07-25,2.740000009536743,2.930000066757202,2.700000047683716,2.9200000762939453,67700.0,,,,,
2025-07-28,2.7799999713897705,3.0,2.700000047683716,2.8399999141693115,51700.0,,,,,
2025-07-29,2.640000104904175,2.7799999713897705,2.619999885559082,2.7799999713897705,20300.0,,,,,
2025-07-30,2.490000009536743,2.7720000743865967,2.490000009536743,2.6600000858306885,48500.0,,,,,
2025-07-31,2.5899999141693115,2.650000095367432,2.5429999828338623,2.559999942779541,8400.0,,,,,
2025-08-01,2.490000009536743,2.539999961853028,2.424999952316284,2.450000047683716,58500.0,,,,,
2025-08-04,2.5999999046325684,2.640000104904175,2.430000066757202,2.619999885559082,34200.0,,,,,
2025-08-05,2.5999999046325684,2.690000057220459,2.569999933242798,2.630000114440918,18500.0,,,,,
2025-08-06,2.650000095367432,2.650000095367432,2.539999961853028,2.5999999046325684,50700.0,,,,,
2025-08-07,2.5799999237060547,2.7679998874664307,2.549999952316284,2.640000104904175,36700.0,,,,,
2025-08-08,2.568000078201294,2.700000047683716,2.5199999809265137,2.5199999809265137,17500.0,,,,,
2025-08-11,2.6600000858306885,2.720000028610229,2.539999961853028,2.539999961853028,6000.0,,,,,
2025-08-12,2.740000009536743,2.806999921798706,2.6679999828338623,2.7300000190734863,12000.0,,,,,
2025-08-13,2.7300000190734863,2.799999952316284,2.569999933242798,2.569999933242798,42100.0,,,,,
2025-08-14,2.740000009536743,2.8299999237060547,2.720000028610229,2.743000030517578,18800.0,,,,,
2025-08-15,2.7100000381469727,2.742000102996826,2.6700000762939453,2.7219998836517334,8900.0,,,,,
2025-08-18,2.720000028610229,2.7850000858306885,2.7100000381469727,2.7850000858306885,6800.0,,,,,
2025-08-19,2.7100000381469727,2.799999952316284,2.650000095367432,2.650000095367432,7500.0,,,,,
2025-08-20,2.6600000858306885,2.789999961853028,2.5999999046325684,2.5999999046325684,15300.0,,,,,
2025-08-21,2.690000057220459,2.690000057220459,2.559999942779541,2.6600000858306885,11700.0,,,,,
2025-08-22,2.6600000858306885,2.688999891281128,2.5999999046325684,2.5999999046325684,8200.0,,,,,
2025-08-25,2.6600000858306885,2.75,2.549999952316284,2.549999952316284,43900.0,,,,,
2025-08-26,2.6449999809265137,2.690000057220459,2.6050000190734863,2.680000066757202,7000.0,,,,,
2025-08-27,2.559999942779541,2.650000095367432,2.5199999809265137,2.650000095367432,4400.0,,,,,
2025-08-28,2.559999942779541,2.625,2.5199999809265137,2.625,2400.0,,,,,
2025-08-29,2.559999942779541,2.690000057220459,2.559999942779541,2.559999942779541,7100.0,,,,,
2025-09-02,2.575000047683716,2.6600000858306885,2.5299999713897705,2.5299999713897705,6700.0,,,,,
2025-09-03,2.5899999141693115,2.6700000762939453,2.549999952316284,2.5810000896453857,8400.0,,,,,
2025-09-04,2.630000114440918,2.640000104904175,2.559999942779541,2.609999895095825,4900.0,,,,,
2025-09-05,2.630000114440918,2.809999942779541,2.630000114440918,2.680000066757202,20500.0,,,,,
2025-09-08,2.7799999713897705,2.9089999198913574,2.609999895095825,2.631999969482422,67600.0,,,,,
2025-09-09,2.549999952316284,3.289999961853028,2.4159998893737797,3.009999990463257,472100.0,,,,,
2025-09-10,2.759999990463257,2.8499999046325684,2.5999999046325684,2.650000095367432,33600.0,,,,,
2025-09-11,2.809999942779541,2.890000104904175,2.650000095367432,2.799999952316284,49700.0,,,,,
2025-09-12,2.8299999237060547,3.5199999809265137,2.75,3.5,18023300.0,,,,,
2025-09-15,2.720000028610229,2.8499999046325684,2.609999895095825,2.609999895095825,136700.0,,,,,
