Date,Close,High,Low,Open,Volume,"('Close', 'SFIX')","('High', 'SFIX')","('Low', 'SFIX')","('Open', 'SFIX')","('Volume', 'SFIX')"
2024-06-03,2.5799999237060547,2.650000095367432,2.490000009536743,2.490000009536743,2021200.0,,,,,
2024-06-04,2.6700000762939453,2.775000095367432,2.5199999809265137,2.539999961853028,4499400.0,,,,,
2024-06-05,3.4549999237060547,3.869999885559082,3.140000104904175,3.140000104904175,21089600.0,,,,,
2024-06-06,3.799999952316284,3.920000076293945,3.3299999237060547,3.359999895095825,6716500.0,,,,,
2024-06-07,3.724999904632568,3.920000076293945,3.630000114440918,3.740000009536743,3328800.0,,,,,
2024-06-10,3.819999933242798,3.869999885559082,3.6649999618530273,3.670000076293945,2193200.0,,,,,
2024-06-11,3.920000076293945,3.994999885559082,3.740000009536743,3.75,2550000.0,,,,,
2024-06-12,3.740000009536743,4.005000114440918,3.7100000381469727,3.910000085830689,2255800.0,,,,,
2024-06-13,3.549999952316284,3.759999990463257,3.470000028610229,3.740000009536743,1917700.0,,,,,
2024-06-14,3.450000047683716,3.565000057220459,3.4049999713897705,3.470000028610229,1570600.0,,,,,
2024-06-17,3.670000076293945,3.690000057220459,3.3919999599456787,3.430000066757202,1525700.0,,,,,
2024-06-18,3.869999885559082,3.9600000381469727,3.670000076293945,3.680000066757202,1919900.0,,,,,
2024-06-20,3.910000085830689,3.930000066757202,3.7300000190734863,3.799999952316284,1591600.0,,,,,
2024-06-21,3.920000076293945,4.059999942779541,3.7799999713897705,3.920000076293945,3210000.0,,,,,
2024-06-24,3.819999933242798,4.090000152587891,3.7899999618530273,3.900000095367432,1666400.0,,,,,
2024-06-25,3.9149999618530273,3.930000066757202,3.690000057220459,3.7699999809265137,1512400.0,,,,,
2024-06-26,3.839999914169312,3.9800000190734863,3.795000076293945,3.880000114440918,1449200.0,,,,,
2024-06-27,4.059999942779541,4.070000171661377,3.75,3.849999904632568,1783800.0,,,,,
2024-06-28,4.150000095367432,4.199999809265137,3.944999933242798,4.070000171661377,5325300.0,,,,,
2024-07-01,3.9800000190734863,4.230000019073486,3.9600000381469727,4.199999809265137,2194800.0,,,,,
2024-07-02,4.099999904632568,4.179999828338623,3.950000047683716,3.950000047683716,2596700.0,,,,,
2024-07-03,3.880000114440918,4.239999771118164,3.859999895095825,4.110000133514404,1837100.0,,,,,
2024-07-05,4.170000076293945,4.199999809265137,3.799999952316284,3.869999885559082,2960200.0,,,,,
2024-07-08,4.230000019073486,4.389999866485596,4.199999809265137,4.25,2826300.0,,,,,
2024-07-09,4.409999847412109,4.449999809265137,4.09499979019165,4.230000019073486,2718000.0,,,,,
2024-07-10,4.329999923706055,4.46999979019165,4.255000114440918,4.409999847412109,1489100.0,,,,,
2024-07-11,4.760000228881836,4.804999828338623,4.420000076293945,4.440000057220459,3054900.0,,,,,
2024-07-12,4.760000228881836,4.880000114440918,4.744999885559082,4.800000190734863,1762600.0,,,,,
2024-07-15,4.889999866485596,4.96999979019165,4.769999980926514,4.820000171661377,2151200.0,,,,,
2024-07-16,5.0,5.045000076293945,4.909999847412109,4.949999809265137,3062500.0,,,,,
2024-07-17,4.769999980926514,4.96999979019165,4.730000019073486,4.960000038146973,1958200.0,,,,,
2024-07-18,4.449999809265137,4.809999942779541,4.425000190734863,4.739999771118164,1429700.0,,,,,
2024-07-19,4.230000019073486,4.460000038146973,4.210000038146973,4.369999885559082,2074500.0,,,,,
2024-07-22,4.309999942779541,4.420000076293945,4.179999828338623,4.260000228881836,1670200.0,,,,,
2024-07-23,4.440000057220459,4.53000020980835,4.269999980926514,4.289999961853027,1241500.0,,,,,
2024-07-24,4.28000020980835,4.540999889373779,4.28000020980835,4.400000095367432,1584500.0,,,,,
2024-07-25,4.599999904632568,4.764999866485596,4.295000076293945,4.320000171661377,1694800.0,,,,,
2024-07-26,4.869999885559082,4.920000076293945,4.690000057220459,4.760000228881836,1400300.0,,,,,
2024-07-29,4.829999923706055,4.940000057220459,4.769999980926514,4.920000076293945,1074600.0,,,,,
2024-07-30,4.639999866485596,4.925000190734863,4.630000114440918,4.900000095367432,874700.0,,,,,
2024-07-31,4.710000038146973,4.920000076293945,4.510000228881836,4.639999866485596,1224700.0,,,,,
2024-08-01,4.349999904632568,4.71999979019165,4.260000228881836,4.710000038146973,1297500.0,,,,,
2024-08-02,4.090000152587891,4.199999809265137,4.039999961853027,4.099999904632568,1364800.0,,,,,
2024-08-05,3.7300000190734863,3.950000047683716,3.5999999046325684,3.670000076293945,2035800.0,,,,,
2024-08-06,3.5999999046325684,3.799999952316284,3.539999961853028,3.799999952316284,1277100.0,,,,,
2024-08-07,3.390000104904175,3.799999952316284,3.390000104904175,3.7100000381469727,1589500.0,,,,,
2024-08-08,3.539999961853028,3.609999895095825,3.380000114440918,3.430000066757202,1332000.0,,,,,
2024-08-09,3.359999895095825,3.565000057220459,3.315000057220459,3.5199999809265137,1721600.0,,,,,
2024-08-12,3.240000009536743,3.369999885559082,3.190999984741211,3.3499999046325684,1395400.0,,,,,
2024-08-13,3.369999885559082,3.400000095367432,3.2100000381469727,3.25,1291300.0,,,,,
