Date,Close,High,Low,Open,Volume,"('Close', 'KULR')","('High', 'KULR')","('Low', 'KULR')","('Open', 'KULR')","('Volume', 'KULR')"
2024-06-03,2.559999942779541,2.640000104904175,2.4800000190734863,2.640000104904175,153475.0,,,,,
2024-06-04,2.4800000190734863,2.640000104904175,2.4800000190734863,2.559999942779541,177450.0,,,,,
2024-06-05,2.4800000190734863,2.4800000190734863,2.400000095367432,2.4800000190734863,150375.0,,,,,
2024-06-06,2.319999933242798,2.4800000190734863,2.319999933242798,2.4800000190734863,301138.0,,,,,
2024-06-07,2.240000009536743,2.4800000190734863,2.0,2.4800000190734863,411725.0,,,,,
2024-06-10,2.4800000190734863,2.640000104904175,2.1600000858306885,2.240000009536743,356313.0,,,,,
2024-06-11,2.799999952316284,2.880000114440918,2.4800000190734863,2.4800000190734863,311850.0,,,,,
2024-06-12,2.720000028610229,3.200000047683716,2.640000104904175,3.039999961853028,571938.0,,,,,
2024-06-13,3.039999961853028,3.119999885559082,2.720000028610229,2.720000028610229,369588.0,,,,,
2024-06-14,2.880000114440918,3.440000057220459,2.799999952316284,3.039999961853028,567175.0,,,,,
2024-06-17,2.9600000381469727,3.119999885559082,2.799999952316284,3.039999961853028,221338.0,,,,,
2024-06-18,2.880000114440918,3.039999961853028,2.880000114440918,3.039999961853028,148263.0,,,,,
2024-06-20,2.720000028610229,3.119999885559082,2.559999942779541,2.9600000381469727,478363.0,,,,,
2024-06-21,2.880000114440918,2.9600000381469727,2.640000104904175,2.799999952316284,276050.0,,,,,
2024-06-24,2.720000028610229,2.9600000381469727,2.720000028610229,2.9600000381469727,175088.0,,,,,
2024-06-25,2.9600000381469727,3.2799999713897705,2.880000114440918,2.9600000381469727,658638.0,,,,,
2024-06-26,3.200000047683716,3.440000057220459,3.039999961853028,3.119999885559082,495888.0,,,,,
2024-06-27,3.359999895095825,3.5199999809265137,3.200000047683716,3.200000047683716,474888.0,,,,,
2024-06-28,3.200000047683716,3.359999895095825,3.039999961853028,3.359999895095825,207475.0,,,,,
2024-07-01,3.039999961853028,3.200000047683716,3.039999961853028,3.119999885559082,151938.0,,,,,
2024-07-02,3.119999885559082,3.2799999713897705,3.039999961853028,3.039999961853028,111888.0,,,,,
2024-07-03,3.119999885559082,3.200000047683716,3.119999885559082,3.119999885559082,87875.0,,,,,
2024-07-05,2.9600000381469727,3.119999885559082,2.799999952316284,2.9600000381469727,396875.0,,,,,
2024-07-08,3.039999961853028,3.039999961853028,2.880000114440918,2.9600000381469727,197563.0,,,,,
2024-07-09,2.799999952316284,3.039999961853028,2.799999952316284,3.039999961853028,247263.0,,,,,
2024-07-10,2.799999952316284,2.880000114440918,2.640000104904175,2.799999952316284,274238.0,,,,,
