Date,Close,High,Low,Open,Volume,"('Close', 'MPW')","('High', 'MPW')","('Low', 'MPW')","('Open', 'MPW')","('Volume', 'MPW')"
2024-06-03,4.937079906463623,5.008502329766112,4.829945845798666,4.865657057449911,17531100.0,,,,,
2024-06-04,4.928152084350586,4.963863297405129,4.865657248649516,4.91922449394257,7985100.0,,,,,
2024-06-05,5.026358127593994,5.044213734101684,4.803162833392249,4.946007685453769,11863400.0,,,,,
2024-06-06,4.97279167175293,5.026358495193576,4.910296831549874,5.017430478431167,8373500.0,,,,,
2024-06-07,4.794235229492188,4.883513269706783,4.704957189277591,4.821018854412204,12741000.0,,,,,
2024-06-10,4.61973237991333,4.803419369237302,4.61973237991333,4.74831327244011,14030400.0,,,,,
2024-06-11,4.52788782119751,4.601363044711383,4.445228906403837,4.601363044711383,12512300.0,,,,,
2024-06-12,4.4452290534973145,4.830972128446326,4.4452290534973145,4.684022114500242,16510400.0,,,,,
2024-06-13,4.436044692993164,4.592178843751814,4.390123167322227,4.582994275851045,10752400.0,,,,,
2024-06-14,4.454413414001465,4.500335377855375,4.380938622190651,4.454413414001465,6635300.0,,,,,
2024-06-17,4.417675971984863,4.454413367506809,4.335016613088334,4.4084918420765264,9964900.0,,,,,
2024-06-18,4.417675971984863,4.5187040286423645,4.390123144315553,4.39930727422389,6772000.0,,,,,
2024-06-20,4.417675971984863,4.436044669745836,4.298279217566389,4.39930727422389,10656300.0,,,,,
2024-06-21,4.408492088317871,4.454413616313153,4.371754690743916,4.39930751995222,13415400.0,,,,,
2024-06-24,4.454413414001465,4.491150809906872,4.380938622190651,4.408491888091858,6015600.0,,,,,
2024-06-25,4.325832366943359,4.4176758532803575,4.279910404802716,4.408491723618802,10366500.0,,,,,
2024-06-26,4.270726680755615,4.307464078779568,4.233989282731663,4.279910811289438,7221000.0,,,,,
2024-06-27,4.279910564422607,4.307463830323454,4.1788829446562135,4.2707264344185285,6966000.0,,,,,
2024-06-28,3.958457946777344,4.279910364934596,3.903351855488468,4.270726235358592,32877000.0,,,,,
2024-07-01,3.756402492523194,3.976826870224704,3.719665096239608,3.9400894739411183,17189400.0,,,,,
2024-07-02,3.701296329498291,3.738033725100988,3.600268272618724,3.7104804594268153,20978600.0,,,,,
2024-07-03,3.728848934173584,3.756402198199559,3.664558495714629,3.710480237471025,6056100.0,,,,,
2024-07-05,3.848246097564697,3.848246097564697,3.692111939748514,3.74721803581111,8474600.0,,,,,
2024-07-08,3.793140172958374,3.9951958676544814,3.7747714734405458,3.903352370065341,11042700.0,,,,,
2024-07-09,3.912536859512329,3.940089689258567,3.7564026978025415,3.894167722422394,12660800.0,,,,,
2024-07-10,4.031933307647705,4.06867070705655,3.921721109421169,3.9309056782455536,7478800.0,,,,,
2024-07-11,4.15132999420166,4.243173490942869,3.866614935331745,4.188067392898144,23486700.0,,,,,
2024-07-12,4.15132999420166,4.233989360240916,4.105408026858887,4.188067392898144,9767100.0,,,,,
