Date,Close,High,Low,Open,Volume,"('Close', 'VRNS')","('High', 'VRNS')","('Low', 'VRNS')","('Open', 'VRNS')","('Volume', 'VRNS')"
2024-06-03,42.15999984741211,43.310001373291016,41.650001525878906,43.11000061035156,1178900.0,,,,,
2024-06-04,41.5,42.3650016784668,41.130001068115234,42.20000076293945,1030000.0,,,,,
2024-06-05,42.84999847412109,42.91999816894531,41.52999877929688,41.93000030517578,1257100.0,,,,,
2024-06-06,42.27000045776367,43.09999847412109,42.2599983215332,42.9900016784668,552700.0,,,,,
2024-06-07,42.36000061035156,42.40999984741211,41.880001068115234,42.290000915527344,668700.0,,,,,
2024-06-10,42.70000076293945,43.02999877929688,42.08000183105469,42.27000045776367,1271700.0,,,,,
2024-06-11,42.959999084472656,43.18000030517578,41.869998931884766,42.38999938964844,4252600.0,,,,,
2024-06-12,42.52000045776367,44.46500015258789,42.4900016784668,43.900001525878906,1142600.0,,,,,
2024-06-13,41.84000015258789,42.58000183105469,41.41999816894531,42.58000183105469,860900.0,,,,,
2024-06-14,42.81999969482422,43.09999847412109,41.84000015258789,43.04999923706055,1861300.0,,,,,
2024-06-17,43.70000076293945,43.7400016784668,42.290000915527344,42.84999847412109,1407100.0,,,,,
2024-06-18,43.33000183105469,43.59000015258789,42.380001068115234,43.59000015258789,1130300.0,,,,,
2024-06-20,43.33000183105469,43.61000061035156,43.02000045776367,43.27999877929688,983100.0,,,,,
2024-06-21,44.220001220703125,44.27000045776367,43.05500030517578,43.29999923706055,4680800.0,,,,,
2024-06-24,43.31999969482422,44.650001525878906,43.29999923706055,44.20000076293945,2360300.0,,,,,
2024-06-25,43.310001373291016,43.59199905395508,42.70000076293945,43.29999923706055,1089200.0,,,,,
2024-06-26,43.45000076293945,44.0099983215332,42.58000183105469,43.09999847412109,940100.0,,,,,
2024-06-27,45.959999084472656,46.31999969482422,43.41999816894531,43.56999969482422,1369400.0,,,,,
2024-06-28,47.970001220703125,48.220001220703125,46.13999938964844,46.13999938964844,2685300.0,,,,,
2024-07-01,47.4900016784668,48.02000045776367,46.84000015258789,47.970001220703125,1058300.0,,,,,
2024-07-02,48.02999877929688,48.130001068115234,47.15999984741211,47.54999923706055,967600.0,,,,,
2024-07-03,48.0,48.4900016784668,47.84000015258789,48.02999877929688,454100.0,,,,,
2024-07-05,48.33000183105469,48.56999969482422,47.47999954223633,47.59000015258789,606600.0,,,,,
2024-07-08,46.93000030517578,48.59000015258789,46.540000915527344,48.290000915527344,1166800.0,,,,,
2024-07-09,46.02999877929688,46.959999084472656,45.63999938964844,46.959999084472656,952300.0,,,,,
2024-07-10,46.34000015258789,46.61000061035156,45.29499816894531,46.18000030517578,915800.0,,,,,
2024-07-11,48.16999816894531,49.119998931884766,46.834999084472656,47.02999877929688,1722800.0,,,,,
2024-07-12,49.45000076293945,50.130001068115234,48.13999938964844,48.29999923706055,1378300.0,,,,,
2024-07-15,50.560001373291016,50.959999084472656,49.93000030517578,49.9900016784668,1784000.0,,,,,
2024-07-16,50.7599983215332,51.7400016784668,50.2400016784668,50.970001220703125,1047700.0,,,,,
2024-07-17,49.56999969482422,50.720001220703125,49.56999969482422,49.97999954223633,1333300.0,,,,,
2024-07-18,47.52999877929688,49.560001373291016,47.02999877929688,49.52999877929688,1225600.0,,,,,
2024-07-19,46.970001220703125,48.0,46.619998931884766,47.790000915527344,1029300.0,,,,,
2024-07-22,47.29999923706055,48.209999084472656,46.54999923706055,47.43000030517578,1189300.0,,,,,
2024-07-23,47.47999954223633,47.93999862670898,46.709999084472656,47.09999847412109,1007300.0,,,,,
2024-07-24,46.65999984741211,47.970001220703125,46.540000915527344,47.310001373291016,1053900.0,,,,,
2024-07-25,46.90999984741211,47.525001525878906,46.0099983215332,47.31999969482422,1446500.0,,,,,
2024-07-26,48.470001220703125,48.5099983215332,46.900001525878906,47.63999938964844,1536300.0,,,,,
2024-07-29,48.4900016784668,49.970001220703125,47.935001373291016,48.84999847412109,2177100.0,,,,,
2024-07-30,55.59000015258789,56.68000030517578,52.470001220703125,54.900001525878906,8559800.0,,,,,
2024-07-31,55.130001068115234,57.0,54.52000045776367,56.63999938964844,2310600.0,,,,,
2024-08-01,53.16999816894531,55.09999847412109,52.2599983215332,54.84999847412109,2217800.0,,,,,
2024-08-02,51.79999923706055,52.09000015258789,49.869998931884766,50.94200134277344,1669200.0,,,,,
2024-08-05,50.27999877929688,51.040000915527344,48.2400016784668,48.59999847412109,1741400.0,,,,,
2024-08-06,51.58000183105469,52.29999923706055,50.150001525878906,50.630001068115234,1918700.0,,,,,
2024-08-07,51.09000015258789,53.43000030517578,51.0,52.43000030517578,1023600.0,,,,,
2024-08-08,53.75,53.97999954223633,51.77000045776367,52.02000045776367,1317100.0,,,,,
2024-08-09,54.77000045776367,54.91999816894531,53.560001373291016,53.84999847412109,1190600.0,,,,,
2024-08-12,54.43999862670898,55.04999923706055,53.5099983215332,54.84999847412109,928400.0,,,,,
2024-08-13,54.83000183105469,55.09999847412109,54.47999954223633,54.77000045776367,682600.0,,,,,
2024-08-14,55.220001220703125,55.52999877929688,54.73500061035156,55.11000061035156,630700.0,,,,,
2024-08-15,55.220001220703125,56.31999969482422,54.5099983215332,55.91999816894531,927000.0,,,,,
2024-08-16,55.220001220703125,55.72499847412109,54.7599983215332,54.97999954223633,586100.0,,,,,
2024-08-19,55.97999954223633,55.9900016784668,54.95000076293945,55.18999862670898,625300.0,,,,,
2024-08-20,56.470001220703125,56.70000076293945,55.970001220703125,56.11000061035156,925000.0,,,,,
2024-08-21,57.060001373291016,57.165000915527344,56.119998931884766,56.47999954223633,657500.0,,,,,
2024-08-22,56.2599983215332,57.310001373291016,56.060001373291016,57.290000915527344,615100.0,,,,,
2024-08-23,57.27000045776367,57.38999938964844,56.34999847412109,56.91999816894531,891600.0,,,,,
2024-08-26,57.540000915527344,58.32400131225586,57.34000015258789,57.5,709300.0,,,,,
