Date,Close,High,Low,Open,Volume,"('Close', 'AMAT')","('High', 'AMAT')","('Low', 'AMAT')","('Open', 'AMAT')","('Volume', 'AMAT')"
2024-06-03,211.5986175537109,215.68814708111984,206.38297105678728,215.66838667653911,3828100.0,,,,,
2024-06-04,209.6328887939453,211.73692740557848,206.48177474623463,211.19362928135703,4379600.0,,,,,
2024-06-05,220.6469573974609,221.98050597479985,215.5301124843712,216.92292720776535,7887900.0,,,,,
2024-06-06,219.0467071533203,220.538293735246,216.3499920477507,218.96768060243525,3951200.0,,,,,
2024-06-07,219.0269470214844,221.8125764207689,217.39706774166365,221.47672488366703,3627200.0,,,,,
2024-06-10,225.37857055664065,226.04040097024847,216.95255854370745,217.03158509540629,4796900.0,,,,,
2024-06-11,227.1664886474609,227.26527559905625,221.9014636702109,224.4994067548866,4768600.0,,,,,
2024-06-12,234.75286865234372,235.4937256101013,227.96662374257176,228.60869374351896,5573500.0,,,,,
2024-06-13,234.6540985107422,235.454221619418,228.59882277441895,228.64821625319087,3682400.0,,,,,
2024-06-14,234.14041137695312,235.35541246171476,230.77197841760173,231.22637727755915,3306500.0,,,,,
2024-06-17,239.89935302734372,240.31423110009936,233.38969374240864,233.78481140995507,4974600.0,,,,,
2024-06-18,244.8087615966797,246.37937464411692,239.1387312292605,239.8203220049185,5256900.0,,,,,
2024-06-20,237.06434631347656,244.80876718268243,235.75055820789777,243.9888836999781,7045000.0,,,,,
2024-06-21,232.54019165039065,235.57275837293685,229.99164183976768,235.4147203397556,15289800.0,,,,,
2024-06-24,227.0380859375,232.54019097447264,226.63308050695767,230.15956694355643,5928700.0,,,,,
2024-06-25,231.41407775878903,231.69066314361373,225.75391989066236,228.22344302143463,4594900.0,,,,,
2024-06-26,229.3396759033203,234.03176992551204,227.98638202968087,232.13517794001157,4818700.0,,,,,
2024-06-27,229.6952972412109,234.92081692259907,228.9742006665662,234.60471070902807,4309600.0,,,,,
2024-06-28,233.1131134033203,238.34849043904111,231.0584683275321,232.48091607790647,6387400.0,,,,,
2024-07-01,234.51580810546875,235.4542239202119,230.2385920537257,233.9725099792153,4239600.0,,,,,
2024-07-02,237.9237365722656,238.06202926436305,232.1549341693831,232.1549341693831,3510600.0,,,,,
2024-07-03,240.3438720703125,241.73668676426303,236.92606042266985,238.6942323912936,2768800.0,,,,,
2024-07-05,239.63265991210935,241.73669859218424,237.9336266716988,241.7070655183331,4076200.0,,,,,
2024-07-08,243.2875213623047,244.1666709478503,240.1462953396043,240.1462953396043,3782100.0,,,,,
2024-07-09,248.4043884277344,249.05634613740352,244.4630241713957,244.97668919169013,4889900.0,,,,,
2024-07-10,251.8617248535156,252.7705075518068,247.6042694116018,249.91573943156655,4258100.0,,,,,
2024-07-11,238.31884765625,252.45441029503723,238.160809635916,252.45441029503723,5623800.0,,,,,
2024-07-12,240.4327850341797,245.73733138888332,237.60764974580852,238.6646129644613,5396300.0,,,,,
2024-07-15,242.55657958984372,245.77683252094687,240.64022711281177,241.53913720424825,3674300.0,,,,,
2024-07-16,242.843017578125,244.50254492299817,238.9905676087684,243.94937416563133,4124800.0,,,,,
2024-07-17,217.38717651367188,230.4756483314722,217.08094300246648,228.42100339964333,10538900.0,,,,,
2024-07-18,214.9966735839844,219.61962863335515,210.65031898686965,219.44181513353143,7715800.0,,,,,
2024-07-19,207.6967620849609,215.61899628459864,207.1139582600617,214.84850629542996,6517100.0,,,,,
2024-07-22,220.74571228027344,221.35814913088532,210.75896115620668,213.5939685975803,7515600.0,,,,,
2024-07-23,216.9723052978516,219.2442696875577,215.95486293132305,217.7625557472416,3635300.0,,,,,
2024-07-24,204.01223754882807,215.1152186376528,203.0244283261745,214.72008590492783,9263400.0,,,,,
2024-07-25,199.8535919189453,206.65959763509747,197.88784591583283,204.62469774359408,9961400.0,,,,,
2024-07-26,203.95297241210935,205.8199312492134,200.33758702191665,204.4666374307967,5209000.0,,,,,
2024-07-29,203.06396484375,209.93910912449,202.39224668254337,205.7606800098212,4199200.0,,,,,
2024-07-30,194.3415985107422,206.62006033162527,192.95865650825772,205.7211502909264,7652600.0,,,,,
2024-07-31,209.61312866210935,210.27495907874584,202.00700013137515,203.58750102703812,11123700.0,,,,,
2024-08-01,193.90695190429688,206.5311524652143,189.9754754492724,201.6414998658909,11268300.0,,,,,
2024-08-02,179.5935821533203,187.2589909320878,177.4401654052376,185.5797032907868,12991600.0,,,,,
2024-08-05,179.67262268066406,184.8882542800392,169.51794486424637,173.02467069290117,10079100.0,,,,,
2024-08-06,181.0753173828125,186.21192264348105,178.10201686508364,181.0852051222245,5803900.0,,,,,
2024-08-07,176.3338165283203,189.06667663345797,175.77077311685335,187.68374976952825,6652100.0,,,,,
2024-08-08,188.22705078125,188.50363615834436,178.98115583514166,183.00153154183127,8637100.0,,,,,
2024-08-09,188.849365234375,190.96329149984496,185.75753253047156,187.69363022027545,5050800.0,,,,,
2024-08-12,190.7360992431641,194.0057457023508,188.0295113350338,189.1654860314393,5568100.0,,,,,
2024-08-13,198.3520965576172,199.36953885951127,191.3584053948761,194.0452477084525,6198900.0,,,,,
2024-08-14,199.17198181152344,202.31320795864173,195.31951673327103,200.21905719389625,5377900.0,,,,,
2024-08-15,209.24761962890625,210.4033545564697,202.62930116210688,204.7827179315572,12073500.0,,,,,
2024-08-16,205.36553955078125,206.34347614640765,198.72746010399325,202.4515052422927,11644600.0,,,,,
2024-08-19,208.3684844970703,208.53641025994332,200.03137205982225,204.4765136611516,5285400.0,,,,,
2024-08-20,203.64675903320312,208.0227467851353,201.85882669852123,206.73859174283305,4860300.0,,,,,
2024-08-21,206.57066345214844,207.43994040666368,204.0517619482858,205.5137154031564,4460500.0,,,,,
2024-08-22,198.13839721679688,208.17397792344224,197.38622890624004,206.4815954492747,6621900.0,,,,,
2024-08-23,200.58297729492188,203.71044040507783,198.11861295973688,200.07823452337493,5296400.0,,,,,
2024-08-26,194.20928955078125,199.1874912051548,193.14040919156287,198.60357043812587,7333900.0,,,,,
2024-08-27,193.7540283203125,194.7734205065436,189.81500219511028,192.7742175823365,6632500.0,,,,,
2024-08-28,190.90370178222656,194.6150859076276,188.83522732073496,192.675262493354,6412500.0,,,,,
2024-08-29,190.9927520751953,196.2678673245304,189.6962444346788,194.6447561017857,6730300.0,,,,,
2024-08-30,195.2286834716797,195.8027126567208,190.56719378018576,195.495907339226,7313800.0,,,,,
2024-09-03,181.481689453125,192.0715151836656,180.62065336277524,191.09170455896404,12163400.0,,,,,
2024-09-04,180.50192260742188,182.4219476165336,175.602883807234,178.13653455329114,6378100.0,,,,,
2024-09-05,178.3839569091797,181.8479151324045,176.05815034720786,177.19630200846083,6495000.0,,,,,
2024-09-06,172.9504852294922,178.8491178654542,171.6044894327957,177.6515713802223,8887900.0,,,,,
2024-09-09,175.72164916992188,176.7113514856053,172.7723404976498,175.2762861481961,7492500.0,,,,,
2024-09-10,176.2165069580078,176.6717615834224,172.3170772712315,176.13732895757497,5367900.0,,,,,
2024-09-11,184.02523803710935,184.490399300861,173.6036745948844,178.38393825525307,8187100.0,,,,,
2024-09-12,181.3233795166016,183.2236062722425,178.19591637429963,182.46153121188357,8011700.0,,,,,
2024-09-13,186.5292053222656,186.8558089138337,183.04544878053227,183.39185064779952,4851300.0,,,,,
2024-09-16,185.6483612060547,185.9749647807016,181.2540805313997,183.0949274328995,5915800.0,,,,,
2024-09-17,186.64794921875,188.53828419650927,184.0648256658496,187.54858191726257,4026100.0,,,,,
2024-09-18,184.2231903076172,189.68635137412025,183.83720700464823,188.7956102199664,4266900.0,,,,,
2024-09-19,194.68435668945312,196.28766967031467,190.92348472412635,192.54659598053144,7326100.0,,,,,
2024-09-20,190.18121337890625,193.51650557423048,187.5189115546493,192.34866401208677,14306900.0,,,,,
2024-09-23,192.04183959960935,193.62536941882888,190.7057504724488,192.4179313295474,4457900.0,,,,,
2024-09-24,194.7536163330078,195.81260503707892,191.76471117470172,194.48639248498804,4849700.0,,,,,
2024-09-25,195.27816772460935,198.22747649102493,193.2789647546488,193.2789647546488,5060100.0,,,,,
2024-09-26,207.45152282714844,209.9653603045811,200.41473808584567,208.64906938834253,7849800.0,,,,,
2024-09-27,202.80979919433597,209.1537947397369,201.89927486498704,208.9063691577945,4524800.0,,,,,
2024-09-30,199.9693603515625,202.2060821981554,196.64395989284165,198.93016987665115,5746000.0,,,,,
2024-10-01,195.1693115234375,201.9586706354667,191.64597337288865,201.3153701119652,6930100.0,,,,,
2024-10-02,199.07862854003903,202.40402915499865,194.7140525030033,195.79282447737685,5536600.0,,,,,
2024-10-03,197.53469848632807,201.03825344093792,195.6740682425648,195.6740682425648,3813300.0,,,,,
2024-10-04,199.8901824951172,202.80980137307023,197.45550809791905,202.51288765121797,4131100.0,,,,,
2024-10-07,198.06912231445312,199.51407918767788,196.1886789196968,197.32684560375787,3711100.0,,,,,
2024-10-08,198.8114013671875,200.46420238360696,196.6241526558429,198.06912464774808,3616100.0,,,,,
2024-10-09,202.9483642578125,203.4729053023729,198.56399003598503,199.3260499827406,4141600.0,,,,,
2024-10-10,201.85971069335935,202.14671774824689,197.89099435426752,198.94998318441395,3796800.0,,,,,
2024-10-11,202.9483642578125,205.09601657456463,200.05843516838132,200.05843516838132,2604100.0,,,,,
2024-10-14,211.6874237060547,212.0437171370491,204.8287940364856,204.8287940364856,5239300.0,,,,,
