Date,Close,High,Low,Open,Volume,"('Close', 'OPRA')","('High', 'OPRA')","('Low', 'OPRA')","('Open', 'OPRA')","('Volume', 'OPRA')"
2024-06-03,12.801513671875,13.146241377295574,12.624491672861575,13.090340067516722,380200.0,,,,,
2024-06-04,12.633809089660645,12.87604958411299,12.605857545714542,12.717661055893004,237100.0,,,,,
2024-06-05,12.484737396240234,12.78288099152856,12.38225106292774,12.77356380980869,344000.0,,,,,
2024-06-06,12.410202026367188,12.587224929279785,12.214545648089535,12.484737704898162,341800.0,,,,,
2024-06-07,12.820148468017578,12.91331761698046,12.186594345514544,12.475420750930729,779100.0,,,,,
2024-06-10,14.133840560913086,16.07176983846882,13.723893470352078,14.674224635123704,10945500.0,,,,,
2024-06-11,14.171109199523926,14.320180554152298,13.62140791293028,14.208377038181018,1111300.0,,,,,
2024-06-12,14.20837688446045,14.655590943507152,14.040671168050258,14.441301095681112,844600.0,,,,,
2024-06-13,13.528238296508787,14.32949724441914,13.518921115030274,14.301546588518926,776400.0,,,,,
2024-06-14,13.602773666381836,13.966134850546457,13.481652975481856,13.63072432165558,429600.0,,,,,
2024-06-17,13.714576721191406,13.742527375538216,13.295313351848144,13.584138853347495,562800.0,,,,,
2024-06-18,13.211461067199709,13.686625765626747,13.192826704478678,13.56550596208135,571800.0,,,,,
2024-06-20,12.91331672668457,13.3232637971709,12.745611914699497,13.230093766096209,688300.0,,,,,
2024-06-21,13.146241188049316,13.19282620455128,12.66175932662066,12.820147849606158,547900.0,,,,,
2024-06-24,13.062390327453612,13.192827318429636,12.969220286583289,13.053073145659509,500600.0,,,,,
2024-06-25,13.053071975708008,13.136924827268468,12.820147782944632,13.07170544909073,345800.0,,,,,
2024-06-26,13.230094909667969,13.435068462628465,12.885367186550749,12.959902862439048,414800.0,,,,,
2024-06-27,13.379165649414062,13.435067848040712,13.136925158126065,13.230094304456738,292500.0,,,,,
2024-06-28,13.08102321624756,13.574822278244577,13.053072560653284,13.397800274767077,367800.0,,,,,
2024-07-01,12.885366439819336,13.248728505118782,12.857415785114853,13.043754964036893,507200.0,,,,,
2024-07-02,12.213753700256348,12.846989168937704,11.954703616931724,12.72226101215196,1605200.0,,,,,
2024-07-03,12.415237426757812,12.568749636833216,12.012270734683298,12.194565168836068,594700.0,,,,,
2024-07-05,12.386454582214355,12.530372111019808,12.232943283488153,12.41523772197564,440000.0,,,,,
2024-07-08,12.616722106933594,12.952528774494382,12.33848263652592,12.415238289397031,733200.0,,,,,
2024-07-09,13.173199653625488,13.413061272212984,12.511181988923765,12.578342949328436,944000.0,,,,,
2024-07-10,12.99090576171875,13.163606427022088,12.751044133241669,13.163606427022088,444600.0,,,,,
2024-07-11,12.578343391418455,13.134822292900008,12.453615235569217,13.038878191092548,474600.0,,,,,
2024-07-12,12.376859664916992,12.741449450046265,12.348076525696117,12.66469380212426,597500.0,,,,,
2024-07-15,12.386454582214355,12.674288724825743,12.232943283488153,12.24253796840842,476800.0,,,,,
2024-07-16,12.42483139038086,12.597532044818406,12.300103241620349,12.491993264328483,375600.0,,,,,
2024-07-17,11.839570999145508,12.348077432731298,11.829976313700598,12.232943952391096,538200.0,,,,,
2024-07-18,11.734030723571776,12.012271098063202,11.58051942385204,11.8491651133611,595500.0,,,,,
2024-07-19,11.369441032409668,11.772408622900102,11.359846348112406,11.51335763687077,887600.0,,,,,
2024-07-22,11.734030723571776,11.829975743396371,11.379035614220005,11.388630299202369,583300.0,,,,,
2024-07-23,11.628491401672363,11.75321955573727,11.48457479352027,11.55173575532465,425800.0,,,,,
2024-07-24,11.263901710510254,11.638086175578122,11.091201962401572,11.503763335938494,604200.0,,,,,
2024-07-25,11.302279472351074,11.532547326906217,11.043229394100823,11.139173494749278,458500.0,,,,,
2024-07-26,11.273496627807615,11.427007924850184,11.11998533076505,11.30227976725322,419900.0,,,,,
2024-07-29,11.465386390686035,11.494169531742276,11.196741605828835,11.196741605828835,264300.0,,,,,
2024-07-30,11.973892211914062,12.021864721240542,11.350252335668356,11.4653858090522,903000.0,,,,,
2024-07-31,12.06983757019043,12.491994566142775,11.887543127619782,11.9930819191081,605100.0,,,,,
2024-08-01,11.647680282592772,12.108214141377609,11.436601806483337,12.069836319812204,363500.0,,,,,
2024-08-02,11.033635139465332,11.407819617073114,10.832151330753376,11.110390788974696,583100.0,,,,,
2024-08-05,10.534722328186035,10.726612363781006,9.700003967346117,10.102971578096351,662700.0,,,,,
2024-08-06,10.42918300628662,10.621072117050971,10.26607703338706,10.362022046268962,658300.0,,,,,
2024-08-07,11.273496627807615,11.484575118740898,10.60188424574664,10.60188424574664,929300.0,,,,,
2024-08-08,12.098620414733888,12.098620414733888,11.465385851290174,11.580519325098166,677200.0,,,,,
2024-08-09,12.098620414733888,12.31929359244884,12.050648820230192,12.146592924237096,492400.0,,,,,
2024-08-12,11.925920486450195,12.405643744440958,11.753219820773682,12.309698726843006,408100.0,,,,,
2024-08-13,12.060242652893066,12.1178098475964,11.925920723584484,12.069837337843545,237800.0,,,,,
2024-08-14,11.916325569152832,12.252132209193164,11.90673088458037,12.175375647612949,214900.0,,,,,
2024-08-15,12.300104141235352,12.348076650421037,11.954703722097523,11.983486861609132,241800.0,,,,,
2024-08-16,12.16578197479248,12.386454231717195,12.1274041511969,12.309698584526036,335900.0,,,,,
2024-08-19,12.415237426757812,12.42483211144993,12.165782029759209,12.261726131681904,232600.0,,,,,
2024-08-20,12.175375938415527,12.59753291969206,12.117809659604776,12.44402162286405,303300.0,,,,,
2024-08-21,12.319293022155762,12.386453983351483,12.060242031830308,12.127403908025505,354700.0,,,,,
2024-08-22,13.921568870544434,14.775475666015796,13.43225093819599,13.451440307307449,2896400.0,,,,,
2024-08-23,15.523844718933104,15.667761328453706,14.247780942518895,14.372508182770355,2219800.0,,,,,
2024-08-26,15.293577194213867,15.677356352920311,14.82344861692299,15.591006019336374,1448700.0,,,,,
2024-08-27,14.9002046585083,15.159255666089996,14.612370510639597,15.159255666089996,604200.0,,,,,
2024-08-28,13.988730430603027,14.756287842892531,13.940757920772525,14.727504702994038,564600.0,,,,,
2024-08-29,14.036702156066896,14.401291929406232,13.998324333346936,14.190213446946728,372500.0,,,,,
2024-08-30,14.286158561706545,14.30534701570172,14.065485393265408,14.151835723742398,284000.0,,,,,
2024-09-03,13.835219383239746,14.295753290005232,13.691302766125416,14.295753290005232,407600.0,,,,,
2024-09-04,13.672112464904783,13.911974087096096,13.528195857589788,13.80643530273173,272600.0,,,,,
2024-09-05,13.758462905883787,13.864001691096474,13.62414006697716,13.720085082624678,261000.0,,,,,
2024-09-06,13.163606643676758,13.806435891775372,13.11563413419188,13.777651837084738,440500.0,,,,,
2024-09-09,13.33630657196045,13.556979752489042,13.259550921776468,13.43225159219019,366200.0,,,,,
2024-09-10,13.201984405517578,13.432251351951145,12.942933404530184,13.432251351951145,369000.0,,,,,
2024-09-11,13.614545822143556,13.614545822143556,13.173200382909188,13.221172892282391,145900.0,,,,,
2024-09-12,14.21899700164795,14.362914527312098,13.662518098412033,13.662518098412033,473700.0,,,,,
2024-09-13,14.3629150390625,14.535614795013474,14.266970018534549,14.43967068948505,294500.0,,,,,
2024-09-16,14.334131240844728,14.478048774216386,14.094269600224838,14.4300762630925,283200.0,,,,,
2024-09-17,14.19980812072754,14.401291918606086,14.055890599386023,14.401291918606086,277400.0,,,,,
2024-09-18,13.988730430603027,14.266969889620526,13.91197478087403,14.151836415027027,308400.0,,,,,
2024-09-19,14.075079917907717,14.391697182727768,14.075079917907717,14.391697182727768,256500.0,,,,,
2024-09-20,13.969541549682615,14.324536647603876,13.873596532947362,14.084675020765228,373300.0,,,,,
2024-09-23,14.506831169128418,14.698720288759846,13.911974440771242,13.921569125502687,492100.0,,,,,
2024-09-24,14.631559371948242,14.77547598337744,14.487642760519044,14.660342511234182,345700.0,,,,,
2024-09-25,14.276564598083496,14.63155970741426,14.209403633209966,14.63155970741426,289200.0,,,,,
2024-09-26,14.065485954284668,14.458858884370468,14.055891269404649,14.458858884370468,295900.0,,,,,
2024-09-27,14.37250804901123,14.61236967264626,14.075080148103504,14.142241109921477,352300.0,,,,,
