Date,Close,High,Low,Open,Volume,"('Close', 'LIF')","('High', 'LIF')","('Low', 'LIF')","('Open', 'LIF')","('Volume', 'LIF')"
2024-06-06,27.0,27.26000022888184,26.0,26.0,1044200.0,,,,,
2024-06-07,27.13999938964844,27.63999938964844,26.924999237060547,27.489999771118164,671700.0,,,,,
2024-06-10,27.25,27.290000915527344,26.0,27.049999237060547,477900.0,,,,,
2024-06-11,26.989999771118164,27.36000061035156,26.540000915527344,27.36000061035156,224600.0,,,,,
2024-06-12,27.18000030517578,27.600000381469727,26.450000762939453,26.899999618530277,226500.0,,,,,
2024-06-13,28.8799991607666,29.174999237060547,27.81999969482422,27.81999969482422,446100.0,,,,,
2024-06-14,30.290000915527344,31.32999992370605,29.6200008392334,29.8799991607666,332800.0,,,,,
2024-06-17,30.38999938964844,30.8700008392334,28.88999938964844,30.290000915527344,524200.0,,,,,
2024-06-18,31.25,31.309999465942383,30.549999237060547,30.950000762939453,331300.0,,,,,
2024-06-20,30.5,31.5,30.01000022888184,31.309999465942383,307500.0,,,,,
2024-06-21,31.209999084472656,31.920000076293945,30.697999954223636,30.850000381469727,302800.0,,,,,
2024-06-24,31.489999771118164,32.33000183105469,30.75,31.690000534057617,119400.0,,,,,
2024-06-25,31.25,31.5,30.38500022888184,31.21999931335449,180000.0,,,,,
2024-06-26,32.150001525878906,32.67499923706055,31.190000534057617,31.25,184500.0,,,,,
2024-06-27,31.88999938964844,32.31999969482422,31.18000030517578,31.18000030517578,148100.0,,,,,
2024-06-28,32.38999938964844,32.93000030517578,32.06999969482422,32.06999969482422,244800.0,,,,,
2024-07-01,31.729999542236328,32.32899856567383,31.700000762939453,32.02000045776367,275400.0,,,,,
2024-07-02,31.270000457763672,32.060001373291016,30.38999938964844,31.700000762939453,425200.0,,,,,
2024-07-03,32.63999938964844,32.83000183105469,30.86000061035156,31.0,77800.0,,,,,
2024-07-05,32.20000076293945,32.90999984741211,31.68000030517578,32.599998474121094,143800.0,,,,,
2024-07-08,32.900001525878906,33.15999984741211,31.940000534057617,32.0099983215332,214700.0,,,,,
2024-07-09,32.439998626708984,32.80500030517578,31.479999542236328,32.58000183105469,259200.0,,,,,
2024-07-10,33.75,34.10599899291992,32.08700180053711,32.310001373291016,111100.0,,,,,
2024-07-11,34.20000076293945,34.54800033569336,33.52000045776367,33.900001525878906,100000.0,,,,,
2024-07-12,35.08000183105469,35.68000030517578,34.30500030517578,34.63999938964844,93800.0,,,,,
2024-07-15,34.939998626708984,36.06999969482422,34.720001220703125,36.06999969482422,96000.0,,,,,
2024-07-16,34.099998474121094,34.75,33.83000183105469,34.58000183105469,65300.0,,,,,
2024-07-17,33.540000915527344,34.650001525878906,32.95000076293945,33.65999984741211,174700.0,,,,,
2024-07-18,32.84000015258789,33.630001068115234,32.43000030517578,33.209999084472656,83000.0,,,,,
2024-07-19,33.45000076293945,33.459999084472656,32.40999984741211,32.529998779296875,56700.0,,,,,
2024-07-22,32.4900016784668,33.25,32.11000061035156,32.66999816894531,105700.0,,,,,
2024-07-23,32.869998931884766,33.36000061035156,31.8700008392334,32.0099983215332,198600.0,,,,,
2024-07-24,32.40999984741211,32.90999984741211,32.18000030517578,32.459999084472656,211600.0,,,,,
2024-07-25,30.790000915527344,31.799999237060547,30.51000022888184,31.799999237060547,363200.0,,,,,
2024-07-26,31.559999465942383,31.559999465942383,29.96999931335449,30.770000457763672,280100.0,,,,,
2024-07-29,32.380001068115234,33.22999954223633,32.04999923706055,32.09000015258789,333400.0,,,,,
2024-07-30,31.93000030517578,32.18000030517578,31.600000381469727,31.90999984741211,185200.0,,,,,
2024-07-31,33.54999923706055,33.93000030517578,32.310001373291016,32.310001373291016,278400.0,,,,,
