Date,Close,High,Low,Open,Volume,"('Close', 'FSK')","('High', 'FSK')","('Low', 'FSK')","('Open', 'FSK')","('Volume', 'FSK')"
2024-06-03,16.741981506347656,16.75814989402513,16.58030225527986,16.588386449118598,1562000.0,,,,,
2024-06-04,16.677310943603516,16.822823361513304,16.66922829096626,16.677310943603516,1274200.0,,,,,
2024-06-05,16.685394287109375,16.73389945187361,16.507546642014287,16.73389945187361,1109800.0,,,,,
2024-06-06,16.62880516052246,16.709645553527253,16.596469928461893,16.701561360036546,1103900.0,,,,,
2024-06-07,16.66922950744629,16.709648941192075,16.6126401415386,16.62880853179794,817100.0,,,,,
2024-06-10,16.661144256591797,16.758151508195898,16.63689167273954,16.661144256591797,1095200.0,,,,,
2024-06-11,16.56413459777832,16.66922758041227,16.531799362900294,16.66922758041227,1509500.0,,,,,
2024-06-12,16.580875396728516,16.714794508538525,16.45951229920439,16.714794508538525,2117900.0,,,,,
2024-06-13,16.313037872314453,16.539026981845794,16.267002876323794,16.513916548639486,1634200.0,,,,,
2024-06-14,16.34651756286621,16.37999654221605,16.187488020739746,16.237707287985366,1175900.0,,,,,
2024-06-17,16.329774856567383,16.342329272409074,16.12052607818457,16.28792414302593,1287800.0,,,,,
2024-06-18,16.23770523071289,16.36325418114109,16.20422625560475,16.3046647773707,976600.0,,,,,
2024-06-20,16.371623992919922,16.421844849228723,16.237704902312757,16.237704902312757,1057600.0,,,,,
2024-06-21,16.23770523071289,16.379994466915925,16.187485969829915,16.34651549180778,4014900.0,,,,,
2024-06-24,16.46369743347168,16.472067577952483,16.29043879524686,16.313038025700852,1052800.0,,,,,
2024-06-25,16.354887008666992,16.463695682461363,16.354887008666992,16.396736130178294,644600.0,,,,,
2024-06-26,16.405105590820312,16.509729986684675,16.321405754840505,16.338146041324784,857700.0,,,,,
2024-06-27,16.472064971923828,16.52228423442169,16.40091955331375,16.40510542311282,687600.0,,,,,
2024-06-28,16.513916015625,16.614356148766547,16.47206689140705,16.572505428106837,989400.0,,,,,
2024-07-01,16.59761619567871,16.689686186547597,16.530656637712738,16.605986339979683,1245000.0,,,,,
2024-07-02,16.714794158935547,16.773385166013473,16.505545351553792,16.589245193794834,2161800.0,,,,,
2024-07-03,16.865453720092773,16.99937283040726,16.731534609778286,16.76501518557777,2314500.0,,,,,
2024-07-05,16.873823165893555,16.898933596704232,16.73153391751637,16.840344187920977,1144900.0,,,,,
2024-07-08,16.89056396484375,16.92822881398009,16.81523426657107,16.873823677129444,1188100.0,,,,,
2024-07-09,16.7650146484375,16.89474788439962,16.7650146484375,16.882193467097913,857600.0,,,,,
2024-07-10,16.89893341064453,16.9156721012257,16.756644163833972,16.756644163833972,902600.0,,,,,
2024-07-11,16.991003036499023,17.007743324743643,16.907304788159443,16.932413624084617,992800.0,,,,,
2024-07-12,17.016111373901367,17.066330636010644,16.964217444597104,17.016111373901367,669300.0,,,,,
2024-07-15,17.032852172851562,17.049592459539134,16.915671762480173,17.024482029507777,969100.0,,,,,
2024-07-16,16.949153900146484,17.05796258077478,16.924043467797606,17.032853744867655,963200.0,,,,,
2024-07-17,17.057960510253906,17.08725680932578,16.898932580672657,16.91567127043172,1052400.0,,,,,
