Date,Close,High,Low,Open,Volume,"('Close', 'EQT')","('High', 'EQT')","('Low', 'EQT')","('Open', 'EQT')","('Volume', 'EQT')"
2024-06-03,40.23517608642578,41.31518551249867,39.78353761961037,41.13845676542064,6901600.0,,,,,
2024-06-04,39.881717681884766,40.09772031124143,39.38098874016988,39.97008205340668,5297800.0,,,,,
2024-06-05,40.195899963378906,40.46099306925055,39.70498763666042,39.90135331642058,6537100.0,,,,,
2024-06-06,39.92099380493164,40.37263228674231,39.52826241052679,40.12717610158032,3578800.0,,,,,
2024-06-07,39.80317306518555,40.07808277457645,39.312260729636726,39.56753349616201,2879000.0,,,,,
2024-06-10,40.3824577331543,40.82427967133501,39.87190835407487,40.09772762350843,7348000.0,,,,,
2024-06-11,40.421722412109375,40.667178595069565,39.86208261458927,40.254814005471225,8933000.0,,,,,
2024-06-12,40.028995513916016,41.020636863628496,39.79335592591473,40.90281894230995,9574100.0,,,,,
2024-06-13,39.56753540039063,40.08790504796314,39.155170816458806,39.75408449390993,5369400.0,,,,,
2024-06-14,38.62498474121094,39.54789863222691,38.58571085341517,39.48899154589735,5898000.0,,,,,
2024-06-17,37.86897277832031,38.762432973357576,37.31914967931144,38.438432817868446,7236500.0,,,,,
2024-06-18,37.50570297241211,38.17334404460328,37.44679214414917,38.00643190387356,6687600.0,,,,,
2024-06-20,37.07369995117188,37.93770675748071,37.04424640795178,37.41734085198398,6158300.0,,,,,
2024-06-21,36.29806137084961,37.15224783499402,36.23915053887396,37.07370005902648,17061800.0,,,,,
2024-06-24,37.81988906860352,37.85916295671122,36.56315461207007,36.57297121141494,7641700.0,,,,,
2024-06-25,37.849342346191406,37.89843283329922,37.338793040469184,37.46643130324076,5791100.0,,,,,
2024-06-26,37.07369995117188,37.9671603007008,36.60242453282999,37.927890158195375,6202600.0,,,,,
2024-06-27,36.60242462158203,37.72170421102851,36.19987663335367,37.45661483067674,4984900.0,,,,,
2024-06-28,36.30787658691406,36.93624378925856,36.13114784308418,36.81842587515996,9817000.0,,,,,
2024-07-01,36.02315139770508,36.41588282494366,35.58133322376726,36.22933745695579,4632900.0,,,,,
2024-07-02,36.28824234008789,36.74970117719531,35.92496822649494,36.29806268512146,6241800.0,,,,,
2024-07-03,36.36678695678711,36.95588026519499,36.18023787101228,36.23914869999863,2643400.0,,,,,
2024-07-05,35.659873962402344,36.35696862315268,35.37514389126856,36.11151244018165,7089300.0,,,,,
2024-07-08,35.718780517578125,36.23914636465011,35.610779210744994,36.03296409453068,3571100.0,,,,,
2024-07-09,35.875877380371094,35.99369530205166,35.02168714843545,35.45369243687119,5905600.0,,,,,
2024-07-10,35.974056243896484,36.04278367295243,35.37514258038267,35.88569187148684,3776900.0,,,,,
2024-07-11,36.51405715942383,36.58278458486982,35.98387469817813,36.16060343371463,3456400.0,,,,,
2024-07-12,36.53369903564453,36.88715655445217,36.23915235175959,36.86751960947794,3692400.0,,,,,
2024-07-15,36.16060256958008,36.71042196000892,35.856235588904326,36.57296711240171,6411300.0,,,,,
2024-07-16,35.22787094116211,36.35696708793285,35.119869625957094,36.35696708793285,8664100.0,,,,,
2024-07-17,34.95295715332031,36.11151057679015,34.70750098301507,35.21805026669364,10959000.0,,,,,
2024-07-18,34.70750427246094,35.58133146767132,34.619139892961655,35.42423965360196,9161200.0,,,,,
2024-07-19,35.22787094116211,35.26714108230251,34.31477367943745,34.403138051390286,66340100.0,,,,,
2024-07-22,35.02168273925781,36.00350736883539,34.87441129203941,35.6304167062578,13474300.0,,,,,
2024-07-23,34.41295623779297,35.21805222145142,34.373682349476915,35.1984152772934,13451800.0,,,,,
2024-07-24,34.462039947509766,35.62059320742012,34.40313287198566,34.95295221881539,15384800.0,,,,,
2024-07-25,33.75513458251953,34.82532366636147,33.52931534863634,34.24604693757796,11098300.0,,,,,
2024-07-26,33.686405181884766,33.97113148468633,33.05803425806204,33.666768239387444,7690800.0,,,,,
2024-07-29,33.450767517089844,33.97113341404917,33.19549474085433,33.86313584222601,7386100.0,,,,,
2024-07-30,34.17732238769531,34.22641287826531,33.13658675893536,33.2838619760097,8323800.0,,,,,
2024-07-31,33.88276672363281,34.70749957214739,33.7158583323848,34.36386244583456,8432000.0,,,,,
2024-08-01,32.9794921875,33.8925894682261,32.85185392638667,33.804225094434415,8194700.0,,,,,
2024-08-02,30.996204376220703,32.62603317040078,30.839112579626136,32.61621657171032,9078200.0,,,,,
2024-08-05,29.66092300415039,30.32856409338777,29.474377661267344,30.289292079558383,8526500.0,,,,,
2024-08-06,30.250019073486328,30.632931987389064,29.66092386744384,29.93583546297888,7245800.0,,,,,
2024-08-07,29.82368469238281,31.25466968709493,29.774341161117597,30.810570376367707,10023200.0,,,,,
2024-08-08,30.553979873657227,30.77109592883549,29.85329194152572,29.88289918968686,7107600.0,,,,,
2024-08-09,30.69214630126953,31.007949430833428,30.1888343576514,30.52437565339682,5845400.0,,,,,
2024-08-12,31.836933135986328,31.90601860306251,30.948738205910807,31.04742527658461,8767800.0,,,,,
2024-08-13,30.74148750305176,31.67902773755262,30.573716867902235,31.65929333753795,10566600.0,,,,,
2024-08-14,31.06715965270996,31.3434883109494,30.60332407720249,31.136241346686077,8678200.0,,,,,
2024-08-15,31.36322784423828,31.442178623989808,30.475029219114788,30.544112798440555,7319000.0,,,,,
2024-08-16,31.728376388549805,31.955359645125835,31.007948405429037,31.02768657095784,5089300.0,,,,,
2024-08-19,33.27778244018555,33.45542214297206,31.876402980944107,32.01456635762925,9237800.0,,,,,
2024-08-20,32.804080963134766,33.179094803009725,32.29089996867059,33.06066957803184,6502400.0,,,,,
