Date,Close,High,Low,Open,Volume,"('Close', 'VCIG')","('High', 'VCIG')","('Low', 'VCIG')","('Open', 'VCIG')","('Volume', 'VCIG')"
2024-11-11,996.0,1255.800048828125,882.0,1230.0,1278.0,,,,,
2024-11-12,1008.0,1158.0,954.0,954.0,858.0,,,,,
2024-11-13,918.0,1002.0,828.0,1002.0,465.0,,,,,
2024-11-14,996.0,1080.0,870.0,894.0,640.0,,,,,
2024-11-15,972.0,1038.0,936.0,996.0,286.0,,,,,
2024-11-18,918.0,984.0,894.0,984.0,305.0,,,,,
2024-11-19,936.0,1044.0,912.0,930.0,561.0,,,,,
2024-11-20,1122.0,1182.0,936.0,936.0,1195.0,,,,,
2024-11-21,1290.0,1410.0,1062.0,1134.0,1021.0,,,,,
2024-11-22,1185.0,1380.0,1146.0,1296.0,992.0,,,,,
2024-11-25,1092.0,1230.0,1050.0,1188.0,1016.0,,,,,
2024-11-26,1074.0,1134.0,1008.0,1092.0,389.0,,,,,
2024-11-27,2460.0,4644.0,1398.0,1494.0,429294.0,,,,,
2024-11-29,2634.0,3294.0,2502.0,3000.0,49851.0,,,,,
2024-12-02,1908.0,2994.0,1812.0,2628.0,11893.0,,,,,
2024-12-03,1500.0,1902.0,1470.0,1836.0,5333.0,,,,,
2024-12-04,1524.0,2202.0,1506.0,1770.0,36970.0,,,,,
2024-12-05,1314.0,1560.0,1266.0,1548.0,4894.0,,,,,
2024-12-06,1302.0,1440.0,1278.0,1338.0,2807.0,,,,,
2024-12-09,1236.0,1353.0,1176.0,1302.0,2802.0,,,,,
2024-12-10,1272.0,1338.0,1182.0,1248.0,3229.0,,,,,
2024-12-11,1014.0,1251.0,960.0,1224.0,3345.0,,,,,
2024-12-12,966.0,1026.0,948.0,1020.0,1225.0,,,,,
2024-12-13,1098.0,1344.0,1080.0,1182.0,93263.0,,,,,
2024-12-16,978.0,1116.0,906.0,1014.0,6786.0,,,,,
2024-12-17,948.0,978.0,918.0,978.0,2763.0,,,,,
2024-12-18,894.0,996.0,864.5999755859375,954.0,3085.0,,,,,
2024-12-19,942.0,972.0,882.0,894.0,1871.0,,,,,
2024-12-20,966.0,1008.0,900.0,924.0,1851.0,,,,,
2024-12-23,1020.0,1050.0,930.0,960.0,1366.0,,,,,
2024-12-24,1032.0,1047.0,978.5999755859376,1020.0,689.0,,,,,
2024-12-26,1122.0,1170.0,1026.0,1026.0,2276.0,,,,,
2024-12-27,1002.0,1194.0,960.0,1188.0,3435.0,,,,,
2024-12-30,1101.0,1140.0,966.0,1062.0,8161.0,,,,,
2024-12-31,1056.0,1129.199951171875,1044.0,1128.0,2390.0,,,,,
2025-01-02,999.0,1110.0,996.0,1110.0,1758.0,,,,,
2025-01-03,1134.0,1164.0,1002.0,1020.0,2315.0,,,,,
2025-01-06,1128.0,1140.0,1092.0,1134.0,974.0,,,,,
2025-01-07,1050.0,1140.0,1026.5999755859375,1140.0,1798.0,,,,,
2025-01-08,1038.0,1062.0,996.0,1044.0,976.0,,,,,
2025-01-10,1044.0,1062.0,1008.0,1038.0,1030.0,,,,,
2025-01-13,1176.0,1200.0,1005.0,1038.0,2306.0,,,,,
2025-01-14,1170.0,1233.0,1116.0,1128.0,2380.0,,,,,
2025-01-15,921.0,1290.0,912.0,1206.0,11024.0,,,,,
2025-01-16,780.0,978.0,768.0,960.0,4865.0,,,,,
2025-01-17,780.0,858.0,750.0,846.0,11746.0,,,,,
2025-01-21,762.0,858.0,762.0,834.0,17723.0,,,,,
2025-01-22,714.0,780.0,648.0,768.0,4924.0,,,,,
2025-01-23,768.0,816.0,708.0,738.0,4299.0,,,,,
2025-01-24,720.0,732.0,690.0,732.0,2225.0,,,,,
2025-01-27,666.0,906.0,648.0,906.0,36733.0,,,,,
2025-01-28,636.0,684.0,618.0,660.0,4909.0,,,,,
2025-01-29,589.2000122070312,630.0,570.0,618.0,3223.0,,,,,
2025-01-30,672.0,687.0,588.0,606.0,3192.0,,,,,
2025-01-31,624.0,666.0,618.0,660.0,1665.0,,,,,
2025-02-03,618.0,636.0,600.0,606.0,2240.0,,,,,
2025-02-04,600.0,636.0,600.0,618.0,2420.0,,,,,
2025-02-05,618.0,708.0,564.0,600.0,3667.0,,,,,
2025-02-06,600.0,627.0,588.0,618.0,1821.0,,,,,
2025-02-07,571.2000122070312,606.0,555.0,594.0,1991.0,,,,,
2025-02-10,573.0,594.0,555.0,571.2000122070312,1630.0,,,,,
2025-02-11,544.7999877929688,576.0,534.5999755859375,558.0,1430.0,,,,,
2025-02-12,571.7999877929688,595.2000122070312,546.0,579.0,4780.0,,,,,
2025-02-13,539.4000244140625,568.7999877929688,535.2000122070312,547.7999877929688,1783.0,,,,,
2025-02-14,561.0,569.4000244140625,528.0,540.0,1852.0,,,,,
2025-02-18,550.7999877929688,600.5999755859375,550.7999877929688,600.0,3258.0,,,,,
2025-02-19,648.0,654.0,541.2000122070312,541.2000122070312,1944.0,,,,,
2025-02-20,606.0,624.0,588.0,618.0,1156.0,,,,,
2025-02-21,560.4000244140625,600.0,560.4000244140625,588.0,1254.0,,,,,
2025-02-24,542.4000244140625,567.0,540.0,567.0,990.0,,,,,
2025-02-25,497.3999938964844,541.2000122070312,495.0,534.0,1677.0,,,,,
2025-02-26,492.0,523.2000122070312,475.2000122070313,523.2000122070312,1172.0,,,,,
2025-02-27,430.2000122070313,501.0,420.6000061035156,480.0,11599.0,,,,,
2025-02-28,406.7999877929688,432.6000061035156,391.2000122070313,426.0,1795.0,,,,,
2025-03-03,381.0,415.7999877929688,372.0,400.7999877929688,2411.0,,,,,
2025-03-04,342.0,370.7999877929688,324.0,367.2000122070313,2474.0,,,,,
2025-03-05,367.7999877929688,372.0,342.0,348.0,924.0,,,,,
2025-03-06,410.3999938964844,450.0,360.0,361.7999877929688,2258.0,,,,,
2025-03-07,441.0,642.0,417.0,417.0,21266.0,,,,,
2025-03-10,408.6000061035156,466.7999877929688,390.0,426.0,2718.0,,,,,
2025-03-11,366.0,408.6000061035156,360.0,402.0,1314.0,,,,,
2025-03-12,344.3999938964844,372.0,339.0,367.2000122070313,1573.0,,,,,
2025-03-13,349.20001220703125,360.0,336.6000061035156,342.0,1160.0,,,,,
2025-03-14,454.7999877929688,466.7999877929688,354.0,354.0,6918.0,,,,,
2025-03-17,447.0,577.2000122070312,420.0,468.0,9462.0,,,,,
2025-03-18,439.2000122070313,478.2000122070313,417.6000061035156,450.0,1694.0,,,,,
2025-03-19,456.0,468.0,420.0,450.6000061035156,1086.0,,,,,
2025-03-20,498.0,543.0,438.0,460.7999877929688,3991.0,,,,,
2025-03-21,437.3999938964844,474.0,432.0,474.0,1545.0,,,,,
2025-03-24,408.0,474.0,404.3999938964844,468.0,4455.0,,,,,
2025-03-25,348.0,414.6000061035156,339.6000061035156,410.3999938964844,3637.0,,,,,
2025-03-26,336.0,360.0,306.0,357.6000061035156,3696.0,,,,,
2025-03-27,311.3999938964844,345.0,306.0,336.0,2353.0,,,,,
2025-03-28,288.0,328.79998779296875,273.0,318.0,2352.0,,,,,
2025-03-31,251.3999938964844,288.0,247.8000030517578,279.0,3422.0,,,,,
2025-04-01,196.8000030517578,300.0,172.1999969482422,253.1999969482422,10206.0,,,,,
2025-04-02,189.6000061035156,193.8000030517578,173.39999389648438,186.0,5824.0,,,,,
2025-04-03,179.30999755859375,223.5,157.1999969482422,181.1999969482422,10367.0,,,,,
2025-04-04,131.39999389648438,175.1999969482422,124.5,175.1999969482422,8303.0,,,,,
2025-04-07,110.4000015258789,131.39999389648438,100.58999633789062,123.9000015258789,6407.0,,,,,
2025-04-08,84.9000015258789,120.3000030517578,82.83000183105469,110.4000015258789,7150.0,,,,,
2025-04-09,92.6999969482422,98.8499984741211,76.80000305175781,80.4000015258789,12277.0,,,,,
2025-04-10,79.6500015258789,93.3000030517578,78.30000305175781,89.4000015258789,7623.0,,,,,
2025-04-11,72.5999984741211,82.80000305175781,69.05999755859375,80.69999694824219,9850.0,,,,,
2025-04-14,77.69999694824219,78.30000305175781,71.43000030517578,71.69999694824219,5997.0,,,,,
2025-04-15,83.0999984741211,98.4000015258789,75.02999877929688,75.5999984741211,22837.0,,,,,
2025-04-16,81.5999984741211,88.80000305175781,79.80000305175781,81.0,7230.0,,,,,
2025-04-17,90.0,90.5999984741211,80.4000015258789,80.4000015258789,3977.0,,,,,
2025-04-21,85.19999694824219,93.5999984741211,84.0,88.19999694824219,3527.0,,,,,
2025-04-22,107.0999984741211,114.0,85.19999694824219,85.19999694824219,32360.0,,,,,
2025-04-23,120.0,124.5,104.6999969482422,111.0,11010.0,,,,,
2025-04-24,141.89999389648438,150.0,119.6999969482422,122.0999984741211,9410.0,,,,,
2025-04-25,140.6999969482422,150.0,127.3499984741211,138.3000030517578,6980.0,,,,,
2025-04-28,142.1999969482422,147.0,133.11000061035156,133.5,3293.0,,,,,
2025-04-29,137.39999389648438,144.60000610351562,135.3000030517578,138.0,1223.0,,,,,
2025-04-30,131.39999389648438,138.0,121.5,133.8000030517578,10217.0,,,,,
2025-05-01,134.6999969482422,140.10000610351562,126.3000030517578,126.5999984741211,2117.0,,,,,
2025-05-02,168.89999389648438,173.5800018310547,131.6999969482422,135.0,6080.0,,,,,
2025-05-05,167.10000610351562,170.27999877929688,152.39999389648438,168.3000030517578,2483.0,,,,,
2025-05-06,169.5,170.8800048828125,158.6999969482422,163.64999389648438,1147.0,,,,,
2025-05-07,164.10000610351562,172.5,158.6999969482422,170.39999389648438,1450.0,,,,,
2025-05-08,179.6999969482422,180.0,156.0,160.8000030517578,2790.0,,,,,
2025-05-09,174.3000030517578,180.50999450683597,166.5,174.0,1293.0,,,,,
2025-05-12,150.60000610351562,181.5,150.3000030517578,180.8999938964844,2643.0,,,,,
2025-05-13,155.10000610351562,179.39999389648438,150.66000366210938,165.0,5653.0,,,,,
2025-05-14,125.4000015258789,165.89999389648438,124.1999969482422,165.3000030517578,6090.0,,,,,
2025-05-15,104.6999969482422,133.52999877929688,103.1999969482422,133.5,17570.0,,,,,
2025-05-16,92.4000015258789,109.5,92.0999984741211,109.1999969482422,8563.0,,,,,
2025-05-19,95.4000015258789,104.6999969482422,90.0,92.4000015258789,5277.0,,,,,
2025-05-20,96.0,103.0199966430664,94.5,96.0,3090.0,,,,,
2025-05-21,91.5,98.6999969482422,89.4000015258789,96.3000030517578,4193.0,,,,,
2025-05-22,89.69999694824219,91.5,81.30000305175781,90.5999984741211,39117.0,,,,,
2025-05-23,87.0,94.1999969482422,82.5,92.0999984741211,180963.0,,,,,
2025-05-27,92.6999969482422,94.8000030517578,81.30000305175781,86.4000015258789,13743.0,,,,,
2025-05-28,85.5,90.0,84.30000305175781,88.5,9053.0,,,,,
2025-05-29,90.0,109.8000030517578,85.80000305175781,103.8000030517578,681387.0,,,,,
2025-05-30,83.69999694824219,93.0,83.37000274658203,88.5,15593.0,,,,,
2025-06-02,85.5,89.69999694824219,80.0999984741211,82.5,11290.0,,,,,
2025-06-03,92.4000015258789,96.5999984741211,84.30000305175781,85.80000305175781,64103.0,,,,,
2025-06-04,97.8000030517578,115.5,92.6999969482422,113.6999969482422,554307.0,,,,,
2025-06-05,97.1999969482422,103.5,90.0,92.6999969482422,33193.0,,,,,
2025-06-06,100.5,105.5999984741211,95.4000015258789,96.3000030517578,26153.0,,,,,
2025-06-09,102.9000015258789,110.6999969482422,100.8000030517578,100.8000030517578,19023.0,,,,,
2025-06-10,92.4000015258789,100.8000030517578,92.25,99.3000030517578,15257.0,,,,,
2025-06-11,93.9000015258789,96.0,91.1999969482422,94.8000030517578,9343.0,,,,,
2025-06-12,93.5999984741211,96.5999984741211,92.25,95.6999969482422,7737.0,,,,,
2025-06-13,86.69999694824219,92.4000015258789,86.0999984741211,90.9000015258789,9763.0,,,,,
2025-06-16,86.0999984741211,87.5999984741211,84.0,84.30000305175781,6500.0,,,,,
2025-06-17,77.4000015258789,87.30000305175781,77.0999984741211,85.19999694824219,11150.0,,,,,
2025-06-18,75.5999984741211,79.80000305175781,75.30000305175781,79.19999694824219,7293.0,,,,,
2025-06-20,66.0,76.19999694824219,65.55000305175781,75.30000305175781,17283.0,,,,,
2025-06-23,83.69999694824219,90.75,65.55000305175781,66.30000305175781,40600.0,,,,,
2025-06-24,72.5999984741211,84.5999984741211,72.5999984741211,81.0,15457.0,,,,,
2025-06-25,69.9000015258789,77.69999694824219,68.4000015258789,73.5,25867.0,,,,,
2025-06-26,67.19999694824219,70.19999694824219,64.5,69.5999984741211,13383.0,,,,,
2025-06-27,62.400001525878906,67.19999694824219,61.5,66.0,14430.0,,,,,
2025-06-30,64.5,65.4000015258789,61.52999877929688,62.400001525878906,3867.0,,,,,
2025-07-01,71.0999984741211,73.47000122070312,64.5,65.0999984741211,9823.0,,,,,
2025-07-02,55.20000076293945,60.0,50.09999847412109,59.70000076293945,563960.0,,,,,
2025-07-03,51.900001525878906,54.150001525878906,50.70000076293945,54.150001525878906,26457.0,,,,,
2025-07-07,45.900001525878906,51.900001525878906,44.7599983215332,51.900001525878906,38367.0,,,,,
2025-07-08,45.900001525878906,50.400001525878906,45.0,49.5,48630.0,,,,,
2025-07-09,42.0,45.75,42.0,45.75,38263.0,,,,,
2025-07-10,38.70000076293945,43.5,38.400001525878906,42.29999923706055,34780.0,,,,,
2025-07-11,37.79999923706055,39.56999969482422,35.849998474121094,38.09999847412109,28623.0,,,,,
2025-07-14,34.5,38.70000076293945,33.900001525878906,38.70000076293945,22800.0,,,,,
2025-07-15,31.200000762939453,36.59999847412109,31.049999237060547,34.79999923706055,80287.0,,,,,
2025-07-16,32.400001525878906,40.34999847412109,30.899999618530277,40.20000076293945,2098717.0,,,,,
2025-07-17,26.850000381469727,30.299999237060547,26.399999618530277,29.399999618530277,134523.0,,,,,
2025-07-18,28.86000061035156,37.20000076293945,27.149999618530277,27.270000457763672,351613.0,,,,,
2025-07-21,27.18000030517578,29.190000534057617,27.030000686645508,29.100000381469727,141687.0,,,,,
2025-07-22,28.950000762939453,32.099998474121094,28.049999237060547,28.799999237060547,124803.0,,,,,
2025-07-23,28.13999938964844,29.399999618530277,27.38999938964844,28.799999237060547,53653.0,,,,,
2025-07-24,27.09000015258789,28.799999237060547,27.09000015258789,27.600000381469727,42607.0,,,,,
2025-07-25,36.900001525878906,38.369998931884766,27.209999084472656,27.239999771118164,689310.0,,,,,
2025-07-28,29.399999618530277,33.900001525878906,29.399999618530277,33.29999923706055,221607.0,,,,,
2025-07-29,29.700000762939453,37.5,29.700000762939453,32.400001525878906,275693.0,,,,,
2025-07-30,30.0,32.099998474121094,29.399999618530277,30.299999237060547,90963.0,,,,,
2025-07-31,28.200000762939453,30.299999237060547,27.420000076293945,30.299999237060547,85447.0,,,,,
2025-08-01,27.8700008392334,30.299999237060547,27.149999618530277,30.299999237060547,114537.0,,,,,
2025-08-04,30.299999237060547,31.5,28.5,29.100000381469727,135990.0,,,,,
2025-08-05,28.6200008392334,30.899999618530277,28.200000762939453,30.0,73333.0,,,,,
2025-08-06,28.11000061035156,28.950000762939453,27.600000381469727,28.799999237060547,39227.0,,,,,
2025-08-07,26.399999618530277,28.170000076293945,26.399999618530277,28.11000061035156,74393.0,,,,,
2025-08-08,27.299999237060547,28.979999542236328,26.459999084472656,26.670000076293945,66613.0,,,,,
2025-08-11,25.979999542236328,27.450000762939453,25.5,27.450000762939453,61463.0,,,,,
2025-08-12,26.8799991607666,27.899999618530277,25.799999237060547,26.190000534057617,43330.0,,,,,
2025-08-13,26.06999969482422,27.51000022888184,25.799999237060547,27.149999618530277,41717.0,,,,,
2025-08-14,25.46999931335449,25.950000762939453,22.5,23.100000381469727,76517.0,,,,,
2025-08-15,24.149999618530277,27.56999969482422,23.8799991607666,26.459999084472656,95790.0,,,,,
2025-08-18,25.5,26.459999084472656,23.399999618530277,24.600000381469727,52640.0,,,,,
2025-08-19,29.549999237060547,35.400001525878906,27.75,32.70000076293945,3009673.0,,,,,
2025-08-20,24.600000381469727,26.670000076293945,23.399999618530277,24.75,191400.0,,,,,
2025-08-21,23.280000686645508,25.440000534057617,23.100000381469727,24.0,105140.0,,,,,
2025-08-22,23.459999084472656,23.700000762939453,21.899999618530277,22.799999237060547,100413.0,,,,,
2025-08-25,22.559999465942383,23.8799991607666,22.5,22.799999237060547,60460.0,,,,,
2025-08-26,28.3799991607666,31.5,19.709999084472656,22.5,724550.0,,,,,
2025-08-27,25.049999237060547,25.68000030517578,23.700000762939453,24.600000381469727,143647.0,,,,,
2025-08-28,22.950000762939453,24.8700008392334,22.290000915527344,24.75,94183.0,,,,,
2025-08-29,23.399999618530277,24.600000381469727,22.68000030517578,22.739999771118164,60377.0,,,,,
2025-09-02,22.290000915527344,23.3700008392334,22.200000762939453,23.100000381469727,43997.0,,,,,
2025-09-03,22.82999992370605,23.670000076293945,22.290000915527344,22.290000915527344,30553.0,,,,,
2025-09-04,22.020000457763672,22.82999992370605,21.75,22.59000015258789,51927.0,,,,,
2025-09-05,21.690000534057617,22.950000762939453,21.0,21.959999084472656,38913.0,,,,,
2025-09-08,22.5,22.709999084472656,20.700000762939453,21.600000381469727,57683.0,,,,,
2025-09-09,23.21999931335449,24.299999237060547,22.200000762939453,23.8799991607666,473177.0,,,,,
2025-09-10,24.0,25.440000534057617,23.100000381469727,23.76000022888184,68887.0,,,,,
2025-09-11,23.34000015258789,24.18000030517578,23.040000915527344,23.96999931335449,33007.0,,,,,
2025-09-12,13.350000381469728,22.979999542236328,12.6899995803833,22.5,409003.0,,,,,
2025-09-15,11.699999809265137,12.869999885559082,11.520000457763672,12.65999984741211,121050.0,,,,,
2025-09-16,10.0,12.65999984741211,9.859999656677246,11.359999656677246,191600.0,,,,,
2025-09-17,11.75,15.449999809265137,9.5,10.210000038146973,751400.0,,,,,
2025-09-18,10.0,11.289999961853027,9.710000038146973,10.93000030517578,197700.0,,,,,
2025-09-19,10.220000267028809,10.428000450134276,9.600000381469728,9.859999656677246,146300.0,,,,,
2025-09-22,9.619999885559082,10.699999809265137,9.600000381469728,9.890000343322754,143400.0,,,,,
