Date,Close,High,Low,Open,Volume,"('Close', 'HRL')","('High', 'HRL')","('Low', 'HRL')","('Open', 'HRL')","('Volume', 'HRL')"
2024-06-03,29.123462677001957,29.585141425508777,28.803113864224542,29.24594993917971,3096800.0,,,,,
2024-06-04,28.96329116821289,29.29306224931152,28.94444669566833,29.00098011330202,2372700.0,,,,,
2024-06-05,28.831382751464844,28.96329046184415,28.65236386087309,28.87849213456952,3118600.0,,,,,
2024-06-06,29.095199584960938,29.25537401124509,28.71831911050053,28.88791577328468,2016400.0,,,,,
2024-06-07,28.86907386779785,29.302487799804503,28.75601061395821,28.8879183424738,1877200.0,,,,,
2024-06-10,28.81254005432129,28.869071676950977,28.397970628451866,28.81254005432129,2419100.0,,,,,
2024-06-11,28.87849235534668,28.897336827575725,28.595832460342145,28.680630788265063,1772000.0,,,,,
2024-06-12,28.73716163635254,29.038665995491787,28.65236331070616,29.02924375963022,2068700.0,,,,,
2024-06-13,28.87849235534668,28.982135155498643,28.501611896304706,28.73716240784441,2240400.0,,,,,
2024-06-14,28.718318939208984,28.96329169542406,28.59583345965537,28.87849336453777,2177000.0,,,,,
2024-06-17,28.96329116821289,29.04808949755562,28.5204568460625,28.614677411677512,1929100.0,,,,,
2024-06-18,28.61467742919922,29.114043372181268,28.56756624780896,28.991557894782225,2291200.0,,,,,
2024-06-20,28.718318939208984,28.944447222536475,28.51103512876908,28.576988986767784,1888400.0,,,,,
2024-06-21,28.86907386779785,29.05751502034127,28.64294556301056,28.850231190229923,3818400.0,,,,,
2024-06-24,29.17057609558105,29.31190784798729,28.840806798920863,28.869071711715804,2435800.0,,,,,
2024-06-25,28.61467742919922,29.236530646688127,28.605255192921167,29.104621135903216,2350200.0,,,,,
2024-06-26,28.473344802856445,28.61467654555497,28.388546476080432,28.511033746804788,1892100.0,,,,,
2024-06-27,28.473344802856445,28.567565365619544,28.275483238450924,28.511033746804788,1716700.0,,,,,
2024-06-28,28.727739334106445,28.74658380578604,28.34143665021349,28.435657211503717,3256900.0,,,,,
2024-07-01,28.67121124267578,28.96329340120402,28.633522294680933,28.82196344043925,2159500.0,,,,,
2024-07-02,28.78427124023437,28.88791403840209,28.59583191287495,28.72773962173732,1786600.0,,,,,
2024-07-03,28.492191314697266,28.86907179562424,28.41681521851187,28.83138464608548,727000.0,,,,,
2024-07-05,28.5393009185791,28.558143593751737,28.32259308156977,28.482767501737825,1649100.0,,,,,
2024-07-08,28.407390594482425,28.62409662816489,28.24721617891109,28.605253953533,1820700.0,,,,,
2024-07-09,28.303749084472656,28.49218840715251,28.27548237737221,28.379125172966138,2522600.0,,,,,
2024-07-10,28.65236473083496,28.69947411537,28.37912706573764,28.492190307464867,1967300.0,,,,,
2024-07-11,29.08577919006348,29.25537405599921,28.661787532454504,28.708896917918672,2581000.0,,,,,
2024-07-12,29.17999649047852,29.46265818034251,28.99155716101029,29.274217053766517,2506400.0,,,,,
2024-07-15,29.049724578857425,29.39204598115215,29.030708133815143,29.27794005617456,1789800.0,,,,,
2024-07-16,29.819948196411133,29.86749203027552,29.09727067685024,29.16383276973278,2099700.0,,,,,
2024-07-17,30.580663681030277,30.713787880989894,29.857986084412943,29.94356644543876,2918400.0,,,,,
2024-07-18,30.6472225189209,31.046598703652585,30.323919370276016,30.323919370276016,1824100.0,,,,,
2024-07-19,30.228832244873047,30.84690935103834,30.07668798365079,30.75182168158586,2235500.0,,,,,
2024-07-22,29.80093002319336,30.2763756179301,29.5822254848979,30.21932265439237,1759600.0,,,,,
2024-07-23,29.64878463745117,29.99110601208864,29.553695165198448,29.857980025462496,1619600.0,,,,,
