Date,Close,High,Low,Open,Volume,"('Close', 'CRDO')","('High', 'CRDO')","('Low', 'CRDO')","('Open', 'CRDO')","('Volume', 'CRDO')"
2024-06-03,25.190000534057617,26.299999237060547,24.32999992370605,26.13999938964844,3521800.0,,,,,
2024-06-04,24.68000030517578,25.0,23.940000534057617,25.0,2003900.0,,,,,
2024-06-05,26.5,26.549999237060547,24.809999465942383,25.190000534057617,3144000.0,,,,,
2024-06-06,25.84000015258789,26.57999992370605,25.649999618530277,26.57999992370605,1440700.0,,,,,
2024-06-07,27.149999618530277,28.0,26.100000381469727,26.280000686645508,2930000.0,,,,,
2024-06-10,28.56999969482422,29.88500022888184,27.489999771118164,27.82999992370605,3841900.0,,,,,
2024-06-11,28.5,28.51000022888184,27.61000061035156,28.07999992370605,1886100.0,,,,,
2024-06-12,29.07999992370605,29.600000381469727,28.82999992370605,29.0,1860400.0,,,,,
2024-06-13,28.940000534057617,29.530000686645508,28.674999237060547,29.020000457763672,1408300.0,,,,,
2024-06-14,28.8799991607666,29.739999771118164,28.3700008392334,28.5,1364700.0,,,,,
2024-06-17,28.57999992370605,29.065000534057617,28.200000762939453,28.950000762939453,1518000.0,,,,,
2024-06-18,29.209999084472656,29.75,28.3799991607666,28.6299991607666,1443800.0,,,,,
2024-06-20,28.3700008392334,29.559999465942383,27.729999542236328,29.200000762939453,1769800.0,,,,,
2024-06-21,27.489999771118164,28.13999938964844,27.020000457763672,28.13999938964844,3387000.0,,,,,
2024-06-24,27.290000915527344,27.780000686645508,27.0,27.0,1558600.0,,,,,
2024-06-25,29.56999969482422,30.0,28.481000900268555,29.170000076293945,1888600.0,,,,,
2024-06-26,29.709999084472656,29.84000015258789,28.790000915527344,29.239999771118164,1537600.0,,,,,
2024-06-27,31.290000915527344,31.299999237060547,29.709999084472656,29.88999938964844,3059200.0,,,,,
2024-06-28,31.940000534057617,32.77799987792969,31.450000762939453,31.46999931335449,4227400.0,,,,,
2024-07-01,31.21999931335449,31.34000015258789,30.13999938964844,31.239999771118164,1849500.0,,,,,
2024-07-02,31.350000381469727,31.90999984741211,30.76000022888184,31.11000061035156,1942700.0,,,,,
2024-07-03,31.57999992370605,32.029998779296875,31.01000022888184,31.350000381469727,715500.0,,,,,
2024-07-05,31.6299991607666,32.16999816894531,31.36000061035156,31.549999237060547,973900.0,,,,,
2024-07-08,31.799999237060547,32.369998931884766,31.450000762939453,31.850000381469727,1259000.0,,,,,
2024-07-09,31.440000534057617,32.31999969482422,31.40999984741211,31.81999969482422,1391700.0,,,,,
