Date,Close,High,Low,Open,Volume,"('Close', 'USB')","('High', 'USB')","('Low', 'USB')","('Open', 'USB')","('Volume', 'USB')"
2024-06-03,37.138328552246094,38.13852992841123,36.74572774254685,38.10113835629037,6361800.0,,,,,
2024-06-04,36.41856002807617,37.269198756189645,36.36247623083462,36.78311897357382,9953400.0,,,,,
2024-06-05,36.53073120117188,36.5494234211964,35.82030560111754,36.52138152530306,12487800.0,,,,,
2024-06-06,36.474647521972656,36.79246878228976,36.22225973590994,36.53073488527223,6331800.0,,,,,
2024-06-07,36.474647521972656,36.80181489324457,36.175522049422085,36.184868160376894,8218100.0,,,,,
2024-06-10,36.22225570678711,36.53073082183668,35.80160944347247,36.12878034420897,10631400.0,,,,,
2024-06-11,35.94182586669922,36.28768898547151,35.34357499124776,36.16616816206527,12501000.0,,,,,
2024-06-12,36.71767807006836,37.49353705625285,36.57746503947841,37.02615315590735,10299900.0,,,,,
2024-06-13,36.6989860534668,36.92333191763946,36.21290988516302,36.624206475980266,5935900.0,,,,,
2024-06-14,36.29703903198242,36.54007711542112,35.96052201963921,36.23160199882099,5121900.0,,,,,
2024-06-17,36.54008102416992,36.58681871069352,35.96987197735405,36.17552207708618,5697600.0,,,,,
2024-06-18,36.72703170776367,36.83920285751002,36.32508122482801,36.45594816050816,6308900.0,,,,,
2024-06-20,36.71767807006836,36.77376542181804,36.3344234144193,36.558769255561856,6710900.0,,,,,
2024-06-21,37.11029052734375,37.25050358863879,36.19421830995971,36.50268989749437,15555300.0,,,,,
2024-06-24,37.90483474731445,38.15722248901082,37.119629628433394,37.28788812289764,9549100.0,,,,,
2024-06-25,37.40941619873047,37.94223367931328,37.08224525562334,37.745933252963184,6893100.0,,,,,
2024-06-26,37.11963272094727,37.40006237979876,36.78311570398284,37.11963272094727,7854700.0,,,,,
2024-06-27,37.09158706665039,37.11962895993733,36.33442385519721,36.66159472892172,6874500.0,,,,,
2024-06-28,37.57428741455078,37.93394154746776,37.21463328163381,37.42285466549756,12212200.0,,,,,
2024-07-01,37.138919830322266,37.810902448822056,36.9780204987363,37.67839924071693,8068900.0,,,,,
2024-07-02,37.82983016967773,37.91501131512842,36.95908917057718,37.03480734895178,9381300.0,,,,,
2024-07-03,37.39445114135742,38.123222230192766,37.39445114135742,37.83928633322283,3715500.0,,,,,
2024-07-05,36.94962310791016,37.44178039478836,36.80765334057256,37.40392130877285,5656000.0,,,,,
2024-07-08,37.34713363647461,37.40392226695264,36.95908702097786,37.05373473844125,5295000.0,,,,,
2024-07-09,37.73517990112305,37.91500875741087,36.97801622066208,37.08212690368319,8003000.0,,,,,
