Date,Close,High,Low,Open,Volume,"('Close', 'LAB')","('High', 'LAB')","('Low', 'LAB')","('Open', 'LAB')","('Volume', 'LAB')"
2024-06-03,2.4800000190734863,2.5299999713897705,2.430000066757202,2.5,1857000.0,,,,,
2024-06-04,2.5299999713897705,2.569999933242798,2.440000057220459,2.440000057220459,2586400.0,,,,,
2024-06-05,2.569999933242798,2.5799999237060547,2.450000047683716,2.509999990463257,1643500.0,,,,,
2024-06-06,2.5199999809265137,2.5999999046325684,2.5199999809265137,2.559999942779541,1091000.0,,,,,
2024-06-07,2.319999933242798,2.5,2.309999942779541,2.490000009536743,2327500.0,,,,,
2024-06-10,2.4100000858306885,2.4200000762939453,2.2799999713897705,2.319999933242798,2362400.0,,,,,
2024-06-11,2.359999895095825,2.4100000858306885,2.309999942779541,2.390000104904175,1765200.0,,,,,
2024-06-12,2.3299999237060547,2.450000047683716,2.299999952316284,2.4200000762939453,1778300.0,,,,,
2024-06-13,2.259999990463257,2.3399999141693115,2.240000009536743,2.3299999237060547,1885300.0,,,,,
2024-06-14,2.150000095367432,2.25,2.150000095367432,2.240000009536743,1781700.0,,,,,
2024-06-17,2.109999895095825,2.2100000381469727,2.0799999237060547,2.180000066757202,1844300.0,,,,,
2024-06-18,2.049999952316284,2.119999885559082,2.039999961853028,2.0999999046325684,1824900.0,,,,,
2024-06-20,1.919999957084656,2.039999961853028,1.899999976158142,2.0199999809265137,4349600.0,,,,,
2024-06-21,1.9299999475479128,1.950000047683716,1.850000023841858,1.919999957084656,4981000.0,,,,,
2024-06-24,1.7999999523162842,1.9700000286102293,1.7899999618530271,1.9299999475479128,2949500.0,,,,,
2024-06-25,1.649999976158142,1.8200000524520876,1.6399999856948853,1.7999999523162842,5200900.0,,,,,
2024-06-26,1.7200000286102295,1.7799999713897705,1.600000023841858,1.649999976158142,4113600.0,,,,,
2024-06-27,1.7699999809265137,1.840000033378601,1.690000057220459,1.690000057220459,3685300.0,,,,,
2024-06-28,1.7699999809265137,1.830000042915344,1.7300000190734863,1.7699999809265137,41995500.0,,,,,
2024-07-01,1.7300000190734863,1.7899999618530271,1.7000000476837158,1.7699999809265137,3259100.0,,,,,
2024-07-02,1.7699999809265137,1.809999942779541,1.7100000381469729,1.7300000190734863,2361600.0,,,,,
2024-07-03,1.840000033378601,1.8899999856948853,1.7699999809265137,1.7799999713897705,1423400.0,,,,,
2024-07-05,1.8600000143051147,1.8899999856948853,1.809999942779541,1.8200000524520876,1799300.0,,,,,
2024-07-08,1.850000023841858,1.8799999952316284,1.809999942779541,1.8600000143051147,1498000.0,,,,,
2024-07-09,1.840000033378601,1.8899999856948853,1.809999942779541,1.840000033378601,1128700.0,,,,,
2024-07-10,1.7599999904632568,1.8200000524520876,1.75,1.8200000524520876,1351800.0,,,,,
2024-07-11,1.9600000381469729,1.9800000190734863,1.7699999809265137,1.7899999618530271,3849600.0,,,,,
2024-07-12,1.9800000190734863,2.0999999046325684,1.919999957084656,2.0,2286600.0,,,,,
2024-07-15,2.109999895095825,2.119999885559082,1.9800000190734863,2.039999961853028,3734900.0,,,,,
2024-07-16,2.289999961853028,2.299999952316284,2.109999895095825,2.150000095367432,3861700.0,,,,,
2024-07-17,2.319999933242798,2.359999895095825,2.25,2.2699999809265137,3369100.0,,,,,
2024-07-18,2.180000066757202,2.3499999046325684,2.140000104904175,2.2699999809265137,3062600.0,,,,,
2024-07-19,2.190000057220459,2.2300000190734863,2.119999885559082,2.190000057220459,1486300.0,,,,,
2024-07-22,2.2699999809265137,2.289999961853028,2.180000066757202,2.190000057220459,1603800.0,,,,,
2024-07-23,2.2699999809265137,2.319999933242798,2.240000009536743,2.2799999713897705,1329600.0,,,,,
2024-07-24,2.25,2.319999933242798,2.130000114440918,2.259999990463257,1648300.0,,,,,
2024-07-25,2.3399999141693115,2.400000095367432,2.25,2.2699999809265137,2502400.0,,,,,
2024-07-26,2.3499999046325684,2.4100000858306885,2.3299999237060547,2.380000114440918,2297100.0,,,,,
2024-07-29,2.240000009536743,2.359999895095825,2.220000028610229,2.359999895095825,1451500.0,,,,,
2024-07-30,2.319999933242798,2.3499999046325684,2.220000028610229,2.299999952316284,1662800.0,,,,,
2024-07-31,2.240000009536743,2.3399999141693115,2.2300000190734863,2.3299999237060547,2630400.0,,,,,
2024-08-01,1.4199999570846558,1.850000023841858,1.2100000381469729,1.6399999856948853,11770700.0,,,,,
2024-08-02,1.649999976158142,1.7200000286102295,1.3799999952316284,1.3899999856948853,6226500.0,,,,,
2024-08-05,1.590000033378601,1.6299999952316284,1.409999966621399,1.4500000476837158,2841400.0,,,,,
2024-08-06,1.5299999713897705,1.6100000143051147,1.5099999904632568,1.590000033378601,1746200.0,,,,,
2024-08-07,1.5800000429153442,1.7100000381469729,1.5199999809265137,1.690000057220459,3943500.0,,,,,
2024-08-08,1.6699999570846558,1.6799999475479126,1.559999942779541,1.590000033378601,2319100.0,,,,,
2024-08-09,1.6200000047683716,1.7400000095367432,1.5499999523162842,1.690000057220459,2684200.0,,,,,
2024-08-12,1.590000033378601,1.7599999904632568,1.559999942779541,1.6699999570846558,3709900.0,,,,,
2024-08-13,1.6299999952316284,1.7000000476837158,1.590000033378601,1.6100000143051147,3973400.0,,,,,
2024-08-14,1.5499999523162842,1.690000057220459,1.5399999618530271,1.6699999570846558,3955100.0,,,,,
2024-08-15,1.7999999523162842,1.809999942779541,1.6299999952316284,1.6299999952316284,3830500.0,,,,,
2024-08-16,1.7699999809265137,1.830000042915344,1.7300000190734863,1.7999999523162842,1727000.0,,,,,
2024-08-19,1.909999966621399,1.909999966621399,1.7300000190734863,1.809999942779541,2221800.0,,,,,
2024-08-20,1.8600000143051147,1.919999957084656,1.840000033378601,1.8899999856948853,2517400.0,,,,,
2024-08-21,1.940000057220459,1.9700000286102293,1.7699999809265137,1.840000033378601,3158000.0,,,,,
2024-08-22,1.950000047683716,2.0299999713897705,1.909999966621399,1.9700000286102293,2233200.0,,,,,
2024-08-23,2.140000104904175,2.1700000762939453,1.950000047683716,1.9700000286102293,2550600.0,,,,,
2024-08-26,2.1700000762939453,2.180000066757202,2.069999933242798,2.150000095367432,1715600.0,,,,,
2024-08-27,2.180000066757202,2.25,2.150000095367432,2.220000028610229,2362500.0,,,,,
2024-08-28,2.0799999237060547,2.190000057220459,2.0299999713897705,2.1600000858306885,2470100.0,,,,,
2024-08-29,2.0799999237060547,2.119999885559082,2.0299999713897705,2.0799999237060547,1695500.0,,,,,
2024-08-30,2.130000114440918,2.1600000858306885,2.069999933242798,2.109999895095825,2219600.0,,,,,
2024-09-03,1.9800000190734863,2.119999885559082,1.9700000286102293,2.0899999141693115,1851700.0,,,,,
2024-09-04,1.9299999475479128,2.009999990463257,1.8799999952316284,1.9600000381469729,1193500.0,,,,,
2024-09-05,1.9600000381469729,2.0,1.8899999856948853,1.940000057220459,782400.0,,,,,
2024-09-06,1.940000057220459,2.009999990463257,1.8899999856948853,1.9299999475479128,1396900.0,,,,,
2024-09-09,1.9900000095367432,2.069999933242798,1.8899999856948853,1.899999976158142,2930900.0,,,,,
2024-09-10,2.0,2.0199999809265137,1.870000004768372,1.9900000095367432,1349700.0,,,,,
2024-09-11,1.9800000190734863,2.0,1.919999957084656,1.9800000190734863,1687800.0,,,,,
2024-09-12,2.0299999713897705,2.049999952316284,1.940000057220459,2.0199999809265137,1117700.0,,,,,
2024-09-13,2.059999942779541,2.1700000762939453,2.0299999713897705,2.069999933242798,1267000.0,,,,,
2024-09-16,2.0899999141693115,2.0899999141693115,2.0,2.059999942779541,1021100.0,,,,,
2024-09-17,2.0,2.119999885559082,1.9700000286102293,2.0799999237060547,1385700.0,,,,,
2024-09-18,2.0299999713897705,2.150000095367432,1.919999957084656,1.950000047683716,1322400.0,,,,,
2024-09-19,2.109999895095825,2.150000095367432,2.059999942779541,2.119999885559082,1158400.0,,,,,
2024-09-20,2.009999990463257,2.0799999237060547,1.9900000095367432,2.0799999237060547,4829500.0,,,,,
