Date,Close,High,Low,Open,Volume,"('Close', 'GEN')","('High', 'GEN')","('Low', 'GEN')","('Open', 'GEN')","('Volume', 'GEN')"
2024-06-03,24.27031135559082,24.51487314396276,23.947489869574195,24.397484530424915,6012800.0,,,,,
2024-06-04,24.28009414672852,24.524655936064395,24.084445834774844,24.094226664392902,4324600.0,,,,,
2024-06-05,24.906169891357425,24.925735280865656,24.338786656626382,24.338786656626382,4761600.0,,,,,
2024-06-06,24.886608123779297,25.06269291006196,24.75943494886032,24.84747734200165,3644400.0,,,,,
2024-06-07,24.182268142700195,24.280093227904256,23.34097688800521,23.71270997275067,8481400.0,,,,,
2024-06-10,23.94748878479004,24.358352645277733,23.605101923407247,23.92792339480056,6431800.0,,,,,
2024-06-11,23.830101013183597,24.00618579755425,23.605102752122008,23.89857801469255,3914100.0,,,,,
2024-06-12,24.34857177734375,24.563787351660764,24.11379267742754,24.24096585604367,5102700.0,,,,,
2024-06-13,23.957273483276367,24.544222171038,23.820319473613417,24.19205258520933,3547000.0,,,,,
2024-06-14,23.859447479248047,24.13335735396528,23.78118778159432,23.879012870126072,3759300.0,,,,,
2024-06-17,23.17467498779297,23.849664162783306,23.125761511871573,23.849664162783306,5499600.0,,,,,
2024-06-18,23.047502517700195,23.47793178961685,22.763811812155343,23.252935391105694,5432400.0,,,,,
2024-06-20,23.243152618408203,23.311629620696426,22.83228873882049,23.008373525194997,4210800.0,,,,,
2024-06-21,23.693145751953125,23.810536233163663,23.125762468795383,23.26271834118408,29188800.0,,,,,
2024-06-24,23.55619239807129,23.722494495976388,23.17467658881895,23.409455691886425,4985500.0,,,,,
2024-06-25,23.64423370361328,23.839883880068165,23.575756701611585,23.673581789839023,4198800.0,,,,,
2024-06-26,23.663801193237305,23.79097251311129,23.46815099942968,23.57575879260973,3195200.0,,,,,
2024-06-27,24.08444595336914,24.17248648137387,23.722493682392063,23.80075338073057,4135000.0,,,,,
2024-06-28,24.436613082885746,24.456178473470523,24.133356992255045,24.18226860285865,6394200.0,,,,,
2024-07-01,24.34857177734375,24.622481660175207,24.26052938164287,24.43661417304463,3351700.0,,,,,
2024-07-02,24.41704750061035,24.514872586907902,24.015966326062863,24.377918585606324,3241100.0,,,,,
2024-07-03,24.143138885498047,24.495308440891414,24.143138885498047,24.426829576119594,2705000.0,,,,,
2024-07-05,24.1040096282959,24.23118280504747,23.898578618578068,23.967055621817345,5610800.0,,,,,
2024-07-08,24.01596450805664,24.201831971366012,23.888793211597505,24.12357228142389,2819100.0,,,,,
2024-07-09,23.605098724365234,24.045310610178163,23.54640442820952,23.927920152008703,3332700.0,,,,,
2024-07-10,24.06488037109375,24.0844457619875,23.53662601211271,23.55619140300646,2807700.0,,,,,
2024-07-11,24.456178665161133,24.73987123328901,24.113791790677205,24.113791790677205,2706500.0,,,,,
2024-07-12,24.95508575439453,24.994214671299066,24.309442765673225,24.456179469317448,2529700.0,,,,,
2024-07-15,24.808347702026367,25.228994264567216,24.759434226231896,25.043126788264868,2768100.0,,,,,
2024-07-16,25.02356338500977,25.26812518582724,24.83769589394812,24.98443446712537,3495900.0,,,,,
2024-07-17,25.219213485717773,25.24855970756604,24.72030718985415,24.78878419531139,2760000.0,,,,,
2024-07-18,25.02356338500977,25.35616758339021,24.857261285819543,25.160517396392844,2454900.0,,,,,
