Date,Close,High,Low,Open,Volume,"('Close', 'RGTI')","('High', 'RGTI')","('Low', 'RGTI')","('Open', 'RGTI')","('Volume', 'RGTI')"
2024-06-03,1.0299999713897705,1.090000033378601,1.0099999904632568,1.0700000524520874,2940100.0,,,,,
2024-06-04,1.0199999809265137,1.0399999618530271,1.0,1.0299999713897705,3349300.0,,,,,
2024-06-05,1.0499999523162842,1.0700000524520874,0.9800000190734864,1.0199999809265137,4473600.0,,,,,
2024-06-06,1.0499999523162842,1.059999942779541,1.0199999809265137,1.0299999713897705,1761200.0,,,,,
2024-06-07,1.0199999809265137,1.0700000524520874,1.0,1.0399999618530271,2053400.0,,,,,
2024-06-10,1.0299999713897705,1.059999942779541,1.0,1.0,2085200.0,,,,,
2024-06-11,1.0499999523162842,1.0549999475479126,1.0199999809265137,1.0399999618530271,1507200.0,,,,,
2024-06-12,1.0199999809265137,1.0800000429153442,1.0,1.059999942779541,3429700.0,,,,,
2024-06-13,1.0199999809265137,1.0399999618530271,1.0,1.0199999809265137,2058300.0,,,,,
2024-06-14,0.9860000014305116,1.0199999809265137,0.9800000190734864,1.0099999904632568,2537200.0,,,,,
2024-06-17,1.0399999618530271,1.059999942779541,0.9810000061988832,1.0,4237900.0,,,,,
2024-06-18,0.9800000190734864,1.0399999618530271,0.9800000190734864,1.0199999809265137,2263900.0,,,,,
2024-06-20,0.8799999952316284,0.9819999933242798,0.8799999952316284,0.9660000205039978,8833000.0,,,,,
2024-06-21,0.953000009059906,0.975000023841858,0.8889999985694885,0.8949999809265137,6602000.0,,,,,
2024-06-24,0.9639999866485596,1.0099999904632568,0.949999988079071,0.949999988079071,3222800.0,,,,,
2024-06-25,0.8970000147819519,0.9789999723434448,0.890999972820282,0.9789999723434448,4062300.0,,,,,
2024-06-26,0.906000018119812,0.9369999766349792,0.890999972820282,0.902999997138977,3979600.0,,,,,
2024-06-27,1.0499999523162842,1.059999942779541,0.9070000052452089,0.9169999957084656,7436700.0,,,,,
2024-06-28,1.0700000524520874,1.100000023841858,1.0099999904632568,1.0700000524520874,22248500.0,,,,,
2024-07-01,0.9990000128746032,1.0800000429153442,0.9729999899864196,1.0800000429153442,4637500.0,,,,,
2024-07-02,0.9490000009536744,1.0199999809265137,0.9240000247955322,0.9869999885559082,3565600.0,,,,,
2024-07-03,0.959999978542328,0.9760000109672546,0.9300000071525574,0.949999988079071,2026100.0,,,,,
2024-07-05,0.9919999837875366,1.0199999809265137,0.9459999799728394,0.959999978542328,3065800.0,,,,,
2024-07-08,1.0399999618530271,1.059999942779541,1.0,1.0,4371300.0,,,,,
2024-07-09,1.0399999618530271,1.059999942779541,0.9950000047683716,1.059999942779541,2925800.0,,,,,
2024-07-10,1.0800000429153442,1.399999976158142,1.0099999904632568,1.0399999618530271,34629500.0,,,,,
2024-07-11,1.0199999809265137,1.149999976158142,0.9919999837875366,1.1449999809265137,14938800.0,,,,,
