Date,Close,High,Low,Open,Volume,"('Close', 'RUBI')","('High', 'RUBI')","('Low', 'RUBI')","('Open', 'RUBI')","('Volume', 'RUBI')"
2025-10-01,2.2799999713897705,2.299999952316284,2.109999895095825,2.119999885559082,59900.0,,,,,
2025-10-02,2.2660000324249268,2.299999952316284,2.140000104904175,2.289999961853028,29500.0,,,,,
2025-10-03,2.249000072479248,2.2929999828338623,2.2100000381469727,2.2699999809265137,22300.0,,,,,
2025-10-06,2.2799999713897705,2.299999952316284,2.1600000858306885,2.2300000190734863,45500.0,,,,,
2025-10-07,2.259999990463257,2.3499999046325684,2.150000095367432,2.3499999046325684,69400.0,,,,,
2025-10-08,2.150000095367432,2.259999990463257,2.0,2.220000028610229,118400.0,,,,,
2025-10-09,1.9800000190734863,2.0999999046325684,1.9800000190734863,2.0899999141693115,62500.0,,,,,
2025-10-10,1.950000047683716,2.0799999237060547,1.909999966621399,2.039999961853028,39800.0,,,,,
2025-10-13,2.0299999713897705,2.039999961853028,1.899999976158142,2.009999990463257,32400.0,,,,,
2025-10-14,2.039999961853028,2.049999952316284,1.8949999809265137,2.039999961853028,39000.0,,,,,
2025-10-15,2.009999990463257,2.069999933242798,1.950000047683716,2.069999933242798,28900.0,,,,,
2025-10-16,1.9900000095367432,2.0999999046325684,1.950000047683716,2.0999999046325684,52000.0,,,,,
2025-10-17,1.870000004768372,2.0899999141693115,1.850000023841858,1.9700000286102293,37100.0,,,,,
2025-10-20,,,,,,56.400001525878906,60.27000045776367,56.099998474121094,58.20000076293945,990.0
2025-10-21,,,,,,56.099998474121094,58.79999923706055,55.5,56.70000076293945,800.0
2025-10-22,,,,,,53.70000076293945,55.5,51.0,55.5,1627.0
2025-10-23,,,,,,52.79999923706055,53.400001525878906,49.79999923706055,53.400001525878906,1390.0
2025-10-24,,,,,,50.70000076293945,52.77000045776367,50.400001525878906,52.5,890.0
2025-10-27,,,,,,48.599998474121094,53.040000915527344,48.599998474121094,52.5,3367.0
2025-10-28,,,,,,47.400001525878906,50.70000076293945,46.95000076293945,48.599998474121094,2703.0
2025-10-29,,,,,,46.5,55.20000076293945,43.5,47.70000076293945,6130.0
2025-10-30,,,,,,43.20000076293945,47.70000076293945,43.20000076293945,46.5,2690.0
2025-10-31,,,,,,23.399999618530273,43.5,21.0,42.900001525878906,87397.0
2025-11-03,,,,,,20.670000076293945,26.43000030517578,20.100000381469727,25.799999237060547,23803.0
2025-11-04,,,,,,18.270000457763672,57.599998474121094,16.260000228881836,21.0,1396420.0
2025-11-05,,,,,,9.180000305175781,9.510000228881836,7.260000228881836,8.1899995803833,3303037.0
2025-11-06,,,,,,6.75,8.069999694824219,5.909999847412109,8.010000228881836,1553130.0
2025-11-07,,,,,,9.420000076293945,10.5600004196167,8.15999984741211,9.029999732971191,10892770.0
2025-11-10,,,,,,7.260000228881836,8.399999618530273,6.900000095367432,8.399999618530273,1063007.0
2025-11-11,,,,,,6.960000038146973,7.320000171661377,6.449999809265137,6.840000152587891,588270.0
2025-11-12,,,,,,6.0,6.539999961853027,5.610000133514404,6.090000152587891,1418630.0
2025-11-13,,,,,,6.989999771118164,8.279999732971191,6.900000095367432,7.380000114440918,7154607.0
2025-11-14,,,,,,6.179999828338623,6.599999904632568,6.150000095367432,6.599999904632568,773013.0
2025-11-17,,,,,,5.190000057220459,6.420000076293945,5.010000228881836,6.420000076293945,964843.0
2025-11-18,,,,,,4.980000019073486,5.429999828338623,4.769999980926514,5.25,1195513.0
2025-11-19,,,,,,4.800000190734863,5.159999847412109,4.800000190734863,4.949999809265137,465157.0
2025-11-20,,,,,,4.380000114440918,5.099999904632568,4.289999961853027,4.800000190734863,699107.0
2025-11-21,,,,,,4.289999961853027,4.590000152587891,3.9600000381469727,4.590000152587891,620647.0
2025-11-24,,,,,,4.590000152587891,5.070000171661377,4.260000228881836,4.46999979019165,823900.0
2025-11-25,,,,,,7.079999923706055,8.579999923706055,5.820000171661377,7.260000228881836,21666043.0
2025-11-26,,,,,,6.480000019073486,6.900000095367432,6.059999942779541,6.420000076293945,1551047.0
2025-11-28,,,,,,4.800000190734863,5.309999942779541,4.409999847412109,4.800000190734863,1726860.0
2025-12-01,,,,,,4.139999866485596,4.289999961853027,3.809999942779541,4.110000133514404,733380.0
2025-12-02,,,,,,2.7899999618530273,4.3429999351501465,2.765000104904175,4.179999828338623,1458600.0
2025-12-03,,,,,,3.059999942779541,3.3499999046325684,2.819999933242798,3.0,1681600.0
2025-12-04,,,,,,2.8399999141693115,2.9549999237060547,2.6500000953674316,2.9200000762939453,1153500.0
2025-12-05,,,,,,2.6500000953674316,3.0,2.5220000743865967,2.950000047683716,1335600.0
2025-12-08,,,,,,2.5999999046325684,2.759999990463257,2.5199999809265137,2.700000047683716,4180400.0
2025-12-09,,,,,,2.5199999809265137,2.630000114440918,2.4100000858306885,2.4200000762939453,608600.0
2025-12-10,,,,,,2.140000104904175,2.509999990463257,2.0999999046325684,2.490000009536743,817500.0
2025-12-11,,,,,,1.7999999523162842,2.0299999713897705,1.75,1.9700000286102295,932300.0
2025-12-12,,,,,,1.6449999809265137,1.7999999523162842,1.600000023841858,1.690000057220459,531500.0
2025-12-15,,,,,,1.4800000190734863,1.6299999952316284,1.4299999475479126,1.6100000143051147,425300.0
2025-12-16,,,,,,1.440000057220459,1.4600000381469727,1.3200000524520874,1.440000057220459,467400.0
2025-12-17,,,,,,1.4199999570846558,1.5099999904632568,1.3799999952316284,1.4299999475479126,278000.0
2025-12-18,,,,,,1.440000057220459,1.5800000429153442,1.3940000534057617,1.4299999475479126,294900.0
2025-12-19,,,,,,1.3799999952316284,1.4900000095367432,1.3380000591278076,1.4600000381469727,232000.0
2025-12-22,,,,,,1.399999976158142,1.5199999809265137,1.350000023841858,1.3899999856948853,223900.0
2025-12-23,,,,,,1.333400011062622,1.409999966621399,1.3300000429153442,1.3700000047683716,85244.0
