Date,Close,High,Low,Open,Volume,"('Close', 'MAC')","('High', 'MAC')","('Low', 'MAC')","('Open', 'MAC')","('Volume', 'MAC')"
2024-06-03,14.529220581054688,14.757727105411009,14.414967318876528,14.576826333963307,1901500.0,,,,,
2024-06-04,14.47209358215332,14.60538950949047,14.367361651533988,14.453051825678996,1238700.0,,,,,
2024-06-05,14.748207092285156,14.776771091387577,14.281672669663834,14.586348062721957,2233700.0,,,,,
2024-06-06,14.443530082702637,14.78628986153124,14.42448741876562,14.605389094150526,907200.0,,,,,
2024-06-07,14.2055025100708,14.348318860382156,14.043643495449016,14.215023842226014,1178700.0,,,,,
2024-06-10,14.034123420715332,14.16741935881866,13.957954572657512,13.957954572657512,993700.0,,,,,
2024-06-11,13.91986846923828,14.081727478834416,13.824657874655026,13.91986846923828,1973200.0,,,,,
2024-06-12,14.100769996643066,14.957669879046334,14.024600250558787,14.624430531442744,2060900.0,,,,,
2024-06-13,14.11981201171875,14.272149690679312,13.948431668886023,14.081727591978613,947700.0,,,,,
2024-06-14,13.78657341003418,14.043643938306229,13.74848898821657,13.90082758349125,1288700.0,,,,,
2024-06-17,13.777052879333496,13.843700389999263,13.529503685426024,13.643756949997728,1256400.0,,,,,
2024-06-18,14.100769996643066,14.205501922002169,13.729446229999423,13.796093736318474,1960500.0,,,,,
2024-06-20,14.16741943359375,14.338799796630529,14.005560403615526,14.024602161728335,2207100.0,,,,,
2024-06-21,13.967474937438965,14.291192973246671,13.824658584231674,14.157897044383432,3803700.0,,,,,
2024-06-24,14.16741943359375,14.338799796630529,13.900828463984327,13.96747597938561,1282100.0,,,,,
2024-06-25,13.900827407836914,14.167418357191474,13.758010146822372,14.129333935855108,870500.0,,,,,
2024-06-26,14.091249465942385,14.119812554845137,13.796094520599857,13.796094520599857,1378700.0,,,,,
2024-06-27,14.42448902130127,14.462573445402228,14.034123447265374,14.167419385620876,1105100.0,,,,,
2024-06-28,14.700600624084473,14.757727711521913,14.405446578336417,14.557784267497253,3867200.0,,,,,
2024-07-01,13.94843292236328,14.633953447294362,13.9198698319924,14.59586902413176,2192200.0,,,,,
2024-07-02,13.910347938537598,14.253108641190144,13.748488919619282,13.986516781792778,2345700.0,,,,,
2024-07-03,14.234066009521484,14.31023485295404,13.938911968221388,14.015080811653943,852400.0,,,,,
2024-07-05,13.891305923461914,14.18645995858724,13.824658413853784,14.138855113440988,1230200.0,,,,,
2024-07-08,14.13885498046875,14.148375404605934,13.900827124959203,14.005559054501887,971700.0,,,,,
2024-07-09,14.157896995544434,14.310234680574505,13.967474889256849,14.034122399456448,596700.0,,,,,
2024-07-10,14.491135597229004,14.586346191342315,14.13885449220097,14.272149505560444,1487200.0,,,,,
2024-07-11,14.757726669311523,15.090966021820233,14.68155783011025,14.757726669311523,1825000.0,,,,,
2024-07-12,14.719644546508787,15.119531468714415,14.633954362035537,14.957672433154787,1913800.0,,,,,
2024-07-15,14.919586181640623,14.97671235896171,14.643473903244132,14.910064849419038,1368100.0,,,,,
2024-07-16,15.33851718902588,15.424207371222227,15.024319551637833,15.100488400700296,2050800.0,,,,,
2024-07-17,15.233783721923828,15.66223461550635,15.148093543207324,15.148093543207324,2621100.0,,,,,
2024-07-18,15.39564323425293,15.738403959975589,15.110009598818811,15.138572689960936,2027600.0,,,,,
2024-07-19,15.328994750976562,15.481332438120976,15.110008644703289,15.43372577588305,1538300.0,,,,,
2024-07-22,15.671751022338867,15.747921669201355,15.16713319893209,15.27186602235984,1164800.0,,,,,
2024-07-23,15.862176895141602,15.90026222550617,15.4242064920001,15.567022848850218,1751000.0,,,,,
2024-07-24,15.100486755371094,15.900261399393184,15.06240233498949,15.757443233954811,1435200.0,,,,,
2024-07-25,14.891023635864258,15.367078460244365,14.85293921359368,15.100487504350314,1388600.0,,,,,
2024-07-26,15.452768325805664,15.576543830694876,15.071924110778207,15.262347126296168,1321600.0,,,,,
2024-07-29,15.490853309631348,15.576543483101393,15.29090896619844,15.500374641795622,689500.0,,,,,
2024-07-30,15.928825378417969,15.995472894610815,15.395643432866573,15.643192647303303,1639900.0,,,,,
2024-07-31,15.243304252624512,15.98595182375599,15.071923904208903,15.909781165785995,2589700.0,,,,,
2024-08-01,14.76724910736084,15.671753913627288,14.519699907411812,15.443247378907076,1774100.0,,,,,
