Date,Close,High,Low,Open,Volume,"('Close', 'CAT')","('High', 'CAT')","('Low', 'CAT')","('Open', 'CAT')","('Volume', 'CAT')"
2024-06-03,324.8733825683594,334.7168509447338,319.3732165921103,334.19722726113,3878600.0,,,,,
2024-06-04,321.1575622558594,323.8635127011398,318.1476527821332,322.2752302849558,3706600.0,,,,,
2024-06-05,323.0007629394531,324.7851122346282,320.3045964037988,323.03017446848975,2616300.0,,,,,
2024-06-06,321.86346435546875,324.5498170502856,320.6869433643613,323.7556758533482,2452100.0,,,,,
2024-06-07,322.5007629394531,326.3636369709056,317.38294703464686,319.8144100043461,2499100.0,,,,,
2024-06-10,323.1575927734375,325.412586291848,322.0105132623939,322.2752170141338,2640500.0,,,,,
2024-06-11,320.9026794433594,322.20666053474025,317.39277356825505,321.3438823522094,3247000.0,,,,,
2024-06-12,322.2948303222656,328.6087640209273,319.61826171516896,326.6282881583236,4817300.0,,,,,
2024-06-13,319.9712219238281,321.47129964681545,315.15736551622814,321.08891985385674,3183900.0,,,,,
2024-06-14,315.1769714355469,316.3632763499286,309.666992172189,315.0985506637596,4195300.0,,,,,
2024-06-17,316.0887451171875,317.5005583097645,312.63766282431664,315.1769578236981,3198900.0,,,,,
2024-06-18,318.7751159667969,319.2261026889166,314.71614570720925,316.7260032054957,3275300.0,,,,,
2024-06-20,322.68701171875,324.6184485296154,318.2260637950907,318.6966781677473,4463300.0,,,,,
2024-06-21,321.4222412109375,324.0791822092406,319.7947335747318,324.05958449802245,8265100.0,,,,,
2024-06-24,323.5400085449219,327.1381787745254,319.68694835127417,322.91252265151473,2447300.0,,,,,
2024-06-25,320.9908752441406,323.02036050727367,318.02019113208564,321.5889495611798,2990400.0,,,,,
2024-06-26,320.3340148925781,321.2948114754305,317.44175148705955,319.86340049759536,2198600.0,,,,,
2024-06-27,321.0497131347656,322.7850831878388,318.31435104869564,319.64771365292245,1995100.0,,,,,
2024-06-28,326.5793151855469,327.6479739998984,321.8928885889487,322.07917158522923,8891500.0,,,,,
2024-07-01,322.6379699707031,328.7264255574463,319.00060470840634,328.54992646900854,2950200.0,,,,,
2024-07-02,321.3438720703125,323.6282474812696,319.2065243973669,321.57916432341034,2119800.0,,,,,
2024-07-03,324.1380310058594,324.922388319428,321.83405806769287,321.83405806769287,1352200.0,,,,,
2024-07-05,321.9223022460937,326.91265799166774,320.2359713718976,325.0792694668502,2280900.0,,,,,
2024-07-08,322.6183776855469,326.736171202064,320.735980018695,323.89291714914094,1913400.0,,,,,
2024-07-09,319.6771240234375,323.6576440283185,319.4516156778762,322.1085869001844,1896100.0,,,,,
2024-07-10,322.0497436523437,322.0497436523437,315.34364588832386,319.71632932950695,2904400.0,,,,,
2024-07-11,324.6478576660156,327.8832454337005,322.8536646936203,323.5399735753333,3016400.0,,,,,
2024-07-12,329.0205383300781,331.60887245894656,326.90281856650506,328.393082429855,2451300.0,,,,,
2024-07-15,339.0012512207031,341.0895594698933,331.22649480841494,332.46183882515754,3394300.0,,,,,
2024-07-16,353.5213623046875,355.18809549494966,338.5012855593178,340.04052888989327,4637000.0,,,,,
2024-07-17,350.7957458496094,355.5900342630755,349.2270911593949,351.9428552600033,3061000.0,,,,,
2024-07-18,349.0604553222656,362.00206779043873,348.7859377205856,349.5212559308187,3876300.0,,,,,
2024-07-19,340.8248291015625,349.5113721239538,339.90322806900684,348.393704226703,3462700.0,,,,,
2024-07-22,342.4491577148437,343.2957720079488,336.0603006115153,342.5771367393151,2659600.0,,,,,
2024-07-23,338.80682373046875,343.22684659864007,336.06029179448905,340.3425118997852,2027800.0,,,,,
2024-07-24,330.80352783203125,339.446708693527,330.2227253531023,337.60585353918725,2835800.0,,,,,
2024-07-25,338.93475341796875,342.7740036647599,328.74606173201056,330.2817498139182,3291300.0,,,,,
2024-07-26,345.0184936523437,347.4401511495578,341.47458631372336,343.207169910832,1894900.0,,,,,
2024-07-29,339.1612243652344,345.9044875504699,337.7830464250903,344.7231750063316,2190300.0,,,,,
2024-07-30,336.3949890136719,340.3326571374222,333.34329020936065,338.3047604570527,1970800.0,,,,,
2024-07-31,340.8052062988281,345.5205424981796,335.5385688940949,339.9684457695111,2568100.0,,,,,
2024-08-01,326.3539428710937,344.37861738615214,322.967545678034,340.9036262600328,3747900.0,,,,,
2024-08-02,315.8699035644531,318.36047757447494,312.7099331503048,317.7206124810591,4246700.0,,,,,
2024-08-05,311.8633117675781,315.58440704286994,302.265245457926,304.18487073666626,4681300.0,,,,,
2024-08-06,321.3531188964844,326.9938396659868,305.66150799875777,309.1561766692119,5071700.0,,,,,
2024-08-07,320.7230529785156,329.95688942936505,319.3941140356343,328.3129298301167,3011700.0,,,,,
2024-08-08,330.921630859375,331.1874126411012,322.504847267096,324.8576183779439,2268300.0,,,,,
2024-08-09,332.9889221191406,333.22517259852486,327.29899275178326,330.7641299648578,1668100.0,,,,,
2024-08-12,330.7936706542969,334.5541511152529,328.4015443566305,332.9889315609024,2127600.0,,,,,
2024-08-13,333.5204772949219,334.22925875724167,328.5295057915278,331.9257265152082,1503800.0,,,,,
2024-08-14,332.329345703125,336.4639092975711,329.3859483601124,334.3080335715844,1610900.0,,,,,
2024-08-15,340.2539367675781,342.22277094387374,335.4795078816562,339.13168686691745,3232600.0,,,,,
2024-08-16,338.1275634765625,340.4507731867077,335.4499480229918,339.8699707591714,2483800.0,,,,,
2024-08-19,339.27935791015625,340.70677476573644,337.95038877599995,338.32447209219487,2252600.0,,,,,
2024-08-20,337.9503479003906,340.7756499576019,336.49342995082907,339.6238688361024,1479500.0,,,,,
2024-08-21,337.6255187988281,340.2145404620716,336.5229765031559,339.21041583835085,1433200.0,,,,,
2024-08-22,337.0249938964844,339.76170203090385,336.44419146429493,337.6550352045006,2021400.0,,,,,
2024-08-23,342.9807434082031,344.0931394665488,337.7239600365551,339.594346398134,2183900.0,,,,,
2024-08-26,345.6878662109375,348.88722135807603,343.50245933951896,344.35889729526025,1718100.0,,,,,
2024-08-27,345.64849853515625,346.23915475432966,341.6911529381339,344.8905082464647,1210800.0,,,,,
2024-08-28,342.7740173339844,348.90691612295973,340.4507775520274,345.126758382747,1514500.0,,,,,
2024-08-29,346.1604309082031,350.9052983261572,342.075076057767,345.7469625227092,1664500.0,,,,,
2024-08-30,350.5509033203125,350.68870607988055,344.37858943982144,347.09559000126336,2974100.0,,,,,
2024-09-03,334.93804931640625,347.1349910530043,333.1267255395102,346.7215226712448,3107200.0,,,,,
2024-09-04,331.5024108886719,335.5385264283117,330.0651705405345,333.3137344878911,2782500.0,,,,,
2024-09-05,328.3621520996094,331.2464868750544,325.40890091988484,330.7838096552166,2525500.0,,,,,
