Date,Close,High,Low,Open,Volume,"('Close', 'ZTS')","('High', 'ZTS')","('Low', 'ZTS')","('Open', 'ZTS')","('Volume', 'ZTS')"
2024-08-08,186.0367126464844,186.5702154302082,183.27036450677687,183.28023888365496,1734100.0,,,,,
2024-08-09,183.0233459472656,187.3507043759712,182.9443057162182,186.1058395812024,1881700.0,,,,,
2024-08-12,181.6006622314453,183.02335632016545,180.14832993882547,182.6380445940857,1638100.0,,,,,
2024-08-13,186.11575317382807,186.76780878262997,182.400937209652,182.400937209652,1732700.0,,,,,
2024-08-14,181.17584228515625,186.23429687754827,180.29654037241025,185.7897087329704,2153100.0,,,,,
2024-08-15,181.86741638183597,183.93229160151637,180.51388818789724,182.3021301281651,1891900.0,,,,,
2024-08-16,181.5018768310547,182.3910531163881,180.05941888609598,181.51175120742192,1588400.0,,,,,
2024-08-19,182.2626190185547,182.30214667656347,180.3656984695124,181.5907995862496,1637000.0,,,,,
2024-08-20,181.3932037353516,182.5392495184628,180.70160540928364,182.2626162181893,1186400.0,,,,,
2024-08-21,180.70159912109372,182.3120119080188,179.63459361453172,182.0551424453848,1246800.0,,,,,
2024-08-22,179.98036193847656,182.13416674188244,179.3282913495698,181.20546288653927,1135800.0,,,,,
2024-08-23,178.72564697265625,180.74113541556656,178.01429988402725,180.6620951751206,1262400.0,,,,,
2024-08-26,179.37771606445312,180.3953346537012,178.3502230985058,178.86396204378732,1015900.0,,,,,
2024-08-27,179.91122436523438,180.88931524500504,179.239389900731,179.79265647421408,1423900.0,,,,,
2024-08-28,180.71148681640625,182.39105037197703,179.91122515657088,179.91122515657088,1485400.0,,,,,
2024-08-29,180.69171142578125,182.48984275782803,180.286635895984,181.6994555247897,1359900.0,,,,,
2024-08-30,181.28453063964844,182.00575211697188,178.80469016528966,180.88932943089367,2328500.0,,,,,
2024-09-03,181.36355590820312,182.529365458166,180.26689714194796,180.51389222375872,1680900.0,,,,,
2024-09-04,185.078369140625,185.2561983754792,179.3777180423316,180.9881309097497,1870800.0,,,,,
2024-09-05,184.3472595214844,185.78971754102892,183.6062742202641,185.4044057874098,1465700.0,,,,,
2024-09-06,186.9555206298828,188.15098350714467,184.81160504249783,185.2068062345358,2710100.0,,,,,
2024-09-09,189.42547607421875,191.28288403272452,187.80518883660235,188.25966644946087,2652700.0,,,,,
2024-09-10,189.05992126464844,190.45297718276615,185.56247744243385,189.425469171738,2675600.0,,,,,
2024-09-11,187.70639038085935,188.85243611892716,184.1990571558468,188.4177374322855,1387900.0,,,,,
2024-09-12,188.41775512695312,188.5758205390381,184.89065774278023,187.6965185561405,1046000.0,,,,,
2024-09-13,188.7931671142578,190.30477588897173,187.8545887687416,188.2794281711572,1725200.0,,,,,
2024-09-16,191.91519165039065,192.11278471423307,188.9117378839861,189.93923086119744,1263400.0,,,,,
2024-09-17,193.35765075683597,193.95042995172685,191.66819763932017,192.14242401030975,1962900.0,,,,,
2024-09-18,194.11837768554688,196.0054237987617,192.0337385146211,194.43453863819155,1993800.0,,,,,
2024-09-19,190.91734313964844,197.92212074895045,189.01053307634797,195.847355822107,2463100.0,,,,,
2024-09-20,190.32452392578125,192.21156991228057,188.77340269775544,190.6209210301365,3520700.0,,,,,
2024-09-23,191.2631072998047,191.3322731586668,188.78328211377092,190.49248385313655,1315700.0,,,,,
2024-09-24,191.36192321777344,193.3576478169467,190.57153589455172,192.6166625280609,2045100.0,,,,,
2024-09-25,189.22787475585935,193.4267912328501,188.50665332327196,191.5101069465859,1906300.0,,,,,
2024-09-26,192.52772521972656,192.81424796230945,189.5637841814367,189.81077926796084,1556100.0,,,,,
2024-09-27,192.4684600830078,195.13600415861765,192.08314832847955,193.2983600042403,1343700.0,,,,,
2024-09-30,193.0316162109375,193.64415923746355,191.2532484681696,192.66605321009504,1838200.0,,,,,
2024-10-01,192.0831451416016,193.6441559630025,188.78329426522225,193.10076373476412,1951200.0,,,,,
2024-10-02,190.14669799804688,192.05349276921103,188.96110956011452,191.193954719555,1233300.0,,,,,
2024-10-03,188.69436645507807,190.01825646375943,187.71626051263743,189.5835427115636,1325000.0,,,,,
2024-10-04,187.74591064453125,189.5637909279548,186.72829205786567,188.69437844370853,1697700.0,,,,,
2024-10-07,185.02896118164065,187.8348217945448,184.3966543523188,187.79530921319264,1847300.0,,,,,
2024-10-08,185.1178741455078,186.9752820355585,184.4065270844409,184.7523262385704,1990100.0,,,,,
2024-10-09,187.88421630859372,188.15097521704277,184.7621948682809,185.02895377672988,965400.0,,,,,
2024-10-10,187.99288940429688,188.4770051761849,186.649235599526,187.47913542957724,1153600.0,,,,,
2024-10-11,187.7953186035156,190.5023903607091,187.4198812226696,187.92376088125448,1819900.0,,,,,
2024-10-14,190.33441162109372,190.7197233611045,187.50878716922,187.8743501561726,1616400.0,,,,,
2024-10-15,190.0775451660156,193.4663257168313,189.63295700901455,189.9688667209368,1414600.0,,,,,
2024-10-16,192.10289001464844,193.52558404442067,189.4550949980428,189.6922156947991,1591500.0,,,,,
2024-10-17,188.7042388916016,194.18753261792628,188.5955604546696,193.35763277701847,1701200.0,,,,,
2024-10-18,190.95684814453125,191.16433065913463,188.21026387252724,188.8623345465558,1576400.0,,,,,
2024-10-21,187.17288208007807,190.6802154835836,186.9061231533717,190.16646145910053,959500.0,,,,,
2024-10-22,187.23216247558597,187.53844906666933,184.9696939649779,186.14539306747395,1441900.0,,,,,
2024-10-23,186.7183990478516,187.6964898794442,185.30557940444268,187.123459506453,1339500.0,,,,,
2024-10-24,179.3184356689453,185.9873031111788,177.89574153587407,185.30559424946685,4485900.0,,,,,
2024-10-25,177.84632873535156,179.84205316649286,177.51041905076448,179.30855043658298,2622900.0,,,,,
2024-10-28,180.5632781982422,180.8992029649701,178.5280411472466,179.3480666234466,1909700.0,,,,,
2024-10-29,179.09120178222656,182.193459469838,178.86395544806362,179.82229759100767,1696000.0,,,,,
2024-10-30,180.5435485839844,181.600679801246,177.6388837177194,177.75743654478822,1957800.0,,,,,
2024-10-31,177.04966735839844,179.82257043648946,177.01006114934412,178.4757326620513,2120000.0,,,,,
2024-11-01,180.18899536132807,181.33777193729264,177.46561121428354,178.23806078164765,2838600.0,,,,,
2024-11-04,173.48451232910156,177.43590053616194,171.90990477791547,174.93038836142475,4164000.0,,,,,
2024-11-05,173.5736541748047,175.08884486649154,170.58287900268968,172.87051925833035,2453800.0,,,,,
2024-11-06,168.7210693359375,177.1883211940235,167.67133096236765,176.79219863795797,5362100.0,,,,,
2024-11-07,172.56353759765625,173.09830460904254,167.99815444902143,170.91960012644444,3781300.0,,,,,
2024-11-08,175.10865783691406,175.3859466527026,171.5434943323372,172.56352428565364,3243400.0,,,,,
2024-11-11,174.44512939453125,176.65355726021625,173.3062656929916,175.2175789698743,3399500.0,,,,,
2024-11-12,172.27633666992188,174.80164443360948,172.06836250376404,173.69248917705312,2704100.0,,,,,
2024-11-13,175.32652282714844,175.7820773949185,173.21714817396276,173.6231836413718,2375300.0,,,,,
2024-11-14,172.93984985351562,177.23784157345676,172.12777896326776,175.76225708589047,3009800.0,,,,,
2024-11-15,173.44491577148438,175.3562442219607,169.0974047686983,171.3256282575977,3426500.0,,,,,
2024-11-18,174.71250915527344,175.48495868074338,171.97922738138803,172.44467967380018,3172900.0,,,,,
2024-11-19,173.86083984375,174.79174447003606,171.56330182520554,173.18742847815992,2208300.0,,,,,
2024-11-20,173.96978759765625,175.69295256162115,172.14759954380628,174.71252877177955,2187300.0,,,,,
2024-11-21,174.99972534179688,175.94052777913208,172.86062719656007,173.9994909189489,2019500.0,,,,,
2024-11-22,175.247314453125,176.3465720176886,174.57388791707749,174.64321768140795,1854600.0,,,,,
2024-11-25,176.98037719726562,177.06950251329653,174.44514124500216,175.28692063713788,4558300.0,,,,,
2024-11-26,173.99948120117188,176.9209265480969,173.1478041230104,176.7228652741049,2539600.0,,,,,
2024-11-27,175.02943420410156,177.53494648832816,173.30626928662443,173.5736603332053,2315800.0,,,,,
2024-11-29,173.55384826660156,176.0890689675833,173.54395049129255,175.21758118495558,1543400.0,,,,,
2024-12-02,175.09873962402344,175.1977778171239,172.0485476320314,174.07870970173695,2391500.0,,,,,
2024-12-03,175.2274932861328,179.64431883133255,174.85116627057408,174.99972356618755,2679000.0,,,,,
2024-12-04,173.62318420410156,176.7723995306434,172.85071948040385,172.91015146769436,2687000.0,,,,,
2024-12-05,173.07850646972656,174.82146700752685,172.0386657902952,173.57366725887405,2442000.0,,,,,
2024-12-06,174.7521514892578,175.8315983775868,172.72198924158704,173.07850561245172,2551200.0,,,,,
2024-12-09,176.42578125,178.04001024098503,173.38550189478738,174.17776217120797,2387300.0,,,,,
2024-12-10,174.99972534179688,176.78229201838678,174.49465168713664,176.15839972602328,1678200.0,,,,,
2024-12-11,175.45526123046875,176.65355691408524,174.1084233638493,174.55406502396525,1782400.0,,,,,
2024-12-12,177.1090850830078,177.96076213729728,174.85115337835316,175.2373781406992,1936000.0,,,,,
2024-12-13,176.4554901123047,180.08998357245417,174.92050376749063,177.2477503906297,1650300.0,,,,,
2024-12-16,174.10842895507812,177.5547437113836,174.08861829300582,176.26733778772936,1938800.0,,,,,
2024-12-17,169.13699340820312,175.6038063640702,167.87929604958774,173.30625335201543,3018300.0,,,,,
2024-12-18,165.39358520507812,169.28555648561357,165.28464923765586,168.42398163215972,2728300.0,,,,,
2024-12-19,161.9373779296875,165.8194364447452,161.78882063617158,164.97765711480952,3713700.0,,,,,
2024-12-20,163.24459838867188,164.77959979189174,161.9472795941214,162.17504931632075,6220100.0,,,,,
2024-12-23,162.6900177001953,164.22501907467557,161.15501632571505,163.24459533226653,2437800.0,,,,,
2024-12-24,163.10594177246094,163.4426474428822,161.1649201691214,162.11562031044102,1023600.0,,,,,
2024-12-26,163.91802978515625,164.18540572789658,161.4422258709156,162.1354479446814,2167200.0,,,,,
2024-12-27,163.00692749023438,164.91824076175337,161.93737844019768,163.3535309539834,1800100.0,,,,,
2024-12-30,160.66976928710938,162.4622488254668,159.88740682193557,162.30379375516483,1531400.0,,,,,
2024-12-31,161.35308837890625,162.16515933087214,160.30334991796158,161.3233799402839,1327400.0,,,,,
2025-01-02,161.0361785888672,164.05666216488282,160.43208187366406,163.27429972315568,2232800.0,,,,,
2025-01-03,161.7294158935547,162.28399356428602,159.03573996905263,160.66977965364478,2206400.0,,,,,
2025-01-06,164.29432678222656,165.95807471925934,160.47168528139326,161.1946308386863,2733900.0,,,,,
2025-01-07,161.9076690673828,163.8982098619616,159.7982794160825,161.6204673673383,2488500.0,,,,,
2025-01-08,163.42286682128906,163.54170057203217,159.81809697470774,161.3927046164844,2353200.0,,,,,
2025-01-10,161.73931884765625,163.40305175767566,161.3035749585253,162.0166076659928,3179500.0,,,,,
2025-01-13,164.7102813720703,165.2549461155879,161.10549655641154,161.96708654867493,2306100.0,,,,,
2025-01-14,162.8187713623047,165.522344990925,160.01615953320714,164.80931225859098,3608200.0,,,,,
2025-01-15,165.55203247070312,166.35419041525236,163.78926152534393,164.49239639305964,2988300.0,,,,,
2025-01-16,167.73074340820312,168.13677883967438,164.3240351159588,164.84891939999878,2804400.0,,,,,
2025-01-17,164.284423828125,168.02783767954824,164.20519629923012,167.26528593615282,4657200.0,,,,,
2025-01-21,166.41012573242188,166.70812338016793,163.58911366824464,165.52607564340894,4702600.0,,,,,
2025-01-22,165.51614379882812,166.81738449936586,163.62883551491794,165.80419858513153,1610900.0,,,,,
2025-01-23,165.8439483642578,166.18167196774212,162.48653741124582,165.27775130242495,2318600.0,,,,,
2025-01-24,167.48291015625,167.9497696066705,164.84068755531484,164.94995285555774,2465600.0,,,,,
2025-01-27,171.87335205078125,172.3203409223795,167.19484528764258,167.19484528764258,2404500.0,,,,,
2025-01-28,169.28082275390625,173.7606701247291,168.32724837825555,172.0919073889447,2164600.0,,,,,
2025-01-29,169.08213806152344,170.04565515200989,167.8702921365155,168.56560984181775,2144200.0,,,,,
2025-01-30,171.5554962158203,172.9163333590423,170.21451446618315,170.4926415442608,1785600.0,,,,,
2025-01-31,169.75759887695312,172.18129092200914,169.53906827244543,170.59199534725093,2630700.0,,,,,
2025-02-03,170.79066467285156,171.95284195622276,167.15512640787014,167.92991126345095,2602000.0,,,,,
2025-02-04,171.08865356445312,171.9925590783758,168.9728868676124,170.94959001178884,2696200.0,,,,,
2025-02-05,174.49571228027344,175.18110232264434,170.9396413746781,171.39657312185537,2084900.0,,,,,
2025-02-06,172.95606994628906,176.2141431957973,172.83687695028922,174.85330596883273,2419500.0,,,,,
2025-02-07,170.2840576171875,174.32685870982007,169.7873999000655,173.05541616653102,1927100.0,,,,,
2025-02-10,170.76084899902344,171.3866273758901,169.3801412401485,170.28404670824253,2936100.0,,,,,
2025-02-11,173.1249237060547,173.6712501736755,169.5688681316266,170.0357123965507,2309400.0,,,,,
2025-02-12,172.71768188476562,172.95606787390892,170.3833846958058,171.30717587410535,2886500.0,,,,,
2025-02-13,163.8275146484375,164.99963479499033,153.34804847219712,160.90717987237733,12304100.0,,,,,
2025-02-14,156.467041015625,163.44010398629092,155.29492099982167,162.88384980528176,7657200.0,,,,,
2025-02-18,155.43399047851562,156.0299857847993,153.28844072083302,155.42406278090064,6903600.0,,,,,
2025-02-19,155.59292602539062,156.51671724302636,154.11288060034818,155.49358842115782,4015300.0,,,,,
2025-02-20,156.36770629882812,157.39081993421513,154.73866967150212,155.59292151002612,4348300.0,,,,,
2025-02-21,159.38739013671875,159.83437901961034,156.54650758655015,156.72529707699096,3299300.0,,,,,
2025-02-24,164.20497131347656,164.46324302563085,159.74499473297962,160.9965667183751,3698000.0,,,,,
2025-02-25,167.4034423828125,167.86037413370758,162.2580759096356,164.79101804260355,4003300.0,,,,,
2025-02-26,163.88711547851562,167.8703048289594,163.7778501767932,167.08559232152777,2609700.0,,,,,
2025-02-27,163.87718200683594,166.330672430431,163.40039482510798,163.49973243483063,2253500.0,,,,,
2025-02-28,166.1220703125,166.4995198518844,162.794457712665,164.78108848109426,3333300.0,,,,,
2025-03-03,169.39007568359375,169.45961503756493,164.9698251396993,165.1386869406132,3020200.0,,,,,
2025-03-04,168.7642822265625,173.631536833394,168.04909391826718,170.24432764504954,3013700.0,,,,,
2025-03-05,165.88368225097656,170.90985606654831,164.11558194012622,168.29743154978794,3667900.0,,,,,
2025-03-06,166.1320037841797,166.60879094127333,164.17517119671965,164.82082015618414,3011500.0,,,,,
2025-03-07,169.23114013671875,169.78739433658188,165.64527093032575,165.7446085332114,3296800.0,,,,,
2025-03-10,170.65158081054688,175.81681761883848,168.50601600875532,168.51594370584888,3183800.0,,,,,
2025-03-11,163.29112243652344,170.6714639405861,163.0427935797761,169.47947330276634,3511400.0,,,,,
2025-03-12,160.59921264648438,162.89378375287296,159.44697840173234,162.1487972675853,2384400.0,,,,,
2025-03-13,158.99005126953125,160.5098225307652,158.50333645213078,159.57610368388123,2744700.0,,,,,
2025-03-14,160.18203735351562,160.35089915418294,157.24183223151115,158.26494588994808,2778700.0,,,,,
2025-03-17,164.06590270996094,164.7115668136839,160.6985641120638,161.12569761536238,1982900.0,,,,,
2025-03-18,163.33084106445312,164.31422874954382,162.1488084910161,164.0162311034445,1879300.0,,,,,
2025-03-19,162.6553955078125,163.8175726981222,161.75147486308603,162.93352260514524,1667200.0,,,,,
2025-03-20,162.0693359375,163.04278073536088,161.1654153325202,162.73485540233884,2026600.0,,,,,
2025-03-21,161.94021606445312,161.9501437624755,159.83439216760274,161.7912248101631,2886900.0,,,,,
2025-03-24,162.0792694091797,164.37382552142657,160.61909458196988,161.1852916261814,1817400.0,,,,,
2025-03-25,160.22177124023438,163.25138613171055,159.1787870767046,162.21832966537625,1583800.0,,,,,
2025-03-26,161.7316131591797,162.3772620763469,159.60590375181627,160.08270603446442,2078200.0,,,,,
2025-03-27,163.9169158935547,164.3043083035439,160.57937545488193,162.15874334508487,1590500.0,,,,,
2025-03-28,162.01966857910156,164.29435407894368,161.73161379439438,162.90371864106504,1550300.0,,,,,
2025-03-31,163.54937744140625,163.79770629580062,160.4999069909746,162.02960606505604,3137000.0,,,,,
2025-04-01,160.82769775390625,164.6122269487508,160.31116950938457,162.82425622293724,2735000.0,,,,,
2025-04-02,162.40707397460938,162.55606522746612,159.72512532565287,160.4403136529467,2027200.0,,,,,
2025-04-03,158.54307556152344,165.22808412664938,158.1954091001208,162.51633726079672,3275500.0,,,,,
2025-04-04,150.7157440185547,156.6359105744748,150.16941750769783,154.95720509420113,3612000.0,,,,,
2025-04-07,148.10333251953125,152.36464892565917,142.88842665837578,146.4345547624306,4263200.0,,,,,
2025-04-08,143.44467163085938,152.2951149320833,141.43817040374168,151.4309202812099,3267300.0,,,,,
2025-04-09,152.52357482910156,153.25861848681777,138.76615118645256,140.2163982645881,5051900.0,,,,,
2025-04-10,146.01736450195312,151.6196627786136,141.09051342528048,151.6196627786136,3527300.0,,,,,
2025-04-11,148.44105529785156,148.73905294819934,143.84200016127014,145.65976915592248,2850500.0,,,,,
2025-04-14,149.82176208496094,151.31173516988582,146.95108121427728,150.4475556308022,3249900.0,,,,,
2025-04-15,148.2225341796875,150.44756626692174,147.2689446689325,150.41775285886874,2785200.0,,,,,
2025-04-16,145.77896118164062,149.1165014983508,144.825386895032,148.0337913608679,2390100.0,,,,,
2025-04-17,147.6761932373047,149.0271027376122,145.77895725584528,146.24581668912148,4239800.0,,,,,
2025-04-21,146.360595703125,148.17452223904547,144.815758382267,148.17452223904547,2654900.0,,,,,
2025-04-22,149.49014282226562,150.23764334237066,147.31740006903303,147.52670690615474,2832800.0,,,,,
2025-04-23,150.40707397460938,153.25754321408883,150.10807072695604,151.43364013213417,2093100.0,,,,,
2025-04-24,151.7924346923828,152.07150032316895,147.50676220825832,150.36719252778423,2147400.0,,,,,
2025-04-25,152.9585418701172,153.4070391432106,149.99843857658874,151.54327603541012,3543600.0,,,,,
2025-04-28,153.05821228027344,154.26417125765155,151.9419345065776,152.8389442465798,1873400.0,,,,,
2025-04-29,154.91200256347656,155.6993783049873,151.7426076155527,152.77913499250155,2065100.0,,,,,
2025-04-30,155.87876892089844,156.6761058499747,153.25754410717596,155.20104241634266,2926200.0,,,,,
2025-05-01,155.13125610351562,156.89536144795957,151.79242983910004,156.02826578059333,1930300.0,,,,,
2025-05-02,156.91531372070312,159.43688095908087,156.15783678374595,157.96181750448952,2654700.0,,,,,
2025-05-05,157.53323364257812,157.77243927344057,155.06150295541184,156.67609914190822,3888600.0,,,,,
2025-05-06,149.3705291748047,159.14783333355183,148.49347225820213,159.14783333355183,4124400.0,,,,,
2025-05-07,155.4701385498047,156.09802861123657,150.50672441582728,151.1744896859465,4453800.0,,,,,
2025-05-08,161.15113830566406,161.6195731536925,154.50336923403114,154.9618276759721,5580100.0,,,,,
2025-05-09,158.7392120361328,161.89864568965078,158.54984280762338,160.87207954261868,4243100.0,,,,,
2025-05-12,161.38037109375,164.0414710208538,160.1444981385372,160.4933377847154,3453700.0,,,,,
2025-05-13,159.8754119873047,162.3670803424166,159.5265723344143,160.18437643006868,3336700.0,,,,,
2025-05-14,154.40370178222656,160.11460135610562,153.93526691793235,159.46677367124084,3473400.0,,,,,
2025-05-15,159.81561279296875,159.87541039962773,155.30071099497712,155.71930944952652,3536200.0,,,,,
2025-05-16,162.4966278076172,162.69597343139856,159.66609636197794,160.82223406499202,2391700.0,,,,,
2025-05-19,163.39364624023438,163.63283666888276,161.0116119046782,161.38037395413562,2077400.0,,,,,
2025-05-20,163.10459899902344,164.30061193591098,162.62620294903016,162.79563456657075,1780700.0,,,,,
2025-05-21,160.9019775390625,164.02155117468754,160.76244472000874,162.27738333254717,2916800.0,,,,,
2025-05-22,161.43020629882812,162.06807277239375,159.10796962889515,159.72589849792976,2913700.0,,,,,
2025-05-23,162.03817749023438,162.51657355381883,159.60630675444705,160.01494401256176,2732200.0,,,,,
2025-05-27,165.70590209960938,166.33380737377507,163.28400782714672,163.45343944552204,2323100.0,,,,,
2025-05-28,164.84877014160156,166.09460430291335,163.9717132334349,165.60624704475853,1723700.0,,,,,
2025-05-29,166.58297729492188,167.23080497767464,164.55974382719893,165.3670419330078,2450400.0,,,,,
2025-05-30,168.06800842285156,169.22413091051402,164.7889645526729,166.36370068124242,5467800.0,,,,,
2025-06-02,168.85537719726562,168.91517480378644,165.70590478505292,167.2607185942767,2550100.0,,,,,
2025-06-03,169.73245239257812,171.6560130742565,168.077980945124,168.5264782101012,3149000.0,,,,,
2025-06-04,168.02813720703125,170.68923708495583,167.5098811584322,170.18094223454423,3086400.0,,,,,
2025-06-05,168.04808044433594,169.29391461665682,167.61950558093048,168.82547975122924,2774000.0,,,,,
2025-06-06,169.59291076660156,170.94837889771347,168.80553508618118,169.01484190986923,1505400.0,,,,,
2025-06-09,164.06141662597656,168.93511946414685,161.679382216481,168.25739295135716,3583000.0,,,,,
2025-06-10,166.54312133789062,166.80224937569776,163.68267568362074,163.68267568362074,2741100.0,,,,,
2025-06-11,165.7756805419922,167.48994958399422,164.40027474579745,166.7025738686892,2473700.0,,,,,
2025-06-12,168.25738525390625,168.26734645230786,164.9683800369338,165.9351485596668,2334600.0,,,,,
2025-06-13,163.7823486328125,166.82218711384473,162.9650741001028,164.4102539343852,2973500.0,,,,,
2025-06-16,163.83218383789062,166.21421819575838,162.72588247121934,165.2773484536123,2472900.0,,,,,
2025-06-17,161.13121032714844,163.78234915565534,160.363772201436,163.3139142796433,2199300.0,,,,,
2025-06-18,154.54322814941406,157.57310523912895,154.0249568983957,156.56646153927247,4662400.0,,,,,
2025-06-20,156.6461944580078,157.17442689938636,154.4834282869429,155.05153593593633,3296100.0,,,,,
2025-06-23,156.8156280517578,157.9319057600404,155.4701363325049,156.24753560352283,2392700.0,,,,,
2025-06-24,157.24420166015625,158.12125852870918,153.7458897601204,156.95515963134253,4554500.0,,,,,
2025-06-25,156.70599365234375,158.17109578437984,154.59306386537946,156.35716922581932,2974800.0,,,,,
2025-06-26,155.2707977294922,157.09470078103425,154.74256525755197,156.95516796218092,3122700.0,,,,,
2025-06-27,155.6495361328125,156.8056738931803,154.8820980254036,155.80900655657427,2987800.0,,,,,
2025-06-30,155.43026733398438,156.39703586234938,154.55321042350243,155.63957416512935,2826600.0,,,,,
2025-07-01,158.6594696044922,160.41359857414398,152.24092977199714,154.42363358792272,3926600.0,,,,,
2025-07-02,158.54983520507812,160.04483614844114,158.10133796365642,159.17774046783012,2128400.0,,,,,
2025-07-03,158.6494903564453,158.9385323841365,157.08473063471692,157.5232666712581,1375200.0,,,,,
2025-07-07,156.526611328125,159.46677698723985,156.25750688373668,158.72923766881655,2822500.0,,,,,
2025-07-08,157.27410888671875,159.70597962329737,156.207667535868,156.23756633935574,2885100.0,,,,,
2025-07-09,157.74253845214844,159.02823258273378,155.73922743815825,157.86213366208116,3196400.0,,,,,
2025-07-10,158.27076721191406,161.23087025213755,156.53656066869215,158.1710944006728,3491100.0,,,,,
2025-07-11,154.44357299804688,157.104672889915,154.19440617062924,156.79570845718692,2267400.0,,,,,
