Date,Close,High,Low,Open,Volume,"('Close', 'HCTI')","('High', 'HCTI')","('Low', 'HCTI')","('Open', 'HCTI')","('Volume', 'HCTI')"
2024-06-03,159.36000061035156,181.7700042724609,156.8699951171875,179.27999877929688,235.0,,,,,
2024-06-04,164.09100341796875,177.28799438476562,154.3800048828125,161.85000610351562,197.0,,,,,
2024-06-05,159.11099243164062,164.33999633789062,154.3800048828125,156.3719940185547,67.0,,,,,
2024-06-06,164.09100341796875,164.33999633789062,157.3679962158203,161.10299682617188,79.0,,,,,
2024-06-07,157.86599731445312,166.8300018310547,152.88600158691406,165.5850067138672,254.0,,,,,
2024-06-10,152.13900756835938,162.0989990234375,149.6490020751953,150.64500427246094,220.0,,,,,
2024-06-11,176.7899932861328,184.25999450683597,151.88999938964844,152.13900756835938,1522.0,,,,,
2024-06-12,176.7899932861328,191.4810028076172,169.32000732421875,172.5570068359375,765.0,,,,,
2024-06-13,167.57699584960938,181.7700042724609,163.343994140625,176.7899932861328,231.0,,,,,
2024-06-14,166.58099365234375,168.0749969482422,151.88999938964844,164.33999633789062,77.0,,,,,
2024-06-17,184.25999450683597,191.72999572753903,149.39999389648438,159.60899353027344,2162.0,,,,,
2024-06-18,166.58099365234375,195.21600341796875,159.36000061035156,184.25999450683597,779.0,,,,,
2024-06-20,159.36000061035156,167.57699584960938,153.63299560546875,161.85000610351562,1716.0,,,,,
2024-06-21,138.19500732421875,154.3800048828125,136.7010040283203,154.3800048828125,633.0,,,,,
2024-06-24,134.4600067138672,142.92599487304688,130.72500610351562,136.9499969482422,3820.0,,,,,
2024-06-25,121.01399993896484,140.43600463867188,107.31900024414062,139.68899536132812,1367.0,,,,,
2024-06-26,124.7490005493164,131.4720001220703,112.29900360107422,117.27899932861328,612.0,,,,,
2024-06-27,128.73300170898438,135.45599365234375,127.23899841308594,133.96200561523438,320.0,,,,,
2024-06-28,128.48399353027344,135.45599365234375,123.50399780273438,129.47999572753906,53.0,,,,,
2024-07-01,118.2750015258789,128.23500061035156,112.0500030517578,122.01000213623048,297.0,,,,,
2024-07-02,118.2750015258789,126.98999786376952,118.2750015258789,119.02200317382812,120.0,,,,,
2024-07-03,117.52799987792967,126.98999786376952,115.03800201416016,115.03800201416016,39.0,,,,,
2024-07-05,117.02999877929688,123.75299835205078,113.29499816894533,123.25499725341795,44.0,,,,,
2024-07-08,117.02999877929688,121.26300048828124,114.54000091552734,119.5199966430664,64.0,,,,,
2024-07-09,113.79299926757812,118.52400207519533,111.8010025024414,114.54000091552734,91.0,,,,,
2024-07-10,116.53199768066406,118.52400207519533,113.79299926757812,114.04199981689452,50.0,,,,,
2024-07-11,119.7689971923828,122.01000213623048,110.80500030517578,116.53199768066406,88.0,,,,,
2024-07-12,122.01000213623048,134.95799255371094,113.54399871826172,125.74500274658205,213.0,,,,,
2024-07-15,123.00599670410156,131.7209930419922,116.78099822998048,131.7209930419922,92.0,,,,,
2024-07-16,127.73699951171876,129.47999572753906,118.0260009765625,126.98999786376952,35.0,,,,,
2024-07-17,131.4720001220703,136.45199584960938,125.24700164794922,136.45199584960938,70.0,,,,,
2024-07-18,125.24700164794922,134.95799255371094,121.26300048828124,127.48799896240234,78.0,,,,,
2024-07-19,142.1790008544922,171.80999755859375,122.25900268554688,128.73300170898438,8840.0,,,,,
2024-07-22,137.69700622558594,150.14700317382812,116.78099822998048,131.97000122070312,2525.0,,,,,
2024-07-23,164.58900451660156,171.80999755859375,122.50800323486328,133.46400451660156,1642.0,,,,,
2024-07-24,180.2760009765625,180.2760009765625,149.39999389648438,159.60899353027344,541.0,,,,,
2024-07-25,169.32000732421875,181.7700042724609,162.0989990234375,174.79800415039062,378.0,,,,,
2024-07-26,161.85000610351562,179.27999877929688,161.85000610351562,164.33999633789062,246.0,,,,,
2024-07-29,184.25999450683597,184.25999450683597,161.85000610351562,161.85000610351562,241.0,,,,,
2024-07-30,174.3000030517578,189.2400054931641,164.33999633789062,189.2400054931641,153.0,,,,,
2024-07-31,163.8419952392578,175.0469970703125,162.5970001220703,166.58099365234375,71.0,,,,,
2024-08-01,155.625,163.09500122070312,151.64100646972656,163.09500122070312,143.0,,,,,
2024-08-02,171.56100463867188,171.80999755859375,149.8979949951172,149.8979949951172,134.0,,,,,
2024-08-05,156.8699951171875,170.81399536132812,151.14300537109375,154.3800048828125,64.0,,,,,
2024-08-06,152.13900756835938,170.81399536132812,152.13900756835938,156.8699951171875,105.0,,,,,
2024-08-07,130.4759979248047,152.63699340820312,129.47999572753906,152.13900756835938,435.0,,,,,
2024-08-08,117.02999877929688,139.44000244140625,112.7969970703125,134.4600067138672,294.0,,,,,
2024-08-09,116.28299713134766,121.76100158691406,107.31900024414062,121.76100158691406,112.0,,,,,
2024-08-12,124.5,124.5,115.03800201416016,115.03800201416016,161.0,,,,,
2024-08-13,130.9739990234375,134.4600067138672,126.98999786376952,128.48399353027344,55.0,,,,,
2024-08-14,131.7209930419922,136.9499969482422,128.98199462890625,128.98199462890625,196.0,,,,,
2024-08-15,133.46400451660156,138.6929931640625,124.5,133.46400451660156,45.0,,,,,
2024-08-16,129.72900390625,134.70899963378906,124.5,126.24299621582033,147.0,,,,,
2024-08-19,127.48799896240234,136.9499969482422,119.7689971923828,121.26300048828124,84.0,,,,,
2024-08-20,133.46400451660156,134.4600067138672,130.9739990234375,134.4600067138672,14.0,,,,,
2024-08-21,134.4600067138672,134.4600067138672,122.25900268554688,133.46400451660156,161.0,,,,,
2024-08-22,134.95799255371094,144.66900634765625,131.97000122070312,139.68899536132812,156.0,,,,,
2024-08-23,140.68499755859375,148.90199279785156,134.4600067138672,146.91000366210938,119.0,,,,,
2024-08-26,143.1750030517578,151.64100646972656,139.44000244140625,140.9340057373047,86.0,,,,,
2024-08-27,159.85800170898438,169.32000732421875,141.18299865722656,141.18299865722656,296.0,,,,,
2024-08-28,175.29600524902344,183.76199340820312,151.88999938964844,168.82200622558594,482.0,,,,,
2024-08-29,177.28799438476562,179.27999877929688,166.8300018310547,175.29600524902344,132.0,,,,,
2024-08-30,175.29600524902344,186.2519989013672,174.3000030517578,179.27999877929688,183.0,,,,,
2024-09-03,181.7700042724609,186.2519989013672,171.80999755859375,184.25999450683597,259.0,,,,,
2024-09-04,176.04299926757812,189.2400054931641,161.85000610351562,186.75,228.0,,,,,
2024-09-05,184.0110015869141,184.0110015869141,172.0590057373047,179.031005859375,93.0,,,,,
2024-09-06,174.05099487304688,184.0110015869141,173.05499267578125,181.7700042724609,155.0,,,,,
2024-09-09,181.7700042724609,186.75,171.80999755859375,181.52099609375,156.0,,,,,
2024-09-10,147.4080047607422,181.52099609375,127.48799896240234,180.5249938964844,640.0,,,,,
2024-09-11,115.78500366210938,137.69700622558594,112.7969970703125,129.2310028076172,834.0,,,,,
2024-09-12,127.48799896240234,131.97000122070312,112.0500030517578,114.54000091552734,2776.0,,,,,
2024-09-13,82.16999816894531,129.47999572753906,72.20999908447266,129.47999572753906,3362.0,,,,,
2024-09-16,79.43099975585938,83.16600036621094,74.69999694824219,81.9209976196289,484.0,,,,,
2024-09-17,113.29499816894533,142.42799377441406,77.19000244140625,83.41500091552734,97840.0,,,,,
2024-09-18,107.06999969482422,129.2310028076172,93.375,96.61199951171876,6976.0,,,,,
2024-09-19,102.08999633789062,119.5199966430664,92.37899780273438,110.80500030517578,1129.0,,,,,
2024-09-20,97.11000061035156,108.31500244140624,92.8769989013672,102.08999633789062,318.0,,,,,
2024-09-23,91.13400268554688,95.86499786376952,89.63999938964844,95.86499786376952,206.0,,,,,
2024-09-24,98.85299682617188,119.5199966430664,92.37899780273438,96.11399841308594,4322.0,,,,,
2024-09-25,105.3270034790039,108.31500244140624,96.11399841308594,96.11399841308594,9684.0,,,,,
2024-09-26,113.29499816894533,118.0260009765625,100.34700012207033,103.08599853515624,1723.0,,,,,
2024-09-27,114.54000091552734,114.54000091552734,101.59200286865234,109.55999755859376,1014.0,,,,,
2024-09-30,122.01000213623048,127.73699951171876,109.55999755859376,114.29100036621094,454.0,,,,,
2024-10-01,113.29499816894533,120.26699829101562,113.29499816894533,117.02999877929688,74.0,,,,,
2024-10-02,116.28299713134766,122.50800323486328,107.06999969482422,112.0500030517578,215.0,,,,,
2024-10-03,127.23899841308594,131.7209930419922,112.0500030517578,113.0459976196289,467.0,,,,,
2024-10-04,128.23500061035156,134.4600067138672,122.01000213623048,125.49600219726562,102.0,,,,,
2024-10-07,124.5,136.9499969482422,124.5,124.7490005493164,269.0,,,,,
2024-10-08,121.76100158691406,124.0019989013672,114.78900146484376,121.51200103759766,295.0,,,,,
2024-10-09,126.24299621582033,129.2310028076172,116.78099822998048,129.2310028076172,208.0,,,,,
2024-10-10,103.83300018310548,128.98199462890625,94.62000274658205,128.98199462890625,472.0,,,,,
2024-10-11,105.57599639892578,112.0500030517578,99.5999984741211,102.08999633789062,132.0,,,,,
2024-10-14,102.33899688720705,112.0500030517578,100.84500122070312,107.06999969482422,157.0,,,,,
2024-10-15,101.09400177001952,112.0500030517578,97.85700225830078,105.0780029296875,120.0,,,,,
2024-10-16,102.08999633789062,104.58000183105467,99.5999984741211,99.5999984741211,2141.0,,,,,
2024-10-17,111.552001953125,117.02999877929688,90.88500213623048,109.06199645996094,1218.0,,,,,
2024-10-18,116.53199768066406,116.78099822998048,102.08999633789062,109.55999755859376,290.0,,,,,
2024-10-21,115.78500366210938,117.02999877929688,106.8209991455078,114.04199981689452,138.0,,,,,
2024-10-22,116.03399658203124,134.4600067138672,115.78500366210938,117.02999877929688,684.0,,,,,
2024-10-23,129.97799682617188,139.44000244140625,122.25900268554688,136.9499969482422,918.0,,,,,
2024-10-24,134.95799255371094,136.9499969482422,124.5,134.4600067138672,270.0,,,,,
2024-10-25,144.17100524902344,144.4199981689453,122.01000213623048,126.98999786376952,26483.0,,,,,
2024-10-28,323.70001220703125,473.1000061035156,239.0399932861328,258.9599914550781,587864.0,,,,,
2024-10-29,301.2900085449219,353.5799865722656,281.3699951171875,283.8599853515625,13361.0,,,,,
2024-10-30,331.1700134277344,371.5079956054688,303.7799987792969,333.6600036621094,15930.0,,,,,
2024-10-31,338.6400146484375,385.9500122070313,321.2099914550781,321.2099914550781,4635.0,,,,,
2024-11-01,321.2099914550781,380.9700012207031,313.739990234375,351.0899963378906,2151.0,,,,,
2024-11-04,318.7200012207031,331.1700134277344,303.7799987792969,326.19000244140625,5659.0,,,,,
2024-11-05,326.19000244140625,336.1499938964844,311.25,331.1700134277344,733.0,,,,,
2024-11-06,311.25,326.19000244140625,308.760009765625,318.7200012207031,621.0,,,,,
2024-11-07,318.7200012207031,338.6400146484375,306.2699890136719,311.25,1010.0,,,,,
2024-11-08,311.25,323.70001220703125,303.7799987792969,311.25,343.0,,,,,
2024-11-11,311.25,318.7200012207031,291.3299865722656,318.7200012207031,746.0,,,,,
2024-11-12,311.25,316.2300109863281,301.2900085449219,316.2300109863281,531.0,,,,,
2024-11-13,303.7799987792969,318.7200012207031,301.2900085449219,318.7200012207031,359.0,,,,,
2024-11-14,298.79998779296875,308.760009765625,294.5669860839844,301.2900085449219,147.0,,,,,
2024-11-15,288.8399963378906,302.5350036621094,288.8399963378906,296.3099975585937,236.0,,,,,
2024-11-18,283.8599853515625,308.01300048828125,281.3699951171875,301.2900085449219,250.0,,,,,
