Date,Close,High,Low,Open,Volume,"('Close', 'SHLS')","('High', 'SHLS')","('Low', 'SHLS')","('Open', 'SHLS')","('Volume', 'SHLS')"
2024-06-03,7.159999847412109,8.050000190734863,7.079999923706055,8.020000457763672,7522300.0,,,,,
2024-06-04,7.190000057220459,7.264999866485596,6.889999866485596,7.050000190734863,6387300.0,,,,,
2024-06-05,7.21999979019165,7.514999866485596,7.050000190734863,7.210000038146973,5453000.0,,,,,
2024-06-06,7.019999980926514,7.199999809265137,6.96999979019165,7.170000076293945,4128800.0,,,,,
2024-06-07,6.809999942779541,7.170000076293945,6.784999847412109,6.869999885559082,4928500.0,,,,,
2024-06-10,6.809999942779541,6.849999904632568,6.554999828338623,6.769999980926514,3661100.0,,,,,
2024-06-11,7.449999809265137,7.764999866485596,7.110000133514404,7.5,9186900.0,,,,,
2024-06-12,7.070000171661377,7.960000038146973,7.034999847412109,7.769999980926514,6996200.0,,,,,
2024-06-13,6.789999961853027,7.110000133514404,6.760000228881836,7.110000133514404,10540300.0,,,,,
2024-06-14,6.480000019073486,6.900000095367432,6.434999942779541,6.789999961853027,7750200.0,,,,,
2024-06-17,6.659999847412109,6.824999809265137,6.445000171661377,6.539999961853027,7582200.0,,,,,
2024-06-18,6.880000114440918,7.010000228881836,6.599999904632568,6.599999904632568,6656700.0,,,,,
2024-06-20,6.579999923706055,6.889999866485596,6.480000019073486,6.789999961853027,6630500.0,,,,,
2024-06-21,6.510000228881836,6.610000133514404,6.300000190734863,6.579999923706055,9377400.0,,,,,
2024-06-24,6.489999771118164,6.605000019073486,6.25,6.480000019073486,4952400.0,,,,,
2024-06-25,6.289999961853027,6.485000133514404,6.230000019073486,6.440000057220459,4849600.0,,,,,
2024-06-26,6.28000020980835,6.329999923706055,6.085000038146973,6.269999980926514,3652100.0,,,,,
2024-06-27,6.480000019073486,6.505000114440918,6.170000076293945,6.269999980926514,3719200.0,,,,,
2024-06-28,6.239999771118164,6.539999961853027,6.114999771118164,6.489999771118164,9641500.0,,,,,
2024-07-01,6.110000133514404,6.400000095367432,6.010000228881836,6.28000020980835,6679000.0,,,,,
2024-07-02,6.0,6.21999979019165,5.690000057220459,5.71999979019165,7316500.0,,,,,
2024-07-03,6.03000020980835,6.139999866485596,5.90500020980835,6.050000190734863,2546500.0,,,,,
2024-07-05,5.949999809265137,6.21999979019165,5.889999866485596,5.949999809265137,3516400.0,,,,,
2024-07-08,6.079999923706055,6.130000114440918,5.885000228881836,5.960000038146973,4841700.0,,,,,
2024-07-09,6.239999771118164,6.260000228881836,5.934999942779541,6.090000152587891,5554200.0,,,,,
2024-07-10,6.300000190734863,6.389999866485596,6.025000095367432,6.269999980926514,5495300.0,,,,,
2024-07-11,6.409999847412109,6.675000190734863,6.269999980926514,6.570000171661377,5386600.0,,,,,
2024-07-12,6.869999885559082,6.929999828338623,6.539999961853027,6.550000190734863,6781600.0,,,,,
2024-07-15,6.800000190734863,6.885000228881836,6.489999771118164,6.610000133514404,5762700.0,,,,,
2024-07-16,7.059999942779541,7.079999923706055,6.590000152587891,6.849999904632568,5662500.0,,,,,
2024-07-17,6.809999942779541,6.994999885559082,6.679999828338623,6.860000133514404,6251500.0,,,,,
2024-07-18,6.630000114440918,7.025000095367432,6.579999923706055,6.869999885559082,4477100.0,,,,,
2024-07-19,6.590000152587891,6.78000020980835,6.53000020980835,6.690000057220459,9841900.0,,,,,
2024-07-22,6.639999866485596,6.815000057220459,6.519999980926514,6.769999980926514,4203400.0,,,,,
2024-07-23,6.630000114440918,6.78000020980835,6.5,6.599999904632568,2525500.0,,,,,
2024-07-24,6.619999885559082,6.739999771118164,6.484000205993652,6.579999923706055,4149900.0,,,,,
2024-07-25,6.739999771118164,6.909999847412109,6.5,6.599999904632568,3567100.0,,,,,
2024-07-26,6.730000019073486,6.940000057220459,6.630000114440918,6.920000076293945,2596400.0,,,,,
2024-07-29,6.579999923706055,6.78000020980835,6.440000057220459,6.769999980926514,4179400.0,,,,,
2024-07-30,6.449999809265137,6.74399995803833,6.360000133514404,6.579999923706055,2366000.0,,,,,
2024-07-31,6.5,6.769999980926514,6.429999828338623,6.5,3127600.0,,,,,
2024-08-01,6.230000019073486,6.639999866485596,6.21999979019165,6.510000228881836,2979700.0,,,,,
2024-08-02,5.800000190734863,6.025000095367432,5.675000190734863,6.010000228881836,6126200.0,,,,,
2024-08-05,5.460000038146973,5.684999942779541,5.269999980926514,5.519999980926514,6416700.0,,,,,
2024-08-06,5.5,5.670000076293945,5.320000171661377,5.420000076293945,7611500.0,,,,,
2024-08-07,5.150000095367432,6.599999904632568,5.09499979019165,6.039999961853027,15644700.0,,,,,
2024-08-08,5.289999961853027,5.300000190734863,4.880000114440918,5.099999904632568,9041400.0,,,,,
2024-08-09,5.119999885559082,5.380000114440918,5.03000020980835,5.300000190734863,9247200.0,,,,,
2024-08-12,5.130000114440918,5.297999858856201,5.079999923706055,5.130000114440918,7737700.0,,,,,
2024-08-13,5.460000038146973,5.460000038146973,5.110000133514404,5.139999866485596,5335800.0,,,,,
2024-08-14,5.449999809265137,5.619999885559082,5.315000057220459,5.510000228881836,4153700.0,,,,,
