Date,Close,High,Low,Open,Volume,"('Close', 'VRT')","('High', 'VRT')","('Low', 'VRT')","('Open', 'VRT')","('Volume', 'VRT')"
2024-06-03,95.926513671875,98.20215962635564,92.47312019176309,98.01251992520594,9698100.0,,,,,
2024-06-04,91.9141845703125,94.229762699128,88.95983650866279,93.77063419784284,13986400.0,,,,,
2024-06-05,96.89466857910156,98.17222374146613,93.16180304645766,93.39136730914632,9545800.0,,,,,
2024-06-06,87.8320083618164,97.10427470379231,86.99361557348112,95.91654397215396,20215600.0,,,,,
2024-06-07,87.51260375976562,90.6266498722278,84.97745215282768,87.70224345308566,13592800.0,,,,,
2024-06-10,91.12570190429688,92.3234079342692,87.33295345133574,87.3429364924538,7944400.0,,,,,
2024-06-11,89.1295166015625,90.92607557577976,88.43084843256501,90.57674529869549,6583900.0,,,,,
2024-06-12,89.99784851074219,95.05816872533708,89.20935583953501,91.93414716193014,9862600.0,,,,,
2024-06-13,95.12803649902344,95.73687252685228,90.34718041262482,91.25544674145527,9510700.0,,,,,
2024-06-14,91.30535125732422,95.26776540295384,90.14756225489684,94.57908791755136,8047200.0,,,,,
2024-06-17,89.40348052978516,91.94930362665907,86.7378434189933,91.73964814458084,9299200.0,,,,,
2024-06-18,95.18399047851562,96.20232570703692,87.60641373310274,88.94421742060233,11453500.0,,,,,
2024-06-20,90.34193420410156,97.34445753212164,89.51129482736758,94.9743414254805,10777000.0,,,,,
2024-06-21,90.4717254638672,90.74128032402297,85.8692679824397,89.25372047424365,12026100.0,,,,,
2024-06-24,88.994140625,90.00249010625076,86.89757835443844,89.35355217045749,8392000.0,,,,,
2024-06-25,91.56993103027344,91.65978011819256,88.36518407366248,89.38351182130339,6515200.0,,,,,
2024-06-26,86.86762237548828,90.8411053938499,85.53480783124745,90.05239720488936,8985200.0,,,,,
2024-06-27,86.73783111572266,87.97580752512455,86.12882868025032,86.85763749573547,6727000.0,,,,,
2024-06-28,86.42835998535156,89.1838464013314,84.64128774269618,86.85765675444657,23351600.0,,,,,
2024-07-01,86.51819610595703,87.47662427976358,82.67449002475435,87.26696883082872,8693900.0,,,,,
2024-07-02,87.85601043701172,88.92425935014894,85.52483198319533,85.96910354947877,7714400.0,,,,,
2024-07-03,93.2671356201172,93.2671356201172,87.78612100493432,87.91590554467334,7859600.0,,,,,
