Date,Close,High,Low,Open,Volume,"('Close', 'PEGA')","('High', 'PEGA')","('Low', 'PEGA')","('Open', 'PEGA')","('Volume', 'PEGA')"
2024-06-03,28.845966339111328,29.20997070932691,28.591663922447808,29.0753393468096,1208000.0,,,,,
2024-06-04,28.19276237487793,29.110248866417823,28.16783105923329,28.691396296320534,1270600.0,,,,,
2024-06-05,29.07035255432129,29.229915231294736,28.21768914259372,28.447060252975906,1130400.0,,,,,
2024-06-06,29.04542350769043,29.564003199362148,29.020492194119875,29.17008197768052,817600.0,,,,,
2024-06-07,28.761201858520508,28.925750046994,28.581693360449595,28.89084582816213,624600.0,,,,,
2024-06-10,29.17506599426269,29.3446015809038,28.44706102309563,28.701365354125887,886000.0,,,,,
2024-06-11,29.100271224975582,29.339615240069097,28.92076273812117,29.09029831991288,709000.0,,,,,
2024-06-12,29.549041748046875,29.81331898767034,29.180053756326902,29.673700213221476,1044800.0,,,,,
2024-06-13,28.54679298400879,29.549046363624743,28.422134499362464,29.549046363624743,868000.0,,,,,
2024-06-14,28.671445846557617,29.16509418589956,28.501910264596837,28.93073567203512,898400.0,,,,,
2024-06-17,28.372264862060547,28.671444390497875,28.122947954317087,28.511881721713028,855000.0,,,,,
2024-06-18,28.337364196777344,28.41714554116344,27.87363453811527,28.197745417498712,987800.0,,,,,
2024-06-20,28.71133804321289,28.965640470190475,28.167827069734145,28.29248553243902,798600.0,,,,,
2024-06-21,29.32964515686035,29.58394950508354,28.481967166345274,28.6963798904796,4197000.0,,,,,
2024-06-24,29.55901527404785,29.663729832617072,29.09030011992105,29.30471283669349,1141200.0,,,,,
2024-06-25,29.86318016052246,29.88312597049329,29.239887864962597,29.588931930903545,871800.0,,,,,
2024-06-26,29.060380935668945,30.007786036507888,29.0155038119,29.743510697722567,1259600.0,,,,,
2024-06-27,29.768444061279297,29.8581983150006,29.085316154300425,29.085316154300425,1143600.0,,,,,
2024-06-28,30.18230438232422,30.47151290966993,29.798356114367188,30.01775621156381,1563200.0,,,,,
2024-07-01,29.568683624267575,30.28707173770921,29.34418674410444,30.037631182656927,718600.0,,,,,
2024-07-02,29.299287796020508,29.77322523815832,29.264366270049557,29.433985926085807,743600.0,,,,,
2024-07-03,29.154613494873047,29.43897559592212,29.03488308552636,29.12966981818253,590000.0,,,,,
2024-07-05,29.189533233642575,29.23942248704612,29.034881305792663,29.06980283163493,678400.0,,,,,
2024-07-08,29.448949813842773,29.5437384378846,29.04984532679387,29.159599774387438,633800.0,,,,,
2024-07-09,28.47114562988281,29.419020527895192,28.456179805129928,29.419020527895192,610000.0,,,,,
2024-07-10,28.58089828491211,28.66071918369739,28.24165898930458,28.51604320993646,658200.0,,,,,
2024-07-11,29.219467163085938,29.66846093411493,28.930117101929827,28.98499242676186,755200.0,,,,,
2024-07-12,29.8181266784668,29.882981761078604,29.384100609161305,29.448953788692545,658000.0,,,,,
2024-07-15,30.212242126464844,30.267117452556043,29.73331479201763,29.93286800662734,601200.0,,,,,
2024-07-16,30.1972713470459,30.855794224403997,30.05758525278215,30.47165746517869,673000.0,,,,,
2024-07-17,29.937854766845703,30.39682638060791,29.77821296286244,29.813134488541248,505400.0,,,,,
2024-07-18,29.7432918548584,30.272106527404198,29.463919645504763,29.917901388784863,713000.0,,,,,
2024-07-19,29.76823616027832,29.99273304974628,29.45394241810366,29.663471579553438,900000.0,,,,,
2024-07-22,29.922887802124023,30.022664401581352,29.623559906832384,29.93286565237779,1323400.0,,,,,
2024-07-23,31.354677200317383,31.54924243303388,29.87300158835316,29.87300158835316,1261200.0,,,,,
