Date,Close,High,Low,Open,Volume,"('Close', 'VOYG')","('High', 'VOYG')","('Low', 'VOYG')","('Open', 'VOYG')","('Volume', 'VOYG')"
2025-09-04,27.63999938964844,28.649999618530277,26.100000381469727,28.57999992370605,1522800.0,,,,,
2025-09-05,29.420000076293945,29.450000762939453,27.4950008392334,27.76000022888184,804000.0,,,,,
2025-09-08,29.420000076293945,30.229999542236328,28.649999618530277,29.36000061035156,693100.0,,,,,
2025-09-09,28.600000381469727,29.4950008392334,28.100000381469727,29.31999969482422,518500.0,,,,,
2025-09-10,28.3799991607666,29.690000534057617,28.15900039672852,28.989999771118164,479500.0,,,,,
2025-09-11,30.0,30.13500022888184,28.61000061035156,28.61000061035156,819600.0,,,,,
2025-09-12,29.600000381469727,30.32999992370605,29.440000534057617,30.26000022888184,409200.0,,,,,
2025-09-15,30.299999237060547,30.65999984741211,29.33799934387207,30.100000381469727,625700.0,,,,,
2025-09-16,28.63999938964844,30.18000030517578,28.524999618530277,30.01000022888184,668100.0,,,,,
2025-09-17,28.729999542236328,29.25,28.0,28.59000015258789,714300.0,,,,,
2025-09-18,29.76000022888184,30.0,29.0,29.0,563400.0,,,,,
2025-09-19,28.96999931335449,30.280000686645508,28.799999237060547,29.93000030517578,3406200.0,,,,,
2025-09-22,32.65999984741211,33.0,28.709999084472656,28.81999969482422,1564500.0,,,,,
2025-09-23,31.850000381469727,33.18000030517578,31.82999992370605,32.88999938964844,758700.0,,,,,
2025-09-24,30.489999771118164,34.099998474121094,30.489999771118164,33.5,910200.0,,,,,
2025-09-25,29.280000686645508,29.88999938964844,28.3799991607666,29.649999618530277,1195900.0,,,,,
2025-09-26,29.200000762939453,29.625,28.36000061035156,29.5,570100.0,,,,,
2025-09-29,29.229999542236328,30.149999618530277,28.5,29.5,1124200.0,,,,,
2025-09-30,29.780000686645508,29.959999084472656,28.600000381469727,29.1200008392334,1077800.0,,,,,
2025-10-01,29.75,30.25,28.979999542236328,28.979999542236328,794700.0,,,,,
2025-10-02,32.04999923706055,32.599998474121094,29.75,29.989999771118164,903900.0,,,,,
2025-10-03,31.690000534057617,33.75,31.450000762939453,32.40999984741211,1028400.0,,,,,
2025-10-06,35.619998931884766,35.9900016784668,32.38999938964844,32.5,1537200.0,,,,,
2025-10-07,33.61000061035156,35.900001525878906,32.7599983215332,35.900001525878906,961200.0,,,,,
2025-10-08,35.689998626708984,36.36000061035156,33.757999420166016,34.20000076293945,1165000.0,,,,,
2025-10-09,33.75,36.060001373291016,32.345001220703125,36.0,1281300.0,,,,,
2025-10-10,31.049999237060547,33.97999954223633,31.049999237060547,33.97999954223633,1254000.0,,,,,
2025-10-13,32.7400016784668,32.880001068115234,31.36000061035156,31.809999465942383,556700.0,,,,,
2025-10-14,35.27000045776367,35.72999954223633,31.75,31.905000686645508,1663800.0,,,,,
2025-10-15,36.79999923706055,39.18999862670898,35.150001525878906,37.97999954223633,1749400.0,,,,,
2025-10-16,34.29999923706055,38.09999847412109,34.20000076293945,37.56999969482422,836300.0,,,,,
2025-10-17,31.790000915527344,34.27000045776367,31.165000915527344,34.27000045776367,976600.0,,,,,
2025-10-20,,,,,,34.81999969482422,35.45000076293945,33.0,33.0,777000.0
2025-10-21,,,,,,33.16999816894531,35.10900115966797,33.099998474121094,34.59000015258789,642800.0
2025-10-22,,,,,,31.139999389648438,33.20000076293945,30.440000534057617,32.83000183105469,934400.0
2025-10-23,,,,,,32.16999816894531,32.56999969482422,30.915000915527344,31.5,479200.0
2025-10-24,,,,,,33.349998474121094,34.097999572753906,33.0,33.400001525878906,436800.0
2025-10-27,,,,,,33.25,35.0,32.560001373291016,35.0,548800.0
2025-10-28,,,,,,32.0,33.27000045776367,31.889999389648438,33.25,562000.0
2025-10-29,,,,,,30.729999542236328,32.3849983215332,30.700000762939453,32.22999954223633,468900.0
2025-10-30,,,,,,30.239999771118164,31.100000381469727,29.979999542236328,30.0,475200.0
2025-10-31,,,,,,30.579999923706055,31.459999084472656,30.1299991607666,30.270000457763672,464200.0
2025-11-03,,,,,,28.65999984741211,30.389999389648438,28.540000915527344,30.229999542236328,839300.0
2025-11-04,,,,,,27.850000381469727,28.969999313354492,25.691999435424805,27.329999923706055,1447600.0
2025-11-05,,,,,,26.290000915527344,28.0,25.709999084472656,27.719999313354492,1070300.0
2025-11-06,,,,,,23.829999923706055,25.698999404907227,23.059999465942383,25.440000534057617,3115000.0
2025-11-07,,,,,,23.450000762939453,24.06999969482422,22.30500030517578,23.149999618530273,4535700.0
2025-11-10,,,,,,24.030000686645508,24.280000686645508,22.75,24.219999313354492,1530300.0
2025-11-11,,,,,,23.989999771118164,24.270000457763672,23.25,24.25,1298000.0
2025-11-12,,,,,,22.84000015258789,24.2450008392334,22.350000381469727,24.100000381469727,1131800.0
2025-11-13,,,,,,20.920000076293945,22.700000762939453,20.770000457763672,22.579999923706055,1127100.0
2025-11-14,,,,,,19.8700008392334,21.25,19.75,19.979999542236328,1753100.0
2025-11-17,,,,,,18.100000381469727,19.739999771118164,17.700000762939453,19.59000015258789,1820600.0
2025-11-18,,,,,,18.510000228881836,18.850000381469727,17.524999618530273,17.780000686645508,1312800.0
2025-11-19,,,,,,17.989999771118164,18.690000534057617,17.719999313354492,18.530000686645508,1008900.0
2025-11-20,,,,,,18.229999542236328,19.14299964904785,17.40999984741211,18.600000381469727,1552800.0
2025-11-21,,,,,,19.950000762939453,20.299999237060547,18.06999969482422,18.06999969482422,2080800.0
2025-11-24,,,,,,20.860000610351562,21.079999923706055,19.950000762939453,20.190000534057617,1778600.0
2025-11-25,,,,,,20.940000534057617,21.139999389648438,19.850000381469727,20.43000030517578,2065500.0
2025-11-26,,,,,,22.0,22.579999923706055,20.700000762939453,20.950000762939453,1488900.0
2025-11-28,,,,,,22.479999542236328,23.0,22.15999984741211,22.959999084472656,733100.0
2025-12-01,,,,,,21.579999923706055,22.350000381469727,21.209999084472656,21.889999389648438,1012100.0
2025-12-02,,,,,,21.709999084472656,22.389999389648438,21.610000610351562,21.790000915527344,899200.0
2025-12-03,,,,,,22.1299991607666,22.395000457763672,21.18000030517578,21.850000381469727,711400.0
2025-12-04,,,,,,23.510000228881836,24.049999237060547,21.809999465942383,22.100000381469727,1574800.0
2025-12-05,,,,,,23.75,24.489999771118164,22.81999969482422,23.489999771118164,1741500.0
2025-12-08,,,,,,24.3799991607666,24.8700008392334,22.229999542236328,23.899999618530273,3859700.0
2025-12-09,,,,,,25.399999618530273,25.889999389648438,23.65999984741211,24.399999618530273,2121000.0
2025-12-10,,,,,,27.40999984741211,28.75,25.209999084472656,25.68000030517578,3813700.0
2025-12-11,,,,,,28.34000015258789,28.398000717163086,26.591999053955078,27.440000534057617,2712200.0
2025-12-12,,,,,,26.530000686645508,28.81999969482422,26.360000610351562,28.81999969482422,1945100.0
2025-12-15,,,,,,24.719999313354492,27.200000762939453,24.229999542236328,26.670000076293945,2264400.0
2025-12-16,,,,,,24.229999542236328,25.399999618530273,23.780000686645508,24.510000228881836,1399100.0
2025-12-17,,,,,,22.979999542236328,24.149999618530273,22.600000381469727,24.030000686645508,1177700.0
2025-12-18,,,,,,23.969999313354492,24.219999313354492,23.190000534057617,23.229999542236328,1235300.0
2025-12-19,,,,,,26.959999084472656,27.299999237060547,23.200000762939453,23.649999618530273,2997800.0
2025-12-22,,,,,,28.360000610351562,29.489999771118164,27.399999618530273,27.959999084472656,2125200.0
2025-12-23,,,,,,28.049999237060547,28.694299697875977,26.790000915527344,27.600000381469727,640681.0
