Date,Close,High,Low,Open,Volume,"('Close', 'KR')","('High', 'KR')","('Low', 'KR')","('Open', 'KR')","('Volume', 'KR')"
2024-06-03,50.51319122314453,50.854100201991685,50.30864583583624,50.64955481468339,5449700.0,,,,,
2024-06-04,50.68852233886719,50.87358670214276,50.42553379170952,50.43527245687998,5680100.0,,,,,
2024-06-05,50.337867736816406,50.60085626722527,49.97747769838768,50.454750289566114,3737200.0,,,,,
2024-06-06,50.60085678100586,50.83462188887883,50.41578871200792,50.56189469115057,3887200.0,,,,,
2024-06-07,50.63007736206055,50.72748258837538,50.32812673392874,50.542414516191926,3145400.0,,,,,
2024-06-10,50.29890823364258,50.70800276274554,50.12358253768838,50.70800276274554,3120700.0,,,,,
2024-06-11,50.03591537475586,50.37682807221392,49.83136998565856,50.21124105559046,3337500.0,,,,,
2024-06-12,48.86708450317383,50.07488336738073,48.84760717245488,49.79241376877021,4614800.0,,,,,
2024-06-13,49.2079963684082,49.48072358119432,48.39954967960706,49.19825398759178,6520900.0,,,,,
2024-06-14,49.07162857055664,49.17877245660794,48.71123482372423,48.964484684505344,4958800.0,,,,,
2024-06-17,49.72422790527344,49.733970285467294,49.003447827361526,49.08136829076554,5695600.0,,,,,
2024-06-18,50.63007736206055,51.41904297487815,50.46449405076952,50.941766655009104,11160000.0,,,,,
2024-06-20,48.97422790527344,51.9352800390014,48.42877347554383,51.69177253554936,16483600.0,,,,,
2024-06-21,48.90604019165039,49.70474440920565,48.62357063002912,49.24695288466443,16745400.0,,,,,
2024-06-24,48.72098159790039,49.13007241903333,48.672280840474514,48.84760653971138,11728000.0,,,,,
2024-06-25,48.52617263793945,48.74046041958925,48.17552125546868,48.42877112753288,4625000.0,,,,,
2024-06-26,48.097599029541016,48.30214442328461,47.77616736883311,48.078117985046966,5280400.0,,,,,
2024-06-27,48.08786010742188,48.10734115331679,47.76643213922976,48.01967830460447,5229400.0,,,,,
2024-06-28,48.6333122253418,48.72097506320245,48.12681624166122,48.25344116648864,6628700.0,,,,,
2024-07-01,49.24695587158203,49.26643691656118,48.4482516055839,48.66253566909574,7877400.0,,,,,
2024-07-02,49.12033081054688,49.8313722301226,48.95474378646519,49.24695574477059,7073300.0,,,,,
2024-07-03,49.43201446533203,49.75344609658881,49.06188208511698,49.23720775386995,3191500.0,,,,,
2024-07-05,50.49371719360352,50.54241795225706,49.432024306185376,49.45150535277274,4668500.0,,,,,
2024-07-08,50.59111785888672,50.69826175549791,50.21124674590498,50.49371634322,5259400.0,,,,,
2024-07-09,50.51319122314453,51.068387969055145,50.38656629573165,50.55215331090683,5514000.0,,,,,
2024-07-10,51.61384963989258,51.81839504142427,50.74695984723216,50.97099000962909,5440200.0,,,,,
2024-07-11,51.38008117675781,51.42878193237765,51.03917217178941,51.21449786452444,4434600.0,,,,,
2024-07-12,51.126834869384766,51.643069565586025,51.07813039827716,51.458005208517335,3586500.0,,,,,
2024-07-15,50.76643753051758,51.25345248227213,50.756698866359336,51.13656993422721,3734200.0,,,,,
2024-07-16,52.2080078125,52.26645095158051,50.766443822514496,50.83462562696026,4125900.0,,,,,
2024-07-17,53.3768424987793,53.552168193539565,52.13982397047274,52.1690473966858,6248700.0,,,,,
2024-07-18,53.3865852355957,53.54242988579692,52.81190739129816,53.084634600242914,3255200.0,,,,,
2024-07-19,53.0943717956543,53.57164811372627,52.8606066846378,53.57164811372627,2775100.0,,,,,
