Date,Close,High,Low,Open,Volume,"('Close', 'DOCU')","('High', 'DOCU')","('Low', 'DOCU')","('Open', 'DOCU')","('Volume', 'DOCU')"
2024-06-03,53.43999862670898,54.900001525878906,52.34999847412109,54.88999938964844,3242800.0,,,,,
2024-06-04,53.20000076293945,54.04499816894531,53.09999847412109,53.77000045776367,2115600.0,,,,,
2024-06-05,53.540000915527344,54.08000183105469,52.83000183105469,53.400001525878906,3056500.0,,,,,
2024-06-06,54.59999847412109,54.7599983215332,53.52999877929688,53.52999877929688,7856200.0,,,,,
2024-06-07,52.04999923706055,53.150001525878906,48.70000076293945,51.380001068115234,17995100.0,,,,,
2024-06-10,50.9900016784668,51.70000076293945,50.43999862670898,51.66999816894531,3387000.0,,,,,
2024-06-11,52.06999969482422,52.380001068115234,50.5,50.97999954223633,2562400.0,,,,,
2024-06-12,51.31999969482422,53.68000030517578,51.17499923706055,52.61000061035156,2696100.0,,,,,
2024-06-13,51.18000030517578,52.09000015258789,50.834999084472656,51.72999954223633,2930800.0,,,,,
2024-06-14,50.84000015258789,51.27999877929688,50.709999084472656,50.9900016784668,1873700.0,,,,,
2024-06-17,51.02999877929688,51.16899871826172,49.810001373291016,50.54999923706055,2480600.0,,,,,
2024-06-18,50.970001220703125,51.79999923706055,50.935001373291016,51.09000015258789,1975400.0,,,,,
2024-06-20,52.20000076293945,52.29999923706055,49.900001525878906,50.59999847412109,2832400.0,,,,,
2024-06-21,52.7400016784668,52.91999816894531,51.77099990844727,52.130001068115234,6575500.0,,,,,
2024-06-24,51.68999862670898,52.84000015258789,51.52000045776367,52.20000076293945,2029200.0,,,,,
2024-06-25,51.540000915527344,51.84999847412109,51.13999938964844,51.77000045776367,2222900.0,,,,,
2024-06-26,51.619998931884766,51.84999847412109,51.290000915527344,51.61000061035156,2231800.0,,,,,
2024-06-27,52.68999862670898,53.34999847412109,51.415000915527344,51.4900016784668,2345300.0,,,,,
2024-06-28,53.5,53.65499877929688,52.63999938964844,52.63999938964844,3048900.0,,,,,
2024-07-01,55.13999938964844,55.18999862670898,53.52000045776367,53.619998931884766,2635900.0,,,,,
2024-07-02,54.31999969482422,55.86000061035156,54.27000045776367,55.20000076293945,2352700.0,,,,,
2024-07-03,54.130001068115234,54.470001220703125,53.84999847412109,54.119998931884766,1587700.0,,,,,
2024-07-05,54.459999084472656,55.20000076293945,53.869998931884766,54.09000015258789,1620900.0,,,,,
2024-07-08,53.83000183105469,54.41999816894531,53.2599983215332,54.38999938964844,1579300.0,,,,,
2024-07-09,51.90999984741211,53.72999954223633,51.880001068115234,53.4900016784668,2143600.0,,,,,
2024-07-10,53.790000915527344,53.86000061035156,51.58000183105469,52.130001068115234,2380300.0,,,,,
2024-07-11,54.290000915527344,55.04999923706055,53.61000061035156,54.209999084472656,1574600.0,,,,,
2024-07-12,56.380001068115234,56.72999954223633,54.25,54.29999923706055,2428800.0,,,,,
