Date,Close,High,Low,Open,Volume,"('Close', 'NEM')","('High', 'NEM')","('Low', 'NEM')","('Open', 'NEM')","('Volume', 'NEM')"
2024-06-03,40.62405776977539,40.84710658397851,40.41070512166164,40.74043025992164,7828900.0,,,,,
2024-06-04,39.5411376953125,40.00942608822873,39.08260740399627,39.999671708254056,9173500.0,,,,,
2024-06-05,40.09722900390625,40.11674148480422,39.37528581880732,39.66796558902649,6110800.0,,,,,
2024-06-06,41.46307373046875,41.51185307288542,39.648453908216425,39.99967112821691,9956300.0,,,,,
2024-06-07,39.37528610229492,40.23381665986076,39.19967749457407,39.78503703922678,9087900.0,,,,,
2024-06-10,40.29235076904297,40.31186325026917,39.13138604827339,39.39479896238922,6292900.0,,,,,
2024-06-11,39.65821075439453,39.85332811788528,39.14113932059362,39.75576943613991,7277200.0,,,,,
2024-06-12,39.98992156982422,40.78991479111083,39.78504235237221,40.40942694248608,5347600.0,,,,,
2024-06-13,39.57040786743164,40.16552180196326,39.14114072049865,39.79479582077149,5239600.0,,,,,
2024-06-14,39.82406234741211,40.07772088149131,39.54113695233349,39.89235417082761,5505300.0,,,,,
2024-06-17,39.911869049072266,40.16552387676028,39.69723546451862,40.01918584134909,6201400.0,,,,,
2024-06-18,40.7703971862793,40.926493314200464,39.93137910309356,39.97040406548017,7185200.0,,,,,
2024-06-20,41.7655143737793,42.048436067181285,40.73137512658851,40.82893381788223,8881100.0,,,,,
2024-06-21,41.22892761230469,41.90209519013103,41.17039389014606,41.63868227554141,16636300.0,,,,,
2024-06-24,41.56063461303711,42.05819360822391,41.24844233911128,41.29722540573288,7214800.0,,,,,
2024-06-25,40.877716064453125,41.521613090290494,40.82893299816016,41.3752713346625,6248600.0,,,,,
2024-06-26,40.438697814941406,40.70211076356464,40.15577238253582,40.35089349873367,6484800.0,,,,,
2024-06-27,40.81917953491211,41.14112619425086,40.77040018914872,40.94600881119732,5648700.0,,,,,
2024-06-28,40.848445892333984,41.326492406798096,40.61430354691826,41.18015064969416,10265500.0,,,,,
2024-07-01,40.63381576538086,41.50210075710663,40.63381576538086,41.07283359059019,4457300.0,,,,,
2024-07-02,40.69234848022461,41.25819928690161,40.30211000954685,40.64356913659306,6301100.0,,,,,
2024-07-03,42.389896392822266,42.60452624514743,41.267952901967966,41.29722348490458,5732500.0,,,,,
2024-07-05,43.42403411865234,43.58013025648665,42.85818701461256,42.95574570514944,10350200.0,,,,,
2024-07-08,43.05331039428711,43.26794026914455,42.47770515777611,43.0923316395903,6158400.0,,,,,
2024-07-09,42.81916427612305,43.248431468706166,42.71184747797727,43.053310355861626,4859200.0,,,,,
2024-07-10,44.35085678100586,44.70207402324796,43.6776928811255,43.78500967421343,8403000.0,,,,,
2024-07-11,46.01913070678711,46.05815566823508,44.1947565577838,45.170358264232114,11445200.0,,,,,
2024-07-12,46.35083770751953,46.84839668630385,45.61913639182229,45.82401558865278,7345100.0,,,,,
2024-07-15,46.19474029541016,46.98497903424675,45.91181862295036,45.98011044612602,5720800.0,,,,,
2024-07-16,47.141075134277344,47.42400052819757,46.23376523075745,46.39961945953405,8036200.0,,,,,
2024-07-17,47.0922966003418,47.775218565044376,47.02400477603407,47.31668455472794,8195900.0,,,,,
2024-07-18,46.35083770751953,47.375222526795945,46.22401215903559,47.16058894993797,7263500.0,,,,,
2024-07-19,45.8532829284668,46.204500159123626,44.60451386090953,45.43377387202952,6268700.0,,,,,
2024-07-22,46.136207580566406,46.1849869236672,45.47279809384471,45.65816108627786,5091600.0,,,,,
2024-07-23,45.921573638916016,46.27279086104257,45.5898688981993,46.11669473138913,5870000.0,,,,,
2024-07-24,46.53620529174805,47.14107734863218,46.02889192346201,46.311817330672085,11682600.0,,,,,
