Date,Close,High,Low,Open,Volume,"('Close', 'APGE')","('High', 'APGE')","('Low', 'APGE')","('Open', 'APGE')","('Volume', 'APGE')"
2024-06-03,45.93000030517578,47.43000030517578,44.935001373291016,46.4900016784668,270700.0,,,,,
2024-06-04,43.97999954223633,45.86000061035156,43.650001525878906,45.5099983215332,302600.0,,,,,
2024-06-05,43.84999847412109,45.16999816894531,43.560001373291016,44.27999877929688,434100.0,,,,,
2024-06-06,42.1150016784668,43.7400016784668,41.95000076293945,43.650001525878906,336200.0,,,,,
2024-06-07,41.68999862670898,41.959999084472656,40.400001525878906,41.380001068115234,533000.0,,,,,
2024-06-10,43.900001525878906,43.93000030517578,40.970001220703125,41.09000015258789,350000.0,,,,,
2024-06-11,43.209999084472656,43.650001525878906,42.540000915527344,43.38999938964844,276000.0,,,,,
2024-06-12,44.310001373291016,45.970001220703125,43.619998931884766,45.970001220703125,335500.0,,,,,
2024-06-13,43.119998931884766,45.040000915527344,42.150001525878906,44.13999938964844,222800.0,,,,,
2024-06-14,41.13999938964844,42.93000030517578,40.220001220703125,42.22999954223633,396500.0,,,,,
2024-06-17,38.9900016784668,41.63999938964844,38.6150016784668,40.84999847412109,514200.0,,,,,
2024-06-18,36.369998931884766,39.33000183105469,36.2599983215332,39.130001068115234,945600.0,,,,,
2024-06-20,38.04999923706055,38.4900016784668,36.70000076293945,36.70000076293945,781200.0,,,,,
2024-06-21,38.0,38.93999862670898,37.41999816894531,38.09000015258789,1031500.0,,,,,
2024-06-24,39.0,41.05799865722656,37.61000061035156,38.02999877929688,461900.0,,,,,
2024-06-25,37.470001220703125,38.90999984741211,37.34999847412109,38.90999984741211,338000.0,,,,,
2024-06-26,38.25,38.29999923706055,36.42900085449219,37.150001525878906,468500.0,,,,,
2024-06-27,39.95000076293945,40.18000030517578,36.9900016784668,38.400001525878906,436900.0,,,,,
2024-06-28,39.34999847412109,40.83000183105469,38.16999816894531,40.130001068115234,1943300.0,,,,,
2024-07-01,38.58000183105469,40.20000076293945,38.58000183105469,39.29999923706055,398400.0,,,,,
2024-07-02,38.209999084472656,38.595001220703125,37.380001068115234,38.2599983215332,390000.0,,,,,
2024-07-03,37.5,38.56999969482422,36.59999847412109,38.56999969482422,184400.0,,,,,
2024-07-05,38.02000045776367,38.060001373291016,36.66999816894531,37.5,204500.0,,,,,
2024-07-08,39.59999847412109,39.61000061035156,38.04999923706055,38.540000915527344,307800.0,,,,,
2024-07-09,40.119998931884766,40.709999084472656,39.36000061035156,39.619998931884766,932700.0,,,,,
2024-07-10,42.18999862670898,44.130001068115234,40.34999847412109,40.34999847412109,1152300.0,,,,,
2024-07-11,45.93000030517578,47.45000076293945,42.8650016784668,43.52000045776367,659400.0,,,,,
2024-07-12,48.02000045776367,48.33000183105469,45.27000045776367,47.5,469800.0,,,,,
2024-07-15,49.380001068115234,49.56999969482422,46.56499862670898,47.869998931884766,421000.0,,,,,
2024-07-16,50.08000183105469,52.400001525878906,49.93999862670898,50.25,431400.0,,,,,
2024-07-17,49.209999084472656,50.61000061035156,47.685001373291016,48.9900016784668,490000.0,,,,,
2024-07-18,47.52000045776367,49.93999862670898,46.02000045776367,48.790000915527344,450900.0,,,,,
2024-07-19,47.5,47.84999847412109,45.70000076293945,47.59999847412109,268700.0,,,,,
