Date,Close,High,Low,Open,Volume,"('Close', 'PLTR')","('High', 'PLTR')","('Low', 'PLTR')","('Open', 'PLTR')","('Volume', 'PLTR')"
2024-06-03,21.31999969482422,21.790000915527344,21.0049991607666,21.700000762939453,33876100.0,,,,,
2024-06-04,22.100000381469727,22.26000022888184,21.040000915527344,21.049999237060547,41974000.0,,,,,
2024-06-05,22.959999084472656,22.979999542236328,22.21999931335449,22.479999542236328,39825400.0,,,,,
2024-06-06,23.790000915527344,23.950000762939453,22.979999542236328,22.979999542236328,60400400.0,,,,,
2024-06-07,23.309999465942383,23.56999969482422,23.059999465942383,23.239999771118164,37149900.0,,,,,
2024-06-10,23.1299991607666,23.15999984741211,22.65999984741211,22.75,31429200.0,,,,,
2024-06-11,23.850000381469727,23.950000762939453,22.88999938964844,23.059999465942383,30601900.0,,,,,
2024-06-12,23.770000457763672,24.32999992370605,23.56999969482422,24.200000762939453,38542700.0,,,,,
2024-06-13,23.270000457763672,24.13999938964844,23.149999618530277,23.850000381469727,26035100.0,,,,,
2024-06-14,23.56999969482422,23.71999931335449,22.84000015258789,23.149999618530277,26618300.0,,,,,
2024-06-17,25.020000457763672,25.059999465942383,23.450000762939453,23.46999931335449,54101500.0,,,,,
2024-06-18,25.81999969482422,26.024999618530277,24.82999992370605,25.149999618530277,54458600.0,,,,,
2024-06-20,25.559999465942383,26.56999969482422,25.155000686645508,26.440000534057617,66735000.0,,,,,
2024-06-21,23.84000015258789,26.09000015258789,23.530000686645508,24.709999084472656,68605900.0,,,,,
2024-06-24,24.15999984741211,24.386999130249023,23.299999237060547,23.440000534057617,36477400.0,,,,,
2024-06-25,24.559999465942383,24.6299991607666,23.920000076293945,24.15999984741211,29389400.0,,,,,
2024-06-26,24.100000381469727,24.65999984741211,24.024999618530277,24.46999931335449,24331400.0,,,,,
2024-06-27,25.21999931335449,25.399999618530277,24.049999237060547,24.100000381469727,37882900.0,,,,,
2024-06-28,25.32999992370605,25.56999969482422,25.030000686645508,25.280000686645508,38886400.0,,,,,
2024-07-01,25.8799991607666,26.020000457763672,25.142000198364254,25.479999542236328,33167900.0,,,,,
2024-07-02,25.82999992370605,26.43000030517578,25.75,25.84000015258789,32148200.0,,,,,
2024-07-03,25.850000381469727,26.270000457763672,25.76000022888184,25.959999084472656,18433800.0,,,,,
2024-07-05,27.229999542236328,27.25,25.975000381469727,26.0,46703700.0,,,,,
2024-07-08,27.700000762939453,27.98600006103516,26.84000015258789,27.93000030517578,59611200.0,,,,,
2024-07-09,27.38999938964844,28.3799991607666,27.229999542236328,27.93000030517578,53067100.0,,,,,
2024-07-10,28.420000076293945,28.46999931335449,27.3700008392334,27.5,43231000.0,,,,,
2024-07-11,27.63999938964844,28.59000015258789,26.899999618530277,28.489999771118164,61546100.0,,,,,
2024-07-12,28.06999969482422,28.1299991607666,27.280000686645508,27.31999969482422,30760300.0,,,,,
2024-07-15,28.670000076293945,29.299999237060547,27.899999618530277,28.420000076293945,49186300.0,,,,,
2024-07-16,28.670000076293945,28.84000015258789,27.46999931335449,28.18000030517578,59330700.0,,,,,
2024-07-17,28.21999931335449,28.8700008392334,27.600000381469727,28.0,45203500.0,,,,,
2024-07-18,28.63999938964844,29.82999992370605,28.149999618530277,28.420000076293945,76485600.0,,,,,
2024-07-19,28.57999992370605,29.600000381469727,28.270000457763672,28.309999465942383,49581600.0,,,,,
