Date,Close,High,Low,Open,Volume,"('Close', 'EVTV')","('High', 'EVTV')","('Low', 'EVTV')","('Open', 'EVTV')","('Volume', 'EVTV')"
2024-06-03,14.899999618530272,16.399999618530273,14.899999618530272,15.800000190734863,670.0,,,,,
2024-06-04,14.100000381469728,14.699999809265137,13.899999618530272,14.399999618530272,460.0,,,,,
2024-06-05,15.0,15.479999542236328,14.399999618530272,14.399999618530272,580.0,,,,,
2024-06-06,13.899999618530272,14.600000381469728,13.829999923706056,14.600000381469728,720.0,,,,,
2024-06-07,14.100000381469728,14.399999618530272,13.460000038146973,13.850000381469728,910.0,,,,,
2024-06-10,13.800000190734863,14.0,13.380000114440918,13.5,710.0,,,,,
2024-06-11,13.800000190734863,14.399999618530272,13.300000190734863,13.300000190734863,2070.0,,,,,
2024-06-12,13.899999618530272,14.0,13.600000381469728,13.600000381469728,580.0,,,,,
2024-06-13,13.600000381469728,14.0,12.600000381469728,12.600000381469728,1290.0,,,,,
2024-06-14,13.199999809265137,13.399999618530272,12.949999809265137,13.199999809265137,440.0,,,,,
2024-06-17,17.600000381469727,18.600000381469727,12.800000190734863,12.800000190734863,26060.0,,,,,
2024-06-18,17.299999237060547,18.56999969482422,17.100000381469727,18.0,8870.0,,,,,
2024-06-20,14.300000190734863,17.5,13.100000381469728,17.299999237060547,6090.0,,,,,
2024-06-21,13.600000381469728,14.149999618530272,13.0,13.899999618530272,6100.0,,,,,
2024-06-24,13.199999809265137,13.699999809265137,13.0,13.600000381469728,1280.0,,,,,
2024-06-25,13.199999809265137,13.600000381469728,13.0,13.100000381469728,1100.0,,,,,
2024-06-26,13.399999618530272,13.739999771118164,13.010000228881836,13.300000190734863,480.0,,,,,
2024-06-27,14.899999618530272,15.5,13.399999618530272,13.399999618530272,3070.0,,,,,
2024-06-28,19.100000381469727,22.700000762939453,13.619999885559082,14.699999809265137,18250.0,,,,,
2024-07-01,19.0,20.200000762939453,18.0,19.399999618530277,4760.0,,,,,
2024-07-02,19.200000762939453,20.299999237060547,18.700000762939453,18.799999237060547,2200.0,,,,,
2024-07-03,18.5,19.600000381469727,18.0,18.899999618530277,1460.0,,,,,
2024-07-05,17.399999618530273,19.0,17.0,18.049999237060547,1800.0,,,,,
2024-07-08,15.600000381469728,18.0,15.109999656677246,17.399999618530273,3640.0,,,,,
2024-07-09,16.399999618530273,16.399999618530273,15.699999809265137,15.699999809265137,450.0,,,,,
2024-07-10,18.399999618530277,18.899999618530277,17.020000457763672,18.799999237060547,1270.0,,,,,
2024-07-11,19.0,19.299999237060547,16.18000030517578,18.200000762939453,3440.0,,,,,
2024-07-12,18.5,19.0,17.799999237060547,18.5,550.0,,,,,
2024-07-15,17.600000381469727,17.899999618530273,17.299999237060547,17.600000381469727,700.0,,,,,
2024-07-16,18.100000381469727,18.299999237060547,17.219999313354492,18.299999237060547,840.0,,,,,
2024-07-17,17.90999984741211,18.399999618530277,17.5,17.600000381469727,270.0,,,,,
2024-07-18,17.0,18.600000381469727,17.0,17.100000381469727,1430.0,,,,,
2024-07-19,17.850000381469727,19.0,17.040000915527344,17.049999237060547,1910.0,,,,,
2024-07-22,17.399999618530273,17.600000381469727,17.31999969482422,17.600000381469727,550.0,,,,,
2024-07-23,17.399999618530273,17.799999237060547,17.079999923706055,17.399999618530273,300.0,,,,,
2024-07-24,17.0,17.149999618530273,16.799999237060547,17.0,180.0,,,,,
2024-07-25,16.5,17.829999923706055,16.5,17.0,2150.0,,,,,
2024-07-26,16.799999237060547,18.15999984741211,15.800000190734863,17.399999618530273,800.0,,,,,
2024-07-29,17.100000381469727,18.200000762939453,16.700000762939453,18.200000762939453,410.0,,,,,
2024-07-30,16.399999618530273,17.799999237060547,16.299999237060547,16.700000762939453,590.0,,,,,
2024-07-31,16.399999618530273,17.100000381469727,16.200000762939453,16.850000381469727,330.0,,,,,
2024-08-01,17.0,17.5,16.299999237060547,17.5,210.0,,,,,
2024-08-02,16.200000762939453,16.549999237060547,16.200000762939453,16.200000762939453,90.0,,,,,
2024-08-05,16.700000762939453,17.899999618530273,16.5,16.5,950.0,,,,,
2024-08-06,16.600000381469727,18.0,15.800000190734863,15.800000190734863,470.0,,,,,
2024-08-07,16.0,17.3700008392334,16.0,16.799999237060547,670.0,,,,,
2024-08-08,16.299999237060547,16.549999237060547,15.600000381469728,15.9399995803833,650.0,,,,,
2024-08-09,17.5,17.5,16.0,16.0,2460.0,,,,,
2024-08-12,17.600000381469727,18.5,16.3700008392334,17.5,2940.0,,,,,
2024-08-13,16.700000762939453,18.0,16.5,17.200000762939453,2610.0,,,,,
2024-08-14,16.010000228881836,16.200000762939453,15.699999809265137,16.100000381469727,850.0,,,,,
2024-08-15,18.0,18.399999618530277,15.8100004196167,15.899999618530272,4080.0,,,,,
2024-08-16,17.899999618530273,18.5,17.799999237060547,18.100000381469727,1990.0,,,,,
2024-08-19,20.200000762939453,20.200000762939453,17.5,17.700000762939453,7850.0,,,,,
2024-08-20,20.799999237060547,21.5,18.600000381469727,19.5,6550.0,,,,,
2024-08-21,21.200000762939453,21.299999237060547,20.799999237060547,21.0,3690.0,,,,,
2024-08-22,22.899999618530277,23.299999237060547,20.799999237060547,21.200000762939453,11740.0,,,,,
2024-08-23,25.399999618530277,26.11000061035156,22.299999237060547,22.299999237060547,7640.0,,,,,
2024-08-26,21.899999618530277,26.0,20.799999237060547,24.600000381469727,7610.0,,,,,
2024-08-27,21.200000762939453,23.0,17.700000762939453,22.200000762939453,251780.0,,,,,
2024-08-28,18.399999618530277,19.049999237060547,17.299999237060547,18.799999237060547,15140.0,,,,,
2024-08-29,18.850000381469727,19.299999237060547,16.5,17.0,13930.0,,,,,
2024-08-30,18.600000381469727,18.899999618530277,18.299999237060547,18.799999237060547,4360.0,,,,,
2024-09-03,17.600000381469727,18.399999618530277,16.959999084472656,18.399999618530277,3370.0,,,,,
2024-09-04,15.899999618530272,17.299999237060547,15.699999809265137,17.299999237060547,7350.0,,,,,
2024-09-05,16.600000381469727,17.100000381469727,15.699999809265137,15.699999809265137,3490.0,,,,,
2024-09-06,17.0,17.100000381469727,15.899999618530272,16.100000381469727,1270.0,,,,,
2024-09-09,17.5,17.700000762939453,16.399999618530273,16.479999542236328,890.0,,,,,
2024-09-10,17.0,17.399999618530273,16.600000381469727,17.0,890.0,,,,,
2024-09-11,17.100000381469727,18.0,16.649999618530273,16.700000762939453,960.0,,,,,
2024-09-12,18.200000762939453,18.299999237060547,16.600000381469727,16.600000381469727,2790.0,,,,,
2024-09-13,19.100000381469727,21.0,18.200000762939453,18.200000762939453,12400.0,,,,,
2024-09-16,18.399999618530277,19.0,18.100000381469727,18.899999618530277,1190.0,,,,,
2024-09-17,18.100000381469727,18.799999237060547,18.0,18.600000381469727,410.0,,,,,
